CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 100.44 | 99.553 | 66.615 | 49.028 | 49.184 
InterfModel=1 | 105.093 | 104.117 | 73.437 | 59.846 | 61.898 
InterfModel=2 | 103.935 | 100.314 | 70.461 | 53.377 | 52.989 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 100.164 | 99.6704 | 66.6159 | 48.6003 | 50.1446 
InterfModel=0 1 | 99.9551 | 99.5009 | 66.0728 | 48.0462 | 49.9282 
InterfModel=0 2 | 100.148 | 99.2778 | 66.505 | 48.707 | 48.7464 
InterfModel=0 3 | 100.006 | 99.749 | 66.5469 | 48.8943 | 49.7843 
InterfModel=0 4 | 100.612 | 99.8689 | 66.3905 | 49.041 | 49.0428 
InterfModel=0 5 | 99.6742 | 99.5369 | 66.5083 | 49.3403 | 48.8724 
InterfModel=0 6 | 100.758 | 99.8239 | 66.5024 | 48.6001 | 49.0428 
InterfModel=0 7 | 100.571 | 99.5784 | 67.2952 | 49.4108 | 48.8311 
InterfModel=0 8 | 99.7417 | 99.4116 | 66.7235 | 48.536 | 49.7188 
InterfModel=0 9 | 100.774 | 99.5502 | 66.6278 | 48.8486 | 49.1853 
InterfModel=0 10 | 100.514 | 99.5509 | 66.2001 | 49.4967 | 49.5535 
InterfModel=0 11 | 99.8733 | 100.256 | 66.8259 | 48.8275 | 49.6965 
InterfModel=0 12 | 100.413 | 99.4537 | 66.4317 | 49.7044 | 49.3169 
InterfModel=0 13 | 100.201 | 99.5191 | 66.1832 | 49.8609 | 49.2435 
InterfModel=0 14 | 99.4233 | 99.3699 | 65.6161 | 48.2255 | 49.4761 
InterfModel=0 15 | 99.8881 | 99.3135 | 66.6037 | 49.1663 | 49.4694 
InterfModel=0 16 | 100.665 | 99.6338 | 66.9241 | 48.5628 | 48.3684 
InterfModel=0 17 | 101.192 | 99.2735 | 66.6808 | 49.5767 | 48.5559 
InterfModel=0 18 | 100.302 | 100.124 | 67.0873 | 48.935 | 48.3399 
InterfModel=0 19 | 100.031 | 99.5955 | 66.9598 | 48.5342 | 49.2331 
InterfModel=0 20 | 101.247 | 99.5896 | 66.3761 | 48.6981 | 49.4746 
InterfModel=0 21 | 100.602 | 99.6324 | 66.2225 | 48.2634 | 49.38 
InterfModel=0 22 | 99.6191 | 99.6957 | 66.4073 | 48.2232 | 49.4021 
InterfModel=0 23 | 100.594 | 99.451 | 66.3746 | 48.8411 | 48.9991 
InterfModel=0 24 | 100.277 | 99.7217 | 67.1791 | 49.4928 | 48.059 
InterfModel=0 25 | 100.524 | 99.6646 | 67.9445 | 48.9307 | 49.7966 
InterfModel=0 26 | 99.958 | 99.5855 | 66.0173 | 49.469 | 48.6964 
InterfModel=0 27 | 99.8398 | 99.3245 | 66.6578 | 49.3475 | 48.6784 
InterfModel=0 28 | 101.005 | 99.2388 | 66.9361 | 49.3352 | 49.513 
InterfModel=0 29 | 99.5609 | 99.5615 | 66.513 | 49.4506 | 48.1697 
InterfModel=0 30 | 101.091 | 99.8719 | 66.4071 | 49.8132 | 47.7799 
InterfModel=0 31 | 100.136 | 99.5746 | 66.7454 | 49.6793 | 49.082 
InterfModel=0 32 | 100.011 | 99.5243 | 65.3656 | 49.4486 | 49.1048 
InterfModel=0 33 | 100.826 | 99.7076 | 66.8255 | 49.7425 | 50.1127 
InterfModel=0 34 | 101.387 | 99.7892 | 66.7994 | 49.7876 | 48.8343 
InterfModel=0 35 | 101.274 | 100.003 | 67.2261 | 49.3722 | 49.3674 
InterfModel=0 36 | 100.439 | 99.5456 | 66.4713 | 49.0904 | 48.7935 
InterfModel=0 37 | 99.9544 | 99.2803 | 66.1068 | 48.7401 | 49.554 
InterfModel=0 38 | 100.439 | 99.6408 | 66.5069 | 48.9334 | 48.699 
InterfModel=0 39 | 100.263 | 99.2566 | 66.5694 | 48.9238 | 48.8909 
InterfModel=0 40 | 99.9265 | 99.8335 | 66.1029 | 49.0238 | 48.9489 
InterfModel=0 41 | 100.139 | 99.4796 | 65.8385 | 49.208 | 48.8201 
InterfModel=0 42 | 100.931 | 99.4887 | 66.2906 | 48.6322 | 49.5404 
InterfModel=0 43 | 100.803 | 99.6728 | 67.3818 | 48.3882 | 49.6203 
InterfModel=0 44 | 101.348 | 99.6551 | 66.8174 | 48.6553 | 48.8697 
InterfModel=0 45 | 100.706 | 99.4969 | 66.6811 | 49.0529 | 49.8638 
InterfModel=0 46 | 99.9638 | 99.4568 | 66.7796 | 47.7728 | 49.6601 
InterfModel=0 47 | 100.982 | 99.676 | 67.0839 | 48.6975 | 49.197 
InterfModel=0 48 | 100.634 | 99.7073 | 65.7865 | 49.5031 | 50.0575 
InterfModel=0 49 | 100.697 | 99.506 | 66.5778 | 49.5192 | 48.4504 
InterfModel=0 50 | 100.248 | 99.198 | 67.0369 | 49.3758 | 48.6348 
InterfModel=0 51 | 99.8971 | 99.7448 | 66.4465 | 48.2357 | 50.1711 
InterfModel=0 52 | 99.7118 | 99.3117 | 66.8654 | 48.8522 | 49.7097 
InterfModel=0 53 | 100.684 | 99.3115 | 66.5855 | 49.6993 | 48.7275 
InterfModel=0 54 | 101.317 | 99.4665 | 66.17 | 48.8021 | 49.8839 
InterfModel=0 55 | 100.084 | 99.3442 | 66.7044 | 48.929 | 49.1167 
InterfModel=0 56 | 101.077 | 100.191 | 66.2776 | 48.7506 | 48.6748 
InterfModel=0 57 | 99.9609 | 99.424 | 66.8026 | 48.6005 | 49.2468 
InterfModel=0 58 | 100.868 | 99.4492 | 67.2306 | 49.5308 | 49.0591 
InterfModel=0 59 | 100.639 | 99.4157 | 66.9345 | 48.5341 | 49.4603 
InterfModel=0 60 | 100.699 | 99.8147 | 66.6467 | 48.8756 | 48.7407 
InterfModel=0 61 | 100.608 | 99.5835 | 66.9671 | 49.8574 | 48.8673 
InterfModel=0 62 | 100.407 | 99.9782 | 66.8997 | 48.2783 | 50.5333 
InterfModel=0 63 | 100.249 | 99.4632 | 66.9328 | 48.6995 | 49.4369 
