CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 57 | - | 23 | 85 | 2160 | 730 
InterfModel=0,node=1 58 | - | 23 | 99 | 2120 | 757 
InterfModel=0,node=1 59 | - | 25 | 113 | 2088 | 773 
InterfModel=0,node=1 60 | - | 23 | 83 | 2140 | 751 
InterfModel=0,node=1 61 | - | 13 | 92 | 2185 | 708 
InterfModel=0,node=1 62 | - | 23 | 82 | 2149 | 745 
InterfModel=0,node=1 63 | - | 18 | 75 | 2095 | 810 
InterfModel=0,node=1 64 | - | 15 | 102 | 2068 | 813 
InterfModel=0,node=1 65 | - | 17 | 100 | 2072 | 809 
InterfModel=0,node=1 66 | - | 19 | 93 | 2162 | 725 
InterfModel=0,node=1 67 | - | 23 | 91 | 2085 | 800 
InterfModel=0,node=1 68 | - | 19 | 96 | 2166 | 718 
InterfModel=0,node=1 69 | - | 19 | 111 | 2133 | 735 
InterfModel=0,node=1 70 | - | 21 | 102 | 2142 | 732 
InterfModel=0,node=1 71 | - | 14 | 89 | 2129 | 767 
InterfModel=0,node=1 72 | - | 30 | 73 | 2102 | 792 
InterfModel=0,node=1 73 | - | 29 | 94 | 2120 | 754 
InterfModel=0,node=1 74 | - | 24 | 113 | 2081 | 779 
InterfModel=0,node=1 75 | - | 18 | 92 | 2149 | 738 
InterfModel=0,node=1 76 | - | 19 | 91 | 2108 | 779 
InterfModel=0,node=1 77 | - | 22 | 91 | 2181 | 703 
InterfModel=0,node=1 78 | - | 15 | 100 | 2091 | 791 
InterfModel=0,node=1 79 | - | 16 | 109 | 2134 | 740 
InterfModel=0,node=1 80 | - | 12 | 105 | 2186 | 696 
InterfModel=0,node=1 81 | - | 22 | 104 | 2129 | 741 
InterfModel=0,node=1 82 | - | 18 | 79 | 2081 | 821 
InterfModel=0,node=1 83 | - | 19 | 110 | 2073 | 795 
InterfModel=0,node=1 84 | - | 21 | 110 | 2076 | 791 
InterfModel=0,node=1 85 | - | 14 | 90 | 2183 | 710 
InterfModel=0,node=1 86 | - | 15 | 98 | 2143 | 741 
InterfModel=0,node=1 87 | - | 17 | 85 | 2175 | 721 
InterfModel=0,node=1 88 | - | 24 | 71 | 2134 | 769 
InterfModel=0,node=1 89 | - | 13 | 99 | 2122 | 765 
InterfModel=0,node=1 90 | - | 17 | 94 | 2102 | 784 
InterfModel=0,node=1 91 | - | 22 | 84 | 2152 | 740 
InterfModel=0,node=1 92 | - | 12 | 99 | 2143 | 743 
InterfModel=0,node=1 93 | - | 17 | 87 | 2172 | 720 
InterfModel=0,node=1 94 | - | 28 | 98 | 2073 | 798 
InterfModel=0,node=1 95 | - | 19 | 92 | 2126 | 762 
InterfModel=0,node=1 96 | - | 21 | 112 | 2122 | 744 
InterfModel=0,node=1 97 | - | 19 | 71 | 2147 | 762 
InterfModel=0,node=1 98 | - | 21 | 115 | 2062 | 800 
InterfModel=0,node=1 99 | - | 13 | 82 | 2205 | 699 
InterfModel=0,node=2 0 | - | 12 | 23 | 2242 | 720 
InterfModel=0,node=2 1 | - | 16 | 16 | 2238 | 729 
InterfModel=0,node=2 2 | - | 16 | 17 | 2273 | 691 
InterfModel=0,node=2 3 | - | 25 | 18 | 2187 | 767 
InterfModel=0,node=2 4 | - | 20 | 28 | 2171 | 779 
InterfModel=0,node=2 5 | - | 24 | 14 | 2212 | 747 
InterfModel=0,node=2 6 | - | 22 | 16 | 2265 | 695 
InterfModel=0,node=2 7 | - | 20 | 13 | 2275 | 691 
InterfModel=0,node=2 8 | - | 12 | 16 | 2142 | 829 
InterfModel=0,node=2 9 | - | 22 | 23 | 2195 | 757 
InterfModel=0,node=2 10 | - | 16 | 27 | 2157 | 796 
InterfModel=0,node=2 11 | - | 27 | 28 | 2203 | 741 
InterfModel=0,node=2 12 | - | 20 | 22 | 2178 | 778 
InterfModel=0,node=2 13 | - | 14 | 22 | 2209 | 752 
InterfModel=0,node=2 14 | - | 23 | 15 | 2165 | 795 
InterfModel=0,node=2 15 | - | 22 | 15 | 2235 | 725 
InterfModel=0,node=2 16 | - | 23 | 20 | 2214 | 741 
InterfModel=0,node=2 17 | - | 16 | 19 | 2213 | 749 
InterfModel=0,node=2 18 | - | 27 | 29 | 2164 | 779 
InterfModel=0,node=2 19 | - | 14 | 18 | 2294 | 673 
InterfModel=0,node=2 20 | - | 25 | 17 | 2208 | 747 
InterfModel=0,node=2 21 | - | 19 | 20 | 2187 | 773 
InterfModel=0,node=2 22 | - | 25 | 27 | 2186 | 760 
InterfModel=0,node=2 23 | - | 14 | 19 | 2197 | 767 
InterfModel=0,node=2 24 | - | 20 | 21 | 2192 | 766 
InterfModel=0,node=2 25 | - | 26 | 9 | 2245 | 719 
InterfModel=0,node=2 26 | - | 22 | 19 | 2208 | 748 
InterfModel=0,node=2 27 | - | 19 | 22 | 2201 | 756 
InterfModel=0,node=2 28 | - | 14 | 12 | 2226 | 744 
InterfModel=0,node=2 29 | - | 20 | 19 | 2260 | 700 
InterfModel=0,node=2 30 | - | 18 | 25 | 2272 | 682 
InterfModel=0,node=2 31 | - | 22 | 20 | 2173 | 783 
InterfModel=0,node=2 32 | - | 18 | 11 | 2253 | 717 
InterfModel=0,node=2 33 | - | 22 | 16 | 2236 | 724 
InterfModel=0,node=2 34 | - | 20 | 19 | 2292 | 668 
InterfModel=0,node=2 35 | - | 25 | 14 | 2262 | 695 
InterfModel=0,node=2 36 | - | 25 | 14 | 2190 | 770 
InterfModel=0,node=2 37 | - | 11 | 21 | 2224 | 741 
InterfModel=0,node=2 38 | - | 25 | 8 | 2221 | 742 
InterfModel=0,node=2 39 | - | 13 | 20 | 2263 | 701 
InterfModel=0,node=2 40 | - | 22 | 16 | 2250 | 709 
InterfModel=0,node=2 41 | - | 17 | 12 | 2294 | 674 
InterfModel=0,node=2 42 | - | 17 | 24 | 2235 | 721 
InterfModel=0,node=2 43 | - | 22 | 29 | 2225 | 721 
InterfModel=0,node=2 44 | - | 21 | 25 | 2179 | 773 
InterfModel=0,node=2 45 | - | 21 | 15 | 2232 | 729 
InterfModel=0,node=2 46 | - | 16 | 22 | 2169 | 791 
InterfModel=0,node=2 47 | - | 22 | 22 | 2156 | 799 
InterfModel=0,node=2 48 | - | 24 | 29 | 2165 | 781 
InterfModel=0,node=2 49 | - | 20 | 20 | 2177 | 782 
InterfModel=0,node=2 50 | - | 17 | 16 | 2254 | 711 
InterfModel=0,node=2 51 | - | 19 | 21 | 2231 | 727 
InterfModel=0,node=2 52 | - | 16 | 16 | 2232 | 733 
InterfModel=0,node=2 53 | - | 14 | 13 | 2254 | 717 
InterfModel=0,node=2 54 | - | 16 | 22 | 2290 | 669 
InterfModel=0,node=2 55 | - | 13 | 14 | 2262 | 708 
InterfModel=0,node=2 56 | - | 32 | 22 | 2247 | 698 
InterfModel=0,node=2 57 | - | 18 | 15 | 2305 | 661 
InterfModel=0,node=2 58 | - | 16 | 14 | 2239 | 730 
InterfModel=0,node=2 59 | - | 17 | 13 | 2273 | 696 
InterfModel=0,node=2 60 | - | 24 | 21 | 2259 | 694 
InterfModel=0,node=2 61 | - | 20 | 20 | 2208 | 751 
InterfModel=0,node=2 62 | - | 23 | 23 | 2156 | 796 
InterfModel=0,node=2 63 | - | 14 | 17 | 2286 | 680 
InterfModel=0,node=2 64 | - | 18 | 26 | 2239 | 714 
InterfModel=0,node=2 65 | - | 22 | 26 | 2192 | 759 
InterfModel=0,node=2 66 | - | 14 | 16 | 2281 | 688 
InterfModel=0,node=2 67 | - | 14 | 33 | 2208 | 743 
InterfModel=0,node=2 68 | - | 14 | 10 | 2301 | 674 
InterfModel=0,node=2 69 | - | 14 | 18 | 2262 | 704 
InterfModel=0,node=2 70 | - | 15 | 14 | 2235 | 733 
InterfModel=0,node=2 71 | - | 16 | 15 | 2229 | 736 
InterfModel=0,node=2 72 | - | 22 | 24 | 2192 | 759 
InterfModel=0,node=2 73 | - | 14 | 12 | 2255 | 717 
InterfModel=0,node=2 74 | - | 25 | 21 | 2157 | 794 
InterfModel=0,node=2 75 | - | 12 | 19 | 2245 | 722 
InterfModel=0,node=2 76 | - | 14 | 25 | 2265 | 694 
InterfModel=0,node=2 77 | - | 15 | 21 | 2216 | 746 
InterfModel=0,node=2 78 | - | 22 | 22 | 2196 | 757 
InterfModel=0,node=2 79 | - | 15 | 17 | 2251 | 713 
InterfModel=0,node=2 80 | - | 23 | 18 | 2232 | 724 
InterfModel=0,node=2 81 | - | 17 | 22 | 2216 | 739 
InterfModel=0,node=2 82 | - | 17 | 19 | 2220 | 743 
InterfModel=0,node=2 83 | - | 21 | 24 | 2160 | 792 
InterfModel=0,node=2 84 | - | 9 | 11 | 2272 | 706 
InterfModel=0,node=2 85 | - | 20 | 26 | 2194 | 758 
InterfModel=0,node=2 86 | - | 17 | 20 | 2186 | 776 
InterfModel=0,node=2 87 | - | 19 | 24 | 2193 | 761 
InterfModel=0,node=2 88 | - | 16 | 19 | 2223 | 740 
InterfModel=0,node=2 89 | - | 18 | 15 | 2308 | 657 
InterfModel=0,node=2 90 | - | 28 | 8 | 2298 | 663 
InterfModel=0,node=2 91 | - | 23 | 22 | 2144 | 809 
InterfModel=0,node=2 92 | - | 23 | 20 | 2194 | 761 
InterfModel=0,node=2 93 | - | 20 | 20 | 2205 | 754 
InterfModel=0,node=2 94 | - | 17 | 26 | 2167 | 787 
InterfModel=0,node=2 95 | - | 23 | 20 | 2240 | 714 
InterfModel=0,node=2 96 | - | 13 | 19 | 2238 | 728 
InterfModel=0,node=2 97 | - | 29 | 17 | 2293 | 658 
InterfModel=0,node=2 98 | - | 23 | 31 | 2182 | 763 
InterfModel=0,node=2 99 | - | 8 | 16 | 2260 | 715 
InterfModel=0,node=3 0 | 1 | 15 | 215 | 3235 | 1026 
InterfModel=0,node=3 1 | 3 | 19 | 160 | 3363 | 954 
InterfModel=0,node=3 2 | 5 | 17 | 170 | 3251 | 1059 
InterfModel=0,node=3 3 | 4 | 12 | 216 | 3397 | 871 
InterfModel=0,node=3 4 | 8 | 16 | 173 | 3338 | 968 
InterfModel=0,node=3 5 | 7 | 22 | 208 | 3238 | 1020 
InterfModel=0,node=3 6 | 5 | 26 | 157 | 3312 | 997 
InterfModel=0,node=3 7 | 3 | 10 | 210 | 3252 | 1013 
InterfModel=0,node=3 8 | 2 | 16 | 170 | 3303 | 1008 
InterfModel=0,node=3 9 | 3 | 11 | 195 | 3436 | 856 
InterfModel=0,node=3 10 | - | 20 | 183 | 3298 | 994 
InterfModel=0,node=3 11 | - | 20 | 192 | 3427 | 853 
InterfModel=0,node=3 12 | - | 21 | 184 | 3362 | 927 
InterfModel=0,node=3 13 | - | 14 | 164 | 3409 | 906 
InterfModel=0,node=3 14 | - | 16 | 181 | 3212 | 1083 
InterfModel=0,node=3 15 | - | 18 | 181 | 3430 | 867 
InterfModel=0,node=3 16 | - | 31 | 199 | 3168 | 1098 
InterfModel=0,node=3 17 | - | 25 | 190 | 3328 | 953 
InterfModel=0,node=3 18 | - | 27 | 183 | 3433 | 853 
InterfModel=0,node=3 19 | - | 21 | 182 | 3367 | 925 
InterfModel=0,node=3 20 | - | 16 | 177 | 3288 | 1015 
InterfModel=0,node=3 21 | - | 25 | 174 | 3232 | 1063 
InterfModel=0,node=3 22 | - | 13 | 182 | 3365 | 936 
InterfModel=0,node=3 23 | - | 20 | 186 | 3334 | 953 
InterfModel=0,node=3 24 | - | 23 | 184 | 3415 | 865 
InterfModel=0,node=3 25 | - | 23 | 226 | 3303 | 942 
InterfModel=0,node=3 26 | - | 16 | 184 | 3217 | 1076 
InterfModel=0,node=3 27 | - | 14 | 217 | 3363 | 901 
InterfModel=0,node=3 28 | - | 19 | 178 | 3258 | 1040 
InterfModel=0,node=3 29 | - | 18 | 206 | 3129 | 1127 
InterfModel=0,node=3 30 | - | 8 | 217 | 3283 | 980 
InterfModel=0,node=3 31 | - | 16 | 193 | 3264 | 1024 
InterfModel=0,node=3 32 | - | 10 | 174 | 3292 | 1020 
InterfModel=0,node=3 33 | - | 17 | 210 | 3379 | 890 
InterfModel=0,node=3 34 | - | 19 | 172 | 3272 | 1034 
InterfModel=0,node=3 35 | - | 13 | 203 | 3177 | 1099 
InterfModel=0,node=3 36 | - | 21 | 171 | 3348 | 955 
InterfModel=0,node=3 37 | - | 22 | 183 | 3408 | 881 
InterfModel=0,node=3 38 | - | 21 | 174 | 3347 | 946 
InterfModel=0,node=3 39 | - | 27 | 187 | 3241 | 1022 
InterfModel=0,node=3 40 | - | 22 | 170 | 3308 | 997 
InterfModel=0,node=3 41 | - | 9 | 181 | 3246 | 1060 
InterfModel=0,node=3 42 | - | 18 | 159 | 3292 | 1027 
InterfModel=0,node=3 43 | - | 18 | 196 | 3282 | 988 
InterfModel=0,node=3 44 | - | 31 | 182 | 3185 | 1099 
InterfModel=0,node=3 45 | - | 19 | 175 | 3313 | 985 
InterfModel=0,node=3 46 | - | 22 | 179 | 3375 | 920 
InterfModel=0,node=3 47 | - | 15 | 218 | 3341 | 913 
InterfModel=0,node=3 48 | - | 18 | 183 | 3229 | 1066 
InterfModel=0,node=3 49 | - | 17 | 194 | 3196 | 1086 
InterfModel=0,node=3 50 | - | 14 | 213 | 3291 | 978 
InterfModel=0,node=3 51 | - | 12 | 180 | 3253 | 1038 
InterfModel=0,node=3 52 | - | 20 | 188 | 3217 | 1068 
InterfModel=0,node=3 53 | - | 14 | 191 | 3207 | 1083 
InterfModel=0,node=3 54 | - | 20 | 177 | 3387 | 902 
InterfModel=0,node=3 55 | - | 17 | 216 | 3373 | 886 
InterfModel=0,node=3 56 | - | 21 | 170 | 3436 | 869 
InterfModel=0,node=3 57 | - | 18 | 185 | 3384 | 910 
InterfModel=0,node=3 58 | - | 20 | 228 | 3225 | 1023 
InterfModel=0,node=3 59 | - | 21 | 191 | 3338 | 949 
InterfModel=0,node=3 60 | - | 25 | 169 | 3308 | 995 
InterfModel=0,node=3 61 | - | 24 | 175 | 3361 | 936 
InterfModel=0,node=3 62 | - | 22 | 193 | 3281 | 1002 
InterfModel=0,node=3 63 | - | 22 | 188 | 3255 | 1019 
InterfModel=0,node=3 64 | - | 12 | 191 | 3311 | 983 
InterfModel=0,node=3 65 | - | 22 | 165 | 3399 | 902 
InterfModel=0,node=3 66 | - | 21 | 180 | 3351 | 945 
InterfModel=0,node=3 67 | - | 14 | 169 | 3212 | 1093 
InterfModel=0,node=3 68 | - | 16 | 179 | 3399 | 897 
InterfModel=0,node=3 69 | - | 19 | 226 | 3195 | 1058 
InterfModel=0,node=3 70 | - | 21 | 211 | 3233 | 1029 
InterfModel=0,node=3 71 | - | 24 | 182 | 3329 | 961 
InterfModel=0,node=3 72 | - | 19 | 178 | 3474 | 822 
InterfModel=0,node=3 73 | - | 27 | 155 | 3416 | 901 
InterfModel=0,node=3 74 | - | 20 | 199 | 3427 | 852 
InterfModel=0,node=3 75 | - | 11 | 174 | 3350 | 957 
InterfModel=0,node=3 76 | - | 19 | 171 | 3285 | 1013 
InterfModel=0,node=3 77 | - | 13 | 167 | 3439 | 875 
InterfModel=0,node=3 78 | - | 19 | 247 | 3197 | 1028 
InterfModel=0,node=3 79 | - | 28 | 159 | 3332 | 979 
InterfModel=0,node=3 80 | - | 16 | 187 | 3316 | 979 
InterfModel=0,node=3 81 | - | 19 | 192 | 3235 | 1050 
InterfModel=0,node=3 82 | - | 18 | 162 | 3435 | 875 
InterfModel=0,node=3 83 | - | 21 | 184 | 3364 | 920 
InterfModel=0,node=3 84 | - | 18 | 168 | 3338 | 972 
InterfModel=0,node=3 85 | - | 26 | 182 | 3417 | 869 
InterfModel=0,node=3 86 | - | 16 | 202 | 3294 | 983 
InterfModel=0,node=3 87 | - | 25 | 203 | 3409 | 859 
InterfModel=0,node=3 88 | - | 13 | 188 | 3269 | 1026 
InterfModel=0,node=3 89 | - | 9 | 173 | 3321 | 994 
InterfModel=0,node=3 90 | - | 23 | 215 | 3300 | 946 
InterfModel=0,node=3 91 | - | 23 | 173 | 3324 | 978 
InterfModel=0,node=3 92 | - | 16 | 184 | 3265 | 1027 
InterfModel=0,node=3 93 | - | 18 | 179 | 3259 | 1040 
InterfModel=0,node=3 94 | - | 9 | 187 | 3317 | 980 
InterfModel=0,node=3 95 | - | 15 | 165 | 3416 | 900 
InterfModel=0,node=3 96 | - | 21 | 223 | 3285 | 946 
InterfModel=0,node=3 97 | - | 19 | 168 | 3282 | 1023 
InterfModel=0,node=3 98 | - | 26 | 204 | 3264 | 1003 
InterfModel=0,node=3 99 | - | 16 | 191 | 3254 | 1037 
InterfModel=0,node=4 0 | 1408 | 22 | 49 | 4860 | 1127 
InterfModel=0,node=4 1 | 1332 | 14 | 47 | 4816 | 1257 
InterfModel=0,node=4 2 | 1444 | 15 | 54 | 4798 | 1159 
InterfModel=0,node=4 3 | 1463 | 17 | 52 | 4738 | 1196 
InterfModel=0,node=4 4 | 1458 | 20 | 59 | 4805 | 1123 
InterfModel=0,node=4 5 | 1494 | 16 | 53 | 4723 | 1183 
InterfModel=0,node=4 6 | 1434 | 23 | 44 | 4948 | 1019 
InterfModel=0,node=4 7 | 1491 | 17 | 49 | 4934 | 977 
InterfModel=0,node=4 8 | 1364 | 21 | 59 | 4971 | 1054 
InterfModel=0,node=4 9 | 1451 | 16 | 51 | 4835 | 1114 
InterfModel=0,node=4 10 | 1512 | 13 | 45 | 4885 | 1011 
InterfModel=0,node=4 11 | 1414 | 23 | 33 | 5009 | 987 
InterfModel=0,node=4 12 | 1518 | 22 | 46 | 4895 | 985 
InterfModel=0,node=4 13 | 1578 | 26 | 43 | 4706 | 1113 
InterfModel=0,node=4 14 | 1374 | 21 | 34 | 5058 | 981 
InterfModel=0,node=4 15 | 1528 | 20 | 34 | 4801 | 1090 
InterfModel=0,node=4 16 | 1393 | 18 | 59 | 5035 | 962 
InterfModel=0,node=4 17 | 1532 | 19 | 32 | 4867 | 1017 
InterfModel=0,node=4 18 | 1442 | 23 | 41 | 4795 | 1167 
InterfModel=0,node=4 19 | 1392 | 18 | 41 | 4925 | 1093 
InterfModel=0,node=4 20 | 1389 | 13 | 40 | 5078 | 947 
InterfModel=0,node=4 21 | 1382 | 23 | 36 | 4925 | 1104 
InterfModel=0,node=4 22 | 1347 | 14 | 49 | 4823 | 1234 
InterfModel=0,node=4 23 | 1465 | 15 | 51 | 4736 | 1200 
InterfModel=0,node=4 24 | 1536 | 25 | 40 | 4721 | 1146 
InterfModel=0,node=4 25 | 1430 | 18 | 45 | 4833 | 1151 
InterfModel=0,node=4 26 | 1561 | 28 | 45 | 4773 | 1060 
InterfModel=0,node=4 27 | 1511 | 22 | 57 | 4669 | 1207 
InterfModel=0,node=4 28 | 1495 | 18 | 43 | 4875 | 1034 
InterfModel=0,node=4 29 | 1503 | 30 | 46 | 4723 | 1169 
InterfModel=0,node=4 30 | 1570 | 20 | 46 | 4628 | 1204 
InterfModel=0,node=4 31 | 1547 | 24 | 42 | 4809 | 1044 
InterfModel=0,node=4 32 | 1516 | 13 | 44 | 4854 | 1042 
InterfModel=0,node=4 33 | 1524 | 22 | 55 | 4639 | 1233 
InterfModel=0,node=4 34 | 1515 | 19 | 45 | 4674 | 1218 
InterfModel=0,node=4 35 | 1494 | 21 | 50 | 4761 | 1141 
InterfModel=0,node=4 36 | 1443 | 26 | 46 | 4958 | 995 
InterfModel=0,node=4 37 | 1450 | 13 | 35 | 4829 | 1138 
InterfModel=0,node=4 38 | 1437 | 26 | 56 | 4761 | 1191 
InterfModel=0,node=4 39 | 1455 | 12 | 50 | 4669 | 1284 
InterfModel=0,node=4 40 | 1472 | 24 | 45 | 4699 | 1227 
InterfModel=0,node=4 41 | 1466 | 19 | 35 | 4750 | 1197 
InterfModel=0,node=4 42 | 1461 | 17 | 41 | 4879 | 1068 
InterfModel=0,node=4 43 | 1402 | 13 | 38 | 4874 | 1140 
InterfModel=0,node=4 44 | 1403 | 16 | 47 | 5034 | 969 
InterfModel=0,node=4 45 | 1467 | 20 | 44 | 4962 | 980 
InterfModel=0,node=4 46 | 1307 | 18 | 41 | 4966 | 1134 
InterfModel=0,node=4 47 | 1419 | 15 | 41 | 4990 | 1002 
InterfModel=0,node=4 48 | 1498 | 25 | 42 | 4930 | 970 
InterfModel=0,node=4 49 | 1493 | 19 | 44 | 4806 | 1107 
InterfModel=0,node=4 50 | 1507 | 21 | 44 | 4752 | 1142 
InterfModel=0,node=4 51 | 1365 | 11 | 36 | 5056 | 1004 
InterfModel=0,node=4 52 | 1459 | 20 | 58 | 4935 | 994 
InterfModel=0,node=4 53 | 1503 | 24 | 40 | 4878 | 1023 
InterfModel=0,node=4 54 | 1415 | 24 | 42 | 4808 | 1178 
InterfModel=0,node=4 55 | 1445 | 13 | 44 | 4810 | 1154 
InterfModel=0,node=4 56 | 1411 | 20 | 57 | 4840 | 1144 
InterfModel=0,node=4 57 | 1414 | 22 | 43 | 4883 | 1112 
InterfModel=0,node=4 58 | 1504 | 17 | 45 | 4710 | 1192 
InterfModel=0,node=4 59 | 1418 | 16 | 50 | 4758 | 1224 
InterfModel=0,node=4 60 | 1448 | 19 | 37 | 4762 | 1200 
InterfModel=0,node=4 61 | 1547 | 17 | 59 | 4625 | 1222 
InterfModel=0,node=4 62 | 1354 | 17 | 47 | 4970 | 1079 
InterfModel=0,node=4 63 | 1440 | 10 | 33 | 4920 | 1068 
InterfModel=0,node=4 64 | 1294 | 23 | 47 | 4885 | 1217 
InterfModel=0,node=4 65 | 1523 | 18 | 33 | 4788 | 1106 
InterfModel=0,node=4 66 | 1344 | 21 | 47 | 4801 | 1255 
InterfModel=0,node=4 67 | 1434 | 17 | 45 | 4857 | 1118 
InterfModel=0,node=4 68 | 1490 | 20 | 47 | 4698 | 1211 
InterfModel=0,node=4 69 | 1512 | 24 | 44 | 4732 | 1154 
InterfModel=0,node=4 70 | 1406 | 15 | 43 | 5047 | 954 
InterfModel=0,node=4 71 | 1473 | 20 | 41 | 4930 | 1003 
InterfModel=0,node=4 72 | 1501 | 20 | 55 | 4699 | 1193 
InterfModel=0,node=4 73 | 1337 | 23 | 51 | 4851 | 1205 
