CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
InterfModel=2 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932482 | 0.244737 | 0.247648 | 0.241997 | 0.24511 | 0.242123 
InterfModel=0 1 | 0.932477 | 0.245864 | 0.248021 | 0.244464 | 0.246658 | 0.242766 
InterfModel=0 2 | 0.932444 | 0.245401 | 0.248064 | 0.23996 | 0.245652 | 0.241825 
InterfModel=0 3 | 0.932462 | 0.244723 | 0.247937 | 0.240387 | 0.244203 | 0.244305 
InterfModel=0 4 | 0.932538 | 0.245505 | 0.248549 | 0.242319 | 0.243666 | 0.241721 
InterfModel=0 5 | 0.932498 | 0.244288 | 0.248482 | 0.241999 | 0.245493 | 0.241114 
InterfModel=0 6 | 0.932508 | 0.246656 | 0.248361 | 0.241145 | 0.245636 | 0.241884 
InterfModel=0 7 | 0.932472 | 0.245373 | 0.248383 | 0.242764 | 0.243996 | 0.242136 
InterfModel=0 8 | 0.932521 | 0.24464 | 0.248665 | 0.242411 | 0.246388 | 0.242223 
InterfModel=0 9 | 0.932464 | 0.244495 | 0.248618 | 0.241665 | 0.245127 | 0.242429 
InterfModel=0 10 | 0.932422 | 0.24507 | 0.247975 | 0.241368 | 0.243927 | 0.239761 
InterfModel=0 11 | 0.932538 | 0.245908 | 0.248401 | 0.242653 | 0.245949 | 0.243118 
InterfModel=0 12 | 0.932452 | 0.24597 | 0.248111 | 0.242725 | 0.243547 | 0.242099 
InterfModel=0 13 | 0.932478 | 0.246257 | 0.247714 | 0.243191 | 0.244605 | 0.244783 
InterfModel=0 14 | 0.932431 | 0.244503 | 0.24754 | 0.243814 | 0.244414 | 0.241523 
InterfModel=0 15 | 0.932464 | 0.24525 | 0.248089 | 0.242246 | 0.244655 | 0.243099 
InterfModel=0 16 | 0.932408 | 0.244258 | 0.24757 | 0.243144 | 0.245327 | 0.241068 
InterfModel=0 17 | 0.932441 | 0.244825 | 0.247194 | 0.243231 | 0.244356 | 0.241667 
InterfModel=0 18 | 0.932538 | 0.245923 | 0.248069 | 0.241769 | 0.243864 | 0.242776 
InterfModel=0 19 | 0.932517 | 0.243681 | 0.248547 | 0.241543 | 0.244424 | 0.24195 
InterfModel=0 20 | 0.932428 | 0.243713 | 0.247306 | 0.240763 | 0.245038 | 0.242369 
InterfModel=0 21 | 0.932549 | 0.245918 | 0.248301 | 0.240014 | 0.244348 | 0.241849 
InterfModel=0 22 | 0.932433 | 0.243816 | 0.248164 | 0.240802 | 0.244495 | 0.242515 
InterfModel=0 23 | 0.93255 | 0.244634 | 0.248088 | 0.242225 | 0.245186 | 0.241835 
InterfModel=0 24 | 0.932527 | 0.244375 | 0.248246 | 0.244094 | 0.245077 | 0.242059 
InterfModel=0 25 | 0.932522 | 0.244876 | 0.24856 | 0.242261 | 0.244401 | 0.242543 
InterfModel=0 26 | 0.932443 | 0.246344 | 0.247911 | 0.24342 | 0.24392 | 0.242483 
InterfModel=0 27 | 0.932483 | 0.245411 | 0.247445 | 0.239525 | 0.245446 | 0.240707 
InterfModel=0 28 | 0.932487 | 0.245318 | 0.247901 | 0.241484 | 0.245769 | 0.242589 
InterfModel=0 29 | 0.932492 | 0.244744 | 0.248097 | 0.242361 | 0.242494 | 0.243141 
InterfModel=0 30 | 0.932473 | 0.244291 | 0.248405 | 0.242761 | 0.244376 | 0.243477 
InterfModel=0 31 | 0.932505 | 0.245035 | 0.248589 | 0.24307 | 0.244773 | 0.243084 
InterfModel=0 32 | 0.932519 | 0.244206 | 0.24859 | 0.240495 | 0.243951 | 0.24106 
InterfModel=0 33 | 0.932539 | 0.245729 | 0.248461 | 0.23948 | 0.244903 | 0.242834 
InterfModel=0 34 | 0.932541 | 0.244735 | 0.248414 | 0.242568 | 0.245513 | 0.242819 
InterfModel=0 35 | 0.932502 | 0.245351 | 0.248789 | 0.243842 | 0.245135 | 0.242929 
InterfModel=0 36 | 0.932497 | 0.244935 | 0.248406 | 0.239243 | 0.244779 | 0.241763 
InterfModel=0 37 | 0.932415 | 0.244728 | 0.247748 | 0.242972 | 0.245494 | 0.244156 
InterfModel=0 38 | 0.932448 | 0.24522 | 0.248052 | 0.241504 | 0.243749 | 0.242108 
InterfModel=0 39 | 0.932458 | 0.24543 | 0.247861 | 0.242918 | 0.24551 | 0.240646 
InterfModel=0 40 | 0.932444 | 0.245024 | 0.248339 | 0.241922 | 0.24555 | 0.242124 
InterfModel=0 41 | 0.932455 | 0.244659 | 0.248226 | 0.240025 | 0.24366 | 0.242665 
InterfModel=0 42 | 0.93244 | 0.244516 | 0.248057 | 0.242386 | 0.245611 | 0.243114 
InterfModel=0 43 | 0.932446 | 0.244818 | 0.247972 | 0.240111 | 0.244692 | 0.244169 
InterfModel=0 44 | 0.932501 | 0.244801 | 0.247948 | 0.242119 | 0.244651 | 0.242806 
InterfModel=0 45 | 0.932523 | 0.245552 | 0.247967 | 0.242068 | 0.244893 | 0.243468 
InterfModel=0 46 | 0.932437 | 0.244008 | 0.247938 | 0.242165 | 0.244375 | 0.241804 
InterfModel=0 47 | 0.932488 | 0.243973 | 0.247765 | 0.241268 | 0.244749 | 0.242971 
InterfModel=0 48 | 0.932445 | 0.244338 | 0.247784 | 0.241796 | 0.245364 | 0.241329 
InterfModel=0 49 | 0.93254 | 0.245038 | 0.248414 | 0.242387 | 0.245247 | 0.240734 
InterfModel=0 50 | 0.93242 | 0.24557 | 0.247704 | 0.241285 | 0.243955 | 0.24094 
InterfModel=0 51 | 0.932508 | 0.246765 | 0.24806 | 0.242828 | 0.243754 | 0.242209 
InterfModel=0 52 | 0.932453 | 0.243653 | 0.24807 | 0.241944 | 0.244633 | 0.243042 
InterfModel=0 53 | 0.932525 | 0.24421 | 0.248231 | 0.243477 | 0.244637 | 0.243842 
InterfModel=0 54 | 0.932443 | 0.244894 | 0.247885 | 0.241124 | 0.245407 | 0.243672 
InterfModel=0 55 | 0.932445 | 0.244719 | 0.247713 | 0.241823 | 0.245311 | 0.243814 
InterfModel=0 56 | 0.932521 | 0.246135 | 0.248244 | 0.240735 | 0.245129 | 0.24265 
InterfModel=0 57 | 0.932547 | 0.245162 | 0.248259 | 0.240764 | 0.244033 | 0.241401 
InterfModel=0 58 | 0.932528 | 0.245549 | 0.248586 | 0.240897 | 0.245222 | 0.242783 
InterfModel=0 59 | 0.932487 | 0.243837 | 0.248236 | 0.242276 | 0.244043 | 0.242199 
InterfModel=0 60 | 0.932475 | 0.246073 | 0.247886 | 0.241705 | 0.244589 | 0.241549 
InterfModel=0 61 | 0.932509 | 0.244352 | 0.248589 | 0.243266 | 0.245155 | 0.242177 
InterfModel=0 62 | 0.932461 | 0.243777 | 0.248213 | 0.241481 | 0.244449 | 0.241684 
InterfModel=0 63 | 0.932437 | 0.24563 | 0.247846 | 0.240718 | 0.245123 | 0.240152 
InterfModel=0 64 | 0.932522 | 0.243778 | 0.248255 | 0.242788 | 0.243761 | 0.242748 
InterfModel=0 65 | 0.932534 | 0.245384 | 0.248451 | 0.242105 | 0.244818 | 0.240313 
InterfModel=0 66 | 0.93255 | 0.245451 | 0.248014 | 0.242312 | 0.245118 | 0.243871 
InterfModel=0 67 | 0.932466 | 0.245062 | 0.248066 | 0.243222 | 0.245054 | 0.241895 
InterfModel=0 68 | 0.932502 | 0.244505 | 0.247769 | 0.240467 | 0.245986 | 0.241844 
InterfModel=0 69 | 0.932451 | 0.244474 | 0.247986 | 0.244534 | 0.244907 | 0.242224 
InterfModel=0 70 | 0.932415 | 0.245365 | 0.247841 | 0.242008 | 0.243065 | 0.241211 
InterfModel=0 71 | 0.93249 | 0.246032 | 0.248574 | 0.243123 | 0.244786 | 0.240515 
InterfModel=0 72 | 0.93245 | 0.244915 | 0.248125 | 0.240645 | 0.244505 | 0.241888 
InterfModel=0 73 | 0.932531 | 0.244501 | 0.248209 | 0.243805 | 0.246078 | 0.241857 
InterfModel=0 74 | 0.932482 | 0.243843 | 0.247774 | 0.243213 | 0.245474 | 0.241169 
InterfModel=0 75 | 0.932492 | 0.245764 | 0.248155 | 0.239638 | 0.244625 | 0.241861 
InterfModel=0 76 | 0.932447 | 0.245568 | 0.248382 | 0.240095 | 0.244369 | 0.24169 
InterfModel=0 77 | 0.93241 | 0.243795 | 0.2475 | 0.24247 | 0.245324 | 0.243045 
InterfModel=0 78 | 0.932439 | 0.245025 | 0.247336 | 0.240147 | 0.245077 | 0.243716 
InterfModel=0 79 | 0.932513 | 0.245532 | 0.247553 | 0.241141 | 0.244969 | 0.240975 
InterfModel=0 80 | 0.932539 | 0.244891 | 0.248644 | 0.243614 | 0.244232 | 0.242964 
InterfModel=0 81 | 0.93241 | 0.243944 | 0.247983 | 0.242005 | 0.245112 | 0.242864 
InterfModel=0 82 | 0.932541 | 0.245472 | 0.248608 | 0.242671 | 0.243774 | 0.24142 
InterfModel=0 83 | 0.932432 | 0.243645 | 0.248192 | 0.241052 | 0.244819 | 0.240905 
InterfModel=0 84 | 0.932455 | 0.245468 | 0.248093 | 0.24558 | 0.245083 | 0.243246 
InterfModel=0 85 | 0.932436 | 0.246384 | 0.24817 | 0.243177 | 0.244957 | 0.243014 
InterfModel=0 86 | 0.932548 | 0.244917 | 0.24849 | 0.241278 | 0.245421 | 0.24326 
InterfModel=0 87 | 0.932435 | 0.245079 | 0.248134 | 0.242052 | 0.244882 | 0.240294 
InterfModel=0 88 | 0.932457 | 0.246068 | 0.248235 | 0.242896 | 0.243897 | 0.242188 
InterfModel=0 89 | 0.932531 | 0.244809 | 0.248001 | 0.239281 | 0.244293 | 0.242646 
InterfModel=0 90 | 0.932517 | 0.24408 | 0.247922 | 0.243232 | 0.245691 | 0.242794 
InterfModel=0 91 | 0.932546 | 0.244677 | 0.248209 | 0.243627 | 0.245396 | 0.243647 
InterfModel=0 92 | 0.932459 | 0.245483 | 0.247809 | 0.240843 | 0.244909 | 0.24158 
InterfModel=0 93 | 0.932498 | 0.244319 | 0.24859 | 0.240977 | 0.245043 | 0.241718 
InterfModel=0 94 | 0.932464 | 0.246247 | 0.248425 | 0.240816 | 0.244964 | 0.242747 
InterfModel=0 95 | 0.932466 | 0.244481 | 0.247862 | 0.243192 | 0.243225 | 0.242077 
InterfModel=0 96 | 0.932498 | 0.245493 | 0.248225 | 0.241813 | 0.244565 | 0.244687 
InterfModel=0 97 | 0.932523 | 0.244971 | 0.247579 | 0.240842 | 0.244572 | 0.243178 
InterfModel=0 98 | 0.932499 | 0.245772 | 0.247981 | 0.241112 | 0.245212 | 0.242659 
InterfModel=0 99 | 0.932533 | 0.246083 | 0.248398 | 0.243057 | 0.245798 | 0.240774 
InterfModel=1 0 | 0.932589 | 0.243467 | 0.248303 | 0.241682 | 0.245449 | 0.24356 
InterfModel=1 1 | 0.932584 | 0.244237 | 0.247978 | 0.241578 | 0.244791 | 0.242598 
InterfModel=1 2 | 0.932503 | 0.24443 | 0.247952 | 0.240541 | 0.245468 | 0.24289 
InterfModel=1 3 | 0.932584 | 0.243956 | 0.247983 | 0.243355 | 0.245519 | 0.241778 
InterfModel=1 4 | 0.932547 | 0.244593 | 0.248001 | 0.243314 | 0.245102 | 0.243349 
InterfModel=1 5 | 0.932519 | 0.245281 | 0.248262 | 0.243199 | 0.24571 | 0.242196 
InterfModel=1 6 | 0.932492 | 0.24422 | 0.248016 | 0.24182 | 0.245407 | 0.241699 
InterfModel=1 7 | 0.932541 | 0.245834 | 0.247927 | 0.24218 | 0.245207 | 0.240939 
InterfModel=1 8 | 0.932504 | 0.24461 | 0.247579 | 0.24206 | 0.244799 | 0.241985 
InterfModel=1 9 | 0.932527 | 0.244838 | 0.248256 | 0.242884 | 0.245614 | 0.242679 
InterfModel=1 10 | 0.932564 | 0.244918 | 0.24807 | 0.240311 | 0.244134 | 0.242466 
InterfModel=1 11 | 0.932495 | 0.244339 | 0.248416 | 0.242259 | 0.245854 | 0.241093 
InterfModel=1 12 | 0.932514 | 0.24542 | 0.247923 | 0.240782 | 0.244782 | 0.243198 
InterfModel=1 13 | 0.932584 | 0.24408 | 0.248086 | 0.242266 | 0.244982 | 0.24419 
InterfModel=1 14 | 0.932602 | 0.244363 | 0.248026 | 0.241913 | 0.243938 | 0.242362 
InterfModel=1 15 | 0.932475 | 0.245245 | 0.247753 | 0.24182 | 0.244366 | 0.24165 
InterfModel=1 16 | 0.932475 | 0.243329 | 0.24792 | 0.238678 | 0.244333 | 0.241386 
InterfModel=1 17 | 0.932567 | 0.245647 | 0.247972 | 0.239638 | 0.244733 | 0.243054 
InterfModel=1 18 | 0.932555 | 0.244767 | 0.247741 | 0.243356 | 0.245709 | 0.240091 
InterfModel=1 19 | 0.932545 | 0.245961 | 0.248403 | 0.240731 | 0.244654 | 0.24264 
InterfModel=1 20 | 0.932581 | 0.243246 | 0.248185 | 0.242598 | 0.24576 | 0.241984 
InterfModel=1 21 | 0.932463 | 0.245259 | 0.247377 | 0.240927 | 0.244781 | 0.241113 
InterfModel=1 22 | 0.932581 | 0.246039 | 0.248347 | 0.239848 | 0.245414 | 0.242399 
InterfModel=1 23 | 0.932601 | 0.246158 | 0.248433 | 0.242544 | 0.245204 | 0.241568 
InterfModel=1 24 | 0.932473 | 0.243893 | 0.247988 | 0.240673 | 0.244881 | 0.243381 
InterfModel=1 25 | 0.932602 | 0.245114 | 0.2478 | 0.240082 | 0.24545 | 0.242427 
InterfModel=1 26 | 0.932556 | 0.2435 | 0.248301 | 0.244656 | 0.245978 | 0.243064 
InterfModel=1 27 | 0.932589 | 0.244904 | 0.24797 | 0.242442 | 0.245665 | 0.241955 
InterfModel=1 28 | 0.932571 | 0.243541 | 0.248304 | 0.242244 | 0.245013 | 0.239861 
InterfModel=1 29 | 0.932522 | 0.246505 | 0.247931 | 0.242724 | 0.245738 | 0.242005 
