CastaliaResults -i saida.txt -s Packets reception rate -n --all -o2                                                                    

Application:Packets reception rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.981 | 0.989 | 0.979 | 0.803 | 0.776 
InterfModel=1 | 0.958 | 0.965 | 0.955 | 0.66 | 0.611 
InterfModel=2 | 0.968 | 0.99 | 0.966 | 0.736 | 0.68 
Application:Packets reception rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.983328 | 0.99133 | 0.975106 | 0.79984 | 0.783304 
InterfModel=0 1 | 0.97966 | 0.988996 | 0.978884 | 0.808908 | 0.764102 
InterfModel=0 2 | 0.985995 | 0.987329 | 0.977328 | 0.819067 | 0.749167 
InterfModel=0 3 | 0.981994 | 0.988329 | 0.974661 | 0.787838 | 0.790372 
InterfModel=0 4 | 0.979326 | 0.988329 | 0.979551 | 0.804481 | 0.777141 
InterfModel=0 5 | 0.986662 | 0.989997 | 0.978662 | 0.807174 | 0.771939 
InterfModel=0 6 | 0.980994 | 0.989997 | 0.981996 | 0.786505 | 0.784638 
InterfModel=0 7 | 0.981994 | 0.985662 | 0.98044 | 0.810508 | 0.773703 
InterfModel=0 8 | 0.98066 | 0.98933 | 0.976439 | 0.803707 | 0.784238 
InterfModel=0 9 | 0.980327 | 0.989997 | 0.976662 | 0.800773 | 0.786105 
InterfModel=0 10 | 0.97966 | 0.987 | 0.975772 | 0.822086 | 0.7529 
InterfModel=0 11 | 0.981661 | 0.988663 | 0.979773 | 0.807041 | 0.776904 
InterfModel=0 12 | 0.976325 | 0.990664 | 0.978884 | 0.793572 | 0.780904 
InterfModel=0 13 | 0.982327 | 0.986662 | 0.980885 | 0.791572 | 0.782342 
InterfModel=0 14 | 0.981661 | 0.989663 | 0.978662 | 0.79784 | 0.783838 
InterfModel=0 15 | 0.973333 | 0.990997 | 0.977106 | 0.794239 | 0.784105 
InterfModel=0 16 | 0.981661 | 0.987996 | 0.981774 | 0.805015 | 0.761302 
InterfModel=0 17 | 0.981994 | 0.989997 | 0.974217 | 0.797279 | 0.781171 
InterfModel=0 18 | 0.983661 | 0.98933 | 0.981325 | 0.79984 | 0.770903 
InterfModel=0 19 | 0.984333 | 0.98933 | 0.981107 | 0.811041 | 0.784505 
InterfModel=0 20 | 0.974658 | 0.988996 | 0.979329 | 0.805682 | 0.77477 
InterfModel=0 21 | 0.983995 | 0.985995 | 0.980222 | 0.793011 | 0.783009 
InterfModel=0 22 | 0.983328 | 0.985667 | 0.979551 | 0.801867 | 0.765004 
InterfModel=0 23 | 0.975992 | 0.988329 | 0.982441 | 0.796506 | 0.786743 
InterfModel=0 24 | 0.982661 | 0.989997 | 0.981774 | 0.793839 | 0.777437 
InterfModel=0 25 | 0.985995 | 0.98933 | 0.978662 | 0.802907 | 0.781438 
InterfModel=0 26 | 0.980994 | 0.989997 | 0.980218 | 0.799573 | 0.760901 
InterfModel=0 27 | 0.984995 | 0.985667 | 0.979551 | 0.817709 | 0.767436 
InterfModel=0 28 | 0.982 | 0.991997 | 0.979329 | 0.801547 | 0.774103 
InterfModel=0 29 | 0.97966 | 0.99133 | 0.979329 | 0.803707 | 0.767969 
InterfModel=0 30 | 0.978993 | 0.99033 | 0.978884 | 0.791867 | 0.784771 
InterfModel=0 31 | 0.981661 | 0.990664 | 0.972438 | 0.792372 | 0.796906 
InterfModel=0 32 | 0.98066 | 0.989997 | 0.980662 | 0.814084 | 0.763435 
InterfModel=0 33 | 0.981661 | 0.986662 | 0.977995 | 0.807441 | 0.760501 
InterfModel=0 34 | 0.980994 | 0.985995 | 0.977328 | 0.802107 | 0.765969 
InterfModel=0 35 | 0.983661 | 0.99133 | 0.982663 | 0.790772 | 0.77757 
InterfModel=0 36 | 0.978333 | 0.985995 | 0.976217 | 0.808241 | 0.772206 
InterfModel=0 37 | 0.979326 | 0.988329 | 0.97555 | 0.797973 | 0.791972 
InterfModel=0 38 | 0.977993 | 0.989663 | 0.977106 | 0.805067 | 0.772903 
