CastaliaResults -i saida.txt -s Estimated network lifetime --all -o2                                                                     

ResourceManager:Estimated network lifetime (days)
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 | 69.939 | 69.935 | 69.937 
ResourceManager:Estimated network lifetime (days) - all values
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 0 | 69.9399 | 69.9308 | 69.9336 
 1 | 69.9394 | 69.9311 | 69.9387 
 2 | 69.9434 | 69.9391 | 69.9397 
 3 | 69.9419 | 69.9311 | 69.9415 
 4 | 69.9348 | 69.934 | 69.9421 
 5 | 69.9377 | 69.936 | 69.9392 
 6 | 69.9368 | 69.9381 | 69.9337 
 7 | 69.9396 | 69.9344 | 69.9346 
 8 | 69.9359 | 69.9373 | 69.9392 
 9 | 69.9405 | 69.9356 | 69.9367 
 10 | 69.9433 | 69.9328 | 69.9385 
 11 | 69.9347 | 69.9378 | 69.9361 
 12 | 69.941 | 69.9402 | 69.9379 
 13 | 69.9392 | 69.9311 | 69.9322 
 14 | 69.9427 | 69.9299 | 69.9349 
 15 | 69.9403 | 69.9405 | 69.939 
 16 | 69.9444 | 69.9395 | 69.9345 
 17 | 69.9421 | 69.9325 | 69.9392 
 18 | 69.9347 | 69.9335 | 69.9343 
 19 | 69.9364 | 69.9341 | 69.9408 
 20 | 69.9429 | 69.9315 | 69.9418 
 21 | 69.9338 | 69.9403 | 69.9409 
 22 | 69.9438 | 69.9313 | 69.9388 
 23 | 69.934 | 69.9299 | 69.9411 
 24 | 69.9355 | 69.9396 | 69.9326 
 25 | 69.9358 | 69.9298 | 69.9328 
 26 | 69.9417 | 69.9334 | 69.9357 
 27 | 69.9388 | 69.9308 | 69.9348 
 28 | 69.9387 | 69.9322 | 69.942 
 29 | 69.9382 | 69.9359 | 69.9349 
 30 | 69.9397 | 69.9384 | 69.9338 
 31 | 69.9371 | 69.9326 | 69.9342 
 32 | 69.9361 | 69.9294 | 69.9378 
 33 | 69.9345 | 69.934 | 69.9382 
 34 | 69.9347 | 69.9332 | 69.9327 
 35 | 69.9373 | 69.938 | 69.9321 
 36 | 69.9377 | 69.9386 | 69.9336 
 37 | 69.9439 | 69.9311 | 69.9353 
 38 | 69.9413 | 69.9348 | 69.9339 
 39 | 69.944 | 69.9389 | 69.9418 
 40 | 69.9417 | 69.9357 | 69.9355 
 41 | 69.9411 | 69.9384 | 69.9394 
 42 | 69.9435 | 69.9385 | 69.943 
 43 | 69.9416 | 69.9333 | 69.9419 
 44 | 69.9375 | 69.9399 | 69.9342 
 45 | 69.9358 | 69.9363 | 69.9387 
 46 | 69.9422 | 69.9332 | 69.9334 
 47 | 69.9384 | 69.9363 | 69.9421 
 48 | 69.9416 | 69.934 | 69.9348 
 49 | 69.9344 | 69.934 | 69.9423 
 50 | 69.9437 | 69.9312 | 69.9418 
 51 | 69.9368 | 69.936 | 69.9365 
 52 | 69.941 | 69.9292 | 69.9329 
 53 | 69.9356 | 69.9399 | 69.9425 
 54 | 69.9418 | 69.9398 | 69.9368 
 55 | 69.9417 | 69.9393 | 69.937 
 56 | 69.936 | 69.9335 | 69.9429 
 57 | 69.934 | 69.9405 | 69.9325 
 58 | 69.9356 | 69.934 | 69.9358 
 59 | 69.9384 | 69.939 | 69.9394 
 60 | 69.9394 | 69.9322 | 69.9354 
 61 | 69.9368 | 69.9345 | 69.9333 
 62 | 69.9404 | 69.9392 | 69.9363 
 63 | 69.9427 | 69.935 | 69.9411 
 64 | 69.936 | 69.9337 | 69.9377 
 65 | 69.9351 | 69.9298 | 69.9424 
 66 | 69.9339 | 69.9336 | 69.938 
 67 | 69.94 | 69.9301 | 69.9364 
 68 | 69.9375 | 69.9352 | 69.938 
 69 | 69.9413 | 69.9294 | 69.9346 
 70 | 69.9439 | 69.9296 | 69.9324 
 71 | 69.9385 | 69.9332 | 69.9422 
 72 | 69.9433 | 69.9377 | 69.9352 
 73 | 69.9353 | 69.9345 | 69.9327 
 74 | 69.9391 | 69.9312 | 69.9358 
 75 | 69.9399 | 69.9385 | 69.9344 
 76 | 69.9415 | 69.9407 | 69.9372 
 77 | 69.9452 | 69.9315 | 69.935 
 78 | 69.9421 | 69.9319 | 69.9346 
 79 | 69.9365 | 69.9322 | 69.9418 
 80 | 69.9348 | 69.9315 | 69.9325 
 81 | 69.9445 | 69.9338 | 69.9329 
 82 | 69.9345 | 69.9313 | 69.934 
 83 | 69.9426 | 69.9397 | 69.9426 
 84 | 69.9409 | 69.9386 | 69.9394 
 85 | 69.9423 | 69.9402 | 69.9365 
 86 | 69.934 | 69.9304 | 69.9363 
 87 | 69.9428 | 69.9315 | 69.9324 
 88 | 69.9408 | 69.9379 | 69.94 
 89 | 69.9351 | 69.936 | 69.9399 
 90 | 69.9362 | 69.9356 | 69.9399 
 91 | 69.9341 | 69.9346 | 69.941 
 92 | 69.9407 | 69.9344 | 69.9383 
 93 | 69.9377 | 69.9399 | 69.9323 
 94 | 69.9403 | 69.9304 | 69.943 
 95 | 69.94 | 69.9397 | 69.9382 
 96 | 69.9376 | 69.9327 | 69.9422 
 97 | 69.9361 | 69.9393 | 69.9415 
 98 | 69.9376 | 69.9312 | 69.9393 
 99 | 69.9351 | 69.9303 | 69.9352 

