InterfModel=0 0 | 0.965655 | 0.984328 | 0.954879 | 0.77397 | 0.729964 
InterfModel=0 1 | 0.959653 | 0.983661 | 0.953767 | 0.780237 | 0.721163 
InterfModel=0 2 | 0.964655 | 0.983995 | 0.95888 | 0.76 | 0.719563 
InterfModel=0 3 | 0.963655 | 0.983661 | 0.948211 | 0.770369 | 0.721029 
InterfModel=0 4 | 0.964988 | 0.981327 | 0.9511 | 0.779675 | 0.720726 
InterfModel=0 5 | 0.952984 | 0.983995 | 0.951545 | 0.757834 | 0.731395 
InterfModel=0 6 | 0.956319 | 0.981994 | 0.953101 | 0.750633 | 0.7428 
InterfModel=0 7 | 0.957653 | 0.987329 | 0.95399 | 0.764235 | 0.731031 
InterfModel=0 8 | 0.962654 | 0.980994 | 0.952656 | 0.779971 | 0.721696 
InterfModel=0 9 | 0.960987 | 0.984995 | 0.962214 | 0.779437 | 0.709695 
InterfModel=0 10 | 0.958986 | 0.979667 | 0.951767 | 0.780475 | 0.726764 
InterfModel=0 11 | 0.960654 | 0.985328 | 0.948655 | 0.7529 | 0.734765 
InterfModel=0 12 | 0.95932 | 0.982994 | 0.955768 | 0.767436 | 0.734231 
InterfModel=0 13 | 0.95932 | 0.984328 | 0.957102 | 0.768502 | 0.736997 
InterfModel=0 14 | 0.964655 | 0.979993 | 0.958658 | 0.750767 | 0.744633 
InterfModel=0 15 | 0.958667 | 0.98066 | 0.954879 | 0.772636 | 0.749433 
InterfModel=0 16 | 0.963321 | 0.985995 | 0.955101 | 0.775407 | 0.717562 
InterfModel=0 17 | 0.960987 | 0.983995 | 0.959102 | 0.762737 | 0.72503 
InterfModel=0 18 | 0.958986 | 0.983661 | 0.950422 | 0.758901 | 0.751567 
InterfModel=0 19 | 0.964 | 0.984328 | 0.957324 | 0.766502 | 0.761435 
InterfModel=0 20 | 0.956319 | 0.985995 | 0.956657 | 0.765804 | 0.722896 
InterfModel=0 21 | 0.958319 | 0.985995 | 0.955556 | 0.781008 | 0.732595 
InterfModel=0 22 | 0.954318 | 0.982 | 0.948433 | 0.756133 | 0.739931 
InterfModel=0 23 | 0.955985 | 0.987996 | 0.960436 | 0.776904 | 0.727927 
InterfModel=0 24 | 0.96132 | 0.986996 | 0.957991 | 0.775303 | 0.72543 
InterfModel=0 25 | 0.959653 | 0.982994 | 0.955101 | 0.766369 | 0.728764 
InterfModel=0 26 | 0.964655 | 0.981994 | 0.946877 | 0.764235 | 0.725697 
InterfModel=0 27 | 0.958986 | 0.983 | 0.953545 | 0.764502 | 0.725163 
InterfModel=0 28 | 0.964667 | 0.984662 | 0.952878 | 0.752067 | 0.729564 
InterfModel=0 29 | 0.964655 | 0.987329 | 0.951989 | 0.778904 | 0.717029 
InterfModel=0 30 | 0.961987 | 0.982327 | 0.954879 | 0.786933 | 0.721296 
InterfModel=0 31 | 0.962654 | 0.983995 | 0.956213 | 0.767436 | 0.729297 
InterfModel=0 32 | 0.957986 | 0.985328 | 0.958213 | 0.778341 | 0.702627 
InterfModel=0 33 | 0.962321 | 0.983328 | 0.96088 | 0.755301 | 0.740365 
InterfModel=0 34 | 0.963988 | 0.985995 | 0.941765 | 0.759835 | 0.728097 
InterfModel=0 35 | 0.96132 | 0.985662 | 0.949767 | 0.780371 | 0.725963 
InterfModel=0 36 | 0.957 | 0.979993 | 0.954879 | 0.762102 | 0.737397 
InterfModel=0 37 | 0.964321 | 0.984328 | 0.952212 | 0.757301 | 0.754901 
InterfModel=0 38 | 0.959987 | 0.986662 | 0.9511 | 0.766 | 0.730764 
InterfModel=0 39 | 0.951651 | 0.987329 | 0.948655 | 0.785038 | 0.707028 
InterfModel=0 40 | 0.963655 | 0.983661 | 0.957102 | 0.786267 | 0.720726 
InterfModel=0 41 | 0.963321 | 0.983995 | 0.95599 | 0.766902 | 0.725527 
InterfModel=0 42 | 0.957319 | 0.982661 | 0.955323 | 0.754367 | 0.744766 
InterfModel=0 43 | 0.969323 | 0.986333 | 0.957324 | 0.784533 | 0.70276 
InterfModel=0 44 | 0.959987 | 0.980994 | 0.956667 | 0.768738 | 0.719963 
InterfModel=0 45 | 0.965989 | 0.981994 | 0.953101 | 0.754234 | 0.745699 
InterfModel=0 46 | 0.958986 | 0.98066 | 0.956213 | 0.755167 | 0.733031 
