CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 100.991 | 99.96 | 67.028 | 50.512 | 52.674 
InterfModel=1 | 106.051 | 105.019 | 74.022 | 67.864 | 77.131 
InterfModel=2 | 103.35 | 99.828 | 69.005 | 56.168 | 62.787 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 100.991 | 99.9959 | 66.9258 | 49.9913 | 52.6987 
InterfModel=0 1 | 101.774 | 100.136 | 66.8473 | 49.724 | 53.2614 
InterfModel=0 2 | 100.552 | 99.8237 | 66.7116 | 51.0972 | 52.9662 
InterfModel=0 3 | 100.238 | 99.8727 | 66.8424 | 50.4262 | 53.1583 
InterfModel=0 4 | 100.349 | 100.438 | 67.0324 | 49.8684 | 53.4293 
InterfModel=0 5 | 102.117 | 100.066 | 67.3954 | 51.2529 | 52.5037 
InterfModel=0 6 | 101.522 | 100.222 | 67.2597 | 51.6581 | 51.4838 
InterfModel=0 7 | 100.98 | 99.7503 | 66.8457 | 50.7302 | 52.4739 
InterfModel=0 8 | 100.667 | 100.447 | 67.3963 | 49.7463 | 53.1855 
InterfModel=0 9 | 101.01 | 100.011 | 66.3323 | 49.8908 | 53.9979 
InterfModel=0 10 | 100.931 | 100.417 | 66.9583 | 49.8501 | 52.3425 
InterfModel=0 11 | 100.957 | 99.8993 | 67.4709 | 51.6472 | 52.5747 
InterfModel=0 12 | 101.421 | 99.9392 | 66.6822 | 50.4514 | 52.5009 
InterfModel=0 13 | 100.952 | 100.008 | 66.5117 | 50.4876 | 52.2593 
InterfModel=0 14 | 100.548 | 100.224 | 66.6615 | 51.4622 | 51.9091 
InterfModel=0 15 | 101.257 | 100.242 | 66.6551 | 50.2269 | 51.2121 
InterfModel=0 16 | 100.296 | 99.7768 | 66.7369 | 49.9469 | 53.346 
InterfModel=0 17 | 101.143 | 99.8903 | 66.8347 | 50.8682 | 52.8415 
InterfModel=0 18 | 101.068 | 100.146 | 66.9248 | 51.3187 | 51.0111 
InterfModel=0 19 | 100.693 | 100.126 | 66.4397 | 50.49 | 50.2305 
InterfModel=0 20 | 101.327 | 99.7414 | 66.8934 | 50.6727 | 52.8256 
InterfModel=0 21 | 101.817 | 99.9302 | 67.1849 | 49.6703 | 52.4607 
InterfModel=0 22 | 101.71 | 100.174 | 67.2845 | 51.149 | 52.0097 
InterfModel=0 23 | 101.58 | 99.7854 | 66.7458 | 49.9962 | 53.0765 
InterfModel=0 24 | 101.071 | 99.7383 | 66.743 | 49.7784 | 52.9834 
InterfModel=0 25 | 101.668 | 100.119 | 67.4657 | 50.6326 | 52.6699 
InterfModel=0 26 | 100.504 | 100.172 | 67.9729 | 50.7097 | 52.7016 
InterfModel=0 27 | 100.857 | 99.9187 | 66.7131 | 50.6118 | 52.6959 
InterfModel=0 28 | 100.127 | 99.7543 | 67.0175 | 51.3717 | 52.5349 
InterfModel=0 29 | 100.438 | 99.4319 | 67.5176 | 49.7072 | 53.9284 
InterfModel=0 30 | 100.606 | 100.205 | 66.9248 | 49.2492 | 52.9469 
InterfModel=0 31 | 100.618 | 100.172 | 67.13 | 50.1944 | 52.4563 
InterfModel=0 32 | 100.824 | 99.9707 | 66.5745 | 49.7999 | 54.687 
InterfModel=0 33 | 100.711 | 100.124 | 66.5485 | 51.5669 | 51.986 
InterfModel=0 34 | 101.094 | 99.7568 | 68.2468 | 50.9311 | 52.4095 
InterfModel=0 35 | 101.043 | 100.014 | 67.4366 | 49.8189 | 52.9464 
InterfModel=0 36 | 100.915 | 100.512 | 67.0262 | 50.8852 | 52.0784 
InterfModel=0 37 | 100.469 | 99.8049 | 67.0335 | 51.4689 | 50.979 
InterfModel=0 38 | 100.166 | 99.8226 | 66.8878 | 50.3752 | 52.5309 
InterfModel=0 39 | 101.933 | 99.5526 | 67.2152 | 49.3218 | 54.426 
InterfModel=0 40 | 100.876 | 100.037 | 66.6384 | 49.2457 | 53.1169 
InterfModel=0 41 | 100.762 | 100.177 | 67.5846 | 50.5817 | 53.0849 
InterfModel=0 42 | 101.33 | 99.877 | 66.3099 | 51.472 | 51.4279 
InterfModel=0 43 | 100.43 | 99.6522 | 66.8104 | 49.5651 | 54.2796 
InterfModel=0 44 | 100.801 | 100.283 | 66.855 | 50.4641 | 53.1178 
InterfModel=0 45 | 100.34 | 100.197 | 67.2622 | 51.4822 | 51.6998 
InterfModel=0 46 | 101.084 | 100.329 | 66.4797 | 51.3471 | 52.4258 
InterfModel=0 47 | 100.914 | 99.3414 | 66.8501 | 51.3432 | 52.7284 
InterfModel=0 48 | 101.447 | 100.231 | 67.0532 | 50.9747 | 52.3474 
InterfModel=0 49 | 100.36 | 99.9716 | 67.3646 | 51.4405 | 52.5131 
InterfModel=0 50 | 101.307 | 100.243 | 67.2947 | 49.798 | 53.7019 
InterfModel=0 51 | 100.644 | 99.9301 | 66.5158 | 51.3235 | 51.8415 
InterfModel=0 52 | 100.142 | 99.7251 | 68.1257 | 50.9359 | 51.6295 
InterfModel=0 53 | 100.366 | 100.406 | 67.2115 | 50.1843 | 52.7528 
InterfModel=0 54 | 100.602 | 99.7545 | 66.7852 | 50.2263 | 53.307 
InterfModel=0 55 | 101.12 | 99.4986 | 66.9476 | 50.6542 | 52.9514 
InterfModel=0 56 | 100.346 | 100.172 | 67.4401 | 53.0746 | 51.4626 
InterfModel=0 57 | 101.52 | 99.9028 | 66.9062 | 49.9854 | 52.8148 
InterfModel=0 58 | 100.947 | 100.003 | 67.2566 | 51.0219 | 52.3451 
InterfModel=0 59 | 101.133 | 100.046 | 67.6497 | 48.8021 | 53.2625 
InterfModel=0 60 | 101.106 | 99.5532 | 66.9782 | 49.6602 | 52.3926 
InterfModel=0 61 | 101.282 | 100.003 | 67.4474 | 50.4592 | 53.2955 
InterfModel=0 62 | 100.612 | 99.8698 | 67.2571 | 50.8956 | 52.7409 
InterfModel=0 63 | 101.041 | 99.8494 | 66.4879 | 50.7704 | 53.5428 
InterfModel=0 64 | 102.077 | 100.512 | 66.7368 | 50.2737 | 52.9615 
InterfModel=0 65 | 100.943 | 100.291 | 67.0224 | 50.6699 | 51.9993 
InterfModel=0 66 | 101.208 | 100.063 | 66.9115 | 50.5264 | 52.529 
InterfModel=0 67 | 101.094 | 99.857 | 66.8536 | 52.6401 | 50.89 
InterfModel=0 68 | 100.871 | 99.5101 | 67.1704 | 50.5992 | 53.1678 
InterfModel=0 69 | 101.92 | 100.014 | 66.5383 | 50.6669 | 52.3441 
InterfModel=0 70 | 101.323 | 100.184 | 66.9787 | 50.2291 | 51.9721 
InterfModel=0 71 | 100.819 | 99.5551 | 66.806 | 50.0051 | 52.9981 
InterfModel=0 72 | 100.491 | 99.9877 | 67.007 | 50.0053 | 53.023 
InterfModel=0 73 | 101.237 | 99.9197 | 67.1403 | 49.6439 | 53.7096 
InterfModel=0 74 | 101.272 | 99.5456 | 67.1599 | 50.1458 | 51.7841 
InterfModel=0 75 | 101.703 | 99.9356 | 66.7402 | 51.3661 | 50.9236 
InterfModel=0 76 | 101.431 | 99.8677 | 66.3349 | 50.235 | 53.8332 
InterfModel=0 77 | 100.641 | 99.7774 | 66.7234 | 49.337 | 51.7218 
InterfModel=0 78 | 101.674 | 99.6154 | 66.8999 | 49.6989 | 53.3178 
InterfModel=0 79 | 100.14 | 99.2016 | 67.2292 | 51.0763 | 53.7235 
InterfModel=0 80 | 100.987 | 99.9937 | 67.179 | 49.5764 | 53.2459 
InterfModel=0 81 | 100.196 | 99.6266 | 67.107 | 51.1825 | 51.8101 
InterfModel=0 82 | 100.234 | 99.9145 | 66.2464 | 49.1606 | 53.1916 
InterfModel=0 83 | 101.314 | 100.24 | 67.0588 | 49.7204 | 53.6203 
InterfModel=0 84 | 100.778 | 99.7378 | 67.2393 | 51.09 | 52.6811 
InterfModel=0 85 | 100.977 | 100.037 | 67.4528 | 50.9712 | 53.0514 
InterfModel=0 86 | 101.11 | 99.9342 | 67.1786 | 52.0725 | 53.1585 
InterfModel=0 87 | 99.5948 | 100.159 | 67.0486 | 51.2924 | 52.432 
InterfModel=0 88 | 101.759 | 100.043 | 67.2248 | 50.7553 | 52.3692 
InterfModel=0 89 | 100.329 | 99.5765 | 66.4599 | 49.9392 | 52.6598 
InterfModel=0 90 | 101.207 | 100.019 | 67.9134 | 49.7336 | 53.5305 
InterfModel=0 91 | 101.626 | 99.9602 | 66.4536 | 51.3411 | 51.847 
InterfModel=0 92 | 101.973 | 99.5908 | 67.0514 | 50.3174 | 51.9604 
InterfModel=0 93 | 100.505 | 100.138 | 66.6209 | 50.7617 | 52.5607 
InterfModel=0 94 | 102.218 | 100.043 | 67.4409 | 49.7882 | 53.3093 
InterfModel=0 95 | 101.474 | 99.7218 | 67.2338 | 50.5256 | 52.7634 
InterfModel=0 96 | 101.289 | 99.8942 | 67.3991 | 49.9032 | 53.4044 
InterfModel=0 97 | 101.373 | 100.223 | 67.8065 | 50.1477 | 53.1737 
InterfModel=0 98 | 100.735 | 100.058 | 67.6182 | 51.425 | 53.7816 
InterfModel=0 99 | 101.149 | 100.061 | 67.3027 | 49.5879 | 52.4576 
InterfModel=1 0 | 105.744 | 106.586 | 75.5079 | 67.7334 | 75.7515 
InterfModel=1 1 | 105.971 | 104.226 | 73.3293 | 68.0099 | 77.6323 
InterfModel=1 2 | 106.681 | 104.52 | 77.4356 | 68.7726 | 77.7189 
InterfModel=1 3 | 106.267 | 104.927 | 74.763 | 67.1305 | 76.9165 
InterfModel=1 4 | 105.832 | 104.53 | 76.7816 | 66.8618 | 75.4017 
InterfModel=1 5 | 106.431 | 104.091 | 75.1372 | 70.1522 | 77.2412 
InterfModel=1 6 | 106.344 | 104.76 | 74.1105 | 68.9451 | 77.3568 
InterfModel=1 7 | 106.012 | 105.594 | 71.5796 | 67.8748 | 78.9213 
InterfModel=1 8 | 106.98 | 104.799 | 72.7853 | 68.8471 | 78.6108 
InterfModel=1 9 | 105.549 | 106.482 | 74.2663 | 68.1261 | 77.8581 
InterfModel=1 10 | 105.734 | 105.235 | 73.0757 | 67.7483 | 77.5957 
InterfModel=1 11 | 106.025 | 105.46 | 74.4937 | 69.3304 | 73.6752 
InterfModel=1 12 | 106.141 | 104.615 | 74.3464 | 68.7647 | 74.7331 
InterfModel=1 13 | 106.239 | 105.281 | 73.7348 | 67.6543 | 78.4162 
InterfModel=1 14 | 106.665 | 105.125 | 74.2134 | 68.4865 | 80.3256 
InterfModel=1 15 | 106.304 | 104.581 | 72.4231 | 68.4125 | 76.2814 
InterfModel=1 16 | 104.541 | 104.526 | 73.6119 | 67.195 | 77.0542 
InterfModel=1 17 | 105.549 | 105.205 | 72.5695 | 66.2068 | 74.6367 
InterfModel=1 18 | 105.954 | 106.067 | 74.9052 | 69.0857 | 76.8337 
InterfModel=1 19 | 105.797 | 105.145 | 75.0635 | 66.8974 | 75.9028 
InterfModel=1 20 | 106.222 | 105.705 | 73.9541 | 70.4513 | 78.2178 
InterfModel=1 21 | 104.723 | 105.019 | 73.5748 | 69.0417 | 73.3717 
InterfModel=1 22 | 105.519 | 105.24 | 73.8725 | 67.3844 | 76.5549 
InterfModel=1 23 | 106.823 | 104.574 | 74.6007 | 67.474 | 76.2209 
InterfModel=1 24 | 106.482 | 105.046 | 74.3592 | 66.9816 | 76.438 
InterfModel=1 25 | 108.036 | 106.136 | 75.3817 | 69.2488 | 77.1003 
InterfModel=1 26 | 104.523 | 104.562 | 75.6326 | 65.5716 | 77.0485 
InterfModel=1 27 | 107.308 | 104.229 | 74.5905 | 67.506 | 79.119 
InterfModel=1 28 | 104.952 | 104.902 | 71.8735 | 67.3474 | 74.6294 
InterfModel=1 29 | 107.004 | 104.333 | 73.6076 | 65.7592 | 77.2653 
InterfModel=1 30 | 105.59 | 105.203 | 73.3806 | 68.4831 | 76.5741 
InterfModel=1 31 | 106.565 | 105.662 | 74.2092 | 66.02 | 79.5666 
InterfModel=1 32 | 104.901 | 104.439 | 73.3863 | 67.3021 | 75.9938 
InterfModel=1 33 | 107.559 | 104.987 | 73.4659 | 67.668 | 78.2266 
InterfModel=1 34 | 105.382 | 105.712 | 72.8573 | 68.2938 | 76.8182 
InterfModel=1 35 | 105.363 | 103.862 | 71.3542 | 69.1414 | 75.366 
InterfModel=1 36 | 105.204 | 103.921 | 73.4532 | 68.3689 | 76.3756 
