CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.933 | 0.245 | 0.248 | 0.242 | 0.244 | 0.242 
InterfModel=1 | 0.933 | 0.244 | 0.248 | 0.241 | 0.245 | 0.242 
InterfModel=2 | 0.933 | 0.244 | 0.248 | 0.241 | 0.244 | 0.242 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.9325 | 0.245674 | 0.247958 | 0.241511 | 0.243726 | 0.242317 
InterfModel=0 1 | 0.932494 | 0.24604 | 0.248136 | 0.240947 | 0.244386 | 0.241952 
InterfModel=0 2 | 0.932463 | 0.244354 | 0.247447 | 0.241747 | 0.244654 | 0.240077 
InterfModel=0 3 | 0.932482 | 0.243338 | 0.247485 | 0.239526 | 0.244702 | 0.241438 
InterfModel=0 4 | 0.932554 | 0.243943 | 0.248295 | 0.240938 | 0.244886 | 0.242535 
InterfModel=0 5 | 0.932517 | 0.245154 | 0.248046 | 0.242356 | 0.244667 | 0.241861 
InterfModel=0 6 | 0.932529 | 0.244579 | 0.247928 | 0.242264 | 0.244258 | 0.240925 
InterfModel=0 7 | 0.932492 | 0.243613 | 0.248103 | 0.240998 | 0.244217 | 0.241636 
InterfModel=0 8 | 0.932546 | 0.244125 | 0.248234 | 0.242643 | 0.244411 | 0.241786 
InterfModel=0 9 | 0.93248 | 0.244534 | 0.248165 | 0.241208 | 0.244954 | 0.241396 
InterfModel=0 10 | 0.932439 | 0.243832 | 0.247906 | 0.240841 | 0.245047 | 0.239624 
InterfModel=0 11 | 0.932558 | 0.244319 | 0.24797 | 0.241891 | 0.244944 | 0.243337 
InterfModel=0 12 | 0.932471 | 0.245102 | 0.247481 | 0.240856 | 0.243892 | 0.242819 
InterfModel=0 13 | 0.932495 | 0.243968 | 0.247988 | 0.240575 | 0.244406 | 0.242579 
InterfModel=0 14 | 0.932448 | 0.244345 | 0.24743 | 0.241509 | 0.243375 | 0.243483 
InterfModel=0 15 | 0.932475 | 0.244621 | 0.247642 | 0.240534 | 0.244452 | 0.241762 
InterfModel=0 16 | 0.932427 | 0.243394 | 0.247834 | 0.240885 | 0.243929 | 0.241126 
InterfModel=0 17 | 0.932457 | 0.244854 | 0.247612 | 0.242249 | 0.244369 | 0.241331 
