InterfModel=0,node=1 | 0 | 18.07 | 113.28 | 2079.48 | 786.71 
InterfModel=0,node=2 | 0 | 19.26 | 32.03 | 2189.42 | 757.17 
InterfModel=0,node=3 | 0.29 | 17.69 | 213.48 | 3247.85 | 1014.15 
InterfModel=0,node=4 | 1587.21 | 17.34 | 123 | 4582.44 | 1158.16 
InterfModel=0,node=5 | 1762.23 | 11.46 | 258.71 | 4211.95 | 1223.16 
InterfModel=1,node=1 | 0 | 19.02 | 252.93 | 1822.14 | 903.03 
InterfModel=1,node=2 | 0 | 20.51 | 176.78 | 1891.91 | 908.31 
InterfModel=1,node=3 | 210.02 | 18.07 | 397.29 | 2736.82 | 1114.67 
InterfModel=1,node=4 | 2867.98 | 17.96 | 308.54 | 3075.84 | 1196.6 
InterfModel=1,node=5 | 3177.95 | 12.43 | 579.09 | 2520.68 | 1176.7 
InterfModel=2,node=1 | 0 | 18.89 | 178.8 | 1997.53 | 802.19 
InterfModel=2,node=2 | 0 | 21.04 | 22.77 | 2333.55 | 620.47 
InterfModel=2,node=3 | 23.88 | 17.87 | 313.96 | 3090.17 | 1041.32 
InterfModel=2,node=4 | 2094.58 | 17.44 | 189.53 | 4076.98 | 1089.02 
InterfModel=2,node=5 | 2486.5 | 11.4 | 413.79 | 3397.37 | 1158.04 
