CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
InterfModel=2 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932475 | 0.246802 | 0.248142 | 0.241815 | 0.244324 | 0.243754 
InterfModel=0 1 | 0.932471 | 0.245596 | 0.248497 | 0.244501 | 0.245 | 0.242999 
InterfModel=0 2 | 0.932435 | 0.245513 | 0.248 | 0.243137 | 0.245949 | 0.242557 
InterfModel=0 3 | 0.932454 | 0.243949 | 0.248195 | 0.24148 | 0.247234 | 0.242879 
InterfModel=0 4 | 0.932531 | 0.245075 | 0.248292 | 0.243689 | 0.246179 | 0.242414 
InterfModel=0 5 | 0.93249 | 0.244902 | 0.248759 | 0.243231 | 0.245391 | 0.243339 
InterfModel=0 6 | 0.932503 | 0.245552 | 0.248461 | 0.240895 | 0.245028 | 0.243415 
InterfModel=0 7 | 0.932464 | 0.244564 | 0.247944 | 0.24293 | 0.245161 | 0.241669 
InterfModel=0 8 | 0.932517 | 0.246166 | 0.248597 | 0.24278 | 0.245877 | 0.242883 
InterfModel=0 9 | 0.932451 | 0.243903 | 0.247824 | 0.24167 | 0.245721 | 0.243224 
InterfModel=0 10 | 0.932415 | 0.244114 | 0.248105 | 0.241872 | 0.246161 | 0.24231 
InterfModel=0 11 | 0.932531 | 0.246002 | 0.248683 | 0.24247 | 0.245162 | 0.243557 
InterfModel=0 12 | 0.932445 | 0.243949 | 0.247853 | 0.240603 | 0.244642 | 0.2429 
InterfModel=0 13 | 0.932469 | 0.245099 | 0.247984 | 0.241448 | 0.243427 | 0.242609 
InterfModel=0 14 | 0.932434 | 0.244808 | 0.247826 | 0.240794 | 0.244827 | 0.240962 
InterfModel=0 15 | 0.932455 | 0.243291 | 0.247646 | 0.241549 | 0.246119 | 0.244598 
InterfModel=0 16 | 0.932399 | 0.245268 | 0.248215 | 0.243502 | 0.243836 | 0.241989 
InterfModel=0 17 | 0.932434 | 0.244056 | 0.248168 | 0.243592 | 0.244589 | 0.241418 
InterfModel=0 18 | 0.932532 | 0.244955 | 0.24853 | 0.241627 | 0.245359 | 0.242326 
InterfModel=0 19 | 0.932513 | 0.244314 | 0.248642 | 0.242095 | 0.246306 | 0.244124 
InterfModel=0 20 | 0.932421 | 0.244015 | 0.247763 | 0.242545 | 0.24653 | 0.241596 
InterfModel=0 21 | 0.932544 | 0.245323 | 0.248045 | 0.241231 | 0.245652 | 0.242086 
InterfModel=0 22 | 0.932426 | 0.243729 | 0.24809 | 0.241477 | 0.244745 | 0.242108 
InterfModel=0 23 | 0.932539 | 0.244915 | 0.24869 | 0.243064 | 0.246852 | 0.24367 
InterfModel=0 24 | 0.932519 | 0.245039 | 0.248705 | 0.243187 | 0.244814 | 0.244232 
InterfModel=0 25 | 0.932522 | 0.246038 | 0.248461 | 0.244356 | 0.246646 | 0.2446 
InterfModel=0 26 | 0.932436 | 0.244316 | 0.248194 | 0.242883 | 0.244357 | 0.243432 
InterfModel=0 27 | 0.932481 | 0.244992 | 0.248235 | 0.241781 | 0.245711 | 0.242579 
InterfModel=0 28 | 0.93248 | 0.244882 | 0.247805 | 0.242221 | 0.245985 | 0.241634 
InterfModel=0 29 | 0.932484 | 0.24469 | 0.248034 | 0.24165 | 0.244323 | 0.242351 
InterfModel=0 30 | 0.932463 | 0.243363 | 0.248681 | 0.242707 | 0.245101 | 0.241999 
InterfModel=0 31 | 0.9325 | 0.244414 | 0.248677 | 0.242371 | 0.245183 | 0.242866 
InterfModel=0 32 | 0.932511 | 0.244649 | 0.248362 | 0.241006 | 0.246327 | 0.244329 
InterfModel=0 33 | 0.932531 | 0.244763 | 0.248569 | 0.243039 | 0.245012 | 0.24251 
InterfModel=0 34 | 0.932528 | 0.244833 | 0.248333 | 0.242371 | 0.246454 | 0.242884 
InterfModel=0 35 | 0.932493 | 0.24512 | 0.249246 | 0.241339 | 0.246054 | 0.244438 
InterfModel=0 36 | 0.932488 | 0.245221 | 0.248686 | 0.243451 | 0.24503 | 0.244926 
InterfModel=0 37 | 0.93241 | 0.245723 | 0.247665 | 0.242574 | 0.245698 | 0.2427 
InterfModel=0 38 | 0.932443 | 0.243741 | 0.248317 | 0.242346 | 0.245788 | 0.240959 
InterfModel=0 39 | 0.932453 | 0.243757 | 0.247978 | 0.242038 | 0.246074 | 0.242221 
InterfModel=0 40 | 0.932441 | 0.244411 | 0.248273 | 0.242062 | 0.244927 | 0.242561 
InterfModel=0 41 | 0.932443 | 0.244591 | 0.248493 | 0.242156 | 0.2462 | 0.243658 
InterfModel=0 42 | 0.932434 | 0.245165 | 0.247976 | 0.240769 | 0.244823 | 0.242673 
InterfModel=0 43 | 0.932441 | 0.246513 | 0.248229 | 0.241685 | 0.246142 | 0.243923 
InterfModel=0 44 | 0.932494 | 0.246692 | 0.247853 | 0.242088 | 0.245823 | 0.242485 
InterfModel=0 45 | 0.932517 | 0.245472 | 0.247881 | 0.241377 | 0.245174 | 0.243003 
InterfModel=0 46 | 0.932429 | 0.244306 | 0.247683 | 0.241638 | 0.244956 | 0.24227 
InterfModel=0 47 | 0.932482 | 0.244439 | 0.247876 | 0.24217 | 0.246079 | 0.241831 
InterfModel=0 48 | 0.932444 | 0.244985 | 0.24788 | 0.241289 | 0.245819 | 0.242629 
InterfModel=0 49 | 0.932534 | 0.244972 | 0.248494 | 0.242223 | 0.245155 | 0.241355 
InterfModel=0 50 | 0.932412 | 0.244085 | 0.248179 | 0.240942 | 0.245082 | 0.243674 
InterfModel=0 51 | 0.932501 | 0.245465 | 0.24815 | 0.241396 | 0.244178 | 0.243668 
InterfModel=0 52 | 0.932447 | 0.245528 | 0.247989 | 0.242818 | 0.246053 | 0.243384 
InterfModel=0 53 | 0.932519 | 0.245395 | 0.248524 | 0.242071 | 0.24608 | 0.242917 
InterfModel=0 54 | 0.932438 | 0.24533 | 0.247984 | 0.242542 | 0.24637 | 0.242894 
