CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 98.726 | 99.463 | 65.162 | 47.667 | 48.544 
InterfModel=1 | 100.678 | 101.425 | 66.39 | 56.489 | 58.791 
InterfModel=2 | 99.936 | 99.495 | 65.887 | 51.897 | 54.264 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 99.2607 | 99.2964 | 65.1448 | 47.918 | 47.7117 
InterfModel=0 1 | 99.2788 | 99.4386 | 65.6902 | 48.3292 | 48.1419 
InterfModel=0 2 | 98.6422 | 99.6417 | 65.2353 | 47.8895 | 48.352 
InterfModel=0 3 | 98.2794 | 99.6865 | 65.0839 | 46.9644 | 49.2491 
InterfModel=0 4 | 98.7328 | 99.457 | 65.7241 | 47.3687 | 48.7644 
InterfModel=0 5 | 98.6298 | 99.7445 | 65.5114 | 47.1637 | 48.7938 
InterfModel=0 6 | 99.1263 | 99.5582 | 64.8675 | 48.6491 | 47.3884 
InterfModel=0 7 | 98.2611 | 99.552 | 65.2974 | 47.4028 | 47.7989 
InterfModel=0 8 | 99.0385 | 99.579 | 65.1247 | 46.5285 | 50.2776 
InterfModel=0 9 | 97.8305 | 99.3364 | 64.9148 | 47.9078 | 47.6552 
InterfModel=0 10 | 98.6129 | 99.583 | 65.2932 | 47.3117 | 49.1673 
InterfModel=0 11 | 99.1399 | 99.6472 | 65.2473 | 48.2891 | 48.2284 
InterfModel=0 12 | 98.546 | 99.2812 | 64.6136 | 47.4488 | 48.7798 
InterfModel=0 13 | 98.843 | 99.3671 | 64.7091 | 47.3829 | 48.0885 
InterfModel=0 14 | 98.1934 | 99.4376 | 64.6212 | 47.246 | 48.5625 
InterfModel=0 15 | 98.1472 | 99.3318 | 64.8823 | 48.2381 | 48.3541 
InterfModel=0 16 | 99.0454 | 99.5263 | 65.3331 | 47.6809 | 47.7036 
InterfModel=0 17 | 98.5894 | 99.6754 | 65.6533 | 47.2307 | 48.2623 
InterfModel=0 18 | 98.7514 | 99.6192 | 64.9765 | 47.7356 | 48.5581 
InterfModel=0 19 | 98.6267 | 99.3964 | 64.9558 | 48.1796 | 48.2684 
InterfModel=0 20 | 98.1732 | 99.1781 | 65.1791 | 48.1919 | 47.8639 
InterfModel=0 21 | 99.0678 | 99.3915 | 64.9288 | 48.0517 | 48.2097 
InterfModel=0 22 | 98.4238 | 99.6441 | 64.9215 | 47.0167 | 49.3534 
InterfModel=0 23 | 98.5352 | 99.5158 | 65.4074 | 48.4857 | 47.6796 
InterfModel=0 24 | 98.7185 | 99.5889 | 65.3517 | 48.3406 | 47.9156 
InterfModel=0 25 | 99.2554 | 99.6586 | 66.0987 | 49.1096 | 48.2263 
InterfModel=0 26 | 98.2611 | 99.4847 | 65.1376 | 48.1386 | 48.1955 
InterfModel=0 27 | 98.9339 | 99.4005 | 65.1652 | 47.2024 | 49.8592 
InterfModel=0 28 | 98.4887 | 99.0951 | 65.2541 | 47.4696 | 48.5665 
InterfModel=0 29 | 98.4445 | 99.2868 | 64.8655 | 47.7447 | 48.1095 
InterfModel=0 30 | 97.7784 | 99.6128 | 65.326 | 47.499 | 48.3785 
InterfModel=0 31 | 98.9356 | 99.611 | 65.0005 | 47.7092 | 48.6089 
InterfModel=0 32 | 98.4281 | 99.6526 | 64.7218 | 47.9162 | 49.1 
InterfModel=0 33 | 98.6409 | 99.7692 | 65.4597 | 47.5903 | 47.8777 
InterfModel=0 34 | 98.5021 | 99.2063 | 65.3391 | 47.8237 | 48.7108 
InterfModel=0 35 | 98.9855 | 99.8727 | 64.8552 | 47.9492 | 48.0749 
InterfModel=0 36 | 98.9929 | 99.6145 | 65.541 | 47.7339 | 48.9144 
InterfModel=0 37 | 98.9269 | 99.2723 | 65.0548 | 47.5838 | 49.2967 
InterfModel=0 38 | 97.9304 | 99.3665 | 65.4657 | 48.2847 | 47.8174 
InterfModel=0 39 | 98.7702 | 99.2976 | 65.0577 | 46.625 | 50.2455 
InterfModel=0 40 | 98.666 | 99.4826 | 65.1229 | 47.8863 | 48.1995 
