CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=2 52 | - | 21 | 11 | 2314 | 651 
InterfModel=0,node=2 53 | - | 25 | 14 | 2260 | 699 
InterfModel=0,node=2 54 | - | 19 | 8 | 2300 | 671 
InterfModel=0,node=2 55 | - | 17 | 8 | 2328 | 644 
InterfModel=0,node=2 56 | - | 16 | 12 | 2302 | 668 
InterfModel=0,node=2 57 | - | 17 | 7 | 2296 | 679 
InterfModel=0,node=2 58 | - | 31 | 11 | 2261 | 694 
InterfModel=0,node=2 59 | - | 16 | 9 | 2280 | 692 
InterfModel=0,node=2 60 | - | 11 | 8 | 2282 | 696 
InterfModel=0,node=2 61 | - | 21 | 17 | 2246 | 714 
InterfModel=0,node=2 62 | - | 23 | 17 | 2236 | 723 
InterfModel=0,node=2 63 | - | 13 | 10 | 2314 | 660 
InterfModel=0,node=2 64 | - | 13 | 12 | 2283 | 689 
InterfModel=0,node=2 65 | - | 19 | 23 | 2200 | 756 
InterfModel=0,node=2 66 | - | 27 | 10 | 2289 | 673 
InterfModel=0,node=2 67 | - | 17 | 8 | 2237 | 737 
InterfModel=0,node=2 68 | - | 14 | 12 | 2282 | 691 
InterfModel=0,node=2 69 | - | 13 | 16 | 2252 | 712 
InterfModel=0,node=2 70 | - | 20 | 10 | 2264 | 703 
InterfModel=0,node=2 71 | - | 19 | 13 | 2229 | 737 
InterfModel=0,node=2 72 | - | 20 | 17 | 2251 | 710 
InterfModel=0,node=2 73 | - | 18 | 7 | 2344 | 629 
InterfModel=0,node=2 74 | - | 14 | 13 | 2220 | 750 
InterfModel=0,node=2 75 | - | 17 | 13 | 2229 | 739 
InterfModel=0,node=2 76 | - | 17 | 10 | 2285 | 685 
InterfModel=0,node=2 77 | - | 17 | 23 | 2232 | 726 
InterfModel=0,node=2 78 | - | 17 | 14 | 2201 | 765 
InterfModel=0,node=2 79 | - | 20 | 11 | 2263 | 703 
InterfModel=0,node=2 80 | - | 17 | 11 | 2280 | 691 
InterfModel=0,node=2 81 | - | 17 | 17 | 2235 | 728 
InterfModel=0,node=2 82 | - | 28 | 9 | 2280 | 682 
InterfModel=0,node=2 83 | - | 16 | 13 | 2233 | 736 
InterfModel=0,node=2 84 | - | 18 | 7 | 2323 | 649 
InterfModel=0,node=2 85 | - | 17 | 17 | 2222 | 742 
InterfModel=0,node=2 86 | - | 16 | 17 | 2280 | 686 
InterfModel=0,node=2 87 | - | 21 | 9 | 2188 | 780 
InterfModel=0,node=2 88 | - | 20 | 13 | 2233 | 731 
InterfModel=0,node=2 89 | - | 15 | 7 | 2321 | 656 
InterfModel=0,node=2 90 | - | 13 | 9 | 2291 | 685 
InterfModel=0,node=2 91 | - | 32 | 13 | 2227 | 724 
InterfModel=0,node=2 92 | - | 18 | 8 | 2189 | 783 
InterfModel=0,node=2 93 | - | 13 | 21 | 2228 | 735 
InterfModel=0,node=2 94 | - | 20 | 22 | 2170 | 786 
InterfModel=0,node=2 95 | - | 20 | 10 | 2292 | 675 
InterfModel=0,node=2 96 | - | 17 | 15 | 2199 | 765 
InterfModel=0,node=2 97 | - | 17 | 13 | 2337 | 632 
InterfModel=0,node=2 98 | - | 26 | 15 | 2176 | 782 
InterfModel=0,node=2 99 | - | 18 | 9 | 2284 | 686 
InterfModel=0,node=3 0 | 2 | 29 | 64 | 3365 | 1034 
InterfModel=0,node=3 1 | - | 18 | 71 | 3458 | 950 
InterfModel=0,node=3 2 | - | 16 | 78 | 3408 | 995 
InterfModel=0,node=3 3 | - | 22 | 80 | 3559 | 831 
InterfModel=0,node=3 4 | - | 12 | 95 | 3476 | 908 
InterfModel=0,node=3 5 | - | 24 | 72 | 3416 | 985 
InterfModel=0,node=3 6 | - | 24 | 72 | 3385 | 1014 
InterfModel=0,node=3 7 | - | 25 | 60 | 3470 | 940 
InterfModel=0,node=3 8 | - | 17 | 61 | 3461 | 960 
InterfModel=0,node=3 9 | - | 29 | 54 | 3535 | 878 
InterfModel=0,node=3 10 | - | 20 | 97 | 3430 | 949 
InterfModel=0,node=3 11 | - | 23 | 66 | 3570 | 833 
InterfModel=0,node=3 12 | - | 19 | 72 | 3496 | 909 
InterfModel=0,node=3 13 | - | 13 | 66 | 3575 | 843 
InterfModel=0,node=3 14 | - | 21 | 73 | 3392 | 1013 
InterfModel=0,node=3 15 | - | 11 | 74 | 3549 | 861 
InterfModel=0,node=3 16 | - | 22 | 71 | 3352 | 1051 
InterfModel=0,node=3 17 | - | 23 | 71 | 3496 | 902 
InterfModel=0,node=3 18 | - | 23 | 65 | 3584 | 823 
InterfModel=0,node=3 19 | - | 22 | 70 | 3498 | 904 
InterfModel=0,node=3 20 | - | 15 | 84 | 3487 | 910 
InterfModel=0,node=3 21 | - | 25 | 79 | 3332 | 1061 
InterfModel=0,node=3 22 | - | 14 | 80 | 3515 | 887 
InterfModel=0,node=3 23 | - | 16 | 85 | 3433 | 965 
InterfModel=0,node=3 24 | - | 13 | 73 | 3520 | 888 
InterfModel=0,node=3 25 | - | 20 | 94 | 3433 | 952 
InterfModel=0,node=3 26 | - | 19 | 60 | 3410 | 1007 
InterfModel=0,node=3 27 | - | 18 | 97 | 3556 | 825 
InterfModel=0,node=3 28 | - | 19 | 91 | 3339 | 1043 
InterfModel=0,node=3 29 | - | 14 | 89 | 3340 | 1054 
InterfModel=0,node=3 30 | - | 13 | 75 | 3449 | 951 
InterfModel=0,node=3 31 | - | 18 | 70 | 3459 | 949 
InterfModel=0,node=3 32 | - | 17 | 74 | 3453 | 955 
InterfModel=0,node=3 33 | - | 22 | 76 | 3501 | 895 
InterfModel=0,node=3 34 | - | 18 | 86 | 3434 | 957 
InterfModel=0,node=3 35 | - | 18 | 86 | 3318 | 1074 
InterfModel=0,node=3 36 | - | 20 | 81 | 3491 | 903 
InterfModel=0,node=3 37 | - | 15 | 74 | 3544 | 863 
InterfModel=0,node=3 38 | - | 23 | 86 | 3529 | 855 
InterfModel=0,node=3 39 | - | 16 | 81 | 3457 | 941 
InterfModel=0,node=3 40 | - | 15 | 69 | 3463 | 945 
InterfModel=0,node=3 41 | - | 17 | 73 | 3367 | 1039 
InterfModel=0,node=3 42 | - | 24 | 91 | 3377 | 1001 
InterfModel=0,node=3 43 | - | 21 | 67 | 3501 | 905 
InterfModel=0,node=3 44 | - | 13 | 89 | 3391 | 1003 
InterfModel=0,node=3 45 | - | 15 | 68 | 3438 | 969 
InterfModel=0,node=3 46 | - | 18 | 68 | 3556 | 853 
InterfModel=0,node=3 47 | - | 13 | 71 | 3551 | 861 
InterfModel=0,node=3 48 | - | 22 | 91 | 3351 | 1032 
InterfModel=0,node=3 49 | - | 17 | 71 | 3402 | 1009 
InterfModel=0,node=3 50 | - | 18 | 82 | 3462 | 927 
InterfModel=0,node=3 51 | - | 17 | 79 | 3384 | 1013 
InterfModel=0,node=3 52 | - | 26 | 74 | 3374 | 1025 
InterfModel=0,node=3 53 | - | 15 | 85 | 3373 | 1024 
InterfModel=0,node=3 54 | - | 21 | 76 | 3537 | 859 
InterfModel=0,node=3 55 | - | 23 | 75 | 3492 | 906 
InterfModel=0,node=3 56 | - | 21 | 56 | 3574 | 840 
InterfModel=0,node=3 57 | - | 16 | 68 | 3554 | 856 
InterfModel=0,node=3 58 | - | 32 | 72 | 3363 | 1023 
InterfModel=0,node=3 59 | - | 15 | 82 | 3447 | 955 
InterfModel=0,node=3 60 | - | 27 | 66 | 3478 | 923 
InterfModel=0,node=3 61 | - | 17 | 89 | 3438 | 953 
InterfModel=0,node=3 62 | - | 18 | 70 | 3422 | 984 
InterfModel=0,node=3 63 | - | 21 | 91 | 3374 | 1007 
InterfModel=0,node=3 64 | - | 22 | 82 | 3448 | 946 
InterfModel=0,node=3 65 | - | 14 | 76 | 3584 | 823 
InterfModel=0,node=3 66 | - | 20 | 79 | 3492 | 908 
InterfModel=0,node=3 67 | - | 12 | 72 | 3385 | 1027 
InterfModel=0,node=3 68 | - | 11 | 60 | 3565 | 862 
InterfModel=0,node=3 69 | - | 26 | 80 | 3342 | 1049 
InterfModel=0,node=3 70 | - | 23 | 75 | 3384 | 1015 
InterfModel=0,node=3 71 | - | 23 | 86 | 3453 | 931 
InterfModel=0,node=3 72 | - | 13 | 77 | 3551 | 855 
InterfModel=0,node=3 73 | - | 21 | 70 | 3579 | 829 
InterfModel=0,node=3 74 | - | 21 | 67 | 3567 | 839 
InterfModel=0,node=3 75 | - | 23 | 68 | 3401 | 1002 
InterfModel=0,node=3 76 | - | 19 | 77 | 3375 | 1025 
InterfModel=0,node=3 77 | - | 19 | 66 | 3591 | 821 
InterfModel=0,node=3 78 | - | 9 | 85 | 3402 | 997 
InterfModel=0,node=3 79 | - | 17 | 65 | 3424 | 989 
InterfModel=0,node=3 80 | - | 19 | 80 | 3427 | 971 
InterfModel=0,node=3 81 | - | 21 | 72 | 3418 | 984 
InterfModel=0,node=3 82 | - | 22 | 50 | 3531 | 896 
InterfModel=0,node=3 83 | - | 21 | 70 | 3509 | 894 
InterfModel=0,node=3 84 | - | 18 | 70 | 3453 | 956 
InterfModel=0,node=3 85 | - | 14 | 68 | 3506 | 908 
InterfModel=0,node=3 86 | - | 18 | 89 | 3446 | 938 
InterfModel=0,node=3 87 | - | 18 | 64 | 3564 | 847 
InterfModel=0,node=3 88 | - | 18 | 76 | 3398 | 1005 
InterfModel=0,node=3 89 | - | 15 | 66 | 3431 | 986 
InterfModel=0,node=3 90 | - | 11 | 73 | 3481 | 932 
InterfModel=0,node=3 91 | - | 18 | 83 | 3486 | 910 
InterfModel=0,node=3 92 | - | 22 | 80 | 3423 | 970 
InterfModel=0,node=3 93 | - | 26 | 71 | 3377 | 1025 
InterfModel=0,node=3 94 | - | 20 | 68 | 3580 | 829 
InterfModel=0,node=3 95 | - | 26 | 90 | 3505 | 877 
InterfModel=0,node=3 96 | - | 21 | 76 | 3413 | 987 
InterfModel=0,node=3 97 | - | 17 | 87 | 3368 | 1022 
InterfModel=0,node=3 98 | - | 20 | 79 | 3414 | 984 
InterfModel=0,node=3 99 | - | 19 | 76 | 3399 | 1004 
InterfModel=0,node=4 0 | 1353 | 24 | 41 | 4988 | 1064 
InterfModel=0,node=4 1 | 1395 | 14 | 35 | 4861 | 1162 
InterfModel=0,node=4 2 | 1308 | 14 | 47 | 4939 | 1158 
InterfModel=0,node=4 3 | 1159 | 21 | 40 | 5129 | 1120 
InterfModel=0,node=4 4 | 1233 | 22 | 44 | 5102 | 1065 
InterfModel=0,node=4 5 | 1226 | 24 | 40 | 5025 | 1152 
InterfModel=0,node=4 6 | 1424 | 24 | 32 | 5029 | 958 
InterfModel=0,node=4 7 | 1277 | 15 | 26 | 5219 | 931 
InterfModel=0,node=4 8 | 1141 | 13 | 38 | 5266 | 1010 
InterfModel=0,node=4 9 | 1328 | 14 | 32 | 4993 | 1099 
InterfModel=0,node=4 10 | 1231 | 10 | 37 | 5198 | 989 
InterfModel=0,node=4 11 | 1393 | 13 | 38 | 5060 | 968 
InterfModel=0,node=4 12 | 1283 | 23 | 31 | 5176 | 954 
InterfModel=0,node=4 13 | 1312 | 20 | 36 | 5065 | 1037 
InterfModel=0,node=4 14 | 1269 | 12 | 28 | 5223 | 940 
InterfModel=0,node=4 15 | 1357 | 23 | 26 | 4999 | 1064 
InterfModel=0,node=4 16 | 1350 | 15 | 18 | 5189 | 894 
InterfModel=0,node=4 17 | 1272 | 8 | 27 | 5220 | 938 
InterfModel=0,node=4 18 | 1315 | 16 | 30 | 5025 | 1082 
InterfModel=0,node=4 19 | 1337 | 18 | 51 | 5028 | 1038 
InterfModel=0,node=4 20 | 1330 | 29 | 30 | 5160 | 918 
InterfModel=0,node=4 21 | 1342 | 17 | 45 | 5028 | 1040 
InterfModel=0,node=4 22 | 1225 | 20 | 50 | 5044 | 1130 
InterfModel=0,node=4 23 | 1367 | 17 | 43 | 4872 | 1167 
InterfModel=0,node=4 24 | 1401 | 17 | 35 | 4959 | 1056 
InterfModel=0,node=4 25 | 1453 | 15 | 39 | 4829 | 1135 
InterfModel=0,node=4 26 | 1390 | 11 | 39 | 5020 | 1008 
InterfModel=0,node=4 27 | 1225 | 19 | 43 | 5056 | 1123 
InterfModel=0,node=4 28 | 1263 | 19 | 28 | 5194 | 961 
InterfModel=0,node=4 29 | 1336 | 18 | 43 | 4957 | 1114 
InterfModel=0,node=4 30 | 1293 | 14 | 46 | 4940 | 1180 
InterfModel=0,node=4 31 | 1313 | 14 | 35 | 5077 | 1029 
InterfModel=0,node=4 32 | 1305 | 18 | 41 | 5064 | 1040 
InterfModel=0,node=4 33 | 1300 | 14 | 50 | 4929 | 1175 
InterfModel=0,node=4 34 | 1291 | 20 | 34 | 4941 | 1185 
InterfModel=0,node=4 35 | 1323 | 12 | 32 | 4982 | 1117 
InterfModel=0,node=4 36 | 1330 | 13 | 36 | 5121 | 971 
InterfModel=0,node=4 37 | 1272 | 15 | 46 | 5057 | 1075 
InterfModel=0,node=4 38 | 1363 | 10 | 45 | 4983 | 1066 
InterfModel=0,node=4 39 | 1149 | 13 | 40 | 5053 | 1212 
InterfModel=0,node=4 40 | 1345 | 19 | 32 | 4906 | 1167 
InterfModel=0,node=4 41 | 1290 | 21 | 38 | 4994 | 1126 
InterfModel=0,node=4 42 | 1408 | 16 | 34 | 5004 | 1004 
InterfModel=0,node=4 43 | 1326 | 22 | 36 | 4955 | 1133 
InterfModel=0,node=4 44 | 1281 | 23 | 36 | 5240 | 886 
InterfModel=0,node=4 45 | 1437 | 18 | 34 | 5063 | 916 
InterfModel=0,node=4 46 | 1272 | 23 | 33 | 5027 | 1111 
InterfModel=0,node=4 47 | 1197 | 21 | 40 | 5286 | 924 
InterfModel=0,node=4 48 | 1370 | 19 | 33 | 5099 | 945 
InterfModel=0,node=4 49 | 1236 | 13 | 35 | 5134 | 1049 
InterfModel=0,node=4 50 | 1221 | 21 | 48 | 5074 | 1102 
InterfModel=0,node=4 51 | 1281 | 20 | 20 | 5215 | 931 
InterfModel=0,node=4 52 | 1131 | 20 | 42 | 5341 | 934 
InterfModel=0,node=4 53 | 1122 | 19 | 30 | 5336 | 961 
InterfModel=0,node=4 54 | 1265 | 22 | 50 | 5004 | 1125 
InterfModel=0,node=4 55 | 1333 | 21 | 36 | 4961 | 1115 
InterfModel=0,node=4 56 | 1141 | 16 | 43 | 5101 | 1167 
InterfModel=0,node=4 57 | 1334 | 13 | 31 | 5068 | 1024 
InterfModel=0,node=4 58 | 1269 | 23 | 42 | 5006 | 1140 
InterfModel=0,node=4 59 | 1419 | 16 | 28 | 4863 | 1141 
InterfModel=0,node=4 60 | 1251 | 11 | 66 | 4968 | 1170 
InterfModel=0,node=4 61 | 1237 | 15 | 40 | 5027 | 1150 
InterfModel=0,node=4 62 | 1295 | 15 | 31 | 5100 | 1026 
InterfModel=0,node=4 63 | 1300 | 15 | 25 | 5107 | 1024 
InterfModel=0,node=4 64 | 1280 | 20 | 39 | 4978 | 1151 
InterfModel=0,node=4 65 | 1260 | 19 | 33 | 5087 | 1071 
InterfModel=0,node=4 66 | 1388 | 19 | 40 | 4859 | 1160 
InterfModel=0,node=4 67 | 1257 | 15 | 36 | 5111 | 1048 
InterfModel=0,node=4 68 | 1187 | 14 | 37 | 5054 | 1175 
InterfModel=0,node=4 69 | 1295 | 8 | 39 | 5023 | 1105 
InterfModel=0,node=4 70 | 1312 | 13 | 28 | 5201 | 912 
InterfModel=0,node=4 71 | 1354 | 16 | 30 | 5135 | 935 
InterfModel=0,node=4 72 | 1310 | 23 | 45 | 4921 | 1167 
InterfModel=0,node=4 73 | 1343 | 19 | 30 | 4864 | 1212 
InterfModel=0,node=4 74 | 1255 | 13 | 39 | 5057 | 1102 
