CastaliaResults -i saida.txt -s Packets received per node -n --all -o2                                                                       

Application:Packets received per node
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 2909.64 | 2957.86 | 4339.74 | 5860.26 | 5606.42 
InterfModel=1 | 2798.46 | 2846.42 | 4113.29 | 4541.83 | 4063.84 
InterfModel=2 | 2855.27 | 2961.58 | 4251.99 | 5312.52 | 4814.4 
Application:Packets received per node - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 2897 | 2959 | 4348 | 5903 | 5506 
InterfModel=0 1 | 2926 | 2949 | 4339 | 5831 | 5656 
InterfModel=0 2 | 2910 | 2962 | 4346 | 5819 | 5621 
InterfModel=0 3 | 2892 | 2945 | 4352 | 5695 | 5787 
InterfModel=0 4 | 2883 | 2948 | 4330 | 5927 | 5610 
InterfModel=0 5 | 2886 | 2950 | 4337 | 5897 | 5707 
InterfModel=0 6 | 2902 | 2954 | 4338 | 5841 | 5661 
InterfModel=0 7 | 2906 | 2955 | 4352 | 5870 | 5490 
InterfModel=0 8 | 2913 | 2965 | 4339 | 5890 | 5629 
InterfModel=0 9 | 2907 | 2972 | 4349 | 5803 | 5628 
InterfModel=0 10 | 2910 | 2958 | 4312 | 5814 | 5671 
InterfModel=0 11 | 2908 | 2954 | 4334 | 5996 | 5426 
InterfModel=0 12 | 2907 | 2955 | 4337 | 5789 | 5645 
InterfModel=0 13 | 2924 | 2961 | 4354 | 6001 | 5555 
InterfModel=0 14 | 2881 | 2960 | 4354 | 5915 | 5710 
InterfModel=0 15 | 2901 | 2959 | 4314 | 5927 | 5526 
InterfModel=0 16 | 2911 | 2946 | 4357 | 5887 | 5650 
InterfModel=0 17 | 2914 | 2956 | 4331 | 5920 | 5541 
InterfModel=0 18 | 2922 | 2964 | 4341 | 5826 | 5685 
InterfModel=0 19 | 2909 | 2967 | 4327 | 5920 | 5579 
InterfModel=0 20 | 2900 | 2966 | 4363 | 5861 | 5606 
InterfModel=0 21 | 2898 | 2955 | 4336 | 5886 | 5535 
InterfModel=0 22 | 2917 | 2962 | 4324 | 5783 | 5693 
InterfModel=0 23 | 2931 | 2961 | 4356 | 5747 | 5775 
InterfModel=0 24 | 2906 | 2959 | 4316 | 5920 | 5679 
InterfModel=0 25 | 2909 | 2957 | 4329 | 5730 | 5659 
InterfModel=0 26 | 2915 | 2961 | 4309 | 5882 | 5585 
InterfModel=0 27 | 2923 | 2962 | 4324 | 5805 | 5579 
InterfModel=0 28 | 2902 | 2969 | 4337 | 5742 | 5713 
InterfModel=0 29 | 2919 | 2955 | 4354 | 5767 | 5626 
InterfModel=0 30 | 2918 | 2959 | 4348 | 5848 | 5570 
InterfModel=0 31 | 2914 | 2974 | 4364 | 5928 | 5648 
InterfModel=0 32 | 2909 | 2962 | 4356 | 5753 | 5668 
InterfModel=0 33 | 2895 | 2958 | 4321 | 5895 | 5596 
InterfModel=0 34 | 2930 | 2956 | 4326 | 5908 | 5634 
InterfModel=0 35 | 2915 | 2963 | 4334 | 5864 | 5668 
InterfModel=0 36 | 2914 | 2964 | 4326 | 5771 | 5674 
InterfModel=0 37 | 2903 | 2957 | 4320 | 5901 | 5546 
InterfModel=0 38 | 2930 | 2958 | 4327 | 5904 | 5616 
InterfModel=0 39 | 2935 | 2960 | 4344 | 5743 | 5781 
InterfModel=0 40 | 2900 | 2950 | 4323 | 5864 | 5482 
InterfModel=0 41 | 2898 | 2948 | 4328 | 5935 | 5612 
InterfModel=0 42 | 2924 | 2958 | 4330 | 5741 | 5611 
InterfModel=0 43 | 2913 | 2962 | 4356 | 5998 | 5377 
InterfModel=0 44 | 2919 | 2965 | 4353 | 5849 | 5636 
InterfModel=0 45 | 2918 | 2956 | 4349 | 5755 | 5668 
InterfModel=0 46 | 2912 | 2954 | 4348 | 5928 | 5529 
InterfModel=0 47 | 2902 | 2961 | 4341 | 5851 | 5624 
InterfModel=0 48 | 2919 | 2964 | 4328 | 5907 | 5683 
InterfModel=0 49 | 2910 | 2956 | 4334 | 5823 | 5668 
InterfModel=0 50 | 2887 | 2956 | 4362 | 5697 | 5670 
InterfModel=0 51 | 2910 | 2964 | 4337 | 5992 | 5414 
InterfModel=0 52 | 2908 | 2967 | 4350 | 5894 | 5572 
InterfModel=0 53 | 2902 | 2953 | 4332 | 5721 | 5697 
InterfModel=0 54 | 2910 | 2969 | 4344 | 5845 | 5585 
InterfModel=0 55 | 2932 | 2967 | 4324 | 5869 | 5633 
InterfModel=0 56 | 2909 | 2963 | 4347 | 5917 | 5554 
InterfModel=0 57 | 2900 | 2951 | 4332 | 5922 | 5552 
InterfModel=0 58 | 2912 | 2955 | 4337 | 5857 | 5644 
InterfModel=0 59 | 2900 | 2955 | 4315 | 5878 | 5579 
InterfModel=0 60 | 2916 | 2951 | 4341 | 5874 | 5513 
InterfModel=0 61 | 2911 | 2950 | 4327 | 6003 | 5527 
InterfModel=0 62 | 2901 | 2961 | 4328 | 5830 | 5656 
InterfModel=0 63 | 2891 | 2946 | 4349 | 5864 | 5559 
InterfModel=0 64 | 2922 | 2953 | 4353 | 5881 | 5602 
