CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 17 | - | 19 | 71 | 2082 | 825 
InterfModel=0,node=1 18 | - | 22 | 81 | 2179 | 716 
InterfModel=0,node=1 19 | - | 15 | 84 | 2152 | 747 
InterfModel=0,node=1 20 | - | 16 | 83 | 2144 | 754 
InterfModel=0,node=1 21 | - | 20 | 65 | 2152 | 762 
InterfModel=0,node=1 22 | - | 24 | 73 | 2099 | 801 
InterfModel=0,node=1 23 | - | 11 | 64 | 2179 | 745 
InterfModel=0,node=1 24 | - | 12 | 67 | 2194 | 726 
InterfModel=0,node=1 25 | - | 24 | 56 | 2187 | 732 
InterfModel=0,node=1 26 | - | 22 | 69 | 2215 | 688 
InterfModel=0,node=1 27 | - | 25 | 69 | 2177 | 726 
InterfModel=0,node=1 28 | - | 17 | 81 | 2117 | 782 
InterfModel=0,node=1 29 | - | 14 | 64 | 2201 | 719 
InterfModel=0,node=1 30 | - | 20 | 72 | 2163 | 742 
InterfModel=0,node=1 31 | - | 16 | 77 | 2114 | 792 
InterfModel=0,node=1 32 | - | 18 | 87 | 2102 | 790 
InterfModel=0,node=1 33 | - | 16 | 69 | 2199 | 715 
InterfModel=0,node=1 34 | - | 26 | 61 | 2132 | 780 
InterfModel=0,node=1 35 | - | 21 | 69 | 2193 | 714 
InterfModel=0,node=1 36 | - | 17 | 69 | 2107 | 805 
InterfModel=0,node=1 37 | - | 21 | 77 | 2159 | 741 
InterfModel=0,node=1 38 | - | 16 | 55 | 2172 | 754 
InterfModel=0,node=1 39 | - | 18 | 84 | 2124 | 770 
InterfModel=0,node=1 40 | - | 21 | 79 | 2148 | 749 
InterfModel=0,node=1 41 | - | 24 | 74 | 2158 | 742 
InterfModel=0,node=1 42 | - | 22 | 64 | 2206 | 705 
InterfModel=0,node=1 43 | - | 19 | 79 | 2182 | 718 
InterfModel=0,node=1 44 | - | 17 | 69 | 2168 | 744 
InterfModel=0,node=1 45 | - | 18 | 71 | 2163 | 745 
InterfModel=0,node=1 46 | - | 25 | 60 | 2188 | 725 
InterfModel=0,node=1 47 | - | 20 | 73 | 2142 | 762 
InterfModel=0,node=1 48 | - | 17 | 75 | 2150 | 755 
InterfModel=0,node=1 49 | - | 25 | 49 | 2251 | 673 
InterfModel=0,node=1 50 | - | 15 | 73 | 2109 | 800 
InterfModel=0,node=1 51 | - | 21 | 75 | 2147 | 755 
InterfModel=0,node=1 52 | - | 24 | 56 | 2118 | 799 
InterfModel=0,node=1 53 | - | 15 | 85 | 2155 | 744 
InterfModel=0,node=1 54 | - | 15 | 73 | 2116 | 793 
InterfModel=0,node=1 55 | - | 21 | 70 | 2194 | 712 
InterfModel=0,node=1 56 | - | 17 | 87 | 2143 | 752 
InterfModel=0,node=1 57 | - | 13 | 73 | 2128 | 785 
InterfModel=0,node=1 58 | - | 30 | 84 | 2150 | 733 
InterfModel=0,node=1 59 | - | 19 | 71 | 2123 | 786 
InterfModel=0,node=1 60 | - | 22 | 68 | 2205 | 702 
InterfModel=0,node=1 61 | - | 14 | 83 | 2156 | 745 
InterfModel=0,node=1 62 | - | 25 | 69 | 2154 | 751 
InterfModel=0,node=1 63 | - | 18 | 75 | 2149 | 756 
InterfModel=0,node=1 64 | - | 22 | 71 | 2127 | 777 
InterfModel=0,node=1 65 | - | 13 | 69 | 2122 | 795 
InterfModel=0,node=1 66 | - | 23 | 77 | 2188 | 711 
InterfModel=0,node=1 67 | - | 14 | 71 | 2138 | 775 
InterfModel=0,node=1 68 | - | 19 | 65 | 2204 | 711 
InterfModel=0,node=1 69 | - | 20 | 78 | 2181 | 717 
InterfModel=0,node=1 70 | - | 17 | 81 | 2119 | 780 
InterfModel=0,node=1 71 | - | 19 | 73 | 2162 | 743 
InterfModel=0,node=1 72 | - | 16 | 78 | 2138 | 765 
InterfModel=0,node=1 73 | - | 20 | 72 | 2131 | 776 
InterfModel=0,node=1 74 | - | 17 | 109 | 2086 | 785 
InterfModel=0,node=1 75 | - | 25 | 81 | 2092 | 799 
InterfModel=0,node=1 76 | - | 19 | 55 | 2107 | 816 
InterfModel=0,node=1 77 | - | 24 | 69 | 2206 | 698 
InterfModel=0,node=1 78 | - | 14 | 73 | 2144 | 766 
InterfModel=0,node=1 79 | - | 16 | 68 | 2183 | 732 
InterfModel=0,node=1 80 | - | 17 | 68 | 2207 | 707 
InterfModel=0,node=1 81 | - | 21 | 80 | 2146 | 750 
InterfModel=0,node=1 82 | - | 15 | 75 | 2113 | 796 
InterfModel=0,node=1 83 | - | 18 | 76 | 2119 | 784 
InterfModel=0,node=1 84 | - | 20 | 72 | 2067 | 839 
InterfModel=0,node=1 85 | - | 12 | 65 | 2155 | 765 
InterfModel=0,node=1 86 | - | 22 | 76 | 2171 | 730 
InterfModel=0,node=1 87 | - | 17 | 63 | 2191 | 727 
InterfModel=0,node=1 88 | - | 14 | 69 | 2138 | 773 
InterfModel=0,node=1 89 | - | 17 | 76 | 2174 | 732 
InterfModel=0,node=1 90 | - | 13 | 71 | 2119 | 796 
InterfModel=0,node=1 91 | - | 22 | 65 | 2200 | 710 
InterfModel=0,node=1 92 | - | 26 | 77 | 2203 | 689 
InterfModel=0,node=1 93 | - | 22 | 69 | 2198 | 708 
InterfModel=0,node=1 94 | - | 20 | 76 | 2104 | 797 
InterfModel=0,node=1 95 | - | 18 | 72 | 2148 | 760 
InterfModel=0,node=1 96 | - | 17 | 65 | 2150 | 767 
InterfModel=0,node=1 97 | - | 22 | 66 | 2208 | 703 
InterfModel=0,node=1 98 | - | 14 | 73 | 2141 | 771 
InterfModel=0,node=1 99 | - | 12 | 80 | 2167 | 737 
InterfModel=0,node=2 0 | - | 13 | 13 | 2268 | 703 
InterfModel=0,node=2 1 | - | 18 | 18 | 2247 | 716 
InterfModel=0,node=2 2 | - | 19 | 12 | 2268 | 698 
InterfModel=0,node=2 3 | - | 29 | 21 | 2216 | 731 
InterfModel=0,node=2 4 | - | 15 | 20 | 2183 | 781 
InterfModel=0,node=2 5 | - | 16 | 21 | 2203 | 757 
InterfModel=0,node=2 6 | - | 20 | 10 | 2276 | 692 
InterfModel=0,node=2 7 | - | 13 | 19 | 2246 | 719 
InterfModel=0,node=2 8 | - | 31 | 12 | 2167 | 789 
InterfModel=0,node=2 9 | - | 25 | 20 | 2151 | 801 
InterfModel=0,node=2 10 | - | 20 | 19 | 2216 | 743 
InterfModel=0,node=2 11 | - | 17 | 17 | 2215 | 749 
InterfModel=0,node=2 12 | - | 16 | 16 | 2218 | 747 
InterfModel=0,node=2 13 | - | 19 | 18 | 2186 | 774 
InterfModel=0,node=2 14 | - | 21 | 23 | 2225 | 730 
InterfModel=0,node=2 15 | - | 25 | 11 | 2210 | 753 
InterfModel=0,node=2 16 | - | 14 | 9 | 2283 | 691 
InterfModel=0,node=2 17 | - | 21 | 23 | 2220 | 734 
InterfModel=0,node=2 18 | - | 30 | 21 | 2182 | 762 
InterfModel=0,node=2 19 | - | 22 | 11 | 2323 | 642 
InterfModel=0,node=2 20 | - | 15 | 21 | 2249 | 712 
InterfModel=0,node=2 21 | - | 18 | 18 | 2245 | 718 
InterfModel=0,node=2 22 | - | 15 | 12 | 2218 | 753 
InterfModel=0,node=2 23 | - | 23 | 13 | 2218 | 745 
InterfModel=0,node=2 24 | - | 14 | 24 | 2211 | 750 
InterfModel=0,node=2 25 | - | 28 | 15 | 2309 | 647 
InterfModel=0,node=2 26 | - | 13 | 20 | 2231 | 734 
InterfModel=0,node=2 27 | - | 18 | 22 | 2192 | 766 
InterfModel=0,node=2 28 | - | 16 | 20 | 2259 | 702 
InterfModel=0,node=2 29 | - | 16 | 14 | 2308 | 661 
InterfModel=0,node=2 30 | - | 21 | 11 | 2312 | 654 
InterfModel=0,node=2 31 | - | 22 | 27 | 2168 | 781 
InterfModel=0,node=2 32 | - | 18 | 14 | 2261 | 704 
InterfModel=0,node=2 33 | - | 18 | 18 | 2243 | 719 
InterfModel=0,node=2 34 | - | 24 | 14 | 2289 | 672 
InterfModel=0,node=2 35 | - | 10 | 12 | 2310 | 666 
InterfModel=0,node=2 36 | - | 21 | 26 | 2220 | 732 
InterfModel=0,node=2 37 | - | 16 | 15 | 2274 | 692 
InterfModel=0,node=2 38 | - | 17 | 12 | 2238 | 730 
InterfModel=0,node=2 39 | - | 24 | 14 | 2261 | 698 
InterfModel=0,node=2 40 | - | 15 | 22 | 2239 | 721 
InterfModel=0,node=2 41 | - | 21 | 19 | 2328 | 629 
InterfModel=0,node=2 42 | - | 19 | 13 | 2221 | 744 
InterfModel=0,node=2 43 | - | 16 | 28 | 2207 | 746 
InterfModel=0,node=2 44 | - | 12 | 18 | 2209 | 759 
InterfModel=0,node=2 45 | - | 19 | 16 | 2248 | 714 
InterfModel=0,node=2 46 | - | 17 | 23 | 2209 | 748 
InterfModel=0,node=2 47 | - | 19 | 27 | 2171 | 780 
InterfModel=0,node=2 48 | - | 24 | 15 | 2200 | 759 
InterfModel=0,node=2 49 | - | 19 | 23 | 2186 | 771 
InterfModel=0,node=2 50 | - | 25 | 14 | 2268 | 690 
InterfModel=0,node=2 51 | - | 17 | 14 | 2240 | 728 
InterfModel=0,node=2 52 | - | 17 | 17 | 2259 | 704 
InterfModel=0,node=2 53 | - | 21 | 14 | 2259 | 703 
InterfModel=0,node=2 54 | - | 17 | 11 | 2264 | 705 
InterfModel=0,node=2 55 | - | 14 | 11 | 2269 | 703 
InterfModel=0,node=2 56 | - | 12 | 15 | 2252 | 718 
InterfModel=0,node=2 57 | - | 22 | 18 | 2243 | 715 
InterfModel=0,node=2 58 | - | 14 | 19 | 2277 | 687 
InterfModel=0,node=2 59 | - | 26 | 12 | 2234 | 725 
InterfModel=0,node=2 60 | - | 15 | 9 | 2306 | 667 
InterfModel=0,node=2 61 | - | 19 | 18 | 2191 | 771 
InterfModel=0,node=2 62 | - | 21 | 16 | 2205 | 754 
InterfModel=0,node=2 63 | - | 18 | 23 | 2303 | 653 
InterfModel=0,node=2 64 | - | 19 | 9 | 2297 | 672 
InterfModel=0,node=2 65 | - | 31 | 25 | 2178 | 764 
InterfModel=0,node=2 66 | - | 21 | 13 | 2309 | 656 
InterfModel=0,node=2 67 | - | 18 | 18 | 2255 | 708 
InterfModel=0,node=2 68 | - | 10 | 9 | 2285 | 695 
InterfModel=0,node=2 69 | - | 19 | 15 | 2272 | 691 
InterfModel=0,node=2 70 | - | 16 | 17 | 2257 | 707 
InterfModel=0,node=2 71 | - | 17 | 19 | 2244 | 719 
InterfModel=0,node=2 72 | - | 37 | 22 | 2197 | 741 
InterfModel=0,node=2 73 | - | 19 | 11 | 2288 | 681 
InterfModel=0,node=2 74 | - | 24 | 22 | 2203 | 750 
InterfModel=0,node=2 75 | - | 17 | 17 | 2256 | 707 
InterfModel=0,node=2 76 | - | 23 | 11 | 2253 | 710 
InterfModel=0,node=2 77 | - | 16 | 18 | 2200 | 764 
InterfModel=0,node=2 78 | - | 15 | 16 | 2227 | 739 
InterfModel=0,node=2 79 | - | 14 | 9 | 2290 | 686 
InterfModel=0,node=2 80 | - | 21 | 10 | 2243 | 725 
InterfModel=0,node=2 81 | - | 20 | 15 | 2236 | 726 
InterfModel=0,node=2 82 | - | 25 | 11 | 2255 | 707 
InterfModel=0,node=2 83 | - | 28 | 21 | 2216 | 733 
InterfModel=0,node=2 84 | - | 18 | 18 | 2338 | 625 
InterfModel=0,node=2 85 | - | 8 | 29 | 2182 | 779 
InterfModel=0,node=2 86 | - | 28 | 17 | 2227 | 727 
InterfModel=0,node=2 87 | - | 15 | 30 | 2195 | 756 
InterfModel=0,node=2 88 | - | 22 | 21 | 2224 | 732 
InterfModel=0,node=2 89 | - | 19 | 17 | 2252 | 711 
InterfModel=0,node=2 90 | - | 19 | 15 | 2278 | 687 
InterfModel=0,node=2 91 | - | 27 | 22 | 2158 | 791 
InterfModel=0,node=2 92 | - | 29 | 14 | 2183 | 772 
InterfModel=0,node=2 93 | - | 15 | 20 | 2191 | 773 
InterfModel=0,node=2 94 | - | 19 | 19 | 2197 | 762 
InterfModel=0,node=2 95 | - | 14 | 14 | 2282 | 689 
InterfModel=0,node=2 96 | - | 25 | 31 | 2205 | 735 
InterfModel=0,node=2 97 | - | 22 | 5 | 2300 | 672 
InterfModel=0,node=2 98 | - | 13 | 21 | 2187 | 778 
InterfModel=0,node=2 99 | - | 27 | 20 | 2225 | 725 
InterfModel=0,node=3 0 | 3 | 15 | 143 | 3250 | 1088 
InterfModel=0,node=3 1 | 2 | 17 | 134 | 3357 | 977 
InterfModel=0,node=3 2 | 2 | 23 | 152 | 3312 | 1010 
InterfModel=0,node=3 3 | - | 19 | 146 | 3414 | 915 
InterfModel=0,node=3 4 | - | 23 | 150 | 3368 | 950 
InterfModel=0,node=3 5 | - | 22 | 156 | 3317 | 1000 
InterfModel=0,node=3 6 | - | 22 | 152 | 3348 | 970 
InterfModel=0,node=3 7 | - | 33 | 126 | 3413 | 919 
InterfModel=0,node=3 8 | - | 24 | 136 | 3327 | 1010 
InterfModel=0,node=3 9 | - | 21 | 151 | 3422 | 896 
InterfModel=0,node=3 10 | - | 20 | 134 | 3381 | 962 
InterfModel=0,node=3 11 | - | 20 | 165 | 3422 | 889 
InterfModel=0,node=3 12 | - | 22 | 131 | 3432 | 893 
InterfModel=0,node=3 13 | - | 16 | 105 | 3442 | 934 
InterfModel=0,node=3 14 | - | 23 | 132 | 3302 | 1037 
InterfModel=0,node=3 15 | - | 20 | 123 | 3440 | 907 
InterfModel=0,node=3 16 | - | 23 | 117 | 3308 | 1048 
InterfModel=0,node=3 17 | - | 14 | 132 | 3337 | 1013 
InterfModel=0,node=3 18 | - | 13 | 120 | 3463 | 902 
InterfModel=0,node=3 19 | - | 25 | 135 | 3387 | 940 
InterfModel=0,node=3 20 | - | 18 | 164 | 3305 | 1008 
InterfModel=0,node=3 21 | - | 16 | 126 | 3322 | 1032 
InterfModel=0,node=3 22 | - | 13 | 163 | 3352 | 968 
InterfModel=0,node=3 23 | - | 22 | 141 | 3342 | 991 
InterfModel=0,node=3 24 | - | 20 | 149 | 3441 | 880 
InterfModel=0,node=3 25 | - | 20 | 122 | 3387 | 966 
InterfModel=0,node=3 26 | - | 28 | 166 | 3294 | 1008 
InterfModel=0,node=3 27 | - | 16 | 132 | 3438 | 909 
InterfModel=0,node=3 28 | - | 22 | 127 | 3289 | 1056 
InterfModel=0,node=3 29 | - | 22 | 155 | 3264 | 1053 
InterfModel=0,node=3 30 | - | 27 | 152 | 3357 | 958 
InterfModel=0,node=3 31 | - | 23 | 128 | 3407 | 937 
InterfModel=0,node=3 32 | - | 12 | 158 | 3337 | 992 
InterfModel=0,node=3 33 | - | 25 | 141 | 3423 | 902 
InterfModel=0,node=3 34 | - | 22 | 145 | 3298 | 1031 
InterfModel=0,node=3 35 | - | 19 | 151 | 3242 | 1080 
InterfModel=0,node=3 36 | - | 6 | 152 | 3384 | 953 
InterfModel=0,node=3 37 | - | 23 | 153 | 3413 | 908 
InterfModel=0,node=3 38 | - | 13 | 124 | 3489 | 870 
InterfModel=0,node=3 39 | - | 25 | 133 | 3390 | 948 
InterfModel=0,node=3 40 | - | 18 | 167 | 3327 | 977 
InterfModel=0,node=3 41 | - | 18 | 132 | 3347 | 999 
InterfModel=0,node=3 42 | - | 24 | 175 | 3290 | 1007 
InterfModel=0,node=3 43 | - | 17 | 143 | 3360 | 976 
InterfModel=0,node=3 44 | - | 16 | 128 | 3268 | 1084 
InterfModel=0,node=3 45 | - | 26 | 156 | 3390 | 925 
InterfModel=0,node=3 46 | - | 12 | 131 | 3447 | 906 
InterfModel=0,node=3 47 | - | 13 | 148 | 3401 | 935 
InterfModel=0,node=3 48 | - | 27 | 160 | 3306 | 1001 
InterfModel=0,node=3 49 | - | 15 | 130 | 3250 | 1091 
InterfModel=0,node=3 50 | - | 18 | 131 | 3395 | 950 
InterfModel=0,node=3 51 | - | 21 | 148 | 3372 | 951 
InterfModel=0,node=3 52 | - | 18 | 168 | 3274 | 1035 
InterfModel=0,node=3 53 | - | 18 | 154 | 3327 | 998 
InterfModel=0,node=3 54 | - | 23 | 126 | 3411 | 936 
InterfModel=0,node=3 55 | - | 16 | 145 | 3431 | 903 
InterfModel=0,node=3 56 | - | 17 | 140 | 3453 | 886 
InterfModel=0,node=3 57 | - | 14 | 127 | 3453 | 905 
InterfModel=0,node=3 58 | - | 24 | 147 | 3327 | 1002 
InterfModel=0,node=3 59 | - | 24 | 154 | 3362 | 956 
InterfModel=0,node=3 60 | - | 21 | 127 | 3381 | 968 
InterfModel=0,node=3 61 | - | 17 | 161 | 3324 | 988 
InterfModel=0,node=3 62 | - | 26 | 151 | 3303 | 1015 
InterfModel=0,node=3 63 | - | 18 | 138 | 3248 | 1091 
InterfModel=0,node=3 64 | - | 11 | 162 | 3388 | 933 
InterfModel=0,node=3 65 | - | 13 | 150 | 3474 | 856 
InterfModel=0,node=3 66 | - | 23 | 141 | 3377 | 956 
InterfModel=0,node=3 67 | - | 15 | 153 | 3312 | 1017 
InterfModel=0,node=3 68 | - | 17 | 157 | 3416 | 906 
InterfModel=0,node=3 69 | - | 18 | 152 | 3260 | 1066 
InterfModel=0,node=3 70 | - | 17 | 135 | 3296 | 1048 
InterfModel=0,node=3 71 | - | 21 | 150 | 3379 | 938 
InterfModel=0,node=3 72 | - | 22 | 164 | 3456 | 854 
InterfModel=0,node=3 73 | - | 23 | 148 | 3418 | 908 
InterfModel=0,node=3 74 | - | 22 | 139 | 3446 | 887 
InterfModel=0,node=3 75 | - | 28 | 142 | 3382 | 945 
InterfModel=0,node=3 76 | - | 12 | 127 | 3282 | 1073 
InterfModel=0,node=3 77 | - | 16 | 146 | 3466 | 861 
InterfModel=0,node=3 78 | - | 23 | 162 | 3304 | 1003 
InterfModel=0,node=3 79 | - | 20 | 154 | 3345 | 980 
InterfModel=0,node=3 80 | - | 21 | 140 | 3405 | 931 
InterfModel=0,node=3 81 | - | 13 | 142 | 3321 | 1016 
InterfModel=0,node=3 82 | - | 21 | 163 | 3457 | 856 
InterfModel=0,node=3 83 | - | 17 | 147 | 3434 | 898 
InterfModel=0,node=3 84 | - | 18 | 160 | 3331 | 987 
InterfModel=0,node=3 85 | - | 18 | 118 | 3425 | 929 
InterfModel=0,node=3 86 | - | 27 | 111 | 3371 | 975 
InterfModel=0,node=3 87 | - | 13 | 127 | 3458 | 899 
InterfModel=0,node=3 88 | - | 18 | 140 | 3282 | 1057 
InterfModel=0,node=3 89 | - | 16 | 139 | 3365 | 977 
InterfModel=0,node=3 90 | - | 18 | 133 | 3428 | 917 
InterfModel=0,node=3 91 | - | 20 | 165 | 3357 | 956 
InterfModel=0,node=3 92 | - | 13 | 152 | 3263 | 1067 
InterfModel=0,node=3 93 | - | 23 | 151 | 3319 | 1003 
InterfModel=0,node=3 94 | - | 22 | 131 | 3433 | 905 
InterfModel=0,node=3 95 | - | 20 | 142 | 3459 | 871 
InterfModel=0,node=3 96 | - | 16 | 156 | 3357 | 967 
InterfModel=0,node=3 97 | - | 18 | 140 | 3311 | 1022 
InterfModel=0,node=3 98 | - | 22 | 155 | 3338 | 973 
InterfModel=0,node=3 99 | - | 22 | 145 | 3318 | 1012 
InterfModel=0,node=4 0 | 1406 | 22 | 33 | 4974 | 1031 
InterfModel=0,node=4 1 | 1432 | 25 | 47 | 4808 | 1155 
InterfModel=0,node=4 2 | 1413 | 14 | 49 | 4811 | 1186 
InterfModel=0,node=4 3 | 1447 | 22 | 51 | 4816 | 1130 
InterfModel=0,node=4 4 | 1293 | 22 | 41 | 4994 | 1115 
InterfModel=0,node=4 5 | 1304 | 20 | 40 | 4899 | 1203 
InterfModel=0,node=4 6 | 1419 | 16 | 31 | 5045 | 955 
InterfModel=0,node=4 7 | 1515 | 10 | 49 | 4889 | 1004 
InterfModel=0,node=4 8 | 1419 | 19 | 40 | 4949 | 1041 
InterfModel=0,node=4 9 | 1297 | 18 | 41 | 4969 | 1141 
InterfModel=0,node=4 10 | 1477 | 17 | 33 | 4909 | 1029 
InterfModel=0,node=4 11 | 1488 | 21 | 33 | 4956 | 972 
InterfModel=0,node=4 12 | 1440 | 15 | 32 | 4979 | 1000 
InterfModel=0,node=4 13 | 1581 | 17 | 41 | 4673 | 1154 
InterfModel=0,node=4 14 | 1433 | 17 | 37 | 5032 | 950 
InterfModel=0,node=4 15 | 1313 | 14 | 42 | 4980 | 1122 
InterfModel=0,node=4 16 | 1385 | 11 | 35 | 5085 | 949 
InterfModel=0,node=4 17 | 1289 | 19 | 31 | 5181 | 949 
InterfModel=0,node=4 18 | 1326 | 10 | 40 | 4975 | 1117 
InterfModel=0,node=4 19 | 1469 | 26 | 46 | 4863 | 1062 
InterfModel=0,node=4 20 | 1425 | 29 | 48 | 5015 | 948 
InterfModel=0,node=4 21 | 1374 | 18 | 52 | 4949 | 1079 
InterfModel=0,node=4 22 | 1365 | 15 | 42 | 4894 | 1151 
InterfModel=0,node=4 23 | 1354 | 18 | 45 | 4882 | 1167 
InterfModel=0,node=4 24 | 1442 | 15 | 40 | 4827 | 1144 
InterfModel=0,node=4 25 | 1358 | 20 | 45 | 4911 | 1136 
InterfModel=0,node=4 26 | 1381 | 20 | 44 | 5002 | 1021 
InterfModel=0,node=4 27 | 1484 | 15 | 49 | 4739 | 1181 
InterfModel=0,node=4 28 | 1555 | 20 | 40 | 4819 | 1032 
InterfModel=0,node=4 29 | 1474 | 18 | 48 | 4770 | 1159 
InterfModel=0,node=4 30 | 1388 | 20 | 41 | 4835 | 1186 
InterfModel=0,node=4 31 | 1354 | 18 | 37 | 4967 | 1093 
InterfModel=0,node=4 32 | 1470 | 15 | 41 | 4855 | 1086 
InterfModel=0,node=4 33 | 1401 | 18 | 42 | 4793 | 1215 
InterfModel=0,node=4 34 | 1398 | 20 | 34 | 4839 | 1175 
InterfModel=0,node=4 35 | 1433 | 25 | 52 | 4805 | 1154 
InterfModel=0,node=4 36 | 1431 | 17 | 46 | 4997 | 976 
InterfModel=0,node=4 37 | 1367 | 16 | 33 | 4876 | 1173 
InterfModel=0,node=4 38 | 1515 | 17 | 34 | 4756 | 1145 
InterfModel=0,node=4 39 | 1416 | 20 | 42 | 4784 | 1204 
InterfModel=0,node=4 40 | 1409 | 23 | 43 | 4780 | 1212 
InterfModel=0,node=4 41 | 1449 | 22 | 29 | 4771 | 1195 
InterfModel=0,node=4 42 | 1235 | 27 | 33 | 5122 | 1049 
InterfModel=0,node=4 43 | 1397 | 12 | 46 | 4855 | 1157 
InterfModel=0,node=4 44 | 1633 | 15 | 37 | 4822 | 960 
InterfModel=0,node=4 45 | 1276 | 18 | 49 | 5225 | 900 
InterfModel=0,node=4 46 | 1536 | 26 | 45 | 4705 | 1154 
InterfModel=0,node=4 47 | 1527 | 23 | 47 | 4936 | 935 
InterfModel=0,node=4 48 | 1437 | 16 | 34 | 4998 | 980 
InterfModel=0,node=4 49 | 1479 | 16 | 27 | 4825 | 1122 
InterfModel=0,node=4 50 | 1418 | 18 | 33 | 4882 | 1114 
InterfModel=0,node=4 51 | 1417 | 23 | 38 | 5014 | 973 
InterfModel=0,node=4 52 | 1435 | 29 | 49 | 4977 | 976 
InterfModel=0,node=4 53 | 1402 | 25 | 39 | 5015 | 988 
InterfModel=0,node=4 54 | 1411 | 11 | 56 | 4803 | 1185 
InterfModel=0,node=4 55 | 1543 | 20 | 49 | 4722 | 1139 
InterfModel=0,node=4 56 | 1477 | 22 | 45 | 4811 | 1113 
InterfModel=0,node=4 57 | 1422 | 18 | 37 | 4881 | 1116 
InterfModel=0,node=4 58 | 1305 | 14 | 51 | 4926 | 1172 
InterfModel=0,node=4 59 | 1399 | 23 | 37 | 4827 | 1183 
InterfModel=0,node=4 60 | 1311 | 18 | 39 | 4895 | 1204 
InterfModel=0,node=4 61 | 1354 | 17 | 53 | 4826 | 1219 
InterfModel=0,node=4 62 | 1410 | 18 | 47 | 4946 | 1050 
InterfModel=0,node=4 63 | 1336 | 7 | 30 | 5034 | 1060 
InterfModel=0,node=4 64 | 1486 | 16 | 40 | 4720 | 1208 
InterfModel=0,node=4 65 | 1460 | 25 | 50 | 4885 | 1053 
InterfModel=0,node=4 66 | 1463 | 20 | 40 | 4774 | 1171 
InterfModel=0,node=4 67 | 1280 | 20 | 54 | 5065 | 1047 
InterfModel=0,node=4 68 | 1436 | 22 | 46 | 4759 | 1204 
InterfModel=0,node=4 69 | 1547 | 26 | 37 | 4728 | 1130 
InterfModel=0,node=4 70 | 1519 | 16 | 35 | 4909 | 987 
InterfModel=0,node=4 71 | 1436 | 20 | 39 | 5003 | 970 
InterfModel=0,node=4 72 | 1433 | 21 | 40 | 4747 | 1228 
InterfModel=0,node=4 73 | 1476 | 15 | 47 | 4717 | 1214 
InterfModel=0,node=4 74 | 1291 | 20 | 46 | 4917 | 1193 
