CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 99.742 | 99.507 | 66.053 | 48.692 | 48.875 
InterfModel=1 | 103.291 | 103.101 | 69.75 | 58.976 | 61.036 
InterfModel=2 | 102.458 | 99.989 | 68.188 | 53.011 | 53.663 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 99.5149 | 99.329 | 66.0451 | 48.3446 | 48.5643 
InterfModel=0 1 | 99.415 | 99.2882 | 66.3734 | 48.6894 | 49.0603 
InterfModel=0 2 | 100.481 | 99.3789 | 66.2231 | 48.5486 | 48.8328 
InterfModel=0 3 | 99.2017 | 99.6467 | 65.8349 | 49.0177 | 48.6931 
InterfModel=0 4 | 99.6 | 99.4 | 65.8408 | 47.7071 | 49.954 
InterfModel=0 5 | 100.151 | 99.7377 | 65.8513 | 47.7506 | 48.9857 
InterfModel=0 6 | 99.4171 | 99.4219 | 66.6731 | 48.726 | 49.1282 
InterfModel=0 7 | 99.7929 | 99.5384 | 66.0211 | 49.3534 | 47.6695 
InterfModel=0 8 | 100.107 | 99.7378 | 66.2421 | 48.7828 | 49.3301 
InterfModel=0 9 | 99.1579 | 99.8577 | 66.3147 | 47.7981 | 49.3542 
InterfModel=0 10 | 99.6536 | 99.5452 | 65.8673 | 49.0806 | 48.7385 
InterfModel=0 11 | 99.9302 | 99.5142 | 66.1888 | 49.1937 | 48.0012 
InterfModel=0 12 | 99.9086 | 99.1097 | 65.537 | 48.5972 | 48.4526 
InterfModel=0 13 | 99.9084 | 99.7165 | 66.183 | 50.044 | 48.3473 
InterfModel=0 14 | 98.8461 | 99.3223 | 65.7304 | 48.4056 | 48.6732 
InterfModel=0 15 | 100.115 | 99.3384 | 66.3762 | 47.8854 | 49.2952 
InterfModel=0 16 | 100.011 | 99.0129 | 65.8434 | 48.2567 | 49.1251 
InterfModel=0 17 | 99.9403 | 99.5621 | 65.8492 | 47.7151 | 49.8321 
InterfModel=0 18 | 100.169 | 100.222 | 66.0042 | 47.8767 | 49.8576 
InterfModel=0 19 | 99.7017 | 99.6236 | 66.4931 | 49.1009 | 48.2972 
InterfModel=0 20 | 99.9179 | 99.4149 | 66.2769 | 49.0303 | 48.6421 
InterfModel=0 21 | 99.7011 | 99.4606 | 65.9538 | 48.2519 | 49.3392 
InterfModel=0 22 | 99.649 | 98.8418 | 66.4487 | 48.1722 | 49.1709 
InterfModel=0 23 | 99.3999 | 99.5529 | 66.4379 | 48.3216 | 48.6867 
InterfModel=0 24 | 99.1333 | 99.5489 | 66.4906 | 48.8692 | 48.3938 
InterfModel=0 25 | 99.8029 | 99.7543 | 65.9305 | 48.4742 | 49.006 
