CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.241 | 0.246 | 0.243 
InterfModel=2 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.93248 | 0.244926 | 0.248056 | 0.242605 | 0.24451 | 0.242153 
InterfModel=0 1 | 0.932478 | 0.24443 | 0.247704 | 0.243142 | 0.244822 | 0.241742 
InterfModel=0 2 | 0.932444 | 0.245362 | 0.247931 | 0.241979 | 0.245419 | 0.24058 
InterfModel=0 3 | 0.932461 | 0.244738 | 0.247594 | 0.241003 | 0.245526 | 0.244227 
InterfModel=0 4 | 0.932536 | 0.244968 | 0.248401 | 0.240416 | 0.245654 | 0.242914 
InterfModel=0 5 | 0.932495 | 0.246407 | 0.248323 | 0.241008 | 0.245396 | 0.241703 
InterfModel=0 6 | 0.932509 | 0.244184 | 0.248038 | 0.243512 | 0.245907 | 0.243933 
InterfModel=0 7 | 0.932475 | 0.245359 | 0.248412 | 0.241796 | 0.244844 | 0.242497 
InterfModel=0 8 | 0.932523 | 0.246046 | 0.248156 | 0.242661 | 0.246111 | 0.243858 
InterfModel=0 9 | 0.932459 | 0.243964 | 0.248286 | 0.241534 | 0.245881 | 0.243024 
InterfModel=0 10 | 0.932421 | 0.244681 | 0.247844 | 0.241454 | 0.24514 | 0.243308 
InterfModel=0 11 | 0.932541 | 0.243934 | 0.248268 | 0.241076 | 0.24554 | 0.241039 
InterfModel=0 12 | 0.93245 | 0.24472 | 0.247425 | 0.239472 | 0.244481 | 0.243753 
InterfModel=0 13 | 0.932477 | 0.244636 | 0.248438 | 0.244001 | 0.24558 | 0.244686 
InterfModel=0 14 | 0.932431 | 0.243778 | 0.247372 | 0.241228 | 0.243598 | 0.241797 
InterfModel=0 15 | 0.932461 | 0.24531 | 0.247579 | 0.243375 | 0.246089 | 0.243355 
InterfModel=0 16 | 0.932406 | 0.243879 | 0.247766 | 0.242196 | 0.245241 | 0.24301 
InterfModel=0 17 | 0.932441 | 0.244798 | 0.247719 | 0.242217 | 0.246176 | 0.242112 
InterfModel=0 18 | 0.932539 | 0.244853 | 0.248267 | 0.243064 | 0.245521 | 0.242488 
InterfModel=0 19 | 0.932521 | 0.244716 | 0.248206 | 0.242519 | 0.244911 | 0.24216 
InterfModel=0 20 | 0.932429 | 0.244239 | 0.247853 | 0.241897 | 0.246001 | 0.242255 
InterfModel=0 21 | 0.932548 | 0.245049 | 0.247967 | 0.242934 | 0.245297 | 0.244194 
InterfModel=0 22 | 0.932431 | 0.244168 | 0.246923 | 0.242413 | 0.245297 | 0.243113 
InterfModel=0 23 | 0.932548 | 0.244977 | 0.248114 | 0.243601 | 0.246301 | 0.241905 
InterfModel=0 24 | 0.932525 | 0.244237 | 0.248438 | 0.243459 | 0.245521 | 0.242441 
InterfModel=0 25 | 0.932521 | 0.245216 | 0.247862 | 0.242516 | 0.246957 | 0.242956 
InterfModel=0 26 | 0.932442 | 0.245263 | 0.247565 | 0.240815 | 0.244873 | 0.242182 
