CastaliaResults -i saida.txt -s Packets received per node -n --all -o2                                                                       

Application:Packets received per node
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 2921.45 | 2966.69 | 4358.92 | 6005.14 | 5916.72 
InterfModel=1 | 2818.52 | 2861.42 | 4121.49 | 4959.78 | 4741.52 
InterfModel=2 | 2843.45 | 2951.6 | 4217.27 | 5514.6 | 5396.46 
Application:Packets received per node - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 2930 | 2973 | 4373 | 6021 | 5936 
InterfModel=0 1 | 2927 | 2970 | 4361 | 5986 | 5866 
InterfModel=0 2 | 2907 | 2970 | 4350 | 6018 | 5865 
InterfModel=0 3 | 2937 | 2958 | 4358 | 5963 | 5971 
InterfModel=0 4 | 2928 | 2975 | 4347 | 6130 | 5789 
InterfModel=0 5 | 2929 | 2964 | 4357 | 6118 | 5874 
InterfModel=0 6 | 2924 | 2970 | 4348 | 6008 | 5911 
InterfModel=0 7 | 2927 | 2971 | 4360 | 5906 | 6056 
InterfModel=0 8 | 2926 | 2962 | 4361 | 6006 | 5885 
InterfModel=0 9 | 2929 | 2960 | 4336 | 6124 | 5862 
InterfModel=0 10 | 2923 | 2964 | 4364 | 5946 | 5943 
InterfModel=0 11 | 2906 | 2970 | 4336 | 5942 | 5978 
InterfModel=0 12 | 2916 | 2972 | 4350 | 5989 | 5989 
InterfModel=0 13 | 2915 | 2966 | 4389 | 5842 | 6025 
InterfModel=0 14 | 2936 | 2965 | 4369 | 5991 | 5914 
InterfModel=0 15 | 2917 | 2967 | 4365 | 6118 | 5877 
InterfModel=0 16 | 2903 | 2979 | 4379 | 6050 | 5889 
InterfModel=0 17 | 2916 | 2962 | 4379 | 6142 | 5784 
InterfModel=0 18 | 2910 | 2949 | 4384 | 6105 | 5790 
InterfModel=0 19 | 2922 | 2966 | 4342 | 5938 | 5969 
InterfModel=0 20 | 2910 | 2968 | 4345 | 5973 | 5929 
InterfModel=0 21 | 2926 | 2968 | 4385 | 6052 | 5892 
InterfModel=0 22 | 2917 | 2974 | 4343 | 6062 | 5886 
InterfModel=0 23 | 2934 | 2967 | 4365 | 6068 | 5915 
InterfModel=0 24 | 2933 | 2971 | 4359 | 5981 | 5964 
InterfModel=0 25 | 2925 | 2958 | 4379 | 6065 | 5902 
InterfModel=0 26 | 2914 | 2971 | 4330 | 6035 | 5869 
InterfModel=0 27 | 2915 | 2969 | 4364 | 5947 | 6003 
InterfModel=0 28 | 2913 | 2968 | 4371 | 5868 | 6053 
InterfModel=0 29 | 2926 | 2974 | 4346 | 5952 | 5891 
InterfModel=0 30 | 2929 | 2967 | 4344 | 6039 | 5864 
InterfModel=0 31 | 2922 | 2958 | 4374 | 6073 | 5887 
InterfModel=0 32 | 2911 | 2971 | 4360 | 5958 | 5863 
InterfModel=0 33 | 2928 | 2966 | 4342 | 6029 | 5954 
InterfModel=0 34 | 2923 | 2961 | 4350 | 6031 | 5965 
InterfModel=0 35 | 2919 | 2977 | 4371 | 5982 | 5934 
InterfModel=0 36 | 2929 | 2959 | 4359 | 5992 | 5871 
InterfModel=0 37 | 2916 | 2970 | 4345 | 6063 | 5942 
InterfModel=0 38 | 2935 | 2969 | 4385 | 5916 | 5998 
InterfModel=0 39 | 2912 | 2962 | 4360 | 5998 | 5911 
InterfModel=0 40 | 2913 | 2961 | 4344 | 6010 | 5908 
InterfModel=0 41 | 2912 | 2958 | 4381 | 5979 | 5843 
InterfModel=0 42 | 2924 | 2967 | 4333 | 6181 | 5853 
InterfModel=0 43 | 2925 | 2960 | 4366 | 6035 | 5894 
InterfModel=0 44 | 2924 | 2973 | 4379 | 5792 | 6035 
InterfModel=0 45 | 2922 | 2965 | 4337 | 6137 | 5789 
InterfModel=0 46 | 2929 | 2972 | 4381 | 5876 | 5994 
