CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.015 | 0.01 | 0.017 | 0.187 | 0.215 
InterfModel=1 | 0.036 | 0.029 | 0.035 | 0.323 | 0.366 
InterfModel=2 | 0.027 | 0.01 | 0.028 | 0.253 | 0.307 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0176725 | 0.0133378 | 0.0171149 | 0.19856 | 0.19816 
InterfModel=0 1 | 0.0143381 | 0.0106702 | 0.0195599 | 0.190692 | 0.216029 
InterfModel=0 2 | 0.0173391 | 0.0103368 | 0.0144476 | 0.1812 | 0.230564 
InterfModel=0 3 | 0.0153384 | 0.0110037 | 0.0135586 | 0.173356 | 0.222963 
InterfModel=0 4 | 0.0166723 | 0.0123374 | 0.0173372 | 0.175113 | 0.218325 
InterfModel=0 5 | 0.0176725 | 0.00833613 | 0.0191154 | 0.209495 | 0.193518 
InterfModel=0 6 | 0.0216739 | 0.0096699 | 0.0168927 | 0.190825 | 0.212295 
InterfModel=0 7 | 0.0143381 | 0.0100033 | 0.0144476 | 0.175223 | 0.210961 
InterfModel=0 8 | 0.0140046 | 0.00866956 | 0.0177817 | 0.158021 | 0.231898 
InterfModel=0 9 | 0.015005 | 0.00933647 | 0.0208935 | 0.195626 | 0.206961 
InterfModel=0 10 | 0.0133378 | 0.00800002 | 0.0197822 | 0.205255 | 0.207094 
InterfModel=0 11 | 0.0176725 | 0.00933647 | 0.0188931 | 0.184025 | 0.227897 
InterfModel=0 12 | 0.0130044 | 0.0106702 | 0.0142254 | 0.188959 | 0.212295 
InterfModel=0 13 | 0.0130044 | 0.0123374 | 0.0173372 | 0.180557 | 0.221259 
InterfModel=0 14 | 0.0203401 | 0.0096699 | 0.0157813 | 0.192559 | 0.205894 
InterfModel=0 15 | 0.0183333 | 0.00766921 | 0.0173372 | 0.180424 | 0.220829 
InterfModel=0 16 | 0.0126709 | 0.0103368 | 0.0157813 | 0.173913 | 0.222163 
InterfModel=0 17 | 0.0166723 | 0.0103368 | 0.0153368 | 0.183516 | 0.220296 
InterfModel=0 18 | 0.0113371 | 0.00900298 | 0.0166741 | 0.17789 | 0.223096 
InterfModel=0 19 | 0.0156667 | 0.0113371 | 0.0140031 | 0.190692 | 0.208161 
InterfModel=0 20 | 0.0133378 | 0.00933647 | 0.0182263 | 0.18845 | 0.216829 
InterfModel=0 21 | 0.0160053 | 0.0116705 | 0.0153334 | 0.191918 | 0.199787 
InterfModel=0 22 | 0.0153384 | 0.0126666 | 0.0151145 | 0.189333 | 0.210723 
InterfModel=0 23 | 0.0190063 | 0.00833613 | 0.0151145 | 0.170156 | 0.222326 
InterfModel=0 24 | 0.0130044 | 0.0106702 | 0.0144476 | 0.178557 | 0.215629 
InterfModel=0 25 | 0.0136712 | 0.012004 | 0.0166703 | 0.195759 | 0.218296 
InterfModel=0 26 | 0.0156719 | 0.012004 | 0.0166703 | 0.178957 | 0.208828 
InterfModel=0 27 | 0.0133378 | 0.0103334 | 0.0144476 | 0.191626 | 0.209228 
InterfModel=0 28 | 0.0193334 | 0.0126709 | 0.021338 | 0.183249 | 0.215229 
InterfModel=0 29 | 0.0163388 | 0.0096699 | 0.0182263 | 0.173356 | 0.218562 
InterfModel=0 30 | 0.0130044 | 0.00700235 | 0.0164481 | 0.180933 | 0.22563 
InterfModel=0 31 | 0.0163388 | 0.0096699 | 0.0171149 | 0.186292 | 0.196826 
InterfModel=0 32 | 0.0116705 | 0.0126709 | 0.0171149 | 0.176847 | 0.219896 
InterfModel=0 33 | 0.0130044 | 0.0116705 | 0.0128918 | 0.186025 | 0.221896 
InterfModel=0 34 | 0.0143381 | 0.00766921 | 0.0186708 | 0.192959 | 0.211895 
InterfModel=0 35 | 0.0160053 | 0.00833613 | 0.015559 | 0.182691 | 0.222296 
InterfModel=0 36 | 0.0173333 | 0.0096699 | 0.0133363 | 0.171356 | 0.217258 
InterfModel=0 37 | 0.0186729 | 0.0130044 | 0.0160035 | 0.196426 | 0.185091 
InterfModel=0 38 | 0.0146716 | 0.0106702 | 0.0186708 | 0.208667 | 0.207628 
InterfModel=0 39 | 0.015005 | 0.0113371 | 0.018004 | 0.188292 | 0.212695 
InterfModel=0 40 | 0.0166723 | 0.0126709 | 0.0171149 | 0.173333 | 0.221126 
InterfModel=0 41 | 0.0143381 | 0.00666887 | 0.0160035 | 0.182158 | 0.214991 
InterfModel=0 42 | 0.0160053 | 0.00933647 | 0.0153368 | 0.187758 | 0.216829 
InterfModel=0 43 | 0.0160053 | 0.0126666 | 0.0157813 | 0.1756 | 0.230031 
InterfModel=0 44 | 0.0170057 | 0.0100033 | 0.018 | 0.190184 | 0.22203 
InterfModel=0 45 | 0.0133378 | 0.00766921 | 0.0184444 | 0.168156 | 0.232698 
InterfModel=0 46 | 0.012004 | 0.00933647 | 0.0166703 | 0.194559 | 0.223926 
InterfModel=0 47 | 0.0176725 | 0.00733578 | 0.0142254 | 0.215895 | 0.192292 
InterfModel=0 48 | 0.0173391 | 0.012 | 0.0148922 | 0.200987 | 0.198853 
InterfModel=0 49 | 0.018006 | 0.00766921 | 0.0162258 | 0.194293 | 0.202694 
InterfModel=0 50 | 0.0153384 | 0.00900298 | 0.0148922 | 0.174447 | 0.222326 
InterfModel=0 51 | 0.0173391 | 0.0116705 | 0.0191154 | 0.190184 | 0.216991 
InterfModel=0 52 | 0.0123374 | 0.00833613 | 0.0197778 | 0.191092 | 0.206561 
InterfModel=0 53 | 0.0163333 | 0.0106702 | 0.021338 | 0.182424 | 0.221496 
InterfModel=0 54 | 0.0193398 | 0.0100033 | 0.0151145 | 0.191892 | 0.219096 
InterfModel=0 55 | 0.0136712 | 0.00866956 | 0.0188931 | 0.188692 | 0.225897 
InterfModel=0 56 | 0.0146716 | 0.0103368 | 0.0193377 | 0.168689 | 0.228933 
InterfModel=0 57 | 0.012004 | 0.0096699 | 0.0175595 | 0.17229 | 0.212295 
InterfModel=0 58 | 0.015005 | 0.00866956 | 0.0188889 | 0.17389 | 0.219229 
InterfModel=0 59 | 0.0133378 | 0.00833613 | 0.0197822 | 0.182824 | 0.210323 
InterfModel=0 60 | 0.018006 | 0.0123374 | 0.0120026 | 0.196826 | 0.205761 
InterfModel=0 61 | 0.021007 | 0.00900298 | 0.0151145 | 0.180957 | 0.216591 
InterfModel=0 62 | 0.0170057 | 0.00766921 | 0.0171149 | 0.182558 | 0.221096 
InterfModel=0 63 | 0.0183333 | 0.012004 | 0.0157778 | 0.205094 | 0.209495 
InterfModel=0 64 | 0.012004 | 0.00766921 | 0.0173372 | 0.177224 | 0.22363 
InterfModel=0 65 | 0.0100033 | 0.0096699 | 0.018004 | 0.1672 | 0.235098 
InterfModel=0 66 | 0.0143381 | 0.00866956 | 0.0197778 | 0.180291 | 0.219496 
InterfModel=0 67 | 0.0156719 | 0.012004 | 0.0168927 | 0.192026 | 0.211095 
InterfModel=0 68 | 0.0156719 | 0.00933647 | 0.0195599 | 0.189092 | 0.207522 
InterfModel=0 69 | 0.0170057 | 0.00766921 | 0.01467 | 0.186558 | 0.22363 
InterfModel=0 70 | 0.0153384 | 0.0110037 | 0.0186708 | 0.184182 | 0.217896 
InterfModel=0 71 | 0.0133378 | 0.00866956 | 0.0217826 | 0.20256 | 0.210028 
InterfModel=0 72 | 0.0130044 | 0.00866956 | 0.0144476 | 0.190267 | 0.216029 
InterfModel=0 73 | 0.0143381 | 0.0100033 | 0.0206712 | 0.1992 | 0.201227 
InterfModel=0 74 | 0.0190063 | 0.0123374 | 0.0164481 | 0.187892 | 0.205922 
InterfModel=0 75 | 0.0203401 | 0.00999999 | 0.0148922 | 0.186292 | 0.20336 
InterfModel=0 76 | 0.0170057 | 0.0100033 | 0.0164481 | 0.179491 | 0.217896 
InterfModel=0 77 | 0.0176725 | 0.0116667 | 0.0140031 | 0.200027 | 0.1956 
InterfModel=0 78 | 0.0126709 | 0.00766921 | 0.0215555 | 0.193626 | 0.204533 
InterfModel=0 79 | 0.0186729 | 0.00800264 | 0.0128918 | 0.178957 | 0.217896 
InterfModel=0 80 | 0.0163388 | 0.00900298 | 0.0144476 | 0.204961 | 0.195226 
InterfModel=0 81 | 0.0163388 | 0.0106702 | 0.0162258 | 0.192026 | 0.217629 
InterfModel=0 82 | 0.0196667 | 0.0106702 | 0.0168927 | 0.184182 | 0.213895 
InterfModel=0 83 | 0.0146716 | 0.0110037 | 0.0164481 | 0.193385 | 0.22403 
InterfModel=0 84 | 0.0113333 | 0.0103368 | 0.0184485 | 0.19656 | 0.19736 
InterfModel=0 85 | 0.0156719 | 0.00833333 | 0.0120026 | 0.187758 | 0.21379 
InterfModel=0 86 | 0.0103368 | 0.00800264 | 0.0173372 | 0.189759 | 0.223496 
InterfModel=0 87 | 0.0126709 | 0.0113333 | 0.0144476 | 0.201387 | 0.198693 
InterfModel=0 88 | 0.0146716 | 0.0103368 | 0.0177817 | 0.201494 | 0.198453 
InterfModel=0 89 | 0.0183395 | 0.00800264 | 0.0182222 | 0.1828 | 0.232133 
InterfModel=0 90 | 0.0140046 | 0.0110037 | 0.015559 | 0.175223 | 0.222563 
InterfModel=0 91 | 0.0140046 | 0.0106702 | 0.0177817 | 0.191785 | 0.211495 
InterfModel=0 92 | 0.0153384 | 0.00933331 | 0.018004 | 0.177757 | 0.226297 
InterfModel=0 93 | 0.0123374 | 0.0100033 | 0.0148922 | 0.190051 | 0.216295 
InterfModel=0 94 | 0.0183395 | 0.00800264 | 0.0175595 | 0.181891 | 0.22723 
