CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=2 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932478 | 0.243786 | 0.248295 | 0.242716 | 0.244089 | 0.242293 
InterfModel=0 1 | 0.932474 | 0.243662 | 0.248643 | 0.241265 | 0.247031 | 0.243471 
InterfModel=0 2 | 0.932441 | 0.243878 | 0.248005 | 0.243484 | 0.245694 | 0.241608 
InterfModel=0 3 | 0.932456 | 0.245714 | 0.247836 | 0.240408 | 0.246294 | 0.242423 
InterfModel=0 4 | 0.932532 | 0.245959 | 0.247937 | 0.242655 | 0.244872 | 0.243396 
InterfModel=0 5 | 0.932496 | 0.244892 | 0.248577 | 0.241437 | 0.24504 | 0.243734 
InterfModel=0 6 | 0.932503 | 0.246409 | 0.248458 | 0.241498 | 0.24566 | 0.242126 
InterfModel=0 7 | 0.932467 | 0.244563 | 0.248477 | 0.242762 | 0.24579 | 0.242824 
InterfModel=0 8 | 0.932518 | 0.246138 | 0.248573 | 0.243282 | 0.24509 | 0.242816 
InterfModel=0 9 | 0.932458 | 0.245103 | 0.24818 | 0.242189 | 0.244245 | 0.240849 
InterfModel=0 10 | 0.932419 | 0.244451 | 0.247928 | 0.241898 | 0.244189 | 0.241318 
InterfModel=0 11 | 0.932536 | 0.245276 | 0.248487 | 0.243684 | 0.245077 | 0.242271 
InterfModel=0 12 | 0.932448 | 0.243246 | 0.247669 | 0.242028 | 0.245476 | 0.241417 
InterfModel=0 13 | 0.932473 | 0.245644 | 0.248161 | 0.241396 | 0.245991 | 0.242408 
InterfModel=0 14 | 0.932426 | 0.244758 | 0.247988 | 0.242887 | 0.24548 | 0.243006 
InterfModel=0 15 | 0.932457 | 0.245712 | 0.248009 | 0.24115 | 0.245318 | 0.24206 
InterfModel=0 16 | 0.932402 | 0.244182 | 0.24822 | 0.242604 | 0.245693 | 0.243891 
InterfModel=0 17 | 0.932434 | 0.245804 | 0.247977 | 0.242386 | 0.245041 | 0.241571 
InterfModel=0 18 | 0.932533 | 0.245486 | 0.248168 | 0.242633 | 0.246161 | 0.243131 
InterfModel=0 19 | 0.932516 | 0.243256 | 0.248442 | 0.242364 | 0.245733 | 0.243161 
InterfModel=0 20 | 0.932425 | 0.24436 | 0.247564 | 0.241292 | 0.245237 | 0.243498 
InterfModel=0 21 | 0.932546 | 0.246035 | 0.248576 | 0.241248 | 0.2447 | 0.244484 
InterfModel=0 22 | 0.932427 | 0.244966 | 0.2479 | 0.240946 | 0.244526 | 0.243242 
InterfModel=0 23 | 0.932543 | 0.245413 | 0.248541 | 0.241151 | 0.246033 | 0.243145 
InterfModel=0 24 | 0.932524 | 0.244511 | 0.248349 | 0.244624 | 0.245407 | 0.243135 
InterfModel=0 25 | 0.932523 | 0.244961 | 0.248648 | 0.242251 | 0.245333 | 0.244174 
InterfModel=0 26 | 0.932437 | 0.245917 | 0.248179 | 0.242872 | 0.24463 | 0.241985 
InterfModel=0 27 | 0.932479 | 0.245356 | 0.247883 | 0.241778 | 0.243539 | 0.242985 
InterfModel=0 28 | 0.932483 | 0.243827 | 0.247625 | 0.244113 | 0.244536 | 0.242101 
InterfModel=0 29 | 0.932486 | 0.244859 | 0.247491 | 0.243211 | 0.245127 | 0.242465 
InterfModel=0 30 | 0.932467 | 0.244572 | 0.248316 | 0.241119 | 0.244801 | 0.241763 
InterfModel=0 31 | 0.932502 | 0.245464 | 0.248505 | 0.244126 | 0.245487 | 0.242062 
InterfModel=0 32 | 0.932518 | 0.244477 | 0.248523 | 0.241197 | 0.244331 | 0.242161 
InterfModel=0 33 | 0.932535 | 0.244408 | 0.248565 | 0.240556 | 0.244952 | 0.241943 
InterfModel=0 34 | 0.932535 | 0.245719 | 0.248512 | 0.242032 | 0.244993 | 0.243529 
InterfModel=0 35 | 0.932499 | 0.244392 | 0.249065 | 0.242062 | 0.245093 | 0.243153 
InterfModel=0 36 | 0.932489 | 0.245578 | 0.248506 | 0.242546 | 0.244951 | 0.242571 
InterfModel=0 37 | 0.93241 | 0.246059 | 0.248191 | 0.240115 | 0.245491 | 0.242051 
InterfModel=0 38 | 0.932449 | 0.244805 | 0.248507 | 0.242546 | 0.243449 | 0.240864 
InterfModel=0 39 | 0.932454 | 0.243232 | 0.247597 | 0.242011 | 0.244285 | 0.241783 
InterfModel=0 40 | 0.93244 | 0.245113 | 0.248087 | 0.239386 | 0.244637 | 0.241794 
InterfModel=0 41 | 0.932449 | 0.245656 | 0.24832 | 0.242332 | 0.245613 | 0.243087 
InterfModel=0 42 | 0.932436 | 0.246554 | 0.247985 | 0.240755 | 0.244392 | 0.24335 
InterfModel=0 43 | 0.932448 | 0.24492 | 0.248072 | 0.242561 | 0.244844 | 0.241246 
InterfModel=0 44 | 0.932497 | 0.244033 | 0.248019 | 0.241187 | 0.245588 | 0.243432 
InterfModel=0 45 | 0.932521 | 0.244766 | 0.248057 | 0.242966 | 0.245414 | 0.242497 
InterfModel=0 46 | 0.932435 | 0.24448 | 0.247684 | 0.242483 | 0.244395 | 0.244514 
InterfModel=0 47 | 0.932484 | 0.246188 | 0.247859 | 0.243928 | 0.244336 | 0.24168 
InterfModel=0 48 | 0.932444 | 0.245333 | 0.247702 | 0.241475 | 0.246499 | 0.244135 
InterfModel=0 49 | 0.932538 | 0.245494 | 0.24832 | 0.241831 | 0.246539 | 0.242479 
InterfModel=0 50 | 0.932413 | 0.245141 | 0.248182 | 0.241639 | 0.2454 | 0.243101 
InterfModel=0 51 | 0.932506 | 0.244942 | 0.248684 | 0.2437 | 0.244993 | 0.242025 
InterfModel=0 52 | 0.932451 | 0.245342 | 0.247814 | 0.243292 | 0.24515 | 0.24101 
InterfModel=0 53 | 0.932521 | 0.245191 | 0.248502 | 0.240809 | 0.244618 | 0.244224 
InterfModel=0 54 | 0.932441 | 0.243741 | 0.247806 | 0.242866 | 0.244753 | 0.241072 
InterfModel=0 55 | 0.932443 | 0.245536 | 0.247285 | 0.242887 | 0.244965 | 0.241039 
InterfModel=0 56 | 0.932521 | 0.245552 | 0.248695 | 0.243707 | 0.245845 | 0.242528 
InterfModel=0 57 | 0.932539 | 0.243846 | 0.248526 | 0.241097 | 0.245245 | 0.244459 
