CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 98.78 | 99.513 | 65.176 | 47.842 | 49.036 
InterfModel=1 | 100.801 | 101.455 | 66.409 | 57.515 | 60.806 
InterfModel=2 | 99.897 | 99.479 | 65.897 | 52.098 | 55.646 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 98.5136 | 99.8949 | 65.3432 | 48.3497 | 47.9701 
InterfModel=0 1 | 98.1305 | 99.7651 | 65.1145 | 48.4568 | 49.3019 
InterfModel=0 2 | 98.5177 | 99.4759 | 65.3725 | 47.6295 | 49.8489 
InterfModel=0 3 | 99.0576 | 99.4749 | 64.4886 | 47.2992 | 49.5278 
InterfModel=0 4 | 99.2909 | 99.6501 | 65.3415 | 47.1325 | 49.4382 
InterfModel=0 5 | 98.9605 | 99.5039 | 65.1314 | 49.2096 | 47.9841 
InterfModel=0 6 | 99.981 | 99.5905 | 65.0005 | 48.1958 | 48.7973 
InterfModel=0 7 | 98.4933 | 99.6316 | 65.1787 | 47.3091 | 48.8552 
InterfModel=0 8 | 99.0942 | 99.5359 | 65.54 | 46.2107 | 50.1851 
InterfModel=0 9 | 98.7778 | 99.4454 | 65.453 | 48.2042 | 48.2133 
InterfModel=0 10 | 98.3484 | 99.1777 | 65.3001 | 48.7835 | 48.3155 
InterfModel=0 11 | 99.1158 | 99.5684 | 65.7228 | 47.6806 | 49.8132 
InterfModel=0 12 | 97.8306 | 99.3746 | 64.9671 | 48.0489 | 48.6543 
InterfModel=0 13 | 98.7951 | 99.7399 | 65.0026 | 47.6561 | 49.4231 
InterfModel=0 14 | 99.1756 | 99.4019 | 65.3006 | 48.2639 | 48.5798 
InterfModel=0 15 | 99.3256 | 99.2101 | 64.9363 | 47.518 | 49.3182 
InterfModel=0 16 | 98.1739 | 99.5622 | 65.2244 | 47.2217 | 49.7765 
InterfModel=0 17 | 99.228 | 99.4643 | 65.1365 | 47.6504 | 49.185 
InterfModel=0 18 | 98.5651 | 99.4073 | 65.3061 | 47.5342 | 49.6809 
InterfModel=0 19 | 98.0667 | 99.7517 | 65.0425 | 48.2023 | 48.75 
InterfModel=0 20 | 98.312 | 99.1987 | 65.0334 | 47.9784 | 49.3578 
InterfModel=0 21 | 99.2541 | 99.8392 | 64.8162 | 48.0788 | 48.5087 
InterfModel=0 22 | 98.7557 | 99.6352 | 64.735 | 47.8787 | 48.9311 
InterfModel=0 23 | 99.3062 | 99.4897 | 64.7901 | 47.0668 | 49.6413 
InterfModel=0 24 | 98.3394 | 99.6472 | 65.6785 | 47.4272 | 49.2087 
InterfModel=0 25 | 98.5869 | 99.902 | 65.1884 | 48.427 | 49.5878 
InterfModel=0 26 | 99.1728 | 99.7136 | 65.3556 | 47.3001 | 48.555 
InterfModel=0 27 | 98.7125 | 99.3935 | 64.9145 | 47.827 | 48.7804 
InterfModel=0 28 | 98.6644 | 99.5582 | 66.0028 | 47.5366 | 48.9745 
InterfModel=0 29 | 98.813 | 99.2026 | 65.5506 | 47.0751 | 49.2575 
InterfModel=0 30 | 98.3638 | 99.2661 | 64.8691 | 47.441 | 49.5632 
InterfModel=0 31 | 99.0574 | 99.6093 | 65.7228 | 47.8935 | 47.8447 
InterfModel=0 32 | 98.1931 | 99.9193 | 64.9343 | 47.1273 | 49.2798 
InterfModel=0 33 | 98.298 | 99.8349 | 64.4847 | 47.7735 | 49.3621 
InterfModel=0 34 | 98.9591 | 99.411 | 65.2623 | 48.192 | 49.0551 
InterfModel=0 35 | 98.5914 | 99.6992 | 65.0641 | 47.606 | 49.6344 
InterfModel=0 36 | 99.1707 | 99.6094 | 65.0474 | 46.9276 | 49.2035 
InterfModel=0 37 | 99.5337 | 99.8194 | 64.5699 | 48.4983 | 47.1536 
InterfModel=0 38 | 98.6241 | 99.7107 | 65.401 | 48.8324 | 48.257 
InterfModel=0 39 | 98.0235 | 99.4127 | 65.2125 | 47.7765 | 48.7529 
InterfModel=0 40 | 98.9493 | 99.7441 | 64.4467 | 46.9732 | 49.2894 
InterfModel=0 41 | 98.9337 | 99.2344 | 65.1661 | 47.676 | 49.1657 
InterfModel=0 42 | 99.4633 | 99.3673 | 64.6981 | 47.766 | 49.3278 
InterfModel=0 43 | 98.8041 | 99.7041 | 65.2131 | 47.1424 | 49.7399 
InterfModel=0 44 | 98.5465 | 99.4478 | 64.9757 | 48.1499 | 49.6744 
InterfModel=0 45 | 98.475 | 99.2293 | 65.4846 | 46.8354 | 50.1716 
