CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 42 | - | 19 | 136 | 2100 | 742 
InterfModel=0,node=1 43 | - | 21 | 153 | 1996 | 827 
InterfModel=0,node=1 44 | - | 21 | 158 | 2021 | 799 
InterfModel=0,node=1 45 | - | 20 | 194 | 2029 | 754 
InterfModel=0,node=1 46 | - | 17 | 140 | 2140 | 700 
InterfModel=0,node=1 47 | - | 25 | 170 | 2003 | 798 
InterfModel=0,node=1 48 | - | 16 | 130 | 2034 | 816 
InterfModel=0,node=1 49 | - | 23 | 174 | 2109 | 693 
InterfModel=0,node=1 50 | - | 18 | 153 | 2011 | 816 
InterfModel=0,node=1 51 | - | 29 | 167 | 2040 | 763 
InterfModel=0,node=1 52 | - | 27 | 155 | 2018 | 798 
InterfModel=0,node=1 53 | - | 24 | 190 | 2038 | 747 
InterfModel=0,node=1 54 | - | 36 | 165 | 1987 | 809 
InterfModel=0,node=1 55 | - | 24 | 170 | 2014 | 790 
InterfModel=0,node=1 56 | - | 25 | 177 | 1953 | 844 
InterfModel=0,node=1 57 | - | 24 | 170 | 2021 | 783 
InterfModel=0,node=1 58 | - | 22 | 159 | 2025 | 792 
InterfModel=0,node=1 59 | - | 19 | 155 | 2015 | 810 
InterfModel=0,node=1 60 | - | 16 | 163 | 2089 | 729 
InterfModel=0,node=1 61 | - | 18 | 163 | 2036 | 781 
InterfModel=0,node=1 62 | - | 23 | 141 | 2038 | 797 
InterfModel=0,node=1 63 | - | 26 | 149 | 2056 | 766 
InterfModel=0,node=1 64 | - | 19 | 183 | 1983 | 813 
InterfModel=0,node=1 65 | - | 20 | 183 | 2055 | 739 
InterfModel=0,node=1 66 | - | 18 | 152 | 2077 | 752 
InterfModel=0,node=1 67 | - | 20 | 168 | 1970 | 841 
InterfModel=0,node=1 68 | - | 26 | 152 | 2065 | 755 
InterfModel=0,node=1 69 | - | 16 | 212 | 2043 | 724 
InterfModel=0,node=1 70 | - | 22 | 164 | 1979 | 832 
InterfModel=0,node=1 71 | - | 21 | 166 | 2026 | 783 
InterfModel=0,node=1 72 | - | 24 | 167 | 1976 | 829 
InterfModel=0,node=1 73 | - | 24 | 173 | 2004 | 797 
InterfModel=0,node=1 74 | - | 20 | 159 | 2022 | 797 
InterfModel=0,node=1 75 | - | 25 | 149 | 2012 | 811 
InterfModel=0,node=1 76 | - | 18 | 183 | 1991 | 805 
InterfModel=0,node=1 77 | - | 14 | 167 | 2041 | 774 
InterfModel=0,node=1 78 | - | 25 | 182 | 2014 | 776 
InterfModel=0,node=1 79 | - | 19 | 162 | 2069 | 748 
InterfModel=0,node=1 80 | - | 23 | 178 | 2085 | 713 
InterfModel=0,node=1 81 | - | 15 | 171 | 2020 | 791 
InterfModel=0,node=1 82 | - | 17 | 181 | 1967 | 834 
InterfModel=0,node=1 83 | - | 18 | 173 | 1987 | 819 
InterfModel=0,node=1 84 | - | 19 | 133 | 2031 | 813 
InterfModel=0,node=1 85 | - | 25 | 141 | 2063 | 768 
InterfModel=0,node=1 86 | - | 14 | 173 | 2058 | 754 
InterfModel=0,node=1 87 | - | 29 | 153 | 2106 | 709 
InterfModel=0,node=1 88 | - | 10 | 132 | 2071 | 784 
InterfModel=0,node=1 89 | - | 23 | 166 | 2020 | 790 
InterfModel=0,node=1 90 | - | 11 | 122 | 2093 | 772 
InterfModel=0,node=1 91 | - | 16 | 163 | 2032 | 784 
InterfModel=0,node=1 92 | - | 16 | 158 | 2033 | 790 
InterfModel=0,node=1 93 | - | 16 | 130 | 2137 | 715 
InterfModel=0,node=1 94 | - | 19 | 177 | 2007 | 795 
InterfModel=0,node=1 95 | - | 27 | 156 | 2026 | 789 
InterfModel=0,node=1 96 | - | 18 | 153 | 2060 | 768 
InterfModel=0,node=1 97 | - | 18 | 178 | 2050 | 753 
InterfModel=0,node=1 98 | - | 23 | 163 | 1979 | 833 
InterfModel=0,node=1 99 | - | 20 | 148 | 2096 | 732 
InterfModel=0,node=2 0 | - | 26 | 29 | 2222 | 719 
InterfModel=0,node=2 1 | - | 20 | 24 | 2212 | 742 
InterfModel=0,node=2 2 | - | 20 | 16 | 2237 | 724 
InterfModel=0,node=2 3 | - | 21 | 33 | 2188 | 755 
InterfModel=0,node=2 4 | - | 16 | 24 | 2105 | 854 
InterfModel=0,node=2 5 | - | 22 | 25 | 2181 | 769 
InterfModel=0,node=2 6 | - | 24 | 21 | 2243 | 710 
InterfModel=0,node=2 7 | - | 27 | 24 | 2185 | 761 
InterfModel=0,node=2 8 | - | 26 | 46 | 2166 | 761 
InterfModel=0,node=2 9 | - | 22 | 32 | 2183 | 760 
InterfModel=0,node=2 10 | - | 19 | 33 | 2146 | 800 
InterfModel=0,node=2 11 | - | 25 | 35 | 2118 | 819 
InterfModel=0,node=2 12 | - | 21 | 29 | 2179 | 766 
InterfModel=0,node=2 13 | - | 18 | 26 | 2147 | 806 
InterfModel=0,node=2 14 | - | 23 | 34 | 2202 | 736 
InterfModel=0,node=2 15 | - | 12 | 36 | 2157 | 792 
InterfModel=0,node=2 16 | - | 24 | 18 | 2197 | 758 
InterfModel=0,node=2 17 | - | 18 | 30 | 2182 | 767 
InterfModel=0,node=2 18 | - | 19 | 29 | 2173 | 778 
InterfModel=0,node=2 19 | - | 24 | 19 | 2221 | 734 
InterfModel=0,node=2 20 | - | 17 | 36 | 2221 | 723 
InterfModel=0,node=2 21 | - | 18 | 27 | 2182 | 772 
InterfModel=0,node=2 22 | - | 20 | 30 | 2180 | 767 
InterfModel=0,node=2 23 | - | 29 | 23 | 2153 | 793 
InterfModel=0,node=2 24 | - | 20 | 36 | 2123 | 819 
InterfModel=0,node=2 25 | - | 13 | 15 | 2296 | 675 
InterfModel=0,node=2 26 | - | 26 | 41 | 2175 | 756 
InterfModel=0,node=2 27 | - | 24 | 28 | 2142 | 804 
InterfModel=0,node=2 28 | - | 14 | 26 | 2217 | 740 
InterfModel=0,node=2 29 | - | 21 | 23 | 2224 | 731 
InterfModel=0,node=2 30 | - | 16 | 26 | 2210 | 746 
InterfModel=0,node=2 31 | - | 23 | 27 | 2099 | 849 
InterfModel=0,node=2 32 | - | 13 | 26 | 2188 | 770 
InterfModel=0,node=2 33 | - | 20 | 28 | 2173 | 777 
InterfModel=0,node=2 34 | - | 16 | 19 | 2266 | 698 
InterfModel=0,node=2 35 | - | 27 | 30 | 2201 | 739 
InterfModel=0,node=2 36 | - | 23 | 29 | 2103 | 840 
InterfModel=0,node=2 37 | - | 28 | 25 | 2238 | 707 
InterfModel=0,node=2 38 | - | 25 | 27 | 2200 | 745 
InterfModel=0,node=2 39 | - | 20 | 25 | 2242 | 710 
InterfModel=0,node=2 40 | - | 19 | 25 | 2176 | 775 
InterfModel=0,node=2 41 | - | 19 | 19 | 2234 | 725 
InterfModel=0,node=2 42 | - | 27 | 24 | 2201 | 745 
InterfModel=0,node=2 43 | - | 24 | 27 | 2175 | 771 
InterfModel=0,node=2 44 | - | 26 | 36 | 2147 | 789 
InterfModel=0,node=2 45 | - | 20 | 21 | 2218 | 739 
InterfModel=0,node=2 46 | - | 17 | 30 | 2175 | 775 
InterfModel=0,node=2 47 | - | 22 | 34 | 2134 | 809 
InterfModel=0,node=2 48 | - | 15 | 33 | 2178 | 772 
InterfModel=0,node=2 49 | - | 16 | 30 | 2209 | 743 
InterfModel=0,node=2 50 | - | 16 | 23 | 2247 | 711 
InterfModel=0,node=2 51 | - | 24 | 23 | 2212 | 740 
InterfModel=0,node=2 52 | - | 25 | 27 | 2245 | 700 
InterfModel=0,node=2 53 | - | 22 | 38 | 2216 | 722 
InterfModel=0,node=2 54 | - | 16 | 28 | 2241 | 712 
InterfModel=0,node=2 55 | - | 22 | 21 | 2227 | 725 
InterfModel=0,node=2 56 | - | 23 | 31 | 2202 | 743 
InterfModel=0,node=2 57 | - | 15 | 19 | 2235 | 730 
InterfModel=0,node=2 58 | - | 27 | 22 | 2232 | 718 
InterfModel=0,node=2 59 | - | 26 | 24 | 2211 | 736 
InterfModel=0,node=2 60 | - | 22 | 21 | 2259 | 695 
InterfModel=0,node=2 61 | - | 19 | 28 | 2150 | 802 
InterfModel=0,node=2 62 | - | 14 | 44 | 2114 | 825 
InterfModel=0,node=2 63 | - | 20 | 22 | 2225 | 730 
InterfModel=0,node=2 64 | - | 22 | 23 | 2172 | 781 
InterfModel=0,node=2 65 | - | 25 | 33 | 2130 | 811 
InterfModel=0,node=2 66 | - | 27 | 11 | 2237 | 724 
InterfModel=0,node=2 67 | - | 17 | 35 | 2218 | 729 
InterfModel=0,node=2 68 | - | 15 | 27 | 2242 | 715 
InterfModel=0,node=2 69 | - | 21 | 22 | 2235 | 720 
InterfModel=0,node=2 70 | - | 23 | 26 | 2170 | 778 
InterfModel=0,node=2 71 | - | 14 | 33 | 2163 | 789 
InterfModel=0,node=2 72 | - | 19 | 31 | 2184 | 763 
InterfModel=0,node=2 73 | - | 22 | 24 | 2250 | 703 
InterfModel=0,node=2 74 | - | 17 | 28 | 2158 | 796 
InterfModel=0,node=2 75 | - | 17 | 27 | 2173 | 781 
InterfModel=0,node=2 76 | - | 16 | 19 | 2256 | 707 
InterfModel=0,node=2 77 | - | 25 | 22 | 2212 | 739 
InterfModel=0,node=2 78 | - | 15 | 38 | 2125 | 818 
InterfModel=0,node=2 79 | - | 15 | 15 | 2186 | 783 
InterfModel=0,node=2 80 | - | 15 | 19 | 2238 | 725 
InterfModel=0,node=2 81 | - | 16 | 25 | 2220 | 736 
InterfModel=0,node=2 82 | - | 19 | 31 | 2212 | 737 
InterfModel=0,node=2 83 | - | 21 | 24 | 2154 | 796 
InterfModel=0,node=2 84 | - | 21 | 18 | 2229 | 730 
InterfModel=0,node=2 85 | - | 20 | 29 | 2171 | 778 
InterfModel=0,node=2 86 | - | 37 | 32 | 2189 | 741 
InterfModel=0,node=2 87 | - | 16 | 20 | 2170 | 792 
InterfModel=0,node=2 88 | - | 25 | 32 | 2151 | 790 
InterfModel=0,node=2 89 | - | 29 | 23 | 2234 | 713 
InterfModel=0,node=2 90 | - | 23 | 19 | 2220 | 736 
InterfModel=0,node=2 91 | - | 23 | 25 | 2154 | 797 
InterfModel=0,node=2 92 | - | 27 | 33 | 2151 | 787 
InterfModel=0,node=2 93 | - | 17 | 26 | 2123 | 833 
InterfModel=0,node=2 94 | - | 30 | 36 | 2117 | 814 
InterfModel=0,node=2 95 | - | 26 | 29 | 2212 | 732 
InterfModel=0,node=2 96 | - | 24 | 33 | 2217 | 723 
InterfModel=0,node=2 97 | - | 19 | 19 | 2238 | 723 
InterfModel=0,node=2 98 | - | 21 | 39 | 2122 | 815 
InterfModel=0,node=2 99 | - | 16 | 27 | 2246 | 710 
InterfModel=0,node=3 0 | 7 | 17 | 360 | 2991 | 1110 
InterfModel=0,node=3 1 | 3 | 20 | 292 | 3173 | 1008 
InterfModel=0,node=3 2 | 19 | 23 | 318 | 3091 | 1036 
InterfModel=0,node=3 3 | 3 | 18 | 361 | 3195 | 919 
InterfModel=0,node=3 4 | 24 | 18 | 300 | 3148 | 1005 
InterfModel=0,node=3 5 | 4 | 20 | 305 | 3096 | 1047 
InterfModel=0,node=3 6 | 14 | 17 | 311 | 3147 | 1009 
InterfModel=0,node=3 7 | 32 | 20 | 326 | 3096 | 1026 
InterfModel=0,node=3 8 | 17 | 10 | 346 | 3038 | 1055 
InterfModel=0,node=3 9 | 24 | 22 | 347 | 3236 | 873 
InterfModel=0,node=3 10 | 2 | 17 | 346 | 3101 | 993 
InterfModel=0,node=3 11 | 21 | 19 | 343 | 3204 | 928 
InterfModel=0,node=3 12 | 4 | 19 | 275 | 3249 | 930 
InterfModel=0,node=3 13 | 20 | 10 | 323 | 3254 | 888 
InterfModel=0,node=3 14 | 38 | 16 | 285 | 3065 | 1124 
InterfModel=0,node=3 15 | 17 | 18 | 283 | 3242 | 923 
InterfModel=0,node=3 16 | 7 | 19 | 316 | 3089 | 1072 
InterfModel=0,node=3 17 | 5 | 16 | 318 | 3157 | 1001 
InterfModel=0,node=3 18 | 7 | 14 | 318 | 3188 | 917 
InterfModel=0,node=3 19 | 18 | 17 | 334 | 3160 | 968 
InterfModel=0,node=3 20 | 4 | 19 | 276 | 3156 | 1039 
InterfModel=0,node=3 21 | 33 | 26 | 342 | 3036 | 1080 
InterfModel=0,node=3 22 | 32 | 15 | 367 | 3192 | 919 
InterfModel=0,node=3 23 | 34 | 24 | 294 | 3132 | 1033 
InterfModel=0,node=3 24 | 10 | 21 | 304 | 3271 | 888 
InterfModel=0,node=3 25 | 16 | 18 | 309 | 3189 | 981 
InterfModel=0,node=3 26 | 1 | 20 | 338 | 3090 | 1030 
InterfModel=0,node=3 27 | 14 | 14 | 357 | 3216 | 880 
InterfModel=0,node=3 28 | 4 | 16 | 322 | 3059 | 1089 
InterfModel=0,node=3 29 | 11 | 19 | 333 | 3046 | 1098 
InterfModel=0,node=3 30 | 11 | 22 | 298 | 3142 | 1022 
InterfModel=0,node=3 31 | 3 | 15 | 277 | 3167 | 1027 
InterfModel=0,node=3 32 | 18 | 11 | 326 | 3070 | 1051 
InterfModel=0,node=3 33 | 3 | 17 | 307 | 3214 | 918 
InterfModel=0,node=3 34 | 18 | 15 | 315 | 3122 | 985 
InterfModel=0,node=3 35 | 19 | 8 | 290 | 3056 | 1129 
InterfModel=0,node=3 36 | 11 | 18 | 291 | 3236 | 933 
InterfModel=0,node=3 37 | 5 | 20 | 326 | 3233 | 915 
InterfModel=0,node=3 38 | 30 | 23 | 296 | 3276 | 900 
InterfModel=0,node=3 39 | 15 | 18 | 322 | 3129 | 998 
InterfModel=0,node=3 40 | 19 | 16 | 297 | 3142 | 1016 
InterfModel=0,node=3 41 | 24 | 23 | 329 | 3083 | 1051 
InterfModel=0,node=3 42 | 16 | 24 | 306 | 3138 | 1008 
InterfModel=0,node=3 43 | 21 | 23 | 338 | 3147 | 976 
InterfModel=0,node=3 44 | 11 | 15 | 342 | 3050 | 1042 
InterfModel=0,node=3 45 | 29 | 27 | 344 | 3086 | 1026 
InterfModel=0,node=3 46 | 31 | 11 | 312 | 3241 | 931 
InterfModel=0,node=3 47 | 20 | 18 | 322 | 3183 | 950 
InterfModel=0,node=3 48 | 41 | 28 | 265 | 3094 | 1093 
InterfModel=0,node=3 49 | 26 | 21 | 325 | 3095 | 1053 
InterfModel=0,node=3 50 | 27 | 20 | 328 | 3146 | 978 
InterfModel=0,node=3 51 | 20 | 20 | 289 | 3173 | 999 
InterfModel=0,node=3 52 | 13 | 18 | 318 | 3113 | 1034 
InterfModel=0,node=3 53 | 15 | 21 | 318 | 3119 | 1035 
InterfModel=0,node=3 54 | 29 | 18 | 315 | 3233 | 897 
InterfModel=0,node=3 55 | 23 | 25 | 304 | 3281 | 865 
InterfModel=0,node=3 56 | 45 | 28 | 281 | 3306 | 882 
InterfModel=0,node=3 57 | 16 | 21 | 321 | 3248 | 884 
InterfModel=0,node=3 58 | 20 | 22 | 302 | 3042 | 1085 
InterfModel=0,node=3 59 | 14 | 23 | 311 | 3103 | 1026 
InterfModel=0,node=3 60 | 9 | 23 | 268 | 3201 | 983 
InterfModel=0,node=3 61 | 7 | 18 | 282 | 3202 | 974 
InterfModel=0,node=3 62 | 36 | 16 | 285 | 3186 | 988 
InterfModel=0,node=3 63 | 9 | 28 | 233 | 3106 | 1095 
InterfModel=0,node=3 64 | 26 | 19 | 335 | 3099 | 1009 
InterfModel=0,node=3 65 | 35 | 15 | 345 | 3227 | 877 
InterfModel=0,node=3 66 | 31 | 18 | 320 | 3139 | 981 
InterfModel=0,node=3 67 | 1 | 20 | 317 | 3057 | 1075 
InterfModel=0,node=3 68 | 21 | 15 | 299 | 3200 | 951 
InterfModel=0,node=3 69 | 14 | 22 | 325 | 3073 | 1045 
InterfModel=0,node=3 70 | 5 | 23 | 364 | 3028 | 1041 
InterfModel=0,node=3 71 | 14 | 29 | 297 | 3144 | 989 
InterfModel=0,node=3 72 | 47 | 22 | 330 | 3199 | 916 
InterfModel=0,node=3 73 | 23 | 15 | 361 | 3177 | 919 
InterfModel=0,node=3 74 | - | 11 | 337 | 3175 | 921 
InterfModel=0,node=3 75 | - | 15 | 315 | 3189 | 957 
InterfModel=0,node=3 76 | - | 18 | 319 | 3099 | 1030 
InterfModel=0,node=3 77 | - | 20 | 305 | 3282 | 871 
InterfModel=0,node=3 78 | - | 21 | 286 | 3111 | 1062 
InterfModel=0,node=3 79 | - | 18 | 297 | 3133 | 1051 
InterfModel=0,node=3 80 | - | 19 | 312 | 3161 | 978 
InterfModel=0,node=3 81 | - | 14 | 303 | 3129 | 1039 
InterfModel=0,node=3 82 | - | 17 | 304 | 3279 | 854 
InterfModel=0,node=3 83 | - | 19 | 276 | 3258 | 939 
InterfModel=0,node=3 84 | - | 18 | 296 | 3173 | 998 
InterfModel=0,node=3 85 | - | 15 | 301 | 3254 | 888 
InterfModel=0,node=3 86 | - | 19 | 323 | 3148 | 1008 
InterfModel=0,node=3 87 | - | 23 | 313 | 3237 | 877 
InterfModel=0,node=3 88 | - | 12 | 321 | 3111 | 1051 
InterfModel=0,node=3 89 | - | 17 | 304 | 3170 | 975 
InterfModel=0,node=3 90 | - | 20 | 302 | 3205 | 971 
InterfModel=0,node=3 91 | - | 11 | 304 | 3191 | 985 
InterfModel=0,node=3 92 | - | 23 | 264 | 3168 | 1040 
InterfModel=0,node=3 93 | - | 18 | 310 | 3130 | 1024 
InterfModel=0,node=3 94 | - | 20 | 307 | 3203 | 945 
InterfModel=0,node=3 95 | - | 23 | 285 | 3264 | 898 
InterfModel=0,node=3 96 | - | 24 | 316 | 3144 | 994 
InterfModel=0,node=3 97 | - | 26 | 306 | 3116 | 1033 
InterfModel=0,node=3 98 | - | 19 | 270 | 3086 | 1062 
InterfModel=0,node=3 99 | - | 16 | 257 | 3074 | 1125 
InterfModel=0,node=4 0 | 1714 | 19 | 61 | 4556 | 1116 
InterfModel=0,node=4 1 | 1618 | 28 | 59 | 4503 | 1260 
InterfModel=0,node=4 2 | 1748 | 20 | 63 | 4423 | 1212 
InterfModel=0,node=4 3 | 1663 | 35 | 51 | 4517 | 1200 
InterfModel=0,node=4 4 | 1514 | 14 | 44 | 4708 | 1185 
InterfModel=0,node=4 5 | 1426 | 21 | 55 | 4712 | 1252 
InterfModel=0,node=4 6 | 1734 | 17 | 58 | 4622 | 1038 
InterfModel=0,node=4 7 | 1573 | 21 | 55 | 4796 | 1022 
InterfModel=0,node=4 8 | 1658 | 23 | 52 | 4638 | 1095 
InterfModel=0,node=4 9 | 1767 | 27 | 57 | 4508 | 1107 
InterfModel=0,node=4 10 | 1644 | 15 | 51 | 4650 | 1105 
InterfModel=0,node=4 11 | 1686 | 24 | 39 | 4631 | 1087 
InterfModel=0,node=4 12 | 1631 | 19 | 48 | 4724 | 1044 
InterfModel=0,node=4 13 | 1567 | 25 | 56 | 4631 | 1188 
InterfModel=0,node=4 14 | 1613 | 23 | 35 | 4799 | 1001 
InterfModel=0,node=4 15 | 1677 | 20 | 56 | 4460 | 1254 
InterfModel=0,node=4 16 | 1503 | 28 | 59 | 4897 | 978 
InterfModel=0,node=4 17 | 1688 | 18 | 43 | 4678 | 1049 
InterfModel=0,node=4 18 | 1703 | 23 | 54 | 4506 | 1184 
InterfModel=0,node=4 19 | 1490 | 15 | 50 | 4832 | 1082 
InterfModel=0,node=4 20 | 1520 | 17 | 45 | 4844 | 1039 
InterfModel=0,node=4 21 | 1622 | 17 | 52 | 4635 | 1143 
InterfModel=0,node=4 22 | 1766 | 23 | 70 | 4348 | 1260 
InterfModel=0,node=4 23 | 1589 | 23 | 58 | 4537 | 1262 
InterfModel=0,node=4 24 | 1591 | 21 | 69 | 4617 | 1170 
InterfModel=0,node=4 25 | 1598 | 29 | 62 | 4548 | 1232 
InterfModel=0,node=4 26 | 1625 | 15 | 64 | 4634 | 1128 
InterfModel=0,node=4 27 | 1605 | 18 | 52 | 4538 | 1253 
InterfModel=0,node=4 28 | 1473 | 13 | 45 | 4863 | 1075 
InterfModel=0,node=4 29 | 1574 | 23 | 51 | 4604 | 1216 
InterfModel=0,node=4 30 | 1652 | 25 | 56 | 4491 | 1245 
InterfModel=0,node=4 31 | 1652 | 27 | 73 | 4641 | 1076 
InterfModel=0,node=4 32 | 1652 | 21 | 58 | 4628 | 1107 
InterfModel=0,node=4 33 | 1588 | 16 | 70 | 4522 | 1273 
InterfModel=0,node=4 34 | 1576 | 27 | 45 | 4574 | 1249 
InterfModel=0,node=4 35 | 1642 | 19 | 51 | 4542 | 1215 
InterfModel=0,node=4 36 | 1611 | 21 | 57 | 4743 | 1035 
InterfModel=0,node=4 37 | 1542 | 23 | 51 | 4688 | 1161 
InterfModel=0,node=4 38 | 1526 | 10 | 52 | 4708 | 1171 
InterfModel=0,node=4 39 | 1688 | 13 | 56 | 4501 | 1208 
InterfModel=0,node=4 40 | 1537 | 26 | 74 | 4607 | 1223 
InterfModel=0,node=4 41 | 1624 | 28 | 59 | 4512 | 1243 
InterfModel=0,node=4 42 | 1620 | 14 | 61 | 4641 | 1130 
InterfModel=0,node=4 43 | 1619 | 22 | 51 | 4583 | 1193 
InterfModel=0,node=4 44 | 1720 | 18 | 42 | 4655 | 1032 
InterfModel=0,node=4 45 | 1594 | 21 | 46 | 4824 | 981 
InterfModel=0,node=4 46 | 1559 | 24 | 38 | 4664 | 1182 
InterfModel=0,node=4 47 | 1635 | 23 | 44 | 4743 | 1021 
InterfModel=0,node=4 48 | 1522 | 14 | 44 | 4829 | 1057 
InterfModel=0,node=4 49 | 1691 | 16 | 55 | 4560 | 1154 
InterfModel=0,node=4 50 | 1654 | 20 | 64 | 4594 | 1134 
InterfModel=0,node=4 51 | 1641 | 21 | 35 | 4731 | 1037 
InterfModel=0,node=4 52 | 1599 | 22 | 55 | 4728 | 1062 
InterfModel=0,node=4 53 | 1496 | 21 | 47 | 4885 | 1022 
InterfModel=0,node=4 54 | 1663 | 22 | 64 | 4505 | 1212 
InterfModel=0,node=4 55 | 1621 | 23 | 63 | 4574 | 1187 
InterfModel=0,node=4 56 | 1649 | 27 | 63 | 4524 | 1206 
InterfModel=0,node=4 57 | 1684 | 25 | 63 | 4563 | 1136 
InterfModel=0,node=4 58 | 1564 | 25 | 54 | 4673 | 1160 
InterfModel=0,node=4 59 | 1538 | 14 | 73 | 4617 | 1224 
InterfModel=0,node=4 60 | 1519 | 15 | 69 | 4638 | 1226 
InterfModel=0,node=4 61 | 1486 | 20 | 52 | 4657 | 1251 
InterfModel=0,node=4 62 | 1631 | 26 | 47 | 4666 | 1102 
InterfModel=0,node=4 63 | 1652 | 19 | 39 | 4666 | 1093 
InterfModel=0,node=4 64 | 1648 | 18 | 67 | 4482 | 1252 
InterfModel=0,node=4 65 | 1727 | 25 | 48 | 4548 | 1119 
InterfModel=0,node=4 66 | 1552 | 29 | 70 | 4565 | 1252 
InterfModel=0,node=4 67 | 1512 | 18 | 47 | 4770 | 1119 
InterfModel=0,node=4 68 | 1652 | 26 | 62 | 4469 | 1258 
InterfModel=0,node=4 69 | 1604 | 20 | 62 | 4632 | 1149 
