CastaliaResults -i saida.txt -s Estimated network lifetime --all -o2                                                                     

ResourceManager:Estimated network lifetime (days)
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 | 69.938 | 69.932 | 69.936 
ResourceManager:Estimated network lifetime (days) - all values
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 0 | 69.9386 | 69.928 | 69.9326 
 1 | 69.9385 | 69.9279 | 69.9375 
 2 | 69.9424 | 69.9364 | 69.9385 
 3 | 69.9408 | 69.9281 | 69.9408 
 4 | 69.9339 | 69.9307 | 69.9409 
 5 | 69.9369 | 69.9331 | 69.9383 
 6 | 69.936 | 69.935 | 69.9328 
 7 | 69.9385 | 69.9313 | 69.9334 
 8 | 69.9347 | 69.934 | 69.938 
 9 | 69.9393 | 69.9325 | 69.9357 
 10 | 69.9423 | 69.93 | 69.9374 
 11 | 69.9335 | 69.9343 | 69.9352 
 12 | 69.9401 | 69.9375 | 69.9369 
 13 | 69.9383 | 69.9277 | 69.9314 
 14 | 69.9419 | 69.9268 | 69.9338 
 15 | 69.9394 | 69.9376 | 69.9379 
 16 | 69.9435 | 69.9363 | 69.9332 
 17 | 69.9412 | 69.9297 | 69.9381 
 18 | 69.9338 | 69.9306 | 69.9333 
 19 | 69.9352 | 69.9312 | 69.9399 
 20 | 69.942 | 69.9285 | 69.9406 
 21 | 69.9328 | 69.9374 | 69.9397 
 22 | 69.9426 | 69.9283 | 69.9376 
 23 | 69.9332 | 69.9271 | 69.9402 
 24 | 69.9345 | 69.9363 | 69.9313 
 25 | 69.9349 | 69.9271 | 69.9316 
 26 | 69.941 | 69.9303 | 69.9346 
 27 | 69.9377 | 69.9281 | 69.9337 
 28 | 69.9379 | 69.9293 | 69.9407 
 29 | 69.9373 | 69.9329 | 69.9339 
 30 | 69.9389 | 69.9352 | 69.9328 
 31 | 69.9363 | 69.9296 | 69.9333 
 32 | 69.9351 | 69.9265 | 69.937 
 33 | 69.9336 | 69.9309 | 69.9373 
 34 | 69.9338 | 69.9302 | 69.9314 
 35 | 69.9365 | 69.9348 | 69.9311 
 36 | 69.9368 | 69.9357 | 69.9325 
 37 | 69.9429 | 69.9282 | 69.9344 
 38 | 69.9406 | 69.9319 | 69.9328 
 39 | 69.943 | 69.9363 | 69.9409 
 40 | 69.9409 | 69.9326 | 69.9345 
 41 | 69.9403 | 69.9353 | 69.9384 
 42 | 69.9427 | 69.9353 | 69.9416 
 43 | 69.9403 | 69.9301 | 69.9406 
 44 | 69.9363 | 69.9368 | 69.9333 
 45 | 69.9347 | 69.9332 | 69.9376 
 46 | 69.9415 | 69.9299 | 69.9325 
 47 | 69.9376 | 69.9328 | 69.941 
 48 | 69.9406 | 69.9313 | 69.9336 
 49 | 69.9332 | 69.931 | 69.9411 
 50 | 69.9426 | 69.9283 | 69.9409 
 51 | 69.9361 | 69.9331 | 69.9351 
 52 | 69.9401 | 69.926 | 69.9319 
 53 | 69.9345 | 69.9375 | 69.9414 
 54 | 69.9407 | 69.937 | 69.9353 
 55 | 69.9408 | 69.9358 | 69.936 
 56 | 69.935 | 69.9307 | 69.942 
 57 | 69.933 | 69.9375 | 69.9314 
 58 | 69.9344 | 69.9309 | 69.9347 
 59 | 69.9375 | 69.9361 | 69.938 
 60 | 69.9385 | 69.9293 | 69.9344 
 61 | 69.9361 | 69.9317 | 69.9324 
 62 | 69.9394 | 69.9359 | 69.9351 
 63 | 69.942 | 69.9323 | 69.9397 
 64 | 69.9348 | 69.9306 | 69.9364 
 65 | 69.9338 | 69.9268 | 69.9413 
 66 | 69.9331 | 69.93 | 69.937 
 67 | 69.9393 | 69.9273 | 69.9354 
 68 | 69.9364 | 69.9323 | 69.937 
 69 | 69.9401 | 69.9264 | 69.9337 
 70 | 69.9426 | 69.9267 | 69.9315 
 71 | 69.9374 | 69.9302 | 69.9408 
 72 | 69.9421 | 69.9349 | 69.9339 
 73 | 69.9343 | 69.9314 | 69.932 
 74 | 69.9382 | 69.9282 | 69.9347 
 75 | 69.9389 | 69.9354 | 69.9335 
 76 | 69.9403 | 69.9374 | 69.9358 
 77 | 69.944 | 69.9284 | 69.9339 
 78 | 69.9413 | 69.9287 | 69.9334 
 79 | 69.9358 | 69.9289 | 69.9407 
 80 | 69.9339 | 69.9284 | 69.9315 
 81 | 69.9435 | 69.9308 | 69.9318 
 82 | 69.9337 | 69.9285 | 69.9329 
 83 | 69.9417 | 69.9365 | 69.9415 
 84 | 69.9401 | 69.9358 | 69.9384 
 85 | 69.9415 | 69.9374 | 69.9354 
 86 | 69.9329 | 69.9275 | 69.9353 
 87 | 69.9418 | 69.9284 | 69.9315 
 88 | 69.9401 | 69.9348 | 69.9393 
 89 | 69.934 | 69.9334 | 69.9388 
 90 | 69.9356 | 69.9326 | 69.9388 
 91 | 69.933 | 69.9313 | 69.9399 
 92 | 69.9399 | 69.9316 | 69.9375 
 93 | 69.9366 | 69.9369 | 69.9312 
 94 | 69.9394 | 69.9273 | 69.9416 
 95 | 69.9393 | 69.9365 | 69.9369 
 96 | 69.9366 | 69.9298 | 69.9411 
 97 | 69.9349 | 69.9359 | 69.9405 
 98 | 69.9368 | 69.9279 | 69.9381 
 99 | 69.9341 | 69.9275 | 69.9343 

