CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
InterfModel=2 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932478 | 0.245448 | 0.248551 | 0.242009 | 0.245215 | 0.242696 
InterfModel=0 1 | 0.932473 | 0.245508 | 0.248574 | 0.242221 | 0.244296 | 0.243175 
InterfModel=0 2 | 0.932438 | 0.243794 | 0.2481 | 0.242631 | 0.245764 | 0.242387 
InterfModel=0 3 | 0.932455 | 0.243146 | 0.247929 | 0.240612 | 0.245507 | 0.242144 
InterfModel=0 4 | 0.932531 | 0.245342 | 0.24839 | 0.242326 | 0.243908 | 0.243609 
InterfModel=0 5 | 0.932496 | 0.244293 | 0.248499 | 0.242206 | 0.245593 | 0.24384 
InterfModel=0 6 | 0.932506 | 0.245107 | 0.248539 | 0.241702 | 0.24608 | 0.242891 
InterfModel=0 7 | 0.932469 | 0.245198 | 0.248208 | 0.24491 | 0.245679 | 0.241686 
InterfModel=0 8 | 0.93252 | 0.245165 | 0.24852 | 0.241377 | 0.246079 | 0.241787 
InterfModel=0 9 | 0.932454 | 0.244495 | 0.248445 | 0.240823 | 0.24503 | 0.244436 
InterfModel=0 10 | 0.932415 | 0.243302 | 0.247837 | 0.243505 | 0.245093 | 0.242294 
InterfModel=0 11 | 0.932533 | 0.245917 | 0.248417 | 0.240874 | 0.245121 | 0.243749 
InterfModel=0 12 | 0.932446 | 0.244411 | 0.247758 | 0.242778 | 0.244099 | 0.241676 
InterfModel=0 13 | 0.932471 | 0.245707 | 0.248604 | 0.24253 | 0.244982 | 0.242111 
InterfModel=0 14 | 0.932427 | 0.24363 | 0.247909 | 0.241665 | 0.245858 | 0.24079 
InterfModel=0 15 | 0.932456 | 0.245486 | 0.247931 | 0.242111 | 0.245217 | 0.242154 
InterfModel=0 16 | 0.9324 | 0.24497 | 0.247753 | 0.241378 | 0.244874 | 0.241085 
InterfModel=0 17 | 0.932432 | 0.243431 | 0.248071 | 0.242031 | 0.244735 | 0.241961 
InterfModel=0 18 | 0.932532 | 0.246979 | 0.248604 | 0.241769 | 0.246576 | 0.24215 
InterfModel=0 19 | 0.932513 | 0.244403 | 0.248374 | 0.242593 | 0.24558 | 0.242374 
InterfModel=0 20 | 0.932421 | 0.244612 | 0.247672 | 0.243286 | 0.245988 | 0.243531 
InterfModel=0 21 | 0.932544 | 0.245219 | 0.248137 | 0.24334 | 0.245847 | 0.244548 
InterfModel=0 22 | 0.932425 | 0.24523 | 0.247089 | 0.241689 | 0.245138 | 0.24188 
InterfModel=0 23 | 0.932543 | 0.244096 | 0.248622 | 0.242405 | 0.244195 | 0.241409 
InterfModel=0 24 | 0.932524 | 0.244066 | 0.248433 | 0.243771 | 0.244616 | 0.243177 
InterfModel=0 25 | 0.93252 | 0.245746 | 0.248562 | 0.241387 | 0.245216 | 0.242467 
InterfModel=0 26 | 0.932439 | 0.244585 | 0.247383 | 0.242363 | 0.245931 | 0.242204 
InterfModel=0 27 | 0.932478 | 0.245075 | 0.248164 | 0.242179 | 0.244997 | 0.243805 
InterfModel=0 28 | 0.932483 | 0.245487 | 0.247886 | 0.241002 | 0.246144 | 0.24114 
InterfModel=0 29 | 0.932486 | 0.244054 | 0.247762 | 0.244333 | 0.244846 | 0.240905 
InterfModel=0 30 | 0.932464 | 0.245561 | 0.248065 | 0.241873 | 0.245819 | 0.241806 
InterfModel=0 31 | 0.932505 | 0.245574 | 0.248435 | 0.241501 | 0.245901 | 0.242502 
InterfModel=0 32 | 0.932515 | 0.244215 | 0.248599 | 0.243166 | 0.245095 | 0.241298 
InterfModel=0 33 | 0.932534 | 0.245009 | 0.2483 | 0.242714 | 0.24732 | 0.24358 
InterfModel=0 34 | 0.93253 | 0.245803 | 0.248406 | 0.241715 | 0.246104 | 0.244293 
InterfModel=0 35 | 0.932497 | 0.244813 | 0.24915 | 0.243327 | 0.246595 | 0.244958 
InterfModel=0 36 | 0.932491 | 0.244595 | 0.248428 | 0.242405 | 0.245571 | 0.243327 
InterfModel=0 37 | 0.932411 | 0.245814 | 0.247933 | 0.241573 | 0.24536 | 0.242682 
InterfModel=0 38 | 0.932447 | 0.244881 | 0.248601 | 0.241317 | 0.245058 | 0.241688 
InterfModel=0 39 | 0.932453 | 0.245449 | 0.248048 | 0.242037 | 0.244179 | 0.242342 
InterfModel=0 40 | 0.93244 | 0.245016 | 0.248547 | 0.242438 | 0.245796 | 0.243618 
InterfModel=0 41 | 0.932449 | 0.244515 | 0.248419 | 0.242193 | 0.245494 | 0.239617 
InterfModel=0 42 | 0.932435 | 0.245944 | 0.248082 | 0.240997 | 0.244617 | 0.24146 
InterfModel=0 43 | 0.932439 | 0.245174 | 0.247943 | 0.24189 | 0.245236 | 0.243733 
InterfModel=0 44 | 0.932493 | 0.244659 | 0.247778 | 0.241609 | 0.245825 | 0.242669 
InterfModel=0 45 | 0.93252 | 0.244312 | 0.247977 | 0.239963 | 0.245339 | 0.244249 
InterfModel=0 46 | 0.93243 | 0.244383 | 0.24813 | 0.242381 | 0.244805 | 0.243316 
InterfModel=0 47 | 0.93248 | 0.243801 | 0.248155 | 0.237936 | 0.245216 | 0.242852 
InterfModel=0 48 | 0.932442 | 0.245774 | 0.247612 | 0.243772 | 0.244742 | 0.242977 
InterfModel=0 49 | 0.932538 | 0.244506 | 0.248424 | 0.242576 | 0.245542 | 0.243422 
InterfModel=0 50 | 0.93241 | 0.244684 | 0.247898 | 0.241849 | 0.244727 | 0.24315 
InterfModel=0 51 | 0.9325 | 0.244668 | 0.248611 | 0.243371 | 0.246282 | 0.24332 
InterfModel=0 52 | 0.932447 | 0.244185 | 0.248069 | 0.242824 | 0.244846 | 0.24459 
InterfModel=0 53 | 0.93252 | 0.245986 | 0.248263 | 0.242264 | 0.247174 | 0.243939 
InterfModel=0 54 | 0.932439 | 0.244523 | 0.248054 | 0.242352 | 0.244994 | 0.243747 
