CastaliaResults -i saida.txt -s Packets reception rate -n --all -o2                                                                    

Application:Packets reception rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.983 | 0.99 | 0.981 | 0.814 | 0.792 
InterfModel=1 | 0.96 | 0.968 | 0.958 | 0.682 | 0.65 
InterfModel=2 | 0.968 | 0.989 | 0.965 | 0.747 | 0.713 
Application:Packets reception rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.980327 | 0.991664 | 0.981774 | 0.80264 | 0.798506 
InterfModel=0 1 | 0.983328 | 0.991664 | 0.981774 | 0.797706 | 0.800107 
InterfModel=0 2 | 0.982994 | 0.992331 | 0.979996 | 0.82 | 0.781171 
InterfModel=0 3 | 0.982661 | 0.99133 | 0.976439 | 0.820643 | 0.794373 
InterfModel=0 4 | 0.984995 | 0.990997 | 0.976884 | 0.806615 | 0.801414 
InterfModel=0 5 | 0.983995 | 0.991997 | 0.978662 | 0.810375 | 0.800747 
InterfModel=0 6 | 0.986662 | 0.991997 | 0.979551 | 0.803307 | 0.791733 
InterfModel=0 7 | 0.982994 | 0.992998 | 0.982885 | 0.826644 | 0.783304 
InterfModel=0 8 | 0.981661 | 0.991997 | 0.978662 | 0.823043 | 0.775703 
InterfModel=0 9 | 0.983661 | 0.991664 | 0.976439 | 0.817042 | 0.806107 
InterfModel=0 10 | 0.983661 | 0.988667 | 0.981107 | 0.830888 | 0.781838 
InterfModel=0 11 | 0.982661 | 0.991997 | 0.980662 | 0.827577 | 0.77437 
InterfModel=0 12 | 0.981994 | 0.990997 | 0.982441 | 0.821576 | 0.782238 
InterfModel=0 13 | 0.984995 | 0.990664 | 0.979551 | 0.829577 | 0.784209 
InterfModel=0 14 | 0.984995 | 0.991664 | 0.984886 | 0.826377 | 0.770636 
InterfModel=0 15 | 0.985333 | 0.990997 | 0.983996 | 0.811041 | 0.789305 
InterfModel=0 16 | 0.979993 | 0.990997 | 0.979329 | 0.817951 | 0.80184 
InterfModel=0 17 | 0.982327 | 0.989663 | 0.978662 | 0.833689 | 0.787705 
InterfModel=0 18 | 0.98066 | 0.990664 | 0.976656 | 0.82331 | 0.783438 
InterfModel=0 19 | 0.984667 | 0.993665 | 0.982218 | 0.827177 | 0.780637 
InterfModel=0 20 | 0.982661 | 0.987996 | 0.982441 | 0.815284 | 0.794506 
InterfModel=0 21 | 0.982327 | 0.985328 | 0.981556 | 0.806615 | 0.793412 
InterfModel=0 22 | 0.984328 | 0.991333 | 0.980885 | 0.797067 | 0.810083 
InterfModel=0 23 | 0.987329 | 0.989997 | 0.980662 | 0.80304 | 0.787677 
InterfModel=0 24 | 0.984662 | 0.988329 | 0.980885 | 0.815709 | 0.796239 
InterfModel=0 25 | 0.974992 | 0.986662 | 0.979996 | 0.802774 | 0.805574 
InterfModel=0 26 | 0.981661 | 0.988996 | 0.977773 | 0.818509 | 0.789039 
InterfModel=0 27 | 0.977993 | 0.988 | 0.978884 | 0.832911 | 0.779171 
InterfModel=0 28 | 0.973333 | 0.993331 | 0.983774 | 0.835556 | 0.771169 
InterfModel=0 29 | 0.977993 | 0.990664 | 0.980218 | 0.816375 | 0.794773 
InterfModel=0 30 | 0.985328 | 0.988329 | 0.985997 | 0.808 | 0.792506 
InterfModel=0 31 | 0.980327 | 0.990997 | 0.983996 | 0.806241 | 0.785705 
InterfModel=0 32 | 0.984662 | 0.991997 | 0.981329 | 0.812217 | 0.794106 
InterfModel=0 33 | 0.983995 | 0.987329 | 0.984663 | 0.813975 | 0.787172 
