CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 67 | - | 23 | 60 | 2156 | 758 
InterfModel=0,node=1 68 | - | 17 | 44 | 2257 | 679 
InterfModel=0,node=1 69 | - | 16 | 53 | 2259 | 669 
InterfModel=0,node=1 70 | - | 23 | 40 | 2150 | 784 
InterfModel=0,node=1 71 | - | 18 | 45 | 2181 | 753 
InterfModel=0,node=1 72 | - | 21 | 46 | 2150 | 781 
InterfModel=0,node=1 73 | - | 22 | 52 | 2192 | 733 
InterfModel=0,node=1 74 | - | 17 | 54 | 2153 | 773 
InterfModel=0,node=1 75 | - | 29 | 43 | 2145 | 777 
InterfModel=0,node=1 76 | - | 20 | 53 | 2163 | 761 
InterfModel=0,node=1 77 | - | 14 | 44 | 2196 | 743 
InterfModel=0,node=1 78 | - | 18 | 54 | 2156 | 769 
InterfModel=0,node=1 79 | - | 16 | 50 | 2165 | 767 
InterfModel=0,node=1 80 | - | 11 | 43 | 2237 | 707 
InterfModel=0,node=1 81 | - | 13 | 43 | 2184 | 757 
InterfModel=0,node=1 82 | - | 22 | 50 | 2146 | 781 
InterfModel=0,node=1 83 | - | 8 | 67 | 2147 | 775 
InterfModel=0,node=1 84 | - | 19 | 49 | 2136 | 794 
InterfModel=0,node=1 85 | - | 15 | 49 | 2210 | 722 
InterfModel=0,node=1 86 | - | 17 | 38 | 2248 | 696 
InterfModel=0,node=1 87 | - | 23 | 41 | 2250 | 684 
InterfModel=0,node=1 88 | - | 21 | 45 | 2174 | 757 
InterfModel=0,node=1 89 | - | 19 | 48 | 2212 | 720 
InterfModel=0,node=1 90 | - | 15 | 52 | 2173 | 759 
InterfModel=0,node=1 91 | - | 19 | 53 | 2218 | 709 
InterfModel=0,node=1 92 | - | 16 | 28 | 2240 | 714 
InterfModel=0,node=1 93 | - | 19 | 47 | 2240 | 692 
InterfModel=0,node=1 94 | - | 19 | 34 | 2174 | 770 
InterfModel=0,node=1 95 | - | 22 | 41 | 2195 | 739 
InterfModel=0,node=1 96 | - | 20 | 51 | 2188 | 740 
InterfModel=0,node=1 97 | - | 15 | 42 | 2217 | 724 
InterfModel=0,node=1 98 | - | 23 | 50 | 2142 | 784 
InterfModel=0,node=1 99 | - | 24 | 39 | 2235 | 701 
InterfModel=0,node=2 0 | - | 13 | 12 | 2297 | 675 
InterfModel=0,node=2 1 | - | 19 | 10 | 2275 | 694 
InterfModel=0,node=2 2 | - | 16 | 8 | 2302 | 671 
InterfModel=0,node=2 3 | - | 11 | 22 | 2233 | 730 
InterfModel=0,node=2 4 | - | 18 | 17 | 2201 | 763 
InterfModel=0,node=2 5 | - | 14 | 17 | 2229 | 738 
InterfModel=0,node=2 6 | - | 14 | 12 | 2327 | 646 
InterfModel=0,node=2 7 | - | 11 | 11 | 2288 | 688 
InterfModel=0,node=2 8 | - | 19 | 13 | 2252 | 715 
InterfModel=0,node=2 9 | - | 15 | 14 | 2185 | 783 
InterfModel=0,node=2 10 | - | 20 | 21 | 2229 | 728 
InterfModel=0,node=2 11 | - | 16 | 17 | 2220 | 746 
InterfModel=0,node=2 12 | - | 20 | 13 | 2197 | 768 
InterfModel=0,node=2 13 | - | 19 | 18 | 2204 | 756 
InterfModel=0,node=2 14 | - | 19 | 10 | 2248 | 721 
InterfModel=0,node=2 15 | - | 23 | 8 | 2228 | 739 
InterfModel=0,node=2 16 | - | 17 | 13 | 2208 | 759 
InterfModel=0,node=2 17 | - | 22 | 12 | 2211 | 752 
InterfModel=0,node=2 18 | - | 19 | 15 | 2229 | 735 
InterfModel=0,node=2 19 | - | 11 | 8 | 2281 | 698 
InterfModel=0,node=2 20 | - | 27 | 15 | 2246 | 709 
InterfModel=0,node=2 21 | - | 29 | 24 | 2257 | 689 
InterfModel=0,node=2 22 | - | 15 | 15 | 2275 | 692 
InterfModel=0,node=2 23 | - | 22 | 15 | 2221 | 741 
InterfModel=0,node=2 24 | - | 27 | 14 | 2182 | 775 
InterfModel=0,node=2 25 | - | 23 | 17 | 2278 | 681 
InterfModel=0,node=2 26 | - | 23 | 11 | 2225 | 738 
InterfModel=0,node=2 27 | - | 29 | 14 | 2218 | 737 
InterfModel=0,node=2 28 | - | 10 | 12 | 2282 | 693 
InterfModel=0,node=2 29 | - | 23 | 11 | 2286 | 679 
InterfModel=0,node=2 30 | - | 22 | 13 | 2287 | 676 
InterfModel=0,node=2 31 | - | 19 | 15 | 2208 | 756 
InterfModel=0,node=2 32 | - | 17 | 9 | 2289 | 683 
InterfModel=0,node=2 33 | - | 26 | 14 | 2267 | 691 
InterfModel=0,node=2 34 | - | 18 | 16 | 2282 | 683 
InterfModel=0,node=2 35 | - | 17 | 12 | 2277 | 693 
InterfModel=0,node=2 36 | - | 23 | 14 | 2209 | 753 
InterfModel=0,node=2 37 | - | 20 | 11 | 2271 | 696 
InterfModel=0,node=2 38 | - | 22 | 14 | 2290 | 671 
InterfModel=0,node=2 39 | - | 19 | 13 | 2247 | 718 
InterfModel=0,node=2 40 | - | 17 | 16 | 2270 | 694 
InterfModel=0,node=2 41 | - | 12 | 7 | 2305 | 673 
InterfModel=0,node=2 42 | - | 24 | 7 | 2260 | 706 
InterfModel=0,node=2 43 | - | 11 | 22 | 2209 | 756 
InterfModel=0,node=2 44 | - | 22 | 11 | 2197 | 768 
InterfModel=0,node=2 45 | - | 16 | 6 | 2262 | 713 
InterfModel=0,node=2 46 | - | 28 | 18 | 2199 | 752 
InterfModel=0,node=2 47 | - | 18 | 19 | 2193 | 769 
InterfModel=0,node=2 48 | - | 26 | 20 | 2196 | 755 
InterfModel=0,node=2 49 | - | 19 | 14 | 2220 | 744 
InterfModel=0,node=2 50 | - | 12 | 10 | 2318 | 658 
InterfModel=0,node=2 51 | - | 15 | 15 | 2262 | 707 
InterfModel=0,node=2 52 | - | 21 | 13 | 2293 | 670 
InterfModel=0,node=2 53 | - | 20 | 10 | 2255 | 712 
InterfModel=0,node=2 54 | - | 12 | 7 | 2267 | 711 
InterfModel=0,node=2 55 | - | 25 | 11 | 2238 | 723 
InterfModel=0,node=2 56 | - | 19 | 8 | 2244 | 728 
InterfModel=0,node=2 57 | - | 18 | 13 | 2252 | 716 
InterfModel=0,node=2 58 | - | 21 | 11 | 2274 | 693 
InterfModel=0,node=2 59 | - | 19 | 13 | 2270 | 697 
InterfModel=0,node=2 60 | - | 20 | 7 | 2312 | 658 
InterfModel=0,node=2 61 | - | 21 | 11 | 2240 | 727 
InterfModel=0,node=2 62 | - | 28 | 21 | 2227 | 723 
InterfModel=0,node=2 63 | - | 21 | 9 | 2272 | 695 
InterfModel=0,node=2 64 | - | 21 | 12 | 2276 | 689 
InterfModel=0,node=2 65 | - | 25 | 19 | 2233 | 722 
InterfModel=0,node=2 66 | - | 16 | 11 | 2277 | 695 
InterfModel=0,node=2 67 | - | 15 | 13 | 2245 | 726 
InterfModel=0,node=2 68 | - | 24 | 7 | 2268 | 700 
InterfModel=0,node=2 69 | - | 19 | 8 | 2293 | 679 
InterfModel=0,node=2 70 | - | 21 | 10 | 2248 | 719 
InterfModel=0,node=2 71 | - | 16 | 13 | 2211 | 757 
InterfModel=0,node=2 72 | - | 18 | 9 | 2224 | 747 
InterfModel=0,node=2 73 | - | 18 | 13 | 2282 | 684 
InterfModel=0,node=2 74 | - | 22 | 15 | 2172 | 788 
InterfModel=0,node=2 75 | - | 18 | 11 | 2220 | 747 
InterfModel=0,node=2 76 | - | 22 | 11 | 2284 | 680 
InterfModel=0,node=2 77 | - | 20 | 12 | 2236 | 730 
InterfModel=0,node=2 78 | - | 29 | 10 | 2234 | 724 
InterfModel=0,node=2 79 | - | 23 | 12 | 2306 | 656 
InterfModel=0,node=2 80 | - | 24 | 16 | 2226 | 733 
InterfModel=0,node=2 81 | - | 22 | 12 | 2226 | 736 
InterfModel=0,node=2 82 | - | 14 | 10 | 2307 | 667 
InterfModel=0,node=2 83 | - | 19 | 14 | 2261 | 703 
InterfModel=0,node=2 84 | - | 16 | 9 | 2319 | 654 
InterfModel=0,node=2 85 | - | 18 | 10 | 2218 | 752 
InterfModel=0,node=2 86 | - | 18 | 14 | 2228 | 739 
InterfModel=0,node=2 87 | - | 20 | 18 | 2160 | 800 
InterfModel=0,node=2 88 | - | 14 | 15 | 2236 | 731 
InterfModel=0,node=2 89 | - | 19 | 8 | 2319 | 651 
InterfModel=0,node=2 90 | - | 15 | 12 | 2310 | 660 
InterfModel=0,node=2 91 | - | 24 | 18 | 2197 | 759 
InterfModel=0,node=2 92 | - | 20 | 13 | 2235 | 730 
InterfModel=0,node=2 93 | - | 22 | 15 | 2228 | 734 
InterfModel=0,node=2 94 | - | 14 | 13 | 2192 | 777 
InterfModel=0,node=2 95 | - | 18 | 7 | 2345 | 629 
InterfModel=0,node=2 96 | - | 18 | 15 | 2231 | 733 
InterfModel=0,node=2 97 | - | 20 | 12 | 2302 | 665 
InterfModel=0,node=2 98 | - | 17 | 14 | 2173 | 793 
InterfModel=0,node=2 99 | - | 17 | 6 | 2303 | 671 
InterfModel=0,node=3 0 | - | 15 | 92 | 3343 | 1036 
InterfModel=0,node=3 1 | - | 18 | 82 | 3434 | 960 
InterfModel=0,node=3 2 | - | 18 | 103 | 3352 | 1020 
InterfModel=0,node=3 3 | - | 27 | 103 | 3447 | 917 
InterfModel=0,node=3 4 | - | 26 | 98 | 3473 | 898 
InterfModel=0,node=3 5 | - | 24 | 98 | 3417 | 956 
InterfModel=0,node=3 6 | - | 25 | 87 | 3415 | 970 
InterfModel=0,node=3 7 | - | 21 | 76 | 3407 | 989 
InterfModel=0,node=3 8 | - | 21 | 108 | 3407 | 961 
InterfModel=0,node=3 9 | - | 24 | 102 | 3537 | 835 
InterfModel=0,node=3 10 | - | 22 | 96 | 3398 | 979 
InterfModel=0,node=3 11 | - | 21 | 83 | 3555 | 837 
InterfModel=0,node=3 12 | - | 15 | 86 | 3507 | 887 
InterfModel=0,node=3 13 | - | 19 | 90 | 3514 | 871 
InterfModel=0,node=3 14 | - | 15 | 79 | 3421 | 981 
InterfModel=0,node=3 15 | - | 14 | 85 | 3526 | 872 
InterfModel=0,node=3 16 | - | 24 | 100 | 3352 | 1014 
InterfModel=0,node=3 17 | - | 23 | 92 | 3480 | 901 
InterfModel=0,node=3 18 | - | 20 | 107 | 3477 | 893 
InterfModel=0,node=3 19 | - | 17 | 94 | 3423 | 963 
InterfModel=0,node=3 20 | - | 26 | 75 | 3429 | 966 
InterfModel=0,node=3 21 | - | 20 | 93 | 3334 | 1050 
InterfModel=0,node=3 22 | - | 19 | 93 | 3427 | 955 
InterfModel=0,node=3 23 | - | 26 | 88 | 3465 | 920 
InterfModel=0,node=3 24 | - | 31 | 83 | 3478 | 903 
InterfModel=0,node=3 25 | - | 26 | 97 | 3430 | 946 
InterfModel=0,node=3 26 | - | 28 | 95 | 3324 | 1047 
InterfModel=0,node=3 27 | - | 26 | 86 | 3513 | 867 
InterfModel=0,node=3 28 | - | 14 | 93 | 3370 | 1019 
InterfModel=0,node=3 29 | - | 24 | 95 | 3329 | 1047 
InterfModel=0,node=3 30 | - | 16 | 77 | 3457 | 947 
InterfModel=0,node=3 31 | - | 17 | 78 | 3500 | 901 
InterfModel=0,node=3 32 | - | 20 | 90 | 3390 | 997 
InterfModel=0,node=3 33 | - | 14 | 76 | 3515 | 893 
InterfModel=0,node=3 34 | - | 13 | 107 | 3421 | 951 
InterfModel=0,node=3 35 | - | 22 | 102 | 3361 | 1014 
InterfModel=0,node=3 36 | - | 18 | 85 | 3441 | 952 
InterfModel=0,node=3 37 | - | 19 | 73 | 3504 | 900 
InterfModel=0,node=3 38 | - | 19 | 91 | 3522 | 865 
InterfModel=0,node=3 39 | - | 15 | 98 | 3377 | 1000 
InterfModel=0,node=3 40 | - | 22 | 81 | 3442 | 952 
InterfModel=0,node=3 41 | - | 21 | 95 | 3412 | 969 
InterfModel=0,node=3 42 | - | 24 | 83 | 3425 | 964 
InterfModel=0,node=3 43 | - | 17 | 56 | 3488 | 935 
InterfModel=0,node=3 44 | - | 15 | 84 | 3381 | 1017 
InterfModel=0,node=3 45 | - | 21 | 108 | 3428 | 937 
InterfModel=0,node=3 46 | - | 13 | 72 | 3567 | 845 
InterfModel=0,node=3 47 | - | 20 | 91 | 3505 | 879 
InterfModel=0,node=3 48 | - | 18 | 101 | 3372 | 1005 
InterfModel=0,node=3 49 | - | 20 | 93 | 3320 | 1066 
InterfModel=0,node=3 50 | - | 19 | 80 | 3453 | 941 
InterfModel=0,node=3 51 | - | 12 | 86 | 3363 | 1036 
InterfModel=0,node=3 52 | - | 25 | 76 | 3334 | 1060 
InterfModel=0,node=3 53 | - | 19 | 94 | 3337 | 1047 
InterfModel=0,node=3 54 | - | 23 | 114 | 3480 | 878 
InterfModel=0,node=3 55 | - | 15 | 95 | 3484 | 902 
InterfModel=0,node=3 56 | - | 16 | 84 | 3522 | 876 
InterfModel=0,node=3 57 | - | 17 | 94 | 3511 | 870 
InterfModel=0,node=3 58 | - | 19 | 98 | 3349 | 1030 
InterfModel=0,node=3 59 | - | 19 | 94 | 3456 | 925 
InterfModel=0,node=3 60 | - | 17 | 81 | 3425 | 969 
InterfModel=0,node=3 61 | - | 22 | 92 | 3404 | 976 
InterfModel=0,node=3 62 | - | 19 | 100 | 3412 | 965 
InterfModel=0,node=3 63 | - | 17 | 85 | 3388 | 1007 
InterfModel=0,node=3 64 | - | 22 | 88 | 3423 | 963 
InterfModel=0,node=3 65 | - | 13 | 91 | 3539 | 855 
InterfModel=0,node=3 66 | - | 19 | 90 | 3488 | 900 
InterfModel=0,node=3 67 | - | 23 | 89 | 3343 | 1041 
InterfModel=0,node=3 68 | - | 21 | 71 | 3487 | 918 
InterfModel=0,node=3 69 | - | 18 | 96 | 3324 | 1059 
InterfModel=0,node=3 70 | - | 20 | 98 | 3361 | 1011 
InterfModel=0,node=3 71 | - | 23 | 104 | 3449 | 916 
InterfModel=0,node=3 72 | - | 18 | 90 | 3553 | 833 
InterfModel=0,node=3 73 | - | 24 | 70 | 3546 | 858 
InterfModel=0,node=3 74 | - | 18 | 90 | 3522 | 866 
InterfModel=0,node=3 75 | - | 12 | 89 | 3497 | 899 
InterfModel=0,node=3 76 | - | 23 | 98 | 3345 | 1029 
InterfModel=0,node=3 77 | - | 16 | 95 | 3545 | 841 
InterfModel=0,node=3 78 | - | 21 | 110 | 3384 | 980 
InterfModel=0,node=3 79 | - | 17 | 94 | 3402 | 981 
InterfModel=0,node=3 80 | - | 19 | 99 | 3473 | 904 
InterfModel=0,node=3 81 | - | 26 | 96 | 3398 | 974 
InterfModel=0,node=3 82 | - | 21 | 82 | 3530 | 866 
InterfModel=0,node=3 83 | - | 23 | 96 | 3498 | 870 
InterfModel=0,node=3 84 | - | 21 | 103 | 3362 | 1008 
InterfModel=0,node=3 85 | - | 14 | 71 | 3571 | 840 
InterfModel=0,node=3 86 | - | 22 | 113 | 3410 | 940 
InterfModel=0,node=3 87 | - | 17 | 103 | 3531 | 840 
InterfModel=0,node=3 88 | - | 23 | 101 | 3341 | 1013 
InterfModel=0,node=3 89 | - | 18 | 117 | 3466 | 894 
InterfModel=0,node=3 90 | - | 19 | 90 | 3472 | 918 
InterfModel=0,node=3 91 | - | 17 | 94 | 3464 | 922 
InterfModel=0,node=3 92 | - | 25 | 92 | 3369 | 1010 
InterfModel=0,node=3 93 | - | 18 | 84 | 3344 | 1050 
InterfModel=0,node=3 94 | - | 19 | 74 | 3523 | 878 
InterfModel=0,node=3 95 | - | 14 | 95 | 3509 | 878 
InterfModel=0,node=3 96 | - | 23 | 85 | 3419 | 971 
InterfModel=0,node=3 97 | - | 10 | 90 | 3388 | 1008 
InterfModel=0,node=3 98 | - | 16 | 120 | 3365 | 990 
InterfModel=0,node=3 99 | - | 13 | 117 | 3358 | 1010 
InterfModel=0,node=4 0 | 1401 | 23 | 37 | 4933 | 1073 
InterfModel=0,node=4 1 | 1453 | 11 | 40 | 4802 | 1160 
InterfModel=0,node=4 2 | 1273 | 20 | 47 | 4983 | 1143 
InterfModel=0,node=4 3 | 1281 | 19 | 28 | 5016 | 1122 
InterfModel=0,node=4 4 | 1380 | 6 | 53 | 4931 | 1095 
InterfModel=0,node=4 5 | 1352 | 13 | 41 | 4868 | 1192 
InterfModel=0,node=4 6 | 1399 | 12 | 48 | 5039 | 968 
InterfModel=0,node=4 7 | 1235 | 19 | 32 | 5230 | 953 
InterfModel=0,node=4 8 | 1261 | 16 | 30 | 5156 | 1005 
InterfModel=0,node=4 9 | 1309 | 18 | 34 | 5055 | 1052 
InterfModel=0,node=4 10 | 1199 | 13 | 35 | 5226 | 993 
InterfModel=0,node=4 11 | 1233 | 14 | 27 | 5174 | 1022 
InterfModel=0,node=4 12 | 1259 | 27 | 39 | 5248 | 893 
InterfModel=0,node=4 13 | 1207 | 11 | 43 | 5101 | 1105 
InterfModel=0,node=4 14 | 1231 | 17 | 36 | 5250 | 932 
InterfModel=0,node=4 15 | 1344 | 13 | 52 | 5036 | 1021 
InterfModel=0,node=4 16 | 1296 | 17 | 33 | 5169 | 950 
InterfModel=0,node=4 17 | 1190 | 13 | 21 | 5305 | 937 
InterfModel=0,node=4 18 | 1253 | 18 | 42 | 5073 | 1084 
InterfModel=0,node=4 19 | 1221 | 20 | 34 | 5157 | 1035 
InterfModel=0,node=4 20 | 1314 | 19 | 33 | 5166 | 933 
InterfModel=0,node=4 21 | 1379 | 24 | 32 | 4965 | 1069 
InterfModel=0,node=4 22 | 1439 | 19 | 53 | 4808 | 1149 
InterfModel=0,node=4 23 | 1390 | 25 | 45 | 4845 | 1162 
InterfModel=0,node=4 24 | 1326 | 9 | 44 | 4987 | 1104 
InterfModel=0,node=4 25 | 1408 | 21 | 33 | 4923 | 1083 
InterfModel=0,node=4 26 | 1292 | 20 | 27 | 5150 | 980 
InterfModel=0,node=4 27 | 1182 | 21 | 29 | 5091 | 1144 
InterfModel=0,node=4 28 | 1163 | 15 | 28 | 5285 | 974 
InterfModel=0,node=4 29 | 1309 | 18 | 40 | 4956 | 1149 
InterfModel=0,node=4 30 | 1359 | 17 | 54 | 4863 | 1174 
InterfModel=0,node=4 31 | 1383 | 15 | 37 | 4966 | 1067 
InterfModel=0,node=4 32 | 1335 | 20 | 39 | 5079 | 998 
InterfModel=0,node=4 33 | 1330 | 17 | 44 | 4918 | 1162 
InterfModel=0,node=4 34 | 1325 | 12 | 32 | 4897 | 1203 
InterfModel=0,node=4 35 | 1381 | 23 | 43 | 4836 | 1185 
InterfModel=0,node=4 36 | 1330 | 16 | 36 | 5144 | 941 
InterfModel=0,node=4 37 | 1351 | 16 | 26 | 4973 | 1099 
InterfModel=0,node=4 38 | 1288 | 17 | 46 | 4977 | 1144 
InterfModel=0,node=4 39 | 1346 | 16 | 31 | 4910 | 1163 
InterfModel=0,node=4 40 | 1328 | 19 | 37 | 4897 | 1186 
InterfModel=0,node=4 41 | 1302 | 22 | 41 | 4923 | 1182 
InterfModel=0,node=4 42 | 1315 | 14 | 35 | 5028 | 1076 
InterfModel=0,node=4 43 | 1246 | 20 | 34 | 5024 | 1143 
InterfModel=0,node=4 44 | 1297 | 21 | 32 | 5185 | 931 
InterfModel=0,node=4 45 | 1351 | 15 | 36 | 5160 | 904 
InterfModel=0,node=4 46 | 1415 | 19 | 46 | 4874 | 1112 
InterfModel=0,node=4 47 | 1319 | 20 | 37 | 5144 | 947 
InterfModel=0,node=4 48 | 1300 | 21 | 39 | 5161 | 944 
InterfModel=0,node=4 49 | 1369 | 15 | 32 | 4968 | 1083 
InterfModel=0,node=4 50 | 1246 | 11 | 52 | 5033 | 1123 
InterfModel=0,node=4 51 | 1266 | 16 | 45 | 5170 | 970 
InterfModel=0,node=4 52 | 1286 | 14 | 48 | 5202 | 916 
InterfModel=0,node=4 53 | 1299 | 19 | 27 | 5162 | 961 
InterfModel=0,node=4 54 | 1441 | 23 | 35 | 4826 | 1141 
InterfModel=0,node=4 55 | 1342 | 21 | 28 | 5013 | 1062 
InterfModel=0,node=4 56 | 1217 | 18 | 48 | 5049 | 1137 
InterfModel=0,node=4 57 | 1372 | 12 | 34 | 5006 | 1045 
InterfModel=0,node=4 58 | 1338 | 17 | 41 | 4947 | 1127 
InterfModel=0,node=4 59 | 1324 | 19 | 29 | 4937 | 1157 
InterfModel=0,node=4 60 | 1264 | 14 | 38 | 4946 | 1204 
InterfModel=0,node=4 61 | 1392 | 10 | 48 | 4825 | 1196 
InterfModel=0,node=4 62 | 1140 | 11 | 44 | 5255 | 1018 
InterfModel=0,node=4 63 | 1337 | 20 | 48 | 5040 | 1021 
InterfModel=0,node=4 64 | 1298 | 18 | 48 | 4929 | 1177 
InterfModel=0,node=4 65 | 1368 | 18 | 45 | 4958 | 1082 
InterfModel=0,node=4 66 | 1296 | 19 | 39 | 4916 | 1204 
InterfModel=0,node=4 67 | 1328 | 19 | 33 | 5020 | 1069 
InterfModel=0,node=4 68 | 1380 | 15 | 46 | 4855 | 1171 
InterfModel=0,node=4 69 | 1383 | 19 | 40 | 4921 | 1103 
InterfModel=0,node=4 70 | 1380 | 15 | 31 | 5131 | 908 
InterfModel=0,node=4 71 | 1363 | 19 | 34 | 5141 | 912 
InterfModel=0,node=4 72 | 1191 | 16 | 40 | 5097 | 1126 
InterfModel=0,node=4 73 | 1351 | 25 | 37 | 4884 | 1175 
InterfModel=0,node=4 74 | 1371 | 14 | 28 | 4917 | 1138 
