CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.017 | 0.01 | 0.019 | 0.186 | 0.208 
InterfModel=1 | 0.04 | 0.032 | 0.042 | 0.318 | 0.35 
InterfModel=2 | 0.032 | 0.011 | 0.035 | 0.253 | 0.287 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0196732 | 0.00833613 | 0.0182263 | 0.19736 | 0.201494 
InterfModel=0 1 | 0.0166723 | 0.00833613 | 0.0182263 | 0.202294 | 0.199893 
InterfModel=0 2 | 0.0170057 | 0.00766921 | 0.0200045 | 0.18 | 0.218829 
InterfModel=0 3 | 0.0173391 | 0.00866956 | 0.0235608 | 0.179357 | 0.205627 
InterfModel=0 4 | 0.015005 | 0.00900298 | 0.0231162 | 0.193385 | 0.198586 
InterfModel=0 5 | 0.0160053 | 0.00800264 | 0.021338 | 0.189625 | 0.199253 
InterfModel=0 6 | 0.0133378 | 0.00800264 | 0.020449 | 0.196693 | 0.208267 
InterfModel=0 7 | 0.0170057 | 0.00700235 | 0.0171149 | 0.173356 | 0.216696 
InterfModel=0 8 | 0.0183395 | 0.00800264 | 0.021338 | 0.176957 | 0.224297 
InterfModel=0 9 | 0.0163388 | 0.00833613 | 0.0235608 | 0.182958 | 0.193893 
InterfModel=0 10 | 0.0163388 | 0.0113333 | 0.0188931 | 0.169112 | 0.218162 
InterfModel=0 11 | 0.0173391 | 0.00800264 | 0.0193377 | 0.172423 | 0.22563 
InterfModel=0 12 | 0.018006 | 0.00900298 | 0.0175595 | 0.178424 | 0.217762 
InterfModel=0 13 | 0.015005 | 0.00933647 | 0.020449 | 0.170423 | 0.215791 
InterfModel=0 14 | 0.015005 | 0.00833613 | 0.0151145 | 0.173623 | 0.229364 
InterfModel=0 15 | 0.0146667 | 0.00900298 | 0.0160035 | 0.188959 | 0.210695 
InterfModel=0 16 | 0.0200067 | 0.00900298 | 0.0206712 | 0.182049 | 0.19816 
InterfModel=0 17 | 0.0176725 | 0.0103368 | 0.021338 | 0.166311 | 0.212295 
InterfModel=0 18 | 0.0193398 | 0.00933647 | 0.0233437 | 0.17669 | 0.216562 
InterfModel=0 19 | 0.0153334 | 0.00633544 | 0.0177817 | 0.172823 | 0.219363 
InterfModel=0 20 | 0.0173391 | 0.012004 | 0.0175595 | 0.184716 | 0.205494 
InterfModel=0 21 | 0.0176725 | 0.0146716 | 0.0184444 | 0.193385 | 0.206588 
InterfModel=0 22 | 0.0156719 | 0.00866669 | 0.0191154 | 0.202933 | 0.189917 
InterfModel=0 23 | 0.0126709 | 0.0100033 | 0.0193377 | 0.19696 | 0.212323 
InterfModel=0 24 | 0.0153384 | 0.0116705 | 0.0191154 | 0.184291 | 0.203761 
InterfModel=0 25 | 0.0250083 | 0.0133378 | 0.0200045 | 0.197226 | 0.194426 
InterfModel=0 26 | 0.0183395 | 0.0110037 | 0.0222272 | 0.181491 | 0.210961 
InterfModel=0 27 | 0.0220073 | 0.012 | 0.0211158 | 0.167089 | 0.220829 
InterfModel=0 28 | 0.0266666 | 0.00666887 | 0.0162258 | 0.164444 | 0.228831 
InterfModel=0 29 | 0.0220073 | 0.00933647 | 0.0197822 | 0.183625 | 0.205227 
InterfModel=0 30 | 0.0146716 | 0.0116705 | 0.0140031 | 0.192 | 0.207494 
InterfModel=0 31 | 0.0196732 | 0.00900298 | 0.0160035 | 0.193759 | 0.214295 
InterfModel=0 32 | 0.0153384 | 0.00800264 | 0.0186708 | 0.187783 | 0.205894 
InterfModel=0 33 | 0.0160053 | 0.0126709 | 0.0153368 | 0.186025 | 0.212828 
InterfModel=0 34 | 0.0153384 | 0.0106702 | 0.0195599 | 0.184691 | 0.205627 
InterfModel=0 35 | 0.0153384 | 0.00900298 | 0.0191154 | 0.195493 | 0.196293 
InterfModel=0 36 | 0.0163333 | 0.0106702 | 0.0191154 | 0.186692 | 0.211523 
InterfModel=0 37 | 0.0160053 | 0.0100033 | 0.0175595 | 0.188558 | 0.204561 
InterfModel=0 38 | 0.0126709 | 0.0110037 | 0.0202267 | 0.180933 | 0.221229 
InterfModel=0 39 | 0.0146716 | 0.0103368 | 0.0220049 | 0.188025 | 0.204827 
InterfModel=0 40 | 0.0166723 | 0.0113371 | 0.0173372 | 0.186667 | 0.208722 
InterfModel=0 41 | 0.0170057 | 0.00666887 | 0.0182263 | 0.183758 | 0.218458 
InterfModel=0 42 | 0.0146716 | 0.0103368 | 0.0188931 | 0.184025 | 0.215095 
InterfModel=0 43 | 0.0136712 | 0.00800002 | 0.0124472 | 0.175733 | 0.206161 
InterfModel=0 44 | 0.0186729 | 0.0100033 | 0.0175555 | 0.182715 | 0.211895 
InterfModel=0 45 | 0.0153384 | 0.00800264 | 0.0242276 | 0.190159 | 0.208161 
InterfModel=0 46 | 0.0153384 | 0.0126709 | 0.0137808 | 0.199093 | 0.190159 
InterfModel=0 47 | 0.0246749 | 0.0100033 | 0.0200045 | 0.186158 | 0.207894 
InterfModel=0 48 | 0.0176725 | 0.0123333 | 0.0202267 | 0.183916 | 0.206055 
InterfModel=0 49 | 0.0166723 | 0.0100033 | 0.020449 | 0.191759 | 0.198693 
InterfModel=0 50 | 0.0196732 | 0.00733578 | 0.0184485 | 0.175647 | 0.221792 
InterfModel=0 51 | 0.0156719 | 0.00800264 | 0.0162258 | 0.179515 | 0.204988 
InterfModel=0 52 | 0.0140046 | 0.0116705 | 0.0173333 | 0.180957 | 0.204561 
InterfModel=0 53 | 0.0163333 | 0.0096699 | 0.018004 | 0.182558 | 0.211495 
InterfModel=0 54 | 0.0213404 | 0.00700235 | 0.0255612 | 0.202694 | 0.190292 
InterfModel=0 55 | 0.015005 | 0.0110037 | 0.0177817 | 0.188292 | 0.195626 
InterfModel=0 56 | 0.0153384 | 0.00766921 | 0.0188931 | 0.17189 | 0.2004 
InterfModel=0 57 | 0.0170057 | 0.00866956 | 0.0215604 | 0.190959 | 0.210828 
InterfModel=0 58 | 0.0186729 | 0.0103368 | 0.0204445 | 0.188025 | 0.19736 
InterfModel=0 59 | 0.0223408 | 0.00866956 | 0.0195599 | 0.186025 | 0.207389 
InterfModel=0 60 | 0.0176725 | 0.0096699 | 0.0191154 | 0.178157 | 0.213895 
InterfModel=0 61 | 0.0166723 | 0.00833613 | 0.0231162 | 0.194559 | 0.194852 
InterfModel=0 62 | 0.0160053 | 0.0130044 | 0.0202267 | 0.160955 | 0.237232 
InterfModel=0 63 | 0.0173333 | 0.0103368 | 0.0162222 | 0.188825 | 0.204027 
InterfModel=0 64 | 0.0163388 | 0.0113371 | 0.0200045 | 0.182824 | 0.212562 
InterfModel=0 65 | 0.018006 | 0.0103368 | 0.0186708 | 0.192133 | 0.211628 
InterfModel=0 66 | 0.018006 | 0.00866956 | 0.0188889 | 0.182158 | 0.204561 
InterfModel=0 67 | 0.0216739 | 0.00666887 | 0.0200045 | 0.186692 | 0.207628 
InterfModel=0 68 | 0.0170057 | 0.0096699 | 0.0168927 | 0.194426 | 0.206855 
InterfModel=0 69 | 0.0176725 | 0.00800264 | 0.0171149 | 0.194159 | 0.20136 
InterfModel=0 70 | 0.0163388 | 0.0100033 | 0.0231162 | 0.193385 | 0.208561 
InterfModel=0 71 | 0.0170057 | 0.00800264 | 0.0237831 | 0.191092 | 0.207761 
InterfModel=0 72 | 0.0170057 | 0.00766921 | 0.0195599 | 0.1676 | 0.233098 
InterfModel=0 73 | 0.0183395 | 0.0103368 | 0.0164481 | 0.189867 | 0.211095 
InterfModel=0 74 | 0.0193398 | 0.0096699 | 0.0202267 | 0.191759 | 0.193252 
InterfModel=0 75 | 0.0216739 | 0.00999999 | 0.0186708 | 0.189092 | 0.213228 
InterfModel=0 76 | 0.0183395 | 0.0106702 | 0.0217826 | 0.188292 | 0.20296 
InterfModel=0 77 | 0.0126709 | 0.00966668 | 0.0202267 | 0.188425 | 0.209733 
InterfModel=0 78 | 0.0186729 | 0.0116705 | 0.0211111 | 0.20016 | 0.194533 
InterfModel=0 79 | 0.0156719 | 0.0113371 | 0.0208935 | 0.171223 | 0.224563 
InterfModel=0 80 | 0.0156719 | 0.012004 | 0.020449 | 0.188425 | 0.204161 
InterfModel=0 81 | 0.0160053 | 0.0110037 | 0.0224494 | 0.195493 | 0.192559 
InterfModel=0 82 | 0.0186667 | 0.00800264 | 0.0195599 | 0.184983 | 0.206561 
InterfModel=0 83 | 0.0183395 | 0.00866956 | 0.0206712 | 0.171912 | 0.239632 
