CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 98.924 | 99.456 | 65.314 | 47.859 | 48.676 
InterfModel=1 | 101.299 | 101.748 | 66.823 | 57.167 | 59.389 
InterfModel=2 | 100.413 | 99.593 | 66.318 | 52.164 | 54.156 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 99.3878 | 99.4936 | 65.2267 | 48.5002 | 48.2504 
InterfModel=0 1 | 99.1085 | 99.5029 | 65.2839 | 48.6172 | 48.249 
InterfModel=0 2 | 98.4501 | 99.2463 | 65.5129 | 47.5733 | 49.2585 
InterfModel=0 3 | 98.2219 | 99.2779 | 65.2043 | 47.4928 | 48.3913 
InterfModel=0 4 | 98.8741 | 99.4961 | 65.6391 | 48.0103 | 48.2627 
InterfModel=0 5 | 98.5515 | 99.4394 | 65.4872 | 48.1113 | 48.3487 
InterfModel=0 6 | 98.6123 | 99.4554 | 65.2917 | 48.6309 | 48.6959 
InterfModel=0 7 | 99.0172 | 99.2229 | 65.9339 | 47.181 | 48.9822 
InterfModel=0 8 | 99.1384 | 99.4478 | 65.263 | 47.4645 | 49.4828 
InterfModel=0 9 | 98.6664 | 99.4511 | 65.2617 | 47.6093 | 48.1381 
InterfModel=0 10 | 98.1847 | 99.4754 | 65.6745 | 46.8343 | 49.1975 
InterfModel=0 11 | 99.341 | 99.4066 | 64.9942 | 47.0208 | 49.9703 
InterfModel=0 12 | 98.7997 | 99.2429 | 65.3894 | 47.1667 | 49.047 
InterfModel=0 13 | 99.0213 | 99.6154 | 65.5153 | 46.8808 | 49.0182 
InterfModel=0 14 | 98.1839 | 99.2367 | 64.928 | 47.2307 | 49.6029 
InterfModel=0 15 | 98.8651 | 99.3121 | 65.1068 | 47.9982 | 48.704 
InterfModel=0 16 | 99.228 | 99.2409 | 65.2189 | 47.5324 | 47.731 
InterfModel=0 17 | 98.3704 | 99.5024 | 65.4398 | 46.6087 | 48.7639 
InterfModel=0 18 | 99.9735 | 99.6152 | 65.5179 | 47.545 | 49.0678 
InterfModel=0 19 | 98.4958 | 99.2227 | 65.3544 | 47.1316 | 49.2895 
InterfModel=0 20 | 98.814 | 99.5097 | 65.5264 | 47.9049 | 48.6602 
InterfModel=0 21 | 99.0929 | 99.9664 | 65.5854 | 48.3921 | 48.9373 
