CastaliaResults -i saida.txt -s Estimated network lifetime --all -o2                                                                     

ResourceManager:Estimated network lifetime (days)
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 | 69.939 | 69.936 | 69.938 
ResourceManager:Estimated network lifetime (days) - all values
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 0 | 69.9402 | 69.9318 | 69.9342 
 1 | 69.9397 | 69.9317 | 69.9392 
 2 | 69.9439 | 69.9403 | 69.9401 
 3 | 69.9424 | 69.9316 | 69.9424 
 4 | 69.9352 | 69.9348 | 69.9427 
 5 | 69.9381 | 69.9368 | 69.9401 
 6 | 69.9371 | 69.9389 | 69.9342 
 7 | 69.94 | 69.9353 | 69.935 
 8 | 69.936 | 69.938 | 69.9398 
 9 | 69.941 | 69.9367 | 69.9373 
 10 | 69.9439 | 69.9336 | 69.9392 
 11 | 69.935 | 69.9384 | 69.9369 
 12 | 69.9415 | 69.9411 | 69.9386 
 13 | 69.9397 | 69.9321 | 69.9329 
 14 | 69.943 | 69.9307 | 69.9355 
 15 | 69.9408 | 69.9416 | 69.9395 
 16 | 69.945 | 69.94 | 69.9349 
 17 | 69.9426 | 69.9334 | 69.9397 
 18 | 69.9351 | 69.9345 | 69.9349 
 19 | 69.9366 | 69.935 | 69.9415 
 20 | 69.9434 | 69.9323 | 69.9421 
 21 | 69.9341 | 69.9411 | 69.9414 
 22 | 69.9444 | 69.9323 | 69.9393 
 23 | 69.9342 | 69.931 | 69.9419 
 24 | 69.9359 | 69.9405 | 69.9331 
 25 | 69.9361 | 69.9304 | 69.9333 
 26 | 69.9423 | 69.934 | 69.9363 
 27 | 69.9391 | 69.9318 | 69.9355 
 28 | 69.9391 | 69.9332 | 69.9424 
 29 | 69.9386 | 69.9364 | 69.9355 
 30 | 69.9402 | 69.9392 | 69.9344 
 31 | 69.9374 | 69.9334 | 69.9349 
 32 | 69.9365 | 69.9304 | 69.9386 
 33 | 69.935 | 69.9347 | 69.9387 
 34 | 69.9353 | 69.9339 | 69.9332 
 35 | 69.9377 | 69.9389 | 69.9327 
 36 | 69.9382 | 69.9394 | 69.934 
 37 | 69.9441 | 69.932 | 69.9361 
 38 | 69.9416 | 69.936 | 69.9344 
 39 | 69.9443 | 69.9402 | 69.9423 
 40 | 69.942 | 69.9365 | 69.9363 
 41 | 69.9415 | 69.9392 | 69.9401 
 42 | 69.9438 | 69.939 | 69.9435 
 43 | 69.942 | 69.9337 | 69.9422 
 44 | 69.938 | 69.9408 | 69.9347 
 45 | 69.9361 | 69.9371 | 69.9393 
 46 | 69.9427 | 69.934 | 69.9339 
 47 | 69.9389 | 69.9372 | 69.9425 
 48 | 69.9419 | 69.9349 | 69.9352 
 49 | 69.9348 | 69.9346 | 69.9429 
 50 | 69.9442 | 69.932 | 69.9424 
 51 | 69.9374 | 69.9368 | 69.9368 
 52 | 69.9415 | 69.93 | 69.9333 
 53 | 69.936 | 69.9408 | 69.943 
 54 | 69.942 | 69.9405 | 69.9373 
 55 | 69.9422 | 69.9397 | 69.9377 
 56 | 69.9365 | 69.9343 | 69.9436 
 57 | 69.9344 | 69.9412 | 69.933 
 58 | 69.936 | 69.9347 | 69.9362 
 59 | 69.9388 | 69.9399 | 69.9398 
 60 | 69.9397 | 69.9335 | 69.9362 
 61 | 69.9371 | 69.9355 | 69.9339 
 62 | 69.9405 | 69.9399 | 69.937 
 63 | 69.9431 | 69.9357 | 69.9415 
 64 | 69.9363 | 69.9344 | 69.9383 
 65 | 69.9353 | 69.9306 | 69.9431 
 66 | 69.9343 | 69.9344 | 69.9385 
 67 | 69.9406 | 69.9312 | 69.9371 
 68 | 69.9377 | 69.9359 | 69.9385 
 69 | 69.9418 | 69.9305 | 69.9354 
 70 | 69.9441 | 69.9304 | 69.9331 
 71 | 69.9388 | 69.9342 | 69.9425 
 72 | 69.9437 | 69.9387 | 69.9356 
 73 | 69.9357 | 69.9354 | 69.9334 
 74 | 69.9397 | 69.9318 | 69.9363 
 75 | 69.9401 | 69.9393 | 69.935 
 76 | 69.9418 | 69.9414 | 69.9378 
 77 | 69.9453 | 69.9321 | 69.9356 
 78 | 69.9424 | 69.9328 | 69.935 
 79 | 69.9369 | 69.9333 | 69.9422 
 80 | 69.935 | 69.9323 | 69.933 
 81 | 69.9449 | 69.9348 | 69.9332 
 82 | 69.9349 | 69.9323 | 69.9346 
 83 | 69.9428 | 69.9405 | 69.9431 
 84 | 69.9413 | 69.9394 | 69.94 
 85 | 69.9427 | 69.941 | 69.9371 
 86 | 69.9343 | 69.9315 | 69.937 
 87 | 69.9434 | 69.9322 | 69.9329 
 88 | 69.9413 | 69.9385 | 69.9406 
 89 | 69.9355 | 69.9371 | 69.9407 
 90 | 69.9369 | 69.9361 | 69.9405 
 91 | 69.9342 | 69.9355 | 69.9416 
 92 | 69.9413 | 69.9353 | 69.939 
 93 | 69.9379 | 69.9407 | 69.9328 
 94 | 69.9409 | 69.9313 | 69.9433 
 95 | 69.9403 | 69.9402 | 69.9388 
 96 | 69.938 | 69.9335 | 69.9429 
 97 | 69.9363 | 69.94 | 69.942 
 98 | 69.9379 | 69.9322 | 69.9399 
 99 | 69.9353 | 69.9313 | 69.9355 

