CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.933 | 0.244 | 0.248 | 0.241 | 0.244 | 0.241 
InterfModel=1 | 0.933 | 0.244 | 0.247 | 0.241 | 0.244 | 0.241 
InterfModel=2 | 0.933 | 0.244 | 0.248 | 0.241 | 0.244 | 0.241 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932523 | 0.243666 | 0.247976 | 0.241096 | 0.244168 | 0.241894 
InterfModel=0 1 | 0.932515 | 0.244208 | 0.24797 | 0.241471 | 0.243824 | 0.24235 
InterfModel=0 2 | 0.932481 | 0.243574 | 0.247307 | 0.240474 | 0.244013 | 0.241941 
InterfModel=0 3 | 0.932499 | 0.243113 | 0.247487 | 0.241312 | 0.244261 | 0.241676 
InterfModel=0 4 | 0.93258 | 0.243885 | 0.248124 | 0.242871 | 0.244299 | 0.243495 
InterfModel=0 5 | 0.932536 | 0.246043 | 0.247704 | 0.240951 | 0.24427 | 0.241813 
InterfModel=0 6 | 0.932546 | 0.245084 | 0.247589 | 0.243445 | 0.244315 | 0.2426 
InterfModel=0 7 | 0.932511 | 0.245852 | 0.247604 | 0.243299 | 0.243983 | 0.243251 
InterfModel=0 8 | 0.932563 | 0.244948 | 0.24806 | 0.240644 | 0.244543 | 0.24022 
InterfModel=0 9 | 0.932502 | 0.244303 | 0.247832 | 0.243084 | 0.245011 | 0.239363 
InterfModel=0 10 | 0.932464 | 0.243456 | 0.247586 | 0.241334 | 0.244648 | 0.240724 
InterfModel=0 11 | 0.932579 | 0.243601 | 0.247427 | 0.242091 | 0.244645 | 0.240575 
InterfModel=0 12 | 0.93249 | 0.244005 | 0.247311 | 0.242218 | 0.243639 | 0.242446 
InterfModel=0 13 | 0.932517 | 0.243413 | 0.247993 | 0.239859 | 0.243252 | 0.240564 
InterfModel=0 14 | 0.93247 | 0.243401 | 0.24748 | 0.24202 | 0.244878 | 0.241493 
InterfModel=0 15 | 0.932503 | 0.24408 | 0.247137 | 0.242268 | 0.243428 | 0.241215 
InterfModel=0 16 | 0.93245 | 0.245452 | 0.247686 | 0.241307 | 0.242665 | 0.23969 
InterfModel=0 17 | 0.93248 | 0.244819 | 0.246925 | 0.241758 | 0.244301 | 0.240743 
InterfModel=0 18 | 0.932576 | 0.245204 | 0.247808 | 0.239981 | 0.244199 | 0.242736 
InterfModel=0 19 | 0.932555 | 0.244909 | 0.247607 | 0.239789 | 0.245064 | 0.241378 
InterfModel=0 20 | 0.932471 | 0.244591 | 0.247239 | 0.239913 | 0.245499 | 0.241125 
InterfModel=0 21 | 0.93259 | 0.244662 | 0.247876 | 0.241405 | 0.243739 | 0.242972 
InterfModel=0 22 | 0.932471 | 0.243084 | 0.247185 | 0.23926 | 0.243523 | 0.24111 
InterfModel=0 23 | 0.932587 | 0.243001 | 0.248188 | 0.241177 | 0.24468 | 0.242705 
InterfModel=0 24 | 0.932564 | 0.242586 | 0.247836 | 0.240761 | 0.244311 | 0.242821 
InterfModel=0 25 | 0.93256 | 0.244998 | 0.247939 | 0.240187 | 0.245007 | 0.242726 
InterfModel=0 26 | 0.932484 | 0.244342 | 0.247494 | 0.242167 | 0.244368 | 0.240166 
InterfModel=0 27 | 0.932524 | 0.243952 | 0.247181 | 0.240255 | 0.24433 | 0.242361 
InterfModel=0 28 | 0.932528 | 0.242627 | 0.247642 | 0.239525 | 0.244129 | 0.239787 
InterfModel=0 29 | 0.93253 | 0.244224 | 0.247693 | 0.242144 | 0.24296 | 0.241871 
InterfModel=0 30 | 0.932508 | 0.243913 | 0.247783 | 0.24005 | 0.243746 | 0.241017 
InterfModel=0 31 | 0.93255 | 0.245325 | 0.247619 | 0.241614 | 0.244141 | 0.241835 
InterfModel=0 32 | 0.932556 | 0.244195 | 0.248176 | 0.239247 | 0.244247 | 0.240499 
InterfModel=0 33 | 0.932577 | 0.244282 | 0.247672 | 0.24076 | 0.245012 | 0.241611 
InterfModel=0 34 | 0.932575 | 0.244737 | 0.248148 | 0.240437 | 0.244745 | 0.242046 
InterfModel=0 35 | 0.93254 | 0.24356 | 0.248355 | 0.241551 | 0.244511 | 0.239882 
InterfModel=0 36 | 0.932541 | 0.245062 | 0.247657 | 0.240436 | 0.243977 | 0.242886 
InterfModel=0 37 | 0.932455 | 0.244878 | 0.247486 | 0.241384 | 0.244702 | 0.241897 
InterfModel=0 38 | 0.932487 | 0.245003 | 0.248143 | 0.240577 | 0.244339 | 0.240466 
InterfModel=0 39 | 0.932497 | 0.243464 | 0.247092 | 0.241693 | 0.242918 | 0.241312 
InterfModel=0 40 | 0.932484 | 0.244644 | 0.247569 | 0.238712 | 0.243883 | 0.24103 
InterfModel=0 41 | 0.932489 | 0.245341 | 0.247794 | 0.24117 | 0.244827 | 0.242003 
InterfModel=0 42 | 0.93248 | 0.243934 | 0.247457 | 0.241877 | 0.243075 | 0.24043 
InterfModel=0 43 | 0.932486 | 0.243192 | 0.247727 | 0.241669 | 0.244216 | 0.240954 
InterfModel=0 44 | 0.932543 | 0.243579 | 0.247346 | 0.240833 | 0.245173 | 0.2402 
