CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 104.05 | 100.44 | 69.504 | 53.352 | 56.163 
InterfModel=1 | 113.428 | 109.62 | 89.53 | 79.307 | 97.886 
InterfModel=2 | 108.403 | 100.153 | 75.563 | 60.191 | 70.707 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 103.415 | 100.685 | 70.056 | 53.6203 | 56.0251 
InterfModel=0 1 | 104.352 | 100.443 | 69.655 | 54.3978 | 55.9782 
InterfModel=0 2 | 104.306 | 100.551 | 69.066 | 52.9804 | 55.9164 
InterfModel=0 3 | 102.668 | 100.658 | 69.357 | 53.3457 | 55.9311 
InterfModel=0 4 | 103.508 | 100.232 | 70.0247 | 54.5549 | 55.7558 
InterfModel=0 5 | 104.386 | 100.643 | 69.1029 | 51.6332 | 57.7478 
InterfModel=0 6 | 102.989 | 100.016 | 70.2752 | 53.1331 | 56.5184 
InterfModel=0 7 | 104.529 | 100.638 | 70.0973 | 54.9066 | 54.2191 
InterfModel=0 8 | 104.969 | 100.754 | 69.4836 | 53.4955 | 55.1014 
InterfModel=0 9 | 103.427 | 101.318 | 69.9676 | 52.764 | 56.1378 
InterfModel=0 10 | 102.594 | 99.9814 | 69.6154 | 53.696 | 56.5016 
InterfModel=0 11 | 103.498 | 100.945 | 69.9522 | 53.6856 | 56.4667 
InterfModel=0 12 | 104.041 | 100.484 | 69.1167 | 52.3928 | 56.5379 
InterfModel=0 13 | 103.05 | 100.589 | 68.1982 | 52.4422 | 57.8556 
InterfModel=0 14 | 104.344 | 100.279 | 70.2729 | 53.9755 | 55.3935 
InterfModel=0 15 | 103.296 | 100.174 | 69.7158 | 53.0179 | 58.3186 
InterfModel=0 16 | 104.508 | 100.568 | 69.5233 | 54.4042 | 55.8733 
InterfModel=0 17 | 104.388 | 100.43 | 70.3512 | 54.7712 | 54.8515 
InterfModel=0 18 | 103.624 | 101.343 | 69.4606 | 53.4695 | 56.3298 
InterfModel=0 19 | 104.24 | 100.364 | 68.9858 | 52.3776 | 55.9709 
InterfModel=0 20 | 104.03 | 100.489 | 68.5739 | 54.6894 | 56.8649 
InterfModel=0 21 | 104.097 | 100.371 | 70.3346 | 53.904 | 56.3077 
InterfModel=0 22 | 103.426 | 100.296 | 68.2891 | 52.0107 | 58.3051 
InterfModel=0 23 | 103.799 | 100.806 | 69.5025 | 52.8361 | 57.9492 
InterfModel=0 24 | 103.696 | 100.15 | 68.3078 | 53.8205 | 56.2508 
InterfModel=0 25 | 104.84 | 100.294 | 68.488 | 52.5257 | 56.8929 
InterfModel=0 26 | 104.11 | 100.353 | 69.7879 | 53.4965 | 56.9318 
InterfModel=0 27 | 105.072 | 100.226 | 68.5893 | 53.4784 | 56.2647 
InterfModel=0 28 | 103.268 | 100.378 | 69.0599 | 54.1613 | 54.8963 
InterfModel=0 29 | 104.284 | 100.025 | 69.7475 | 53.652 | 55.5765 
InterfModel=0 30 | 103.89 | 100.367 | 70.1287 | 52.5391 | 55.822 
InterfModel=0 31 | 104.866 | 100.54 | 70.7242 | 54.1035 | 57.2819 
InterfModel=0 32 | 103.861 | 100.424 | 68.8797 | 52.0255 | 56.7622 
InterfModel=0 33 | 103.455 | 100.562 | 69.065 | 53.1779 | 56.3433 
InterfModel=0 34 | 103.906 | 100.652 | 69.1555 | 53.9561 | 56.0276 
InterfModel=0 35 | 104.075 | 100.702 | 69.7117 | 54.1453 | 54.24 
InterfModel=0 36 | 105.703 | 100.728 | 69.9152 | 53.4601 | 55.9717 
InterfModel=0 37 | 103.634 | 100.521 | 69.011 | 53.6782 | 56.3107 
InterfModel=0 38 | 104.691 | 100.65 | 69.8199 | 52.5528 | 56.3411 
InterfModel=0 39 | 104.221 | 100.326 | 69.0165 | 52.8776 | 56.6843 
InterfModel=0 40 | 103.608 | 100.452 | 68.494 | 53.6866 | 56.263 
InterfModel=0 41 | 104.386 | 100.032 | 68.9995 | 53.5182 | 55.489 
InterfModel=0 42 | 104.988 | 100.543 | 69.2186 | 53.9778 | 55.8164 
InterfModel=0 43 | 103.435 | 100.413 | 69.4091 | 52.9858 | 56.0583 
InterfModel=0 44 | 102.248 | 100.877 | 69.877 | 54.4234 | 56.3009 
InterfModel=0 45 | 103.734 | 100.051 | 69.6895 | 52.5507 | 56.612 
InterfModel=0 46 | 104.925 | 100.195 | 69.0234 | 54.3921 | 55.8643 
InterfModel=0 47 | 105.068 | 100.336 | 69.469 | 53.794 | 57.3427 
InterfModel=0 48 | 105.001 | 100.645 | 70.8983 | 54.3919 | 56.1459 
InterfModel=0 49 | 103.502 | 100.821 | 68.8631 | 53.9824 | 55.178 
InterfModel=0 50 | 104.208 | 100.144 | 69.5429 | 53.3818 | 54.8434 
InterfModel=0 51 | 103.829 | 100.623 | 68.8462 | 53.1722 | 55.3489 
InterfModel=0 52 | 103.904 | 100.377 | 68.2529 | 53.0132 | 56.7754 
InterfModel=0 53 | 103.927 | 100.31 | 69.3855 | 53.8729 | 53.8417 
InterfModel=0 54 | 104.242 | 99.79 | 68.9059 | 54.6029 | 56.9138 
InterfModel=0 55 | 103.089 | 100.349 | 69.4556 | 52.6301 | 58.2683 
InterfModel=0 56 | 103.971 | 101.247 | 70.2101 | 54.8707 | 54.1456 
InterfModel=0 57 | 104.866 | 100.77 | 70.4175 | 53.8191 | 54.669 
InterfModel=0 58 | 104.847 | 100.698 | 69.8523 | 52.5503 | 55.97 
InterfModel=0 59 | 103.467 | 100.931 | 68.3628 | 53.232 | 56.1725 
InterfModel=0 60 | 103.826 | 100.231 | 68.7259 | 52.9498 | 54.6562 
InterfModel=0 61 | 102.834 | 100.577 | 70.1978 | 52.5344 | 56.0599 
InterfModel=0 62 | 103.561 | 99.9845 | 70.4268 | 54.3712 | 55.5662 
InterfModel=0 63 | 104.336 | 100.222 | 69.3545 | 53.7387 | 55.5107 
InterfModel=0 64 | 104.015 | 100.697 | 70.6025 | 52.4853 | 56.1291 
InterfModel=0 65 | 103.864 | 100.14 | 69.5228 | 53.1273 | 55.6701 
InterfModel=0 66 | 104.287 | 100.337 | 69.4397 | 51.8357 | 56.5159 
InterfModel=0 67 | 103.558 | 100.107 | 69.6243 | 51.2698 | 57.9832 
InterfModel=0 68 | 103.864 | 100.131 | 68.9734 | 53.5861 | 56.0941 
InterfModel=0 69 | 105.463 | 100.221 | 69.4525 | 54.1655 | 55.5537 
InterfModel=0 70 | 103.604 | 100.63 | 70.5038 | 53.5109 | 56.8911 
InterfModel=0 71 | 104.114 | 100.966 | 69.8532 | 52.4059 | 56.7049 
InterfModel=0 72 | 106.082 | 100.148 | 69.3023 | 51.5998 | 58.5272 
InterfModel=0 73 | 105.138 | 100.537 | 69.6056 | 53.8846 | 55.4457 
InterfModel=0 74 | 103.298 | 100.734 | 69.8638 | 52.1585 | 56.3818 
InterfModel=0 75 | 105.749 | 100.845 | 69.3726 | 53.9144 | 54.7927 
