CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.068 | 0.021 | 0.082 | 0.274 | 0.317 
InterfModel=1 | 0.146 | 0.104 | 0.287 | 0.511 | 0.608 
InterfModel=2 | 0.106 | 0.018 | 0.156 | 0.356 | 0.458 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0646882 | 0.0223408 | 0.0893532 | 0.277104 | 0.314575 
InterfModel=0 1 | 0.0710237 | 0.0200067 | 0.0826851 | 0.288438 | 0.312708 
InterfModel=0 2 | 0.0730243 | 0.0236745 | 0.0786842 | 0.268933 | 0.313108 
InterfModel=0 3 | 0.06002 | 0.024008 | 0.0793509 | 0.273103 | 0.314042 
InterfModel=0 4 | 0.0646882 | 0.0173391 | 0.0822405 | 0.28901 | 0.306615 
InterfModel=0 5 | 0.0643548 | 0.0230077 | 0.0773505 | 0.248967 | 0.335156 
InterfModel=0 6 | 0.0553518 | 0.0173391 | 0.0833519 | 0.270036 | 0.318576 
InterfModel=0 7 | 0.0663555 | 0.0233411 | 0.0815737 | 0.294573 | 0.287772 
InterfModel=0 8 | 0.0736912 | 0.0226742 | 0.0835741 | 0.274303 | 0.307908 
InterfModel=0 9 | 0.0623541 | 0.0290096 | 0.0806846 | 0.262835 | 0.32311 
InterfModel=0 10 | 0.0580193 | 0.0173333 | 0.0826851 | 0.276607 | 0.323643 
InterfModel=0 11 | 0.0656886 | 0.027009 | 0.0842409 | 0.27657 | 0.323643 
InterfModel=0 12 | 0.069023 | 0.0230077 | 0.0726828 | 0.261768 | 0.319243 
InterfModel=0 13 | 0.0623541 | 0.0213404 | 0.0693488 | 0.263635 | 0.339824 
InterfModel=0 14 | 0.0740247 | 0.0203401 | 0.0886863 | 0.279771 | 0.307908 
InterfModel=0 15 | 0.0623333 | 0.0206736 | 0.0804623 | 0.271103 | 0.343379 
InterfModel=0 16 | 0.0676892 | 0.0223408 | 0.0815737 | 0.291811 | 0.318976 
InterfModel=0 17 | 0.069023 | 0.024008 | 0.0906868 | 0.291811 | 0.30324 
InterfModel=0 18 | 0.0606869 | 0.0293431 | 0.0855936 | 0.27497 | 0.315909 
InterfModel=0 19 | 0.0676666 | 0.0206736 | 0.0802401 | 0.257234 | 0.315375 
InterfModel=0 20 | 0.0666889 | 0.0233411 | 0.0742387 | 0.287277 | 0.326844 
InterfModel=0 21 | 0.0670223 | 0.0196732 | 0.092 | 0.282075 | 0.314884 
InterfModel=0 22 | 0.0670223 | 0.022 | 0.0729051 | 0.2568 | 0.343425 
InterfModel=0 23 | 0.0706902 | 0.0226742 | 0.0817959 | 0.264835 | 0.335023 
InterfModel=0 24 | 0.0713571 | 0.0176725 | 0.0673483 | 0.279371 | 0.314709 
InterfModel=0 25 | 0.0723575 | 0.0186729 | 0.072016 | 0.259501 | 0.32271 
InterfModel=0 26 | 0.0683561 | 0.021007 | 0.0817959 | 0.274837 | 0.330311 
InterfModel=0 27 | 0.0783594 | 0.0213333 | 0.0731274 | 0.274703 | 0.316175 
InterfModel=0 28 | 0.0676666 | 0.0206736 | 0.0822405 | 0.284342 | 0.306574 
InterfModel=0 29 | 0.0703568 | 0.0170057 | 0.0813514 | 0.281104 | 0.309108 
InterfModel=0 30 | 0.0680227 | 0.0200067 | 0.0942432 | 0.2636 | 0.314575 
InterfModel=0 31 | 0.0713571 | 0.0223408 | 0.0960214 | 0.283638 | 0.329777 
InterfModel=0 32 | 0.0666889 | 0.0190063 | 0.0809069 | 0.254601 | 0.327377 
InterfModel=0 33 | 0.0626876 | 0.0223408 | 0.0775728 | 0.268569 | 0.319243 
InterfModel=0 34 | 0.0650217 | 0.0213404 | 0.0800178 | 0.279904 | 0.314175 
InterfModel=0 35 | 0.0710237 | 0.021007 | 0.0831296 | 0.283104 | 0.297906 
InterfModel=0 36 | 0.08 | 0.024008 | 0.09002 | 0.275503 | 0.311016 
InterfModel=0 37 | 0.0620207 | 0.0226742 | 0.074461 | 0.276304 | 0.318042 
InterfModel=0 38 | 0.0710237 | 0.0213404 | 0.0882418 | 0.262 | 0.322443 
InterfModel=0 39 | 0.0726909 | 0.0223408 | 0.0733497 | 0.270703 | 0.324177 
InterfModel=0 40 | 0.0626876 | 0.0216739 | 0.0777951 | 0.278933 | 0.319819 
InterfModel=0 41 | 0.0670223 | 0.0166723 | 0.0751278 | 0.27377 | 0.307549 
InterfModel=0 42 | 0.0776926 | 0.0230077 | 0.0753501 | 0.285105 | 0.316175 
InterfModel=0 43 | 0.0666889 | 0.021 | 0.0786842 | 0.2684 | 0.317642 
InterfModel=0 44 | 0.0543514 | 0.0266756 | 0.0882222 | 0.284743 | 0.32271 
InterfModel=0 45 | 0.0700234 | 0.0193398 | 0.0833519 | 0.264169 | 0.320843 
InterfModel=0 46 | 0.0743581 | 0.0186729 | 0.0722383 | 0.290039 | 0.310216 
InterfModel=0 47 | 0.075025 | 0.0200067 | 0.0835741 | 0.279771 | 0.328977 
InterfModel=0 48 | 0.0756919 | 0.0246667 | 0.0995777 | 0.286476 | 0.317285 
InterfModel=0 49 | 0.0670223 | 0.0236745 | 0.0740165 | 0.280971 | 0.306174 
InterfModel=0 50 | 0.0666889 | 0.0183395 | 0.0880195 | 0.274607 | 0.296612 
InterfModel=0 51 | 0.0640213 | 0.021007 | 0.0706823 | 0.271939 | 0.310483 
InterfModel=0 52 | 0.0713571 | 0.0220073 | 0.0662223 | 0.268836 | 0.327644 
InterfModel=0 53 | 0.0723333 | 0.0200067 | 0.0849078 | 0.277904 | 0.285505 
InterfModel=0 54 | 0.0703568 | 0.0176725 | 0.0740165 | 0.289239 | 0.330177 
InterfModel=0 55 | 0.0666889 | 0.0203401 | 0.0813514 | 0.265102 | 0.345779 
