CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.019 | 0.011 | 0.021 | 0.197 | 0.224 
InterfModel=1 | 0.042 | 0.035 | 0.045 | 0.34 | 0.389 
InterfModel=2 | 0.032 | 0.01 | 0.034 | 0.264 | 0.32 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0166723 | 0.00866956 | 0.0248944 | 0.20016 | 0.216696 
InterfModel=0 1 | 0.0203401 | 0.0110037 | 0.0211158 | 0.191092 | 0.235898 
InterfModel=0 2 | 0.0140046 | 0.0126709 | 0.0226717 | 0.180933 | 0.250833 
InterfModel=0 3 | 0.018006 | 0.0116705 | 0.0253389 | 0.212162 | 0.209628 
InterfModel=0 4 | 0.0206736 | 0.0116705 | 0.020449 | 0.195519 | 0.222859 
InterfModel=0 5 | 0.0133378 | 0.0100033 | 0.021338 | 0.192826 | 0.228061 
InterfModel=0 6 | 0.0190063 | 0.0100033 | 0.018004 | 0.213495 | 0.215362 
InterfModel=0 7 | 0.018006 | 0.0143381 | 0.0195599 | 0.189492 | 0.226297 
InterfModel=0 8 | 0.0193398 | 0.0106702 | 0.0235608 | 0.196293 | 0.215762 
InterfModel=0 9 | 0.0196732 | 0.0100033 | 0.0233385 | 0.199227 | 0.213895 
InterfModel=0 10 | 0.0203401 | 0.013 | 0.0242276 | 0.177914 | 0.2471 
InterfModel=0 11 | 0.0183395 | 0.0113371 | 0.0202267 | 0.192959 | 0.223096 
InterfModel=0 12 | 0.0236745 | 0.00933647 | 0.0211158 | 0.206428 | 0.219096 
InterfModel=0 13 | 0.0176725 | 0.0133378 | 0.0191154 | 0.208428 | 0.217658 
InterfModel=0 14 | 0.0183395 | 0.0103368 | 0.021338 | 0.20216 | 0.216162 
InterfModel=0 15 | 0.0266666 | 0.00900298 | 0.022894 | 0.205761 | 0.215895 
InterfModel=0 16 | 0.0183395 | 0.012004 | 0.0182263 | 0.194985 | 0.238698 
InterfModel=0 17 | 0.018006 | 0.0100033 | 0.0257835 | 0.202721 | 0.218829 
InterfModel=0 18 | 0.0163388 | 0.0106702 | 0.018675 | 0.20016 | 0.229097 
InterfModel=0 19 | 0.0156667 | 0.0106702 | 0.0188931 | 0.188959 | 0.215495 
InterfModel=0 20 | 0.0253418 | 0.0110037 | 0.0206712 | 0.194318 | 0.22523 
InterfModel=0 21 | 0.0160053 | 0.0140046 | 0.0197778 | 0.206989 | 0.216991 
InterfModel=0 22 | 0.0166723 | 0.0143333 | 0.020449 | 0.198133 | 0.234996 
InterfModel=0 23 | 0.024008 | 0.0116705 | 0.0175595 | 0.203494 | 0.213257 
InterfModel=0 24 | 0.0173391 | 0.0100033 | 0.0182263 | 0.206161 | 0.222563 
InterfModel=0 25 | 0.0140046 | 0.0106702 | 0.021338 | 0.197093 | 0.218562 
InterfModel=0 26 | 0.0190063 | 0.0100033 | 0.0197822 | 0.200427 | 0.239099 
InterfModel=0 27 | 0.015005 | 0.0143333 | 0.020449 | 0.182291 | 0.232564 
InterfModel=0 28 | 0.018 | 0.00800264 | 0.0206712 | 0.198453 | 0.225897 
InterfModel=0 29 | 0.0203401 | 0.00866956 | 0.0206712 | 0.196293 | 0.232031 
InterfModel=0 30 | 0.021007 | 0.0096699 | 0.0211158 | 0.208133 | 0.215229 
InterfModel=0 31 | 0.0183395 | 0.00933647 | 0.0275617 | 0.207628 | 0.203094 
InterfModel=0 32 | 0.0193398 | 0.0100033 | 0.0193377 | 0.185916 | 0.236565 
InterfModel=0 33 | 0.0183395 | 0.0133378 | 0.0220049 | 0.192559 | 0.239499 
InterfModel=0 34 | 0.0190063 | 0.0140046 | 0.0226717 | 0.197893 | 0.234031 
InterfModel=0 35 | 0.0163388 | 0.00866956 | 0.0173372 | 0.209228 | 0.22243 
InterfModel=0 36 | 0.0216666 | 0.0140046 | 0.0237831 | 0.191759 | 0.227794 
InterfModel=0 37 | 0.0206736 | 0.0116705 | 0.0244499 | 0.202027 | 0.208028 
InterfModel=0 38 | 0.0220073 | 0.0103368 | 0.022894 | 0.194933 | 0.227097 
InterfModel=0 39 | 0.0176725 | 0.0106702 | 0.0186708 | 0.207761 | 0.216562 
