CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=2 48 | - | 26 | 12 | 2195 | 765 
InterfModel=0,node=2 49 | - | 19 | 21 | 2212 | 746 
InterfModel=0,node=2 50 | - | 17 | 14 | 2254 | 712 
InterfModel=0,node=2 51 | - | 21 | 21 | 2260 | 695 
InterfModel=0,node=2 52 | - | 18 | 9 | 2302 | 669 
InterfModel=0,node=2 53 | - | 17 | 13 | 2220 | 748 
InterfModel=0,node=2 54 | - | 13 | 15 | 2286 | 683 
InterfModel=0,node=2 55 | - | 23 | 13 | 2249 | 712 
InterfModel=0,node=2 56 | - | 18 | 11 | 2258 | 712 
InterfModel=0,node=2 57 | - | 18 | 13 | 2244 | 724 
InterfModel=0,node=2 58 | - | 18 | 8 | 2256 | 717 
InterfModel=0,node=2 59 | - | 11 | 14 | 2270 | 702 
InterfModel=0,node=2 60 | - | 14 | 10 | 2285 | 688 
InterfModel=0,node=2 61 | - | 22 | 18 | 2234 | 725 
InterfModel=0,node=2 62 | - | 19 | 19 | 2180 | 779 
InterfModel=0,node=2 63 | - | 17 | 14 | 2270 | 696 
InterfModel=0,node=2 64 | - | 19 | 13 | 2298 | 667 
InterfModel=0,node=2 65 | - | 19 | 23 | 2179 | 778 
InterfModel=0,node=2 66 | - | 24 | 8 | 2303 | 664 
InterfModel=0,node=2 67 | - | 15 | 13 | 2267 | 704 
InterfModel=0,node=2 68 | - | 19 | 14 | 2313 | 651 
InterfModel=0,node=2 69 | - | 18 | 18 | 2251 | 711 
InterfModel=0,node=2 70 | - | 26 | 20 | 2294 | 657 
InterfModel=0,node=2 71 | - | 19 | 20 | 2202 | 757 
InterfModel=0,node=2 72 | - | 28 | 8 | 2235 | 727 
InterfModel=0,node=2 73 | - | 22 | 8 | 2269 | 700 
InterfModel=0,node=2 74 | - | 30 | 18 | 2211 | 739 
InterfModel=0,node=2 75 | - | 20 | 16 | 2209 | 753 
InterfModel=0,node=2 76 | - | 25 | 16 | 2294 | 662 
InterfModel=0,node=2 77 | - | 20 | 12 | 2245 | 721 
InterfModel=0,node=2 78 | - | 22 | 14 | 2183 | 778 
InterfModel=0,node=2 79 | - | 16 | 17 | 2248 | 717 
InterfModel=0,node=2 80 | - | 29 | 13 | 2261 | 696 
InterfModel=0,node=2 81 | - | 27 | 20 | 2244 | 705 
InterfModel=0,node=2 82 | - | 20 | 16 | 2266 | 697 
InterfModel=0,node=2 83 | - | 19 | 26 | 2222 | 730 
InterfModel=0,node=2 84 | - | 14 | 8 | 2321 | 655 
InterfModel=0,node=2 85 | - | 21 | 17 | 2195 | 765 
InterfModel=0,node=2 86 | - | 13 | 15 | 2264 | 707 
InterfModel=0,node=2 87 | - | 28 | 20 | 2217 | 732 
InterfModel=0,node=2 88 | - | 22 | 26 | 2190 | 759 
InterfModel=0,node=2 89 | - | 23 | 10 | 2324 | 642 
InterfModel=0,node=2 90 | - | 12 | 8 | 2317 | 661 
InterfModel=0,node=2 91 | - | 18 | 20 | 2177 | 784 
InterfModel=0,node=2 92 | - | 19 | 21 | 2197 | 760 
InterfModel=0,node=2 93 | - | 24 | 20 | 2203 | 752 
InterfModel=0,node=2 94 | - | 15 | 21 | 2119 | 842 
InterfModel=0,node=2 95 | - | 26 | 16 | 2218 | 737 
InterfModel=0,node=2 96 | - | 19 | 13 | 2236 | 731 
InterfModel=0,node=2 97 | - | 20 | 8 | 2307 | 664 
InterfModel=0,node=2 98 | - | 16 | 19 | 2150 | 814 
InterfModel=0,node=2 99 | - | 18 | 10 | 2344 | 626 
InterfModel=0,node=3 0 | 9 | 14 | 126 | 3286 | 1064 
InterfModel=0,node=3 1 | 3 | 17 | 108 | 3369 | 1003 
InterfModel=0,node=3 2 | 5 | 21 | 118 | 3354 | 1000 
InterfModel=0,node=3 3 | - | 17 | 128 | 3465 | 886 
InterfModel=0,node=3 4 | - | 22 | 117 | 3405 | 947 
InterfModel=0,node=3 5 | - | 18 | 127 | 3377 | 975 
InterfModel=0,node=3 6 | - | 14 | 111 | 3377 | 983 
InterfModel=0,node=3 7 | - | 26 | 114 | 3360 | 990 
InterfModel=0,node=3 8 | - | 20 | 108 | 3388 | 983 
InterfModel=0,node=3 9 | - | 20 | 108 | 3486 | 883 
InterfModel=0,node=3 10 | - | 14 | 141 | 3393 | 939 
InterfModel=0,node=3 11 | - | 17 | 116 | 3491 | 873 
InterfModel=0,node=3 12 | - | 13 | 114 | 3472 | 892 
InterfModel=0,node=3 13 | - | 13 | 113 | 3449 | 919 
InterfModel=0,node=3 14 | - | 15 | 93 | 3338 | 1050 
InterfModel=0,node=3 15 | - | 24 | 89 | 3537 | 849 
InterfModel=0,node=3 16 | - | 21 | 114 | 3287 | 1074 
InterfModel=0,node=3 17 | - | 15 | 114 | 3374 | 990 
InterfModel=0,node=3 18 | - | 20 | 108 | 3552 | 816 
InterfModel=0,node=3 19 | - | 22 | 109 | 3432 | 933 
InterfModel=0,node=3 20 | - | 15 | 118 | 3376 | 986 
InterfModel=0,node=3 21 | - | 25 | 118 | 3324 | 1032 
InterfModel=0,node=3 22 | - | 21 | 123 | 3392 | 958 
InterfModel=0,node=3 23 | - | 23 | 101 | 3446 | 924 
InterfModel=0,node=3 24 | - | 18 | 101 | 3494 | 884 
InterfModel=0,node=3 25 | - | 15 | 123 | 3403 | 954 
InterfModel=0,node=3 26 | - | 20 | 129 | 3325 | 1022 
InterfModel=0,node=3 27 | - | 14 | 123 | 3477 | 883 
InterfModel=0,node=3 28 | - | 12 | 115 | 3309 | 1060 
InterfModel=0,node=3 29 | - | 27 | 112 | 3293 | 1064 
InterfModel=0,node=3 30 | - | 14 | 118 | 3393 | 969 
InterfModel=0,node=3 31 | - | 19 | 114 | 3399 | 965 
InterfModel=0,node=3 32 | - | 21 | 120 | 3345 | 1011 
InterfModel=0,node=3 33 | - | 21 | 82 | 3492 | 889 
InterfModel=0,node=3 34 | - | 17 | 97 | 3383 | 1002 
InterfModel=0,node=3 35 | - | 24 | 125 | 3318 | 1027 
InterfModel=0,node=3 36 | - | 19 | 103 | 3448 | 925 
InterfModel=0,node=3 37 | - | 24 | 118 | 3498 | 856 
InterfModel=0,node=3 38 | - | 17 | 115 | 3531 | 834 
InterfModel=0,node=3 39 | - | 20 | 128 | 3401 | 947 
InterfModel=0,node=3 40 | - | 27 | 116 | 3370 | 981 
InterfModel=0,node=3 41 | - | 22 | 109 | 3396 | 969 
InterfModel=0,node=3 42 | - | 13 | 110 | 3428 | 945 
InterfModel=0,node=3 43 | - | 19 | 111 | 3379 | 987 
InterfModel=0,node=3 44 | - | 19 | 107 | 3336 | 1034 
InterfModel=0,node=3 45 | - | 26 | 100 | 3417 | 948 
InterfModel=0,node=3 46 | - | 16 | 104 | 3545 | 832 
InterfModel=0,node=3 47 | - | 24 | 96 | 3474 | 891 
InterfModel=0,node=3 48 | - | 18 | 115 | 3356 | 1007 
InterfModel=0,node=3 49 | - | 19 | 116 | 3310 | 1046 
InterfModel=0,node=3 50 | - | 20 | 112 | 3392 | 972 
InterfModel=0,node=3 51 | - | 22 | 79 | 3374 | 1019 
InterfModel=0,node=3 52 | - | 21 | 100 | 3375 | 1001 
InterfModel=0,node=3 53 | - | 20 | 134 | 3395 | 944 
InterfModel=0,node=3 54 | - | 15 | 107 | 3494 | 880 
InterfModel=0,node=3 55 | - | 21 | 130 | 3489 | 853 
InterfModel=0,node=3 56 | - | 24 | 113 | 3492 | 866 
InterfModel=0,node=3 57 | - | 17 | 114 | 3510 | 858 
InterfModel=0,node=3 58 | - | 21 | 116 | 3355 | 1008 
InterfModel=0,node=3 59 | - | 21 | 102 | 3406 | 966 
InterfModel=0,node=3 60 | - | 22 | 112 | 3398 | 965 
InterfModel=0,node=3 61 | - | 23 | 123 | 3358 | 993 
InterfModel=0,node=3 62 | - | 18 | 136 | 3342 | 1001 
InterfModel=0,node=3 63 | - | 12 | 125 | 3344 | 1013 
InterfModel=0,node=3 64 | - | 25 | 110 | 3442 | 921 
InterfModel=0,node=3 65 | - | 19 | 120 | 3488 | 867 
InterfModel=0,node=3 66 | - | 22 | 124 | 3406 | 944 
InterfModel=0,node=3 67 | - | 31 | 119 | 3294 | 1049 
InterfModel=0,node=3 68 | - | 24 | 114 | 3446 | 910 
InterfModel=0,node=3 69 | - | 25 | 116 | 3279 | 1073 
InterfModel=0,node=3 70 | - | 15 | 99 | 3331 | 1051 
InterfModel=0,node=3 71 | - | 17 | 128 | 3404 | 948 
InterfModel=0,node=3 72 | - | 21 | 100 | 3527 | 848 
InterfModel=0,node=3 73 | - | 11 | 109 | 3501 | 878 
InterfModel=0,node=3 74 | - | 21 | 112 | 3458 | 904 
InterfModel=0,node=3 75 | - | 16 | 122 | 3393 | 966 
InterfModel=0,node=3 76 | - | 25 | 113 | 3327 | 1030 
InterfModel=0,node=3 77 | - | 19 | 97 | 3507 | 872 
InterfModel=0,node=3 78 | - | 17 | 130 | 3391 | 958 
InterfModel=0,node=3 79 | - | 16 | 103 | 3344 | 1034 
InterfModel=0,node=3 80 | - | 14 | 116 | 3396 | 972 
InterfModel=0,node=3 81 | - | 21 | 96 | 3366 | 1005 
InterfModel=0,node=3 82 | - | 13 | 111 | 3493 | 874 
InterfModel=0,node=3 83 | - | 16 | 104 | 3455 | 911 
InterfModel=0,node=3 84 | - | 18 | 106 | 3418 | 955 
InterfModel=0,node=3 85 | - | 14 | 87 | 3514 | 881 
InterfModel=0,node=3 86 | - | 14 | 125 | 3368 | 992 
InterfModel=0,node=3 87 | - | 12 | 112 | 3517 | 856 
InterfModel=0,node=3 88 | - | 18 | 96 | 3334 | 1047 
InterfModel=0,node=3 89 | - | 21 | 103 | 3435 | 940 
InterfModel=0,node=3 90 | - | 20 | 152 | 3433 | 891 
InterfModel=0,node=3 91 | - | 22 | 118 | 3394 | 955 
InterfModel=0,node=3 92 | - | 18 | 104 | 3375 | 999 
InterfModel=0,node=3 93 | - | 17 | 124 | 3310 | 1044 
InterfModel=0,node=3 94 | - | 17 | 109 | 3515 | 852 
InterfModel=0,node=3 95 | - | 18 | 142 | 3519 | 812 
InterfModel=0,node=3 96 | - | 16 | 127 | 3414 | 940 
InterfModel=0,node=3 97 | - | 17 | 127 | 3353 | 999 
InterfModel=0,node=3 98 | - | 22 | 137 | 3365 | 966 
InterfModel=0,node=3 99 | - | 12 | 129 | 3351 | 1005 
InterfModel=0,node=4 0 | 1384 | 17 | 42 | 4983 | 1040 
InterfModel=0,node=4 1 | 1430 | 17 | 42 | 4748 | 1231 
InterfModel=0,node=4 2 | 1433 | 15 | 59 | 4775 | 1194 
InterfModel=0,node=4 3 | 1334 | 22 | 46 | 4961 | 1117 
InterfModel=0,node=4 4 | 1260 | 21 | 42 | 5030 | 1115 
InterfModel=0,node=4 5 | 1499 | 13 | 47 | 4709 | 1199 
InterfModel=0,node=4 6 | 1229 | 21 | 40 | 5244 | 933 
InterfModel=0,node=4 7 | 1366 | 18 | 24 | 5088 | 970 
InterfModel=0,node=4 8 | 1323 | 20 | 31 | 5080 | 1013 
InterfModel=0,node=4 9 | 1326 | 19 | 56 | 5017 | 1048 
InterfModel=0,node=4 10 | 1281 | 19 | 33 | 5110 | 1022 
InterfModel=0,node=4 11 | 1404 | 13 | 32 | 5005 | 1014 
InterfModel=0,node=4 12 | 1417 | 13 | 28 | 5018 | 993 
InterfModel=0,node=4 13 | 1292 | 12 | 46 | 4993 | 1124 
InterfModel=0,node=4 14 | 1244 | 21 | 37 | 5247 | 918 
InterfModel=0,node=4 15 | 1376 | 22 | 38 | 4969 | 1061 
InterfModel=0,node=4 16 | 1330 | 12 | 37 | 5111 | 977 
InterfModel=0,node=4 17 | 1271 | 17 | 25 | 5220 | 935 
InterfModel=0,node=4 18 | 1509 | 28 | 37 | 4781 | 1114 
InterfModel=0,node=4 19 | 1305 | 15 | 28 | 5067 | 1056 
InterfModel=0,node=4 20 | 1354 | 20 | 32 | 5102 | 959 
InterfModel=0,node=4 21 | 1470 | 22 | 47 | 4832 | 1098 
InterfModel=0,node=4 22 | 1387 | 18 | 38 | 4824 | 1200 
InterfModel=0,node=4 23 | 1255 | 21 | 37 | 5006 | 1150 
InterfModel=0,node=4 24 | 1349 | 21 | 43 | 4956 | 1100 
InterfModel=0,node=4 25 | 1329 | 14 | 31 | 4966 | 1129 
InterfModel=0,node=4 26 | 1349 | 15 | 35 | 5046 | 1026 
InterfModel=0,node=4 27 | 1350 | 19 | 46 | 4872 | 1179 
InterfModel=0,node=4 28 | 1528 | 25 | 35 | 4900 | 977 
InterfModel=0,node=4 29 | 1292 | 17 | 44 | 5008 | 1112 
InterfModel=0,node=4 30 | 1366 | 15 | 41 | 4896 | 1150 
InterfModel=0,node=4 31 | 1259 | 14 | 43 | 5075 | 1076 
InterfModel=0,node=4 32 | 1321 | 20 | 41 | 5058 | 1031 
InterfModel=0,node=4 33 | 1360 | 24 | 49 | 4825 | 1211 
InterfModel=0,node=4 34 | 1403 | 14 | 48 | 4829 | 1176 
InterfModel=0,node=4 35 | 1438 | 19 | 40 | 4821 | 1149 
InterfModel=0,node=4 36 | 1333 | 20 | 32 | 5112 | 971 
InterfModel=0,node=4 37 | 1287 | 19 | 44 | 5008 | 1107 
InterfModel=0,node=4 38 | 1305 | 19 | 45 | 4953 | 1145 
InterfModel=0,node=4 39 | 1406 | 22 | 53 | 4755 | 1230 
InterfModel=0,node=4 40 | 1423 | 16 | 46 | 4794 | 1194 
InterfModel=0,node=4 41 | 1433 | 13 | 44 | 4821 | 1155 
InterfModel=0,node=4 42 | 1523 | 23 | 36 | 4856 | 1028 
InterfModel=0,node=4 43 | 1351 | 12 | 39 | 4885 | 1180 
InterfModel=0,node=4 44 | 1400 | 16 | 24 | 5078 | 947 
InterfModel=0,node=4 45 | 1336 | 20 | 30 | 5145 | 941 
InterfModel=0,node=4 46 | 1406 | 17 | 47 | 4876 | 1120 
InterfModel=0,node=4 47 | 1339 | 26 | 31 | 5113 | 957 
InterfModel=0,node=4 48 | 1318 | 19 | 41 | 5153 | 934 
InterfModel=0,node=4 49 | 1364 | 16 | 41 | 5005 | 1044 
InterfModel=0,node=4 50 | 1277 | 20 | 44 | 5008 | 1116 
InterfModel=0,node=4 51 | 1336 | 12 | 40 | 5148 | 931 
InterfModel=0,node=4 52 | 1326 | 16 | 39 | 5118 | 967 
InterfModel=0,node=4 53 | 1375 | 14 | 38 | 5044 | 1005 
InterfModel=0,node=4 54 | 1432 | 13 | 40 | 4822 | 1161 
InterfModel=0,node=4 55 | 1365 | 17 | 54 | 4907 | 1123 
InterfModel=0,node=4 56 | 1479 | 13 | 59 | 4760 | 1158 
InterfModel=0,node=4 57 | 1402 | 19 | 47 | 4939 | 1060 
InterfModel=0,node=4 58 | 1326 | 25 | 37 | 4947 | 1131 
InterfModel=0,node=4 59 | 1328 | 13 | 50 | 4966 | 1113 
InterfModel=0,node=4 60 | 1296 | 16 | 49 | 4884 | 1221 
InterfModel=0,node=4 61 | 1403 | 15 | 40 | 4857 | 1154 
InterfModel=0,node=4 62 | 1390 | 18 | 29 | 4931 | 1100 
InterfModel=0,node=4 63 | 1372 | 18 | 32 | 5026 | 1022 
InterfModel=0,node=4 64 | 1549 | 15 | 51 | 4667 | 1184 
InterfModel=0,node=4 65 | 1278 | 22 | 41 | 5078 | 1051 
InterfModel=0,node=4 66 | 1291 | 10 | 46 | 4940 | 1183 
InterfModel=0,node=4 67 | 1374 | 17 | 32 | 4968 | 1076 
InterfModel=0,node=4 68 | 1473 | 16 | 46 | 4711 | 1225 
InterfModel=0,node=4 69 | 1329 | 14 | 43 | 4965 | 1116 
InterfModel=0,node=4 70 | 1312 | 12 | 41 | 5186 | 920 
InterfModel=0,node=4 71 | 1441 | 15 | 39 | 5033 | 938 
InterfModel=0,node=4 72 | 1447 | 11 | 48 | 4730 | 1230 
InterfModel=0,node=4 73 | 1343 | 16 | 46 | 4850 | 1213 
InterfModel=0,node=4 74 | 1367 | 21 | 46 | 4917 | 1123 
