CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 99.172 | 99.458 | 65.573 | 48.195 | 48.817 
InterfModel=1 | 102.034 | 102.283 | 67.821 | 57.907 | 60.182 
InterfModel=2 | 101.264 | 99.765 | 66.994 | 52.485 | 54.087 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 100.328 | 99.8211 | 65.2741 | 48.0683 | 49.0128 
InterfModel=0 1 | 99.0385 | 99.4941 | 65.609 | 48.9549 | 48.2921 
InterfModel=0 2 | 98.9918 | 99.1842 | 65.3549 | 48.8738 | 48.3761 
InterfModel=0 3 | 99.4717 | 99.3111 | 65.6226 | 48.1273 | 48.9112 
InterfModel=0 4 | 99.1768 | 99.4934 | 66.2056 | 47.5222 | 49.7936 
InterfModel=0 5 | 99.5419 | 99.7609 | 65.8032 | 49.1194 | 47.8093 
InterfModel=0 6 | 99.7417 | 99.4934 | 65.3396 | 47.2237 | 50.0885 
InterfModel=0 7 | 98.9413 | 99.6282 | 66.0986 | 48.1547 | 48.7817 
InterfModel=0 8 | 99.5724 | 99.7335 | 65.6362 | 47.6211 | 48.8925 
InterfModel=0 9 | 99.3721 | 99.9282 | 65.5326 | 47.8713 | 49.1598 
InterfModel=0 10 | 98.5817 | 99.316 | 65.1736 | 47.3746 | 49.9364 
InterfModel=0 11 | 99.2942 | 99.1309 | 65.2727 | 48.5206 | 48.9219 
InterfModel=0 12 | 98.6986 | 99.4823 | 65.3131 | 48.5635 | 48.0519 
InterfModel=0 13 | 99.3094 | 99.8149 | 65.5484 | 47.5644 | 49.2862 
InterfModel=0 14 | 98.5848 | 99.1549 | 65.2268 | 47.3671 | 49.1999 
InterfModel=0 15 | 98.2473 | 99.4031 | 65.583 | 48.307 | 48.1532 
InterfModel=0 16 | 99.1937 | 99.4121 | 65.5788 | 48.0053 | 49.401 
InterfModel=0 17 | 98.5589 | 99.0331 | 65.582 | 47.5519 | 49.2333 
InterfModel=0 18 | 98.6897 | 99.0766 | 65.5747 | 49.3829 | 48.3223 
InterfModel=0 19 | 99.4912 | 99.7971 | 66.0382 | 47.5027 | 48.3453 
InterfModel=0 20 | 99.4734 | 99.2484 | 65.414 | 48.2221 | 49.8882 
InterfModel=0 21 | 99.5742 | 99.3986 | 66.139 | 49.0904 | 48.5363 
InterfModel=0 22 | 98.7782 | 99.0644 | 66.1159 | 48.0693 | 48.3922 
InterfModel=0 23 | 98.8195 | 99.5806 | 65.8081 | 47.4443 | 49.5287 
InterfModel=0 24 | 98.8958 | 99.4123 | 65.4234 | 47.9872 | 49.7683 
InterfModel=0 25 | 98.7535 | 99.3211 | 66.1695 | 48.0049 | 48.8195 
InterfModel=0 26 | 99.3758 | 99.7828 | 65.9022 | 47.7538 | 49.7934 
InterfModel=0 27 | 99.8955 | 99.4951 | 65.368 | 48.1744 | 49.2791 
InterfModel=0 28 | 99.1318 | 99.0591 | 65.0165 | 49.725 | 48.7957 
InterfModel=0 29 | 99.4621 | 99.2774 | 65.6771 | 47.4858 | 48.7027 
InterfModel=0 30 | 98.6236 | 99.3677 | 65.6539 | 48.1466 | 48.1154 
InterfModel=0 31 | 99.2822 | 99.8098 | 65.9336 | 47.4539 | 48.7146 
InterfModel=0 32 | 98.9612 | 99.4796 | 65.0464 | 47.978 | 49.0336 
InterfModel=0 33 | 98.4205 | 99.7653 | 65.3413 | 48.3423 | 48.3013 
InterfModel=0 34 | 99.5255 | 99.1968 | 65.0665 | 48.5678 | 49.0183 
InterfModel=0 35 | 99.2454 | 99.7987 | 65.884 | 48.8284 | 48.5592 
InterfModel=0 36 | 99.4656 | 99.5427 | 65.2435 | 47.9135 | 48.8324 
InterfModel=0 37 | 99.2098 | 99.4473 | 65.8318 | 47.8033 | 49.5092 
InterfModel=0 38 | 98.7609 | 99.433 | 65.25 | 47.8391 | 49.3274 
InterfModel=0 39 | 99.5925 | 99.4482 | 65.3349 | 48.712 | 47.9067 
