CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
InterfModel=2 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932482 | 0.246084 | 0.247944 | 0.240595 | 0.243798 | 0.242537 
InterfModel=0 1 | 0.932475 | 0.244336 | 0.248134 | 0.24205 | 0.246239 | 0.243352 
InterfModel=0 2 | 0.932439 | 0.244054 | 0.247278 | 0.240893 | 0.245955 | 0.243246 
InterfModel=0 3 | 0.932459 | 0.244653 | 0.247845 | 0.241328 | 0.246564 | 0.241788 
InterfModel=0 4 | 0.932534 | 0.245593 | 0.248467 | 0.243417 | 0.245819 | 0.242051 
InterfModel=0 5 | 0.932494 | 0.245076 | 0.247878 | 0.242214 | 0.24455 | 0.24381 
InterfModel=0 6 | 0.932506 | 0.244814 | 0.248467 | 0.240672 | 0.245504 | 0.244157 
InterfModel=0 7 | 0.932472 | 0.244927 | 0.248301 | 0.243135 | 0.245531 | 0.241844 
InterfModel=0 8 | 0.932519 | 0.245235 | 0.248061 | 0.241764 | 0.243971 | 0.243872 
InterfModel=0 9 | 0.932457 | 0.244575 | 0.248545 | 0.241548 | 0.245011 | 0.243388 
InterfModel=0 10 | 0.932421 | 0.244451 | 0.247941 | 0.238911 | 0.244578 | 0.240186 
InterfModel=0 11 | 0.932535 | 0.244383 | 0.247978 | 0.240206 | 0.245685 | 0.243895 
InterfModel=0 12 | 0.932448 | 0.244824 | 0.248021 | 0.241013 | 0.245535 | 0.243392 
InterfModel=0 13 | 0.932473 | 0.246172 | 0.24818 | 0.242157 | 0.244999 | 0.244387 
InterfModel=0 14 | 0.932425 | 0.243713 | 0.247288 | 0.2419 | 0.245693 | 0.243422 
InterfModel=0 15 | 0.932457 | 0.243457 | 0.247824 | 0.242119 | 0.245009 | 0.242975 
InterfModel=0 16 | 0.932403 | 0.245052 | 0.247679 | 0.242104 | 0.245939 | 0.244292 
InterfModel=0 17 | 0.932436 | 0.244395 | 0.247816 | 0.24184 | 0.246172 | 0.244248 
InterfModel=0 18 | 0.932533 | 0.24389 | 0.248175 | 0.241979 | 0.244908 | 0.244925 
InterfModel=0 19 | 0.932513 | 0.245536 | 0.248471 | 0.243356 | 0.24488 | 0.241995 
InterfModel=0 20 | 0.932428 | 0.245409 | 0.247772 | 0.241166 | 0.245996 | 0.243014 
InterfModel=0 21 | 0.932548 | 0.245825 | 0.24823 | 0.243394 | 0.245148 | 0.242951 
InterfModel=0 22 | 0.932427 | 0.243943 | 0.247728 | 0.243309 | 0.243884 | 0.242759 
InterfModel=0 23 | 0.932544 | 0.244543 | 0.248183 | 0.242784 | 0.245934 | 0.243176 
InterfModel=0 24 | 0.932529 | 0.24415 | 0.248181 | 0.242025 | 0.244798 | 0.243725 
InterfModel=0 25 | 0.932521 | 0.243716 | 0.24812 | 0.243395 | 0.24626 | 0.24158 
InterfModel=0 26 | 0.932443 | 0.245001 | 0.248016 | 0.242412 | 0.244169 | 0.243263 
InterfModel=0 27 | 0.932485 | 0.245527 | 0.247886 | 0.240447 | 0.245551 | 0.243772 
InterfModel=0 28 | 0.932488 | 0.244316 | 0.247632 | 0.240301 | 0.245852 | 0.242323 
InterfModel=0 29 | 0.932485 | 0.244128 | 0.247844 | 0.242246 | 0.244833 | 0.243212 
InterfModel=0 30 | 0.932471 | 0.244058 | 0.248153 | 0.242105 | 0.245126 | 0.241451 
InterfModel=0 31 | 0.932503 | 0.244937 | 0.248167 | 0.243303 | 0.245865 | 0.241429 
InterfModel=0 32 | 0.932518 | 0.244644 | 0.248182 | 0.239483 | 0.245799 | 0.242352 
InterfModel=0 33 | 0.932535 | 0.244217 | 0.248392 | 0.241172 | 0.246082 | 0.243722 
InterfModel=0 34 | 0.932532 | 0.245537 | 0.247976 | 0.24136 | 0.245761 | 0.243923 
InterfModel=0 35 | 0.932501 | 0.245263 | 0.248894 | 0.2424 | 0.245726 | 0.242658 
InterfModel=0 36 | 0.932493 | 0.245557 | 0.248172 | 0.241195 | 0.245388 | 0.242957 
InterfModel=0 37 | 0.932413 | 0.245342 | 0.24785 | 0.241766 | 0.246229 | 0.243746 
InterfModel=0 38 | 0.932445 | 0.243734 | 0.248316 | 0.240835 | 0.245771 | 0.242022 
InterfModel=0 39 | 0.932454 | 0.244782 | 0.247435 | 0.240325 | 0.24559 | 0.243904 
InterfModel=0 40 | 0.932443 | 0.243876 | 0.248113 | 0.242987 | 0.246174 | 0.242365 
InterfModel=0 41 | 0.932447 | 0.243876 | 0.24832 | 0.241352 | 0.244981 | 0.243808 
InterfModel=0 42 | 0.932438 | 0.244264 | 0.247817 | 0.241712 | 0.245019 | 0.242649 
InterfModel=0 43 | 0.932445 | 0.245976 | 0.247527 | 0.24152 | 0.24491 | 0.241955 
InterfModel=0 44 | 0.932496 | 0.245967 | 0.248046 | 0.24267 | 0.245842 | 0.243172 
InterfModel=0 45 | 0.932517 | 0.245833 | 0.24787 | 0.242678 | 0.245852 | 0.242115 
InterfModel=0 46 | 0.932433 | 0.244113 | 0.247517 | 0.241868 | 0.245337 | 0.242257 
InterfModel=0 47 | 0.932481 | 0.245321 | 0.247899 | 0.241717 | 0.245933 | 0.243877 
InterfModel=0 48 | 0.932444 | 0.245831 | 0.247523 | 0.241342 | 0.245452 | 0.242287 
InterfModel=0 49 | 0.932541 | 0.244609 | 0.248333 | 0.240832 | 0.244832 | 0.240947 
InterfModel=0 50 | 0.932413 | 0.245142 | 0.247826 | 0.241671 | 0.245087 | 0.243664 
InterfModel=0 51 | 0.932505 | 0.245088 | 0.247983 | 0.242346 | 0.244709 | 0.243655 
InterfModel=0 52 | 0.93245 | 0.243747 | 0.247995 | 0.240739 | 0.245561 | 0.244595 
InterfModel=0 53 | 0.932525 | 0.244305 | 0.248338 | 0.242827 | 0.245946 | 0.241982 
InterfModel=0 54 | 0.93244 | 0.243899 | 0.247989 | 0.240299 | 0.246225 | 0.242664 
