CastaliaResults -i saida.txt -s Packets received per node -n --all -o2                                                                       

Application:Packets received per node
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 2930.11 | 2963 | 4377.56 | 5964.59 | 5708.95 
InterfModel=1 | 2841.04 | 2876.03 | 4230.54 | 4760.31 | 4354.15 
InterfModel=2 | 2882.34 | 2965.17 | 4304.14 | 5425.73 | 4978.01 
Application:Packets received per node - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 2942 | 2950 | 4364 | 5981 | 5713 
InterfModel=0 1 | 2911 | 2958 | 4370 | 6020 | 5668 
InterfModel=0 2 | 2940 | 2960 | 4390 | 5970 | 5613 
InterfModel=0 3 | 2927 | 2963 | 4381 | 5884 | 5800 
InterfModel=0 4 | 2933 | 2962 | 4364 | 6046 | 5684 
InterfModel=0 5 | 2925 | 2968 | 4374 | 5888 | 5728 
InterfModel=0 6 | 2939 | 2956 | 4370 | 5941 | 5588 
InterfModel=0 7 | 2931 | 2961 | 4362 | 6041 | 5654 
InterfModel=0 8 | 2937 | 2964 | 4377 | 5849 | 5719 
InterfModel=0 9 | 2929 | 2962 | 4381 | 5918 | 5647 
InterfModel=0 10 | 2931 | 2957 | 4382 | 6032 | 5486 
InterfModel=0 11 | 2952 | 2959 | 4394 | 5985 | 5641 
InterfModel=0 12 | 2951 | 2955 | 4357 | 6070 | 5637 
InterfModel=0 13 | 2920 | 2963 | 4354 | 6063 | 5801 
InterfModel=0 14 | 2930 | 2969 | 4357 | 5923 | 5710 
InterfModel=0 15 | 2928 | 2972 | 4355 | 5910 | 5778 
InterfModel=0 16 | 2927 | 2957 | 4355 | 6035 | 5740 
InterfModel=0 17 | 2920 | 2965 | 4374 | 6002 | 5781 
InterfModel=0 18 | 2930 | 2968 | 4379 | 6164 | 5554 
InterfModel=0 19 | 2929 | 2970 | 4375 | 6012 | 5688 
InterfModel=0 20 | 2935 | 2968 | 4369 | 5936 | 5802 
InterfModel=0 21 | 2934 | 2957 | 4380 | 5798 | 5874 
InterfModel=0 22 | 2924 | 2962 | 4377 | 5976 | 5653 
InterfModel=0 23 | 2925 | 2955 | 4377 | 6018 | 5688 
InterfModel=0 24 | 2932 | 2955 | 4363 | 5902 | 5686 
InterfModel=0 25 | 2931 | 2968 | 4379 | 5878 | 5833 
InterfModel=0 26 | 2921 | 2956 | 4391 | 6024 | 5636 
InterfModel=0 27 | 2920 | 2963 | 4360 | 6000 | 5764 
InterfModel=0 28 | 2932 | 2968 | 4376 | 6044 | 5689 
InterfModel=0 29 | 2923 | 2966 | 4369 | 5886 | 5734 
InterfModel=0 30 | 2933 | 2975 | 4366 | 5964 | 5633 
InterfModel=0 31 | 2925 | 2969 | 4390 | 5984 | 5691 
InterfModel=0 32 | 2925 | 2957 | 4369 | 5847 | 5688 
InterfModel=0 33 | 2936 | 2961 | 4371 | 5881 | 5807 
InterfModel=0 34 | 2933 | 2967 | 4381 | 5955 | 5711 
InterfModel=0 35 | 2931 | 2960 | 4381 | 5894 | 5761 
InterfModel=0 36 | 2922 | 2967 | 4405 | 6084 | 5648 
InterfModel=0 37 | 2936 | 2974 | 4396 | 6005 | 5752 
InterfModel=0 38 | 2910 | 2960 | 4398 | 6001 | 5755 
InterfModel=0 39 | 2934 | 2968 | 4392 | 6045 | 5641 
InterfModel=0 40 | 2937 | 2960 | 4365 | 5872 | 5791 
InterfModel=0 41 | 2940 | 2958 | 4337 | 5944 | 5727 
InterfModel=0 42 | 2940 | 2965 | 4375 | 5937 | 5639 
InterfModel=0 43 | 2918 | 2955 | 4402 | 5885 | 5804 
InterfModel=0 44 | 2929 | 2957 | 4385 | 6095 | 5594 
InterfModel=0 45 | 2931 | 2965 | 4364 | 5918 | 5713 
InterfModel=0 46 | 2922 | 2964 | 4376 | 6086 | 5628 
InterfModel=0 47 | 2930 | 2958 | 4377 | 6020 | 5706 
InterfModel=0 48 | 2942 | 2954 | 4378 | 5981 | 5717 
InterfModel=0 49 | 2939 | 2971 | 4373 | 5823 | 5830 
InterfModel=0 50 | 2919 | 2963 | 4397 | 5939 | 5687 
InterfModel=0 51 | 2923 | 2975 | 4378 | 6024 | 5669 
InterfModel=0 52 | 2932 | 2972 | 4363 | 5967 | 5726 
InterfModel=0 53 | 2929 | 2966 | 4379 | 6012 | 5627 
InterfModel=0 54 | 2932 | 2958 | 4395 | 5966 | 5650 
InterfModel=0 55 | 2929 | 2959 | 4379 | 5895 | 5759 
InterfModel=0 56 | 2925 | 2960 | 4397 | 5996 | 5667 
InterfModel=0 57 | 2943 | 2957 | 4363 | 5907 | 5799 
InterfModel=0 58 | 2931 | 2968 | 4398 | 6036 | 5669 
InterfModel=0 59 | 2935 | 2971 | 4372 | 5944 | 5748 
InterfModel=0 60 | 2928 | 2958 | 4407 | 6036 | 5668 
InterfModel=0 61 | 2920 | 2974 | 4385 | 6042 | 5631 
InterfModel=0 62 | 2946 | 2969 | 4342 | 5969 | 5705 
InterfModel=0 63 | 2943 | 2951 | 4396 | 6072 | 5715 
InterfModel=0 64 | 2931 | 2955 | 4370 | 6014 | 5720 
InterfModel=0 65 | 2946 | 2943 | 4381 | 5920 | 5782 
InterfModel=0 66 | 2926 | 2960 | 4393 | 5883 | 5729 
InterfModel=0 67 | 2929 | 2960 | 4386 | 5998 | 5668 
