CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
InterfModel=2 | 0.933 | 0.245 | 0.248 | 0.242 | 0.245 | 0.242 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932487 | 0.244106 | 0.248454 | 0.241478 | 0.244589 | 0.240115 
InterfModel=0 1 | 0.932483 | 0.24572 | 0.248116 | 0.241832 | 0.245084 | 0.240805 
InterfModel=0 2 | 0.932449 | 0.243327 | 0.24781 | 0.242271 | 0.244274 | 0.242298 
InterfModel=0 3 | 0.932465 | 0.245164 | 0.247639 | 0.242196 | 0.245324 | 0.24376 
InterfModel=0 4 | 0.932542 | 0.245566 | 0.248099 | 0.241966 | 0.245043 | 0.242312 
InterfModel=0 5 | 0.932503 | 0.244346 | 0.248395 | 0.239909 | 0.244097 | 0.242668 
InterfModel=0 6 | 0.932515 | 0.246209 | 0.24828 | 0.241851 | 0.24531 | 0.24246 
InterfModel=0 7 | 0.932481 | 0.244867 | 0.247584 | 0.243811 | 0.245262 | 0.241409 
InterfModel=0 8 | 0.932535 | 0.244714 | 0.248243 | 0.242794 | 0.245683 | 0.24234 
InterfModel=0 9 | 0.932468 | 0.245434 | 0.248175 | 0.240792 | 0.244392 | 0.242395 
InterfModel=0 10 | 0.932428 | 0.24354 | 0.247724 | 0.242435 | 0.243613 | 0.241854 
InterfModel=0 11 | 0.932543 | 0.245627 | 0.248317 | 0.241219 | 0.244546 | 0.242726 
InterfModel=0 12 | 0.932455 | 0.244829 | 0.247489 | 0.241312 | 0.244728 | 0.242227 
InterfModel=0 13 | 0.932478 | 0.244732 | 0.248331 | 0.243746 | 0.245268 | 0.242662 
InterfModel=0 14 | 0.932439 | 0.24475 | 0.247255 | 0.24112 | 0.244017 | 0.242759 
InterfModel=0 15 | 0.932466 | 0.2445 | 0.247285 | 0.239579 | 0.245857 | 0.242325 
InterfModel=0 16 | 0.93241 | 0.244161 | 0.247829 | 0.241361 | 0.244613 | 0.241503 
InterfModel=0 17 | 0.932443 | 0.245071 | 0.247444 | 0.240944 | 0.24467 | 0.241465 
InterfModel=0 18 | 0.932541 | 0.24386 | 0.248336 | 0.241747 | 0.24592 | 0.242075 
InterfModel=0 19 | 0.932521 | 0.243571 | 0.248273 | 0.242433 | 0.244808 | 0.242976 
InterfModel=0 20 | 0.93243 | 0.24505 | 0.247907 | 0.242543 | 0.243963 | 0.24338 
InterfModel=0 21 | 0.932557 | 0.245495 | 0.248567 | 0.241602 | 0.2456 | 0.244015 
InterfModel=0 22 | 0.932437 | 0.245104 | 0.247528 | 0.24292 | 0.243962 | 0.240755 
InterfModel=0 23 | 0.93255 | 0.244515 | 0.248522 | 0.239738 | 0.244267 | 0.242553 
InterfModel=0 24 | 0.932534 | 0.24409 | 0.24833 | 0.240915 | 0.24494 | 0.240058 
InterfModel=0 25 | 0.932527 | 0.245108 | 0.247928 | 0.241204 | 0.245094 | 0.243549 
InterfModel=0 26 | 0.93245 | 0.244799 | 0.247638 | 0.239036 | 0.243714 | 0.243688 
InterfModel=0 27 | 0.932487 | 0.245322 | 0.24788 | 0.241807 | 0.243539 | 0.240683 
InterfModel=0 28 | 0.932491 | 0.245024 | 0.247787 | 0.242368 | 0.244438 | 0.2424 
InterfModel=0 29 | 0.932498 | 0.245871 | 0.247485 | 0.243092 | 0.244668 | 0.242186 
InterfModel=0 30 | 0.932476 | 0.243139 | 0.248125 | 0.240984 | 0.244881 | 0.242593 
InterfModel=0 31 | 0.93251 | 0.245259 | 0.247962 | 0.241325 | 0.244198 | 0.242052 
InterfModel=0 32 | 0.932527 | 0.245154 | 0.248345 | 0.23994 | 0.244296 | 0.242437 
InterfModel=0 33 | 0.932544 | 0.244553 | 0.248375 | 0.243052 | 0.244802 | 0.244715 
InterfModel=0 34 | 0.932541 | 0.244697 | 0.248147 | 0.242231 | 0.244071 | 0.241344 
InterfModel=0 35 | 0.93251 | 0.244174 | 0.248704 | 0.2412 | 0.245088 | 0.243946 
InterfModel=0 36 | 0.932499 | 0.244668 | 0.248336 | 0.242617 | 0.244902 | 0.243943 
InterfModel=0 37 | 0.932419 | 0.244098 | 0.247829 | 0.242632 | 0.24423 | 0.241516 
InterfModel=0 38 | 0.932453 | 0.243312 | 0.248497 | 0.24171 | 0.244643 | 0.241889 
InterfModel=0 39 | 0.932463 | 0.244436 | 0.247938 | 0.243632 | 0.243683 | 0.243879 
InterfModel=0 40 | 0.93245 | 0.245439 | 0.248263 | 0.242084 | 0.244159 | 0.242437 
InterfModel=0 41 | 0.932457 | 0.244039 | 0.24831 | 0.241116 | 0.245234 | 0.243544 
InterfModel=0 42 | 0.932446 | 0.244808 | 0.247632 | 0.241316 | 0.244927 | 0.240315 
InterfModel=0 43 | 0.932454 | 0.242553 | 0.247863 | 0.241177 | 0.243265 | 0.242017 
InterfModel=0 44 | 0.932505 | 0.244163 | 0.248031 | 0.241949 | 0.245916 | 0.242398 
InterfModel=0 45 | 0.932529 | 0.245602 | 0.24787 | 0.242118 | 0.244933 | 0.242723 
InterfModel=0 46 | 0.932441 | 0.242849 | 0.247856 | 0.242675 | 0.244838 | 0.241676 
InterfModel=0 47 | 0.932489 | 0.244747 | 0.247869 | 0.242542 | 0.245296 | 0.241323 
InterfModel=0 48 | 0.932451 | 0.244435 | 0.247876 | 0.241137 | 0.245406 | 0.242304 
InterfModel=0 49 | 0.932548 | 0.246174 | 0.247967 | 0.241831 | 0.24464 | 0.242403 
InterfModel=0 50 | 0.932423 | 0.244401 | 0.247452 | 0.241502 | 0.244833 | 0.241931 
InterfModel=0 51 | 0.932512 | 0.246489 | 0.248141 | 0.243027 | 0.244982 | 0.241446 
InterfModel=0 52 | 0.93246 | 0.244075 | 0.247627 | 0.242451 | 0.243723 | 0.242204 
InterfModel=0 53 | 0.932532 | 0.244635 | 0.248502 | 0.242597 | 0.244435 | 0.241916 
InterfModel=0 54 | 0.93245 | 0.24511 | 0.247972 | 0.242002 | 0.244196 | 0.24081 
InterfModel=0 55 | 0.93245 | 0.243731 | 0.247996 | 0.23972 | 0.244102 | 0.242726 
InterfModel=0 56 | 0.932525 | 0.246392 | 0.248492 | 0.242703 | 0.244595 | 0.243131 
InterfModel=0 57 | 0.932549 | 0.244886 | 0.248169 | 0.242882 | 0.244238 | 0.243111 
InterfModel=0 58 | 0.932531 | 0.244028 | 0.248332 | 0.243378 | 0.24594 | 0.242554 
InterfModel=0 59 | 0.932492 | 0.244452 | 0.248525 | 0.241749 | 0.245663 | 0.241619 
InterfModel=0 60 | 0.932481 | 0.243664 | 0.247624 | 0.242098 | 0.244918 | 0.243269 
InterfModel=0 61 | 0.932514 | 0.244431 | 0.247616 | 0.244489 | 0.244377 | 0.242876 
InterfModel=0 62 | 0.932469 | 0.245279 | 0.24795 | 0.241972 | 0.243562 | 0.243297 
InterfModel=0 63 | 0.93244 | 0.244824 | 0.247759 | 0.240887 | 0.244063 | 0.240291 
InterfModel=0 64 | 0.932526 | 0.245068 | 0.24834 | 0.242423 | 0.244997 | 0.242746 
InterfModel=0 65 | 0.932536 | 0.245806 | 0.248339 | 0.242177 | 0.243593 | 0.243416 
InterfModel=0 66 | 0.932555 | 0.246744 | 0.248292 | 0.241775 | 0.246188 | 0.242796 
InterfModel=0 67 | 0.932469 | 0.244592 | 0.247623 | 0.241305 | 0.245601 | 0.24221 
InterfModel=0 68 | 0.932504 | 0.244224 | 0.247841 | 0.241845 | 0.244241 | 0.24058 
InterfModel=0 69 | 0.932457 | 0.242767 | 0.248261 | 0.240667 | 0.245118 | 0.244135 
InterfModel=0 70 | 0.932422 | 0.246483 | 0.247743 | 0.243056 | 0.243619 | 0.242208 
InterfModel=0 71 | 0.932492 | 0.244531 | 0.248127 | 0.241387 | 0.244789 | 0.240998 
InterfModel=0 72 | 0.932455 | 0.244972 | 0.247692 | 0.241739 | 0.244811 | 0.242445 
InterfModel=0 73 | 0.932535 | 0.245465 | 0.248108 | 0.240495 | 0.244126 | 0.243387 
InterfModel=0 74 | 0.932481 | 0.243922 | 0.247832 | 0.243024 | 0.245292 | 0.243548 
InterfModel=0 75 | 0.932499 | 0.244977 | 0.24788 | 0.241584 | 0.244045 | 0.242363 
InterfModel=0 76 | 0.932453 | 0.244035 | 0.248122 | 0.240997 | 0.244912 | 0.242028 
InterfModel=0 77 | 0.932415 | 0.244378 | 0.247951 | 0.24282 | 0.244054 | 0.241384 
InterfModel=0 78 | 0.932444 | 0.244933 | 0.247265 | 0.242817 | 0.245117 | 0.242467 
InterfModel=0 79 | 0.932518 | 0.24455 | 0.248023 | 0.241348 | 0.244566 | 0.241006 
InterfModel=0 80 | 0.932544 | 0.245129 | 0.24837 | 0.243253 | 0.244033 | 0.241872 
InterfModel=0 81 | 0.932416 | 0.244712 | 0.247378 | 0.242879 | 0.245275 | 0.242333 
InterfModel=0 82 | 0.932542 | 0.246803 | 0.248332 | 0.243215 | 0.245237 | 0.242561 
InterfModel=0 83 | 0.932437 | 0.244233 | 0.248282 | 0.242455 | 0.245064 | 0.241286 
InterfModel=0 84 | 0.932458 | 0.244868 | 0.247996 | 0.241906 | 0.244327 | 0.242339 
InterfModel=0 85 | 0.932442 | 0.246805 | 0.247892 | 0.242677 | 0.244204 | 0.241781 
InterfModel=0 86 | 0.93255 | 0.243376 | 0.248421 | 0.241845 | 0.24532 | 0.241864 
InterfModel=0 87 | 0.932436 | 0.24461 | 0.247525 | 0.241374 | 0.245076 | 0.241794 
InterfModel=0 88 | 0.932465 | 0.246658 | 0.248334 | 0.244133 | 0.244417 | 0.241451 
InterfModel=0 89 | 0.93254 | 0.244547 | 0.248434 | 0.241601 | 0.245691 | 0.242292 
InterfModel=0 90 | 0.932519 | 0.245038 | 0.247655 | 0.242374 | 0.245496 | 0.2436 
InterfModel=0 91 | 0.932555 | 0.244933 | 0.248286 | 0.239233 | 0.245969 | 0.241864 
InterfModel=0 92 | 0.932463 | 0.244852 | 0.2479 | 0.242078 | 0.245811 | 0.242417 
InterfModel=0 93 | 0.932506 | 0.245107 | 0.248137 | 0.240437 | 0.244867 | 0.242749 
InterfModel=0 94 | 0.932468 | 0.244546 | 0.248329 | 0.243658 | 0.243363 | 0.240642 
InterfModel=0 95 | 0.93247 | 0.244213 | 0.247443 | 0.243383 | 0.245615 | 0.241564 
InterfModel=0 96 | 0.932508 | 0.245553 | 0.247783 | 0.241108 | 0.244058 | 0.243456 
InterfModel=0 97 | 0.932527 | 0.24522 | 0.247675 | 0.241401 | 0.244382 | 0.243126 
InterfModel=0 98 | 0.932505 | 0.245709 | 0.248066 | 0.242019 | 0.244276 | 0.24125 
InterfModel=0 99 | 0.93254 | 0.244519 | 0.248464 | 0.241994 | 0.244418 | 0.242684 
InterfModel=1 0 | 0.932603 | 0.244362 | 0.248194 | 0.241108 | 0.244391 | 0.242978 
InterfModel=1 1 | 0.932599 | 0.245522 | 0.247862 | 0.243784 | 0.24556 | 0.241557 
InterfModel=1 2 | 0.932508 | 0.24325 | 0.247854 | 0.241101 | 0.243568 | 0.240588 
InterfModel=1 3 | 0.932596 | 0.245606 | 0.247858 | 0.24213 | 0.246789 | 0.2427 
InterfModel=1 4 | 0.932559 | 0.244854 | 0.247551 | 0.241516 | 0.244778 | 0.243824 
InterfModel=1 5 | 0.932534 | 0.244794 | 0.247958 | 0.240017 | 0.245589 | 0.242644 
InterfModel=1 6 | 0.932501 | 0.244458 | 0.247541 | 0.24074 | 0.244469 | 0.242725 
InterfModel=1 7 | 0.932558 | 0.244078 | 0.248138 | 0.242172 | 0.245025 | 0.240405 
InterfModel=1 8 | 0.932515 | 0.244107 | 0.247816 | 0.242247 | 0.245913 | 0.242835 
InterfModel=1 9 | 0.932534 | 0.244764 | 0.248136 | 0.24041 | 0.245267 | 0.241994 
InterfModel=1 10 | 0.932571 | 0.244626 | 0.247941 | 0.241196 | 0.244987 | 0.243232 
InterfModel=1 11 | 0.932513 | 0.24528 | 0.248112 | 0.240444 | 0.24429 | 0.24202 
InterfModel=1 12 | 0.932521 | 0.245472 | 0.248154 | 0.242202 | 0.243495 | 0.241854 
InterfModel=1 13 | 0.932598 | 0.246038 | 0.248146 | 0.241381 | 0.24412 | 0.241926 
InterfModel=1 14 | 0.932619 | 0.244925 | 0.248266 | 0.240843 | 0.243935 | 0.244369 
InterfModel=1 15 | 0.932482 | 0.245137 | 0.247432 | 0.240607 | 0.244223 | 0.242473 
InterfModel=1 16 | 0.932494 | 0.24284 | 0.247602 | 0.240621 | 0.244539 | 0.242414 
InterfModel=1 17 | 0.932575 | 0.245534 | 0.248402 | 0.241446 | 0.244578 | 0.242491 
InterfModel=1 18 | 0.932563 | 0.244109 | 0.248292 | 0.241221 | 0.245222 | 0.241694 
InterfModel=1 19 | 0.932555 | 0.245332 | 0.248124 | 0.241075 | 0.24552 | 0.241943 
InterfModel=1 20 | 0.932594 | 0.245231 | 0.248262 | 0.241485 | 0.245825 | 0.242175 
InterfModel=1 21 | 0.932474 | 0.24616 | 0.247434 | 0.240416 | 0.243789 | 0.242647 
InterfModel=1 22 | 0.932593 | 0.244126 | 0.248416 | 0.241066 | 0.245735 | 0.243145 
InterfModel=1 23 | 0.932611 | 0.244796 | 0.248141 | 0.242151 | 0.245945 | 0.241599 
InterfModel=1 24 | 0.932486 | 0.244492 | 0.247516 | 0.240828 | 0.244843 | 0.242133 
InterfModel=1 25 | 0.932615 | 0.244974 | 0.248049 | 0.241342 | 0.246149 | 0.241217 
InterfModel=1 26 | 0.932564 | 0.244094 | 0.247291 | 0.242175 | 0.243497 | 0.243416 
InterfModel=1 27 | 0.932599 | 0.245145 | 0.247842 | 0.24172 | 0.244874 | 0.242971 
InterfModel=1 28 | 0.932584 | 0.243049 | 0.248177 | 0.244526 | 0.244795 | 0.242482 
InterfModel=1 29 | 0.932534 | 0.244951 | 0.248351 | 0.24041 | 0.246093 | 0.2434 
