CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=2 22 | 101.286 | 99.3104 | 66.66 | 54.0137 | 58.5285 
InterfModel=2 23 | 101.015 | 100.064 | 66.7806 | 53.352 | 57.6472 
InterfModel=2 24 | 100.695 | 99.4772 | 66.8582 | 55.1706 | 56.9634 
InterfModel=2 25 | 100.736 | 99.8099 | 66.7472 | 53.5517 | 57.4225 
InterfModel=2 26 | 101.694 | 99.6994 | 67.684 | 54.6719 | 56.3381 
InterfModel=2 27 | 101.693 | 99.765 | 67.3924 | 53.4637 | 57.1693 
InterfModel=2 28 | 100.001 | 99.3869 | 66.8054 | 52.772 | 58.6184 
InterfModel=2 29 | 100.796 | 99.7372 | 66.9814 | 52.1748 | 57.9788 
InterfModel=2 30 | 100.734 | 99.7564 | 66.6824 | 53.5089 | 56.8936 
InterfModel=2 31 | 100.612 | 99.3795 | 66.686 | 53.5159 | 57.8716 
InterfModel=2 32 | 101.546 | 99.6376 | 67.1078 | 54.0892 | 57.6973 
InterfModel=2 33 | 99.5372 | 99.7863 | 67.5234 | 53.6306 | 57.3566 
InterfModel=2 34 | 101.85 | 99.4144 | 66.7034 | 53.9058 | 57.4768 
InterfModel=2 35 | 101.863 | 99.9553 | 67.0878 | 53.4824 | 58.1185 
InterfModel=2 36 | 100.951 | 99.2436 | 66.2252 | 54.084 | 57.8011 
InterfModel=2 37 | 100.5 | 99.9223 | 66.5885 | 53.3336 | 59.0379 
InterfModel=2 38 | 101.743 | 99.468 | 66.807 | 53.652 | 58.2341 
InterfModel=2 39 | 101.688 | 99.6661 | 66.9296 | 54.0731 | 57.5124 
InterfModel=2 40 | 99.7943 | 99.7937 | 66.5079 | 54.4244 | 56.8343 
InterfModel=2 41 | 101.306 | 99.378 | 66.3079 | 54.7352 | 57.1741 
InterfModel=2 42 | 101.472 | 99.7393 | 67.5802 | 55.0379 | 57.8419 
InterfModel=2 43 | 101.41 | 99.7905 | 67.4388 | 53.1343 | 58.1048 
InterfModel=2 44 | 101.049 | 99.7104 | 66.8267 | 54.0925 | 56.3024 
InterfModel=2 45 | 101.357 | 99.7093 | 66.6926 | 55.8463 | 56.4936 
InterfModel=2 46 | 101.74 | 99.5419 | 67.2555 | 53.4571 | 57.9524 
InterfModel=2 47 | 100.956 | 99.6087 | 67.4244 | 54.1845 | 58.6435 
InterfModel=2 48 | 101.43 | 99.3721 | 67.4726 | 53.1622 | 57.9883 
InterfModel=2 49 | 101.249 | 99.624 | 66.4644 | 54.1808 | 58.218 
InterfModel=2 50 | 101.008 | 99.7731 | 67.0719 | 53.816 | 57.8495 
InterfModel=2 51 | 100.954 | 99.6192 | 66.512 | 53.8523 | 59.0318 
InterfModel=2 52 | 101.448 | 99.6537 | 67.2568 | 54.4583 | 56.5587 
InterfModel=2 53 | 101.34 | 99.7568 | 67.3151 | 52.4155 | 60.4472 
InterfModel=2 54 | 101.403 | 99.335 | 67.1193 | 53.8722 | 57.9128 
InterfModel=2 55 | 100.796 | 99.5773 | 66.1913 | 54.2505 | 58.336 
InterfModel=2 56 | 101.028 | 99.431 | 66.1555 | 53.86 | 58.8956 
InterfModel=2 57 | 99.4259 | 99.8173 | 66.6685 | 52.5447 | 58.7998 
InterfModel=2 58 | 101.478 | 99.5205 | 66.7626 | 54.1188 | 57.3408 
InterfModel=2 59 | 101.006 | 99.6275 | 67.1433 | 53.0237 | 58.5505 
InterfModel=2 60 | 101.173 | 99.2331 | 66.5674 | 53.6103 | 57.4358 
InterfModel=2 61 | 100.946 | 99.3886 | 65.9155 | 53.191 | 59.0246 
InterfModel=2 62 | 102.483 | 99.4217 | 67.081 | 54.1484 | 57.5269 
InterfModel=2 63 | 101.063 | 99.3662 | 66.7599 | 54.0196 | 56.975 
InterfModel=2 64 | 100.677 | 99.7784 | 66.937 | 52.656 | 60.6339 
InterfModel=2 65 | 101.103 | 99.7955 | 67.5365 | 54.8345 | 56.9843 
InterfModel=2 66 | 100.497 | 99.4916 | 66.506 | 51.2839 | 60.9471 
InterfModel=2 67 | 99.9395 | 99.8298 | 66.65 | 54.1259 | 58.095 
InterfModel=2 68 | 100.893 | 99.4096 | 66.8595 | 53.0018 | 57.426 
InterfModel=2 69 | 100.064 | 99.3167 | 67.0156 | 54.4856 | 57.9517 
InterfModel=2 70 | 101.149 | 99.6299 | 65.9706 | 53.6194 | 57.7626 
InterfModel=2 71 | 100.599 | 99.0081 | 66.2712 | 53.3173 | 57.5093 
InterfModel=2 72 | 101.358 | 99.6124 | 66.5372 | 54.001 | 58.1424 
InterfModel=2 73 | 100.051 | 99.5563 | 66.8568 | 53.1612 | 57.745 
InterfModel=2 74 | 100.946 | 99.8559 | 66.9983 | 53.4528 | 58.3207 
InterfModel=2 75 | 100.893 | 99.6648 | 66.2837 | 54.2034 | 57.0432 
InterfModel=2 76 | 100.826 | 99.5894 | 67.9292 | 55.7897 | 56.88 
InterfModel=2 77 | 101.277 | 99.7293 | 67.6224 | 53.3097 | 59.5618 
InterfModel=2 78 | 100.629 | 99.4237 | 67.0179 | 53.0805 | 58.3394 
InterfModel=2 79 | 101.165 | 99.5453 | 67.3846 | 52.6147 | 58.2925 
InterfModel=2 80 | 100.687 | 99.6377 | 66.0447 | 53.3625 | 57.815 
InterfModel=2 81 | 102.056 | 99.5719 | 66.6155 | 53.7138 | 57.9374 
InterfModel=2 82 | 101.762 | 99.694 | 67.3863 | 53.2528 | 59.1227 
InterfModel=2 83 | 101.531 | 99.6076 | 66.5994 | 52.0979 | 58.3768 
InterfModel=2 84 | 101.233 | 99.5427 | 66.084 | 53.7924 | 59.6805 
InterfModel=2 85 | 100.958 | 99.1871 | 66.6285 | 52.952 | 58.1067 
InterfModel=2 86 | 101.93 | 99.3646 | 66.6939 | 52.8911 | 58.3876 
InterfModel=2 87 | 101.264 | 99.6932 | 66.7042 | 55.1628 | 58.2141 
InterfModel=2 88 | 100.656 | 99.6354 | 66.1476 | 54.5838 | 56.1953 
InterfModel=2 89 | 100.366 | 99.7316 | 67.1664 | 53.9732 | 59.1881 
InterfModel=2 90 | 100.981 | 99.3158 | 67.0766 | 53.1791 | 58.3938 
InterfModel=2 91 | 100.585 | 99.8338 | 67.3295 | 52.3288 | 59.418 
InterfModel=2 92 | 100.797 | 99.5549 | 66.5781 | 56.0038 | 55.7921 
InterfModel=2 93 | 100.949 | 100.281 | 67.5362 | 54.0049 | 57.7321 
InterfModel=2 94 | 101.018 | 99.7122 | 66.9773 | 52.621 | 58.0938 
InterfModel=2 95 | 101.038 | 99.5825 | 66.9579 | 53.7559 | 58.6179 
InterfModel=2 96 | 100.766 | 99.9302 | 66.9514 | 53.3879 | 58.4409 
InterfModel=2 97 | 99.7651 | 99.3488 | 66.8468 | 52.6171 | 58.7907 
InterfModel=2 98 | 101.713 | 99.5649 | 66.2786 | 54.2272 | 57.1176 
InterfModel=2 99 | 100.982 | 99.6595 | 67.4899 | 52.9996 | 57.5678 

