InterfModel=0 0 | 0.913971 | 0.977326 | 0.900645 | 0.718496 | 0.640752 
InterfModel=0 1 | 0.908303 | 0.972991 | 0.890642 | 0.707828 | 0.669156 
InterfModel=0 2 | 0.908636 | 0.976992 | 0.89042 | 0.713733 | 0.651287 
InterfModel=0 3 | 0.916305 | 0.974658 | 0.889086 | 0.720763 | 0.651687 
InterfModel=0 4 | 0.902968 | 0.970657 | 0.890198 | 0.694318 | 0.639637 
InterfModel=0 5 | 0.903968 | 0.977659 | 0.889531 | 0.713562 | 0.645239 
InterfModel=0 6 | 0.906636 | 0.971324 | 0.872638 | 0.697826 | 0.665555 
InterfModel=0 7 | 0.905969 | 0.973991 | 0.883307 | 0.711295 | 0.659955 
InterfModel=0 8 | 0.906636 | 0.978993 | 0.885975 | 0.719429 | 0.644086 
InterfModel=0 9 | 0.907636 | 0.970323 | 0.88353 | 0.701827 | 0.656221 
InterfModel=0 10 | 0.906636 | 0.974667 | 0.888197 | 0.70112 | 0.663422 
InterfModel=0 11 | 0.910637 | 0.974658 | 0.888197 | 0.706227 | 0.636218 
InterfModel=0 12 | 0.908303 | 0.972991 | 0.885975 | 0.704494 | 0.668222 
InterfModel=0 13 | 0.912971 | 0.97866 | 0.9002 | 0.703827 | 0.650173 
InterfModel=0 14 | 0.922307 | 0.974992 | 0.887086 | 0.708228 | 0.65182 
InterfModel=0 15 | 0.914 | 0.97866 | 0.889086 | 0.719029 | 0.668222 
InterfModel=0 16 | 0.914305 | 0.974325 | 0.896866 | 0.69912 | 0.667289 
InterfModel=0 17 | 0.918973 | 0.966989 | 0.879973 | 0.696052 | 0.656488 
InterfModel=0 18 | 0.905969 | 0.967989 | 0.887506 | 0.715429 | 0.637418 
InterfModel=0 19 | 0.913333 | 0.972991 | 0.884196 | 0.714895 | 0.651554 
InterfModel=0 20 | 0.912304 | 0.972991 | 0.883307 | 0.690984 | 0.667022 
InterfModel=0 21 | 0.908303 | 0.977659 | 0.892222 | 0.697253 | 0.659376 
InterfModel=0 22 | 0.912304 | 0.975667 | 0.885086 | 0.701867 | 0.672446 
