CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 102.255 | 100.128 | 68.085 | 51.788 | 54.272 
InterfModel=1 | 109.023 | 106.922 | 80.181 | 72.451 | 85.649 
InterfModel=2 | 105.421 | 99.96 | 71.413 | 57.973 | 66.083 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 102.864 | 100.2 | 67.5688 | 50.9249 | 54.4781 
InterfModel=0 1 | 102.875 | 99.8988 | 68.1854 | 50.9936 | 54.6563 
InterfModel=0 2 | 102.106 | 100.415 | 68.6869 | 52.5368 | 54.7044 
InterfModel=0 3 | 101.182 | 100.316 | 67.7775 | 52.9945 | 53.4024 
InterfModel=0 4 | 102.16 | 100.301 | 67.8709 | 54.1258 | 52.703 
InterfModel=0 5 | 102.071 | 100.423 | 68.0996 | 51.7412 | 53.9753 
InterfModel=0 6 | 101.825 | 100.116 | 68.762 | 51.5131 | 53.8655 
InterfModel=0 7 | 101.621 | 99.8808 | 67.751 | 51.7588 | 53.5719 
InterfModel=0 8 | 101.72 | 99.5356 | 68.1528 | 51.8217 | 54.7686 
InterfModel=0 9 | 102.054 | 100.618 | 69.2309 | 51.8434 | 52.7857 
InterfModel=0 10 | 102.963 | 100.319 | 69.0334 | 51.6533 | 53.7608 
InterfModel=0 11 | 102.367 | 100.266 | 67.9028 | 52.6028 | 54.1859 
InterfModel=0 12 | 102.314 | 100.154 | 67.2044 | 53.0403 | 53.3268 
InterfModel=0 13 | 101.438 | 100.424 | 68.9589 | 51.2114 | 54.4609 
InterfModel=0 14 | 102.612 | 99.9268 | 68.1914 | 52.301 | 52.5311 
InterfModel=0 15 | 102.43 | 99.6603 | 68.3598 | 50.7077 | 55.6803 
InterfModel=0 16 | 102.993 | 100.635 | 67.781 | 52.1471 | 52.9415 
InterfModel=0 17 | 101.518 | 99.8883 | 68.1935 | 51.7131 | 54.8131 
InterfModel=0 18 | 103.005 | 100.418 | 67.8181 | 52.3267 | 54.9464 
InterfModel=0 19 | 100.795 | 100.662 | 67.5508 | 51.3651 | 54.68 
InterfModel=0 20 | 101.708 | 99.731 | 67.6334 | 51.7968 | 54.2639 
InterfModel=0 21 | 102.16 | 100.067 | 67.5335 | 51.4844 | 54.2721 
InterfModel=0 22 | 102.47 | 99.9532 | 68.1254 | 51.4237 | 54.3388 
InterfModel=0 23 | 102.762 | 100.424 | 66.7203 | 51.6106 | 54.4741 
InterfModel=0 24 | 101.823 | 99.7004 | 67.6442 | 51.907 | 52.6433 
