CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.932 | 0.245 | 0.248 | 0.242 | 0.245 | 0.243 
InterfModel=1 | 0.933 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
InterfModel=2 | 0.932 | 0.245 | 0.248 | 0.242 | 0.246 | 0.243 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932473 | 0.244058 | 0.248764 | 0.241974 | 0.246228 | 0.241852 
InterfModel=0 1 | 0.93247 | 0.244824 | 0.248754 | 0.242877 | 0.24447 | 0.243009 
InterfModel=0 2 | 0.932433 | 0.24364 | 0.248095 | 0.243816 | 0.246134 | 0.243418 
InterfModel=0 3 | 0.932454 | 0.245654 | 0.247947 | 0.242164 | 0.245129 | 0.2434 
InterfModel=0 4 | 0.932527 | 0.244116 | 0.248735 | 0.242628 | 0.246174 | 0.244178 
InterfModel=0 5 | 0.93249 | 0.244297 | 0.248863 | 0.24145 | 0.245413 | 0.242971 
InterfModel=0 6 | 0.932502 | 0.245282 | 0.248566 | 0.242179 | 0.245534 | 0.242044 
InterfModel=0 7 | 0.932468 | 0.245195 | 0.248398 | 0.241849 | 0.244659 | 0.244492 
InterfModel=0 8 | 0.932515 | 0.245027 | 0.248512 | 0.241673 | 0.245385 | 0.241772 
InterfModel=0 9 | 0.932456 | 0.245062 | 0.248453 | 0.241812 | 0.24499 | 0.241676 
InterfModel=0 10 | 0.932414 | 0.244205 | 0.248204 | 0.239938 | 0.245826 | 0.243003 
InterfModel=0 11 | 0.932531 | 0.245398 | 0.248783 | 0.242779 | 0.246212 | 0.243893 
InterfModel=0 12 | 0.932447 | 0.24458 | 0.248303 | 0.243063 | 0.245539 | 0.244152 
InterfModel=0 13 | 0.932468 | 0.246269 | 0.248445 | 0.243176 | 0.244456 | 0.24229 
InterfModel=0 14 | 0.932423 | 0.24399 | 0.247719 | 0.242706 | 0.245179 | 0.24342 
InterfModel=0 15 | 0.932453 | 0.245148 | 0.247925 | 0.242941 | 0.244694 | 0.244423 
InterfModel=0 16 | 0.9324 | 0.244647 | 0.247941 | 0.241163 | 0.24575 | 0.243962 
InterfModel=0 17 | 0.932432 | 0.244328 | 0.248084 | 0.243401 | 0.245814 | 0.242484 
InterfModel=0 18 | 0.932533 | 0.246124 | 0.248449 | 0.242599 | 0.246583 | 0.242511 
InterfModel=0 19 | 0.932511 | 0.245317 | 0.248375 | 0.24275 | 0.245091 | 0.243237 
InterfModel=0 20 | 0.932421 | 0.245891 | 0.248016 | 0.240906 | 0.245464 | 0.241956 
InterfModel=0 21 | 0.932547 | 0.245974 | 0.248496 | 0.243313 | 0.24512 | 0.242802 
InterfModel=0 22 | 0.932425 | 0.245438 | 0.248 | 0.241284 | 0.245289 | 0.241574 
InterfModel=0 23 | 0.932542 | 0.246085 | 0.248624 | 0.242356 | 0.245742 | 0.244439 
InterfModel=0 24 | 0.93252 | 0.244063 | 0.248608 | 0.243885 | 0.246385 | 0.244084 
InterfModel=0 25 | 0.932519 | 0.242955 | 0.248738 | 0.243997 | 0.245552 | 0.242663 
InterfModel=0 26 | 0.932434 | 0.244599 | 0.248097 | 0.242163 | 0.24592 | 0.24364 
InterfModel=0 27 | 0.932478 | 0.245979 | 0.248145 | 0.243737 | 0.244666 | 0.243611 
InterfModel=0 28 | 0.932481 | 0.242142 | 0.247901 | 0.239347 | 0.24493 | 0.242191 
InterfModel=0 29 | 0.932484 | 0.246037 | 0.248115 | 0.244103 | 0.24485 | 0.242001 
InterfModel=0 30 | 0.932462 | 0.245043 | 0.248418 | 0.239177 | 0.245976 | 0.242712 
InterfModel=0 31 | 0.932498 | 0.24434 | 0.248419 | 0.243914 | 0.245904 | 0.243368 
InterfModel=0 32 | 0.932513 | 0.244584 | 0.248433 | 0.241712 | 0.245104 | 0.244135 
InterfModel=0 33 | 0.932532 | 0.245563 | 0.248659 | 0.243706 | 0.246071 | 0.243592 
InterfModel=0 34 | 0.932529 | 0.246171 | 0.248778 | 0.243604 | 0.246091 | 0.242357 
InterfModel=0 35 | 0.932495 | 0.2461 | 0.249146 | 0.241857 | 0.2448 | 0.242694 
InterfModel=0 36 | 0.932494 | 0.244425 | 0.248613 | 0.240402 | 0.24488 | 0.243171 
InterfModel=0 37 | 0.932409 | 0.245816 | 0.24812 | 0.243297 | 0.245362 | 0.241268 
InterfModel=0 38 | 0.932441 | 0.244541 | 0.248762 | 0.241635 | 0.244517 | 0.240631 
InterfModel=0 39 | 0.932449 | 0.244403 | 0.248237 | 0.24201 | 0.245382 | 0.24289 
InterfModel=0 40 | 0.93244 | 0.24434 | 0.248551 | 0.241318 | 0.244744 | 0.243625 
InterfModel=0 41 | 0.932445 | 0.243805 | 0.248762 | 0.243017 | 0.245663 | 0.243516 
InterfModel=0 42 | 0.932434 | 0.245071 | 0.248248 | 0.244459 | 0.245502 | 0.239909 
InterfModel=0 43 | 0.932441 | 0.24628 | 0.247972 | 0.240383 | 0.245063 | 0.244287 
InterfModel=0 44 | 0.932492 | 0.245024 | 0.247942 | 0.242777 | 0.245976 | 0.242007 
InterfModel=0 45 | 0.932514 | 0.246623 | 0.24832 | 0.242429 | 0.245838 | 0.243912 
InterfModel=0 46 | 0.932429 | 0.244045 | 0.248319 | 0.243007 | 0.243927 | 0.243837 
InterfModel=0 47 | 0.932478 | 0.245428 | 0.248153 | 0.242672 | 0.245746 | 0.241271 
InterfModel=0 48 | 0.93244 | 0.243855 | 0.248317 | 0.242483 | 0.246518 | 0.241759 
InterfModel=0 49 | 0.93253 | 0.244365 | 0.248765 | 0.24396 | 0.246241 | 0.24537 
InterfModel=0 50 | 0.932411 | 0.243839 | 0.248268 | 0.243752 | 0.245998 | 0.242066 
InterfModel=0 51 | 0.932502 | 0.245212 | 0.248431 | 0.241916 | 0.245766 | 0.242625 
InterfModel=0 52 | 0.932446 | 0.244759 | 0.247731 | 0.243463 | 0.24539 | 0.243196 
InterfModel=0 53 | 0.932523 | 0.243899 | 0.248262 | 0.243118 | 0.246107 | 0.243786 
InterfModel=0 54 | 0.932437 | 0.246161 | 0.247907 | 0.24179 | 0.246195 | 0.243061 
