CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 98.542 | 99.489 | 65.046 | 47.533 | 48.517 
InterfModel=1 | 100.299 | 101.192 | 66.069 | 56.048 | 58.289 
InterfModel=2 | 99.659 | 99.486 | 65.655 | 51.73 | 54.288 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 98.0578 | 99.7132 | 65.1433 | 46.5949 | 48.6269 
InterfModel=0 1 | 98.6988 | 99.4076 | 64.9898 | 48.0416 | 48.2482 
InterfModel=0 2 | 97.9558 | 99.3111 | 65.4175 | 48.2969 | 47.756 
InterfModel=0 3 | 98.9329 | 99.4527 | 64.8426 | 46.9014 | 49.2374 
InterfModel=0 4 | 98.1474 | 99.6677 | 65.0107 | 47.0256 | 48.8386 
InterfModel=0 5 | 98.4528 | 99.82 | 64.8995 | 47.8321 | 48.5484 
InterfModel=0 6 | 98.8163 | 99.5666 | 65.0809 | 47.8556 | 48.5996 
InterfModel=0 7 | 98.5145 | 99.2655 | 64.8312 | 48.1106 | 48.189 
InterfModel=0 8 | 98.6136 | 99.5113 | 64.9011 | 47.8423 | 48.0346 
InterfModel=0 9 | 98.7947 | 99.3206 | 64.953 | 46.5455 | 49.0218 
InterfModel=0 10 | 97.9844 | 99.1878 | 64.2467 | 47.8342 | 48.5222 
InterfModel=0 11 | 98.8967 | 99.8886 | 65.0804 | 48.352 | 47.944 
InterfModel=0 12 | 98.6337 | 99.7634 | 65.2155 | 47.9824 | 48.8664 
InterfModel=0 13 | 99.1469 | 99.8542 | 65.231 | 46.6826 | 48.7808 
InterfModel=0 14 | 98.0306 | 99.2605 | 65.2961 | 47.857 | 47.9856 
InterfModel=0 15 | 98.7291 | 99.0434 | 65.2267 | 48.1174 | 47.9531 
InterfModel=0 16 | 98.6272 | 99.283 | 64.6184 | 46.862 | 48.8777 
InterfModel=0 17 | 98.4319 | 99.5409 | 65.3798 | 47.529 | 48.6143 
InterfModel=0 18 | 99.0885 | 99.6538 | 65.2378 | 47.4465 | 48.3429 
InterfModel=0 19 | 98.7302 | 99.49 | 65.1167 | 48.1875 | 47.7206 
InterfModel=0 20 | 98.7942 | 99.246 | 64.7972 | 47.8342 | 48.0633 
InterfModel=0 21 | 98.9948 | 99.5384 | 65.5631 | 47.3794 | 48.5146 
InterfModel=0 22 | 98.8457 | 99.6751 | 64.7965 | 47.7688 | 48.4726 
InterfModel=0 23 | 98.9058 | 99.5898 | 64.8648 | 46.9055 | 49.3051 
InterfModel=0 24 | 98.4253 | 99.6503 | 65.436 | 47.7246 | 48.7544 
InterfModel=0 25 | 97.4832 | 99.7024 | 65.6584 | 47.5942 | 48.4543 
InterfModel=0 26 | 98.2419 | 99.6135 | 64.755 | 47.1665 | 48.8624 
InterfModel=0 27 | 99.1307 | 99.3981 | 65.8714 | 47.7569 | 48.5947 
InterfModel=0 28 | 97.3535 | 99.0004 | 64.2617 | 47.3735 | 48.5228 
InterfModel=0 29 | 98.6865 | 99.1192 | 65.6127 | 47.3196 | 48.2412 
InterfModel=0 30 | 98.52 | 99.1404 | 64.4632 | 47.2229 | 48.8243 
InterfModel=0 31 | 98.2042 | 99.4075 | 65.3553 | 48.4274 | 47.8882 
InterfModel=0 32 | 98.4351 | 99.6137 | 64.6926 | 47.5461 | 48.5689 
InterfModel=0 33 | 99.198 | 99.5033 | 65.2997 | 47.7882 | 48.5746 
InterfModel=0 34 | 99.1408 | 99.4842 | 65.5229 | 47.4207 | 48.6215 
InterfModel=0 35 | 98.9784 | 99.7316 | 64.8919 | 47.4177 | 48.3874 
InterfModel=0 36 | 98.2717 | 99.3848 | 64.6034 | 48.4581 | 49.2916 
InterfModel=0 37 | 98.6976 | 99.455 | 65.3224 | 47.8848 | 47.6403 
InterfModel=0 38 | 98.6181 | 99.712 | 64.8909 | 46.4706 | 48.0325 
InterfModel=0 39 | 98.1964 | 99.368 | 64.9768 | 46.7769 | 48.6384 
InterfModel=0 40 | 98.4702 | 99.5604 | 64.6598 | 47.9766 | 48.3545 
InterfModel=0 41 | 98.0553 | 99.4779 | 65.4982 | 47.2389 | 49.219 
InterfModel=0 42 | 98.3651 | 99.4728 | 65.5604 | 47.5303 | 49.1154 
InterfModel=0 43 | 98.9838 | 99.6977 | 64.4092 | 47.1008 | 48.6318 
InterfModel=0 44 | 98.1147 | 99.0832 | 65.1681 | 46.9578 | 50.1485 
InterfModel=0 45 | 99.2559 | 99.3009 | 65.06 | 47.1507 | 48.8841 
InterfModel=0 46 | 98.0858 | 99.4675 | 65.2151 | 48.3901 | 47.1162 
InterfModel=0 47 | 98.5751 | 99.6357 | 65.1104 | 47.944 | 47.9271 
InterfModel=0 48 | 98.2082 | 99.5001 | 65.1774 | 48.0789 | 48.2981 
InterfModel=0 49 | 98.115 | 99.6127 | 65.589 | 47.8134 | 47.6443 
InterfModel=0 50 | 98.2019 | 99.4138 | 65.5479 | 47.8364 | 47.8853 
InterfModel=0 51 | 98.8218 | 99.5796 | 64.937 | 47.099 | 48.5607 
InterfModel=0 52 | 98.1076 | 98.9657 | 65.3522 | 47.5474 | 48.3176 
InterfModel=0 53 | 98.2925 | 99.5454 | 65.3037 | 47.1871 | 49.0819 
InterfModel=0 54 | 99.0366 | 99.3359 | 64.7863 | 47.4255 | 48.4606 
InterfModel=0 55 | 98.4195 | 99.5829 | 64.7564 | 48.1806 | 48.4097 
InterfModel=0 56 | 98.3222 | 99.4546 | 65.291 | 48.3513 | 47.4665 
InterfModel=0 57 | 98.7813 | 99.9309 | 64.5822 | 48.0352 | 47.9493 
InterfModel=0 58 | 98.4351 | 99.4136 | 64.825 | 47.6877 | 47.6673 
InterfModel=0 59 | 98.6242 | 99.3181 | 65.0352 | 46.2228 | 49.0081 
InterfModel=0 60 | 98.9389 | 99.6761 | 65.2261 | 46.7513 | 48.6402 
InterfModel=0 61 | 98.6803 | 99.7499 | 65.3236 | 47.5675 | 48.4452 
InterfModel=0 62 | 98.82 | 99.4741 | 64.7139 | 47.1162 | 47.9644 
InterfModel=0 63 | 98.2318 | 98.9459 | 64.7365 | 47.6556 | 47.7076 
InterfModel=0 64 | 98.3872 | 99.7541 | 64.9721 | 47.2021 | 48.6323 
InterfModel=0 65 | 98.5533 | 99.5588 | 65.5301 | 47.0823 | 49.6028 
InterfModel=0 66 | 99.4089 | 99.6341 | 64.7631 | 47.2428 | 49.324 
InterfModel=0 67 | 98.845 | 99.5058 | 65.1273 | 46.5757 | 48.6997 
InterfModel=0 68 | 97.9179 | 99.0574 | 64.9304 | 47.8131 | 48.7372 
InterfModel=0 69 | 98.6095 | 99.7609 | 65.2041 | 47.2276 | 49.7809 
