CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 | 0 | 18.09 | 32.92 | 2220.78 | 725.87 
InterfModel=0,node=2 | 0 | 19.37 | 11.17 | 2264.75 | 702.6 
InterfModel=0,node=3 | 0 | 19.05 | 66.96 | 3473.9 | 935.13 
InterfModel=0,node=4 | 1282.54 | 17.46 | 35.68 | 5084.64 | 1048.22 
InterfModel=0,node=5 | 1446.94 | 14.93 | 69.94 | 4858.38 | 1077.58 
InterfModel=1,node=1 | 0 | 19.67 | 81.37 | 2074.69 | 821.8 
InterfModel=1,node=2 | 0 | 20.12 | 57.99 | 2105.39 | 814.11 
InterfModel=1,node=3 | 2.22 | 19.92 | 130.06 | 3282.48 | 1057.28 
InterfModel=1,node=4 | 2149.09 | 18.5 | 92.38 | 4067.44 | 1139.99 
InterfModel=1,node=5 | 2352.46 | 16.79 | 154.94 | 3770.86 | 1171.95 
InterfModel=2,node=1 | 0 | 19.56 | 62.94 | 2149.17 | 765.92 
InterfModel=2,node=2 | 0 | 20.42 | 7.84 | 2359.68 | 609.93 
InterfModel=2,node=3 | 0.41 | 18.59 | 108.47 | 3356.53 | 1009.31 
InterfModel=2,node=4 | 1752.81 | 17.78 | 59.41 | 4604.31 | 1032.93 
InterfModel=2,node=5 | 2027.18 | 15.1 | 118.35 | 4195.03 | 1111.74 
Communication.MAC:Packet breakdown - all values
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 0 | - | 14 | 43 | 2246 | 695 
InterfModel=0,node=1 1 | - | 28 | 34 | 2221 | 715 
InterfModel=0,node=1 2 | - | 14 | 41 | 2181 | 761 
InterfModel=0,node=1 3 | - | 18 | 36 | 2278 | 666 
InterfModel=0,node=1 4 | - | 22 | 34 | 2211 | 730 
InterfModel=0,node=1 5 | - | 19 | 39 | 2258 | 682 
InterfModel=0,node=1 6 | - | 11 | 42 | 2146 | 798 
InterfModel=0,node=1 7 | - | 13 | 32 | 2207 | 745 
InterfModel=0,node=1 8 | - | 14 | 36 | 2205 | 743 
InterfModel=0,node=1 9 | - | 24 | 33 | 2228 | 711 
InterfModel=0,node=1 10 | - | 18 | 26 | 2301 | 653 
InterfModel=0,node=1 11 | - | 22 | 34 | 2191 | 750 
InterfModel=0,node=1 12 | - | 20 | 44 | 2208 | 726 
InterfModel=0,node=1 13 | - | 20 | 28 | 2220 | 727 
InterfModel=0,node=1 14 | - | 16 | 41 | 2187 | 754 
InterfModel=0,node=1 15 | - | 22 | 40 | 2154 | 783 
InterfModel=0,node=1 16 | - | 27 | 28 | 2237 | 707 
InterfModel=0,node=1 17 | - | 19 | 41 | 2159 | 779 
InterfModel=0,node=1 18 | - | 18 | 35 | 2219 | 726 
InterfModel=0,node=1 19 | - | 18 | 29 | 2227 | 724 
InterfModel=0,node=1 20 | - | 20 | 23 | 2276 | 678 
InterfModel=0,node=1 21 | - | 17 | 36 | 2219 | 727 
InterfModel=0,node=1 22 | - | 24 | 31 | 2195 | 746 
InterfModel=0,node=1 23 | - | 15 | 26 | 2268 | 689 
InterfModel=0,node=1 24 | - | 24 | 34 | 2246 | 695 
InterfModel=0,node=1 25 | - | 15 | 32 | 2250 | 702 
InterfModel=0,node=1 26 | - | 19 | 24 | 2279 | 676 
InterfModel=0,node=1 27 | - | 18 | 33 | 2285 | 661 
InterfModel=0,node=1 28 | - | 16 | 33 | 2167 | 782 
InterfModel=0,node=1 29 | - | 19 | 23 | 2276 | 681 
InterfModel=0,node=1 30 | - | 15 | 30 | 2279 | 674 
InterfModel=0,node=1 31 | - | 26 | 24 | 2167 | 782 
InterfModel=0,node=1 32 | - | 18 | 39 | 2131 | 809 
InterfModel=0,node=1 33 | - | 18 | 44 | 2224 | 710 
InterfModel=0,node=1 34 | - | 23 | 30 | 2236 | 708 
InterfModel=0,node=1 35 | - | 18 | 38 | 2244 | 699 
InterfModel=0,node=1 36 | - | 14 | 39 | 2163 | 782 
InterfModel=0,node=1 37 | - | 17 | 28 | 2230 | 723 
InterfModel=0,node=1 38 | - | 23 | 37 | 2240 | 698 
InterfModel=0,node=1 39 | - | 19 | 36 | 2150 | 793 
InterfModel=0,node=1 40 | - | 23 | 34 | 2249 | 691 
InterfModel=0,node=1 41 | - | 18 | 32 | 2211 | 736 
InterfModel=0,node=1 42 | - | 13 | 27 | 2315 | 642 
InterfModel=0,node=1 43 | - | 19 | 28 | 2238 | 712 
InterfModel=0,node=1 44 | - | 12 | 28 | 2255 | 702 
InterfModel=0,node=1 45 | - | 17 | 38 | 2184 | 759 
InterfModel=0,node=1 46 | - | 13 | 31 | 2254 | 700 
InterfModel=0,node=1 47 | - | 20 | 28 | 2210 | 741 
InterfModel=0,node=1 48 | - | 21 | 29 | 2226 | 721 
InterfModel=0,node=1 49 | - | 20 | 24 | 2301 | 654 
InterfModel=0,node=1 50 | - | 15 | 45 | 2166 | 770 
InterfModel=0,node=1 51 | - | 13 | 41 | 2242 | 701 
InterfModel=0,node=1 52 | - | 14 | 26 | 2188 | 769 
InterfModel=0,node=1 53 | - | 25 | 34 | 2215 | 724 
InterfModel=0,node=1 54 | - | 17 | 37 | 2185 | 758 
InterfModel=0,node=1 55 | - | 22 | 13 | 2273 | 689 
InterfModel=0,node=1 56 | - | 10 | 32 | 2167 | 790 
InterfModel=0,node=1 57 | - | 18 | 39 | 2197 | 744 
InterfModel=0,node=1 58 | - | 16 | 32 | 2213 | 737 
InterfModel=0,node=1 59 | - | 18 | 28 | 2197 | 755 
InterfModel=0,node=1 60 | - | 26 | 36 | 2267 | 668 
InterfModel=0,node=1 61 | - | 20 | 31 | 2269 | 679 
InterfModel=0,node=1 62 | - | 31 | 26 | 2215 | 724 
InterfModel=0,node=1 63 | - | 17 | 33 | 2225 | 723 
InterfModel=0,node=1 64 | - | 17 | 34 | 2183 | 763 
InterfModel=0,node=1 65 | - | 20 | 34 | 2156 | 789 
InterfModel=0,node=1 66 | - | 26 | 23 | 2248 | 702 
InterfModel=0,node=1 67 | - | 25 | 37 | 2201 | 734 
InterfModel=0,node=1 68 | - | 12 | 26 | 2285 | 676 
InterfModel=0,node=1 69 | - | 17 | 29 | 2209 | 742 
InterfModel=0,node=1 70 | - | 14 | 24 | 2173 | 785 
InterfModel=0,node=1 71 | - | 14 | 36 | 2229 | 717 
InterfModel=0,node=1 72 | - | 20 | 41 | 2211 | 726 
InterfModel=0,node=1 73 | - | 12 | 39 | 2221 | 726 
InterfModel=0,node=1 74 | - | 23 | 32 | 2191 | 751 
InterfModel=0,node=1 75 | - | 16 | 42 | 2217 | 723 
InterfModel=0,node=1 76 | - | 17 | 44 | 2180 | 756 
InterfModel=0,node=1 77 | - | 15 | 45 | 2209 | 728 
InterfModel=0,node=1 78 | - | 25 | 36 | 2186 | 750 
InterfModel=0,node=1 79 | - | 20 | 32 | 2271 | 676 
InterfModel=0,node=1 80 | - | 19 | 28 | 2253 | 697 
InterfModel=0,node=1 81 | - | 21 | 28 | 2226 | 722 
InterfModel=0,node=1 82 | - | 16 | 29 | 2191 | 763 
InterfModel=0,node=1 83 | - | 14 | 44 | 2186 | 751 
InterfModel=0,node=1 84 | - | 21 | 32 | 2162 | 782 
InterfModel=0,node=1 85 | - | 13 | 31 | 2242 | 711 
InterfModel=0,node=1 86 | - | 9 | 34 | 2268 | 687 
InterfModel=0,node=1 87 | - | 20 | 31 | 2192 | 754 
InterfModel=0,node=1 88 | - | 17 | 24 | 2232 | 724 
InterfModel=0,node=1 89 | - | 16 | 37 | 2198 | 748 
InterfModel=0,node=1 90 | - | 12 | 34 | 2202 | 751 
InterfModel=0,node=1 91 | - | 7 | 24 | 2289 | 677 
InterfModel=0,node=1 92 | - | 21 | 24 | 2259 | 693 
InterfModel=0,node=1 93 | - | 15 | 44 | 2246 | 692 
InterfModel=0,node=1 94 | - | 13 | 30 | 2165 | 788 
InterfModel=0,node=1 95 | - | 16 | 29 | 2224 | 730 
InterfModel=0,node=1 96 | - | 13 | 36 | 2231 | 719 
InterfModel=0,node=1 97 | - | 18 | 28 | 2255 | 698 
InterfModel=0,node=1 98 | - | 22 | 39 | 2183 | 755 
InterfModel=0,node=1 99 | - | 20 | 24 | 2233 | 722 
InterfModel=0,node=2 0 | - | 21 | 8 | 2292 | 676 
InterfModel=0,node=2 1 | - | 17 | 6 | 2289 | 685 
InterfModel=0,node=2 2 | - | 18 | 7 | 2274 | 698 
InterfModel=0,node=2 3 | - | 23 | 12 | 2250 | 712 
InterfModel=0,node=2 4 | - | 22 | 16 | 2208 | 753 
InterfModel=0,node=2 5 | - | 23 | 12 | 2255 | 708 
InterfModel=0,node=2 6 | - | 20 | 6 | 2278 | 694 
InterfModel=0,node=2 7 | - | 12 | 8 | 2269 | 708 
InterfModel=0,node=2 8 | - | 20 | 8 | 2234 | 734 
InterfModel=0,node=2 9 | - | 15 | 14 | 2242 | 728 
InterfModel=0,node=2 10 | - | 15 | 10 | 2181 | 792 
InterfModel=0,node=2 11 | - | 22 | 16 | 2243 | 718 
InterfModel=0,node=2 12 | - | 20 | 30 | 2169 | 779 
InterfModel=0,node=2 13 | - | 26 | 13 | 2198 | 760 
InterfModel=0,node=2 14 | - | 20 | 14 | 2216 | 748 
InterfModel=0,node=2 15 | - | 13 | 13 | 2236 | 736 
InterfModel=0,node=2 16 | - | 16 | 13 | 2229 | 739 
InterfModel=0,node=2 17 | - | 26 | 13 | 2233 | 725 
