CastaliaResults -i saida.txt -s Packets reception rate -n --all -o2                                                                    

Application:Packets reception rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.987 | 0.991 | 0.986 | 0.82 | 0.795 
InterfModel=1 | 0.97 | 0.974 | 0.97 | 0.696 | 0.662 
InterfModel=2 | 0.976 | 0.991 | 0.976 | 0.754 | 0.711 
Application:Packets reception rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.987996 | 0.99033 | 0.982885 | 0.838912 | 0.789572 
InterfModel=0 1 | 0.984662 | 0.993331 | 0.988886 | 0.807841 | 0.799573 
InterfModel=0 2 | 0.987329 | 0.991664 | 0.986219 | 0.808933 | 0.809175 
InterfModel=0 3 | 0.985662 | 0.989663 | 0.98822 | 0.829711 | 0.784771 
InterfModel=0 4 | 0.987329 | 0.990664 | 0.987553 | 0.831155 | 0.793812 
InterfModel=0 5 | 0.984995 | 0.989663 | 0.984441 | 0.814509 | 0.794612 
InterfModel=0 6 | 0.985328 | 0.990997 | 0.984663 | 0.814509 | 0.790639 
InterfModel=0 7 | 0.987996 | 0.993331 | 0.987108 | 0.807308 | 0.805441 
InterfModel=0 8 | 0.986329 | 0.99133 | 0.98533 | 0.814242 | 0.79904 
InterfModel=0 9 | 0.984662 | 0.992998 | 0.985108 | 0.835578 | 0.782638 
InterfModel=0 10 | 0.98933 | 0.993 | 0.98822 | 0.815951 | 0.795039 
InterfModel=0 11 | 0.984995 | 0.988663 | 0.987108 | 0.808374 | 0.807574 
InterfModel=0 12 | 0.984328 | 0.987996 | 0.986219 | 0.812375 | 0.793172 
InterfModel=0 13 | 0.985995 | 0.987663 | 0.986441 | 0.831311 | 0.78861 
InterfModel=0 14 | 0.987996 | 0.990664 | 0.983552 | 0.813308 | 0.805307 
InterfModel=0 15 | 0.985333 | 0.993665 | 0.985552 | 0.807308 | 0.809175 
InterfModel=0 16 | 0.984662 | 0.99133 | 0.987553 | 0.832622 | 0.792372 
