CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.023 | 0.012 | 0.027 | 0.205 | 0.239 
InterfModel=1 | 0.053 | 0.041 | 0.06 | 0.365 | 0.419 
InterfModel=2 | 0.039 | 0.011 | 0.043 | 0.276 | 0.336 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0190063 | 0.0163388 | 0.0300066 | 0.202427 | 0.238165 
InterfModel=0 1 | 0.0293431 | 0.0136712 | 0.0286731 | 0.197226 | 0.244166 
InterfModel=0 2 | 0.0196732 | 0.0130044 | 0.0242276 | 0.204 | 0.2515 
InterfModel=0 3 | 0.024008 | 0.012004 | 0.0262281 | 0.215362 | 0.226564 
InterfModel=0 4 | 0.0220073 | 0.0123374 | 0.0300066 | 0.193652 | 0.241931 
InterfModel=0 5 | 0.0246749 | 0.0103368 | 0.0277839 | 0.214829 | 0.236063 
InterfModel=0 6 | 0.0200067 | 0.0143381 | 0.0286731 | 0.207761 | 0.254834 
InterfModel=0 7 | 0.0226742 | 0.0126709 | 0.0304512 | 0.194426 | 0.246033 
InterfModel=0 8 | 0.0206736 | 0.0116705 | 0.0271171 | 0.220029 | 0.237365 
InterfModel=0 9 | 0.0233411 | 0.0123374 | 0.0262281 | 0.210828 | 0.246966 
InterfModel=0 10 | 0.0226742 | 0.0143333 | 0.0260058 | 0.195519 | 0.268436 
InterfModel=0 11 | 0.0156719 | 0.0133378 | 0.0233385 | 0.201894 | 0.247766 
InterfModel=0 12 | 0.0160053 | 0.0146716 | 0.0315626 | 0.190559 | 0.2483 
InterfModel=0 13 | 0.0263421 | 0.012004 | 0.0322294 | 0.191492 | 0.226327 
InterfModel=0 14 | 0.0230077 | 0.0100033 | 0.0315626 | 0.210161 | 0.238565 
InterfModel=0 15 | 0.024 | 0.00900298 | 0.0320071 | 0.211895 | 0.229497 
InterfModel=0 16 | 0.024008 | 0.0140046 | 0.0320071 | 0.195119 | 0.234565 
InterfModel=0 17 | 0.0263421 | 0.0113371 | 0.0277839 | 0.19952 | 0.229097 
InterfModel=0 18 | 0.0230077 | 0.0103368 | 0.0264562 | 0.178024 | 0.259368 
InterfModel=0 19 | 0.0236667 | 0.0096699 | 0.0275617 | 0.198293 | 0.241499 
InterfModel=0 20 | 0.0213404 | 0.0103368 | 0.0288953 | 0.208322 | 0.226297 
InterfModel=0 21 | 0.0216739 | 0.0140046 | 0.0266666 | 0.226727 | 0.216591 
InterfModel=0 22 | 0.0250083 | 0.0126666 | 0.0271171 | 0.2032 | 0.246066 
InterfModel=0 23 | 0.0246749 | 0.0146716 | 0.0271171 | 0.197493 | 0.241398 
InterfModel=0 24 | 0.0223408 | 0.0146716 | 0.0302289 | 0.212962 | 0.241766 
InterfModel=0 25 | 0.0226742 | 0.0103368 | 0.0266726 | 0.216162 | 0.222163 
InterfModel=0 26 | 0.0260087 | 0.0143381 | 0.0240054 | 0.196693 | 0.248433 
InterfModel=0 27 | 0.0263421 | 0.0123333 | 0.0308958 | 0.199893 | 0.231364 
InterfModel=0 28 | 0.0226667 | 0.0103368 | 0.0273394 | 0.193918 | 0.241365 
InterfModel=0 29 | 0.0253418 | 0.0110037 | 0.0288953 | 0.215095 | 0.235365 
InterfModel=0 30 | 0.0220073 | 0.00800264 | 0.0295621 | 0.2048 | 0.248833 
InterfModel=0 31 | 0.0246749 | 0.0100033 | 0.0242276 | 0.202027 | 0.241099 
InterfModel=0 32 | 0.0246749 | 0.0140046 | 0.0288953 | 0.220192 | 0.241499 
InterfModel=0 33 | 0.021007 | 0.0126709 | 0.0284508 | 0.215762 | 0.22563 
InterfModel=0 34 | 0.0220073 | 0.0106702 | 0.0262281 | 0.205894 | 0.238432 
InterfModel=0 35 | 0.0226742 | 0.0130044 | 0.0262281 | 0.214029 | 0.231764 
InterfModel=0 36 | 0.026 | 0.0106702 | 0.0208935 | 0.188692 | 0.246732 
InterfModel=0 37 | 0.021007 | 0.00833613 | 0.022894 | 0.199227 | 0.232964 
InterfModel=0 38 | 0.0296766 | 0.0130044 | 0.0224494 | 0.199867 | 0.232564 
InterfModel=0 39 | 0.0216739 | 0.0103368 | 0.0237831 | 0.193893 | 0.247766 
InterfModel=0 40 | 0.0206736 | 0.0130044 | 0.0297844 | 0.217067 | 0.227661 
InterfModel=0 41 | 0.0196732 | 0.0136712 | 0.036008 | 0.207361 | 0.236196 
InterfModel=0 42 | 0.0196732 | 0.0113371 | 0.0275617 | 0.208294 | 0.248033 
InterfModel=0 43 | 0.027009 | 0.015 | 0.0215604 | 0.215333 | 0.22603 
InterfModel=0 44 | 0.0233411 | 0.0140046 | 0.0255556 | 0.187117 | 0.254034 
InterfModel=0 45 | 0.0226742 | 0.0113371 | 0.0300066 | 0.210828 | 0.238165 
InterfModel=0 46 | 0.0256752 | 0.0116705 | 0.0273394 | 0.188425 | 0.2495 
InterfModel=0 47 | 0.0230077 | 0.0136712 | 0.0271171 | 0.197226 | 0.239099 
InterfModel=0 48 | 0.0190063 | 0.0153334 | 0.0268949 | 0.202321 | 0.23753 
InterfModel=0 49 | 0.0200067 | 0.00933647 | 0.0280062 | 0.223496 | 0.222563 
InterfModel=0 50 | 0.0266756 | 0.012004 | 0.0226717 | 0.207922 | 0.241531 
InterfModel=0 51 | 0.0253418 | 0.00800264 | 0.0268949 | 0.196586 | 0.243932 
InterfModel=0 52 | 0.0223408 | 0.00900298 | 0.0304444 | 0.204294 | 0.236432 
InterfModel=0 53 | 0.0236667 | 0.0110037 | 0.0266726 | 0.198293 | 0.249633 
InterfModel=0 54 | 0.0223408 | 0.0136712 | 0.0231162 | 0.204427 | 0.246566 
