InterfModel=0,node=1 | 0 | 104.03 | 94.15 | 2211.29 | 588.43 
InterfModel=0,node=2 | 0 | 103.48 | 46.83 | 2256.98 | 590.51 
InterfModel=0,node=3 | 0 | 110.05 | 170.73 | 3441.82 | 773.66 
InterfModel=0,node=4 | 952.32 | 97.61 | 130.76 | 5373.53 | 914.28 
InterfModel=0,node=5 | 1090.99 | 89.82 | 217.48 | 5153.79 | 916.15 
InterfModel=1,node=1 | 0 | 104.8 | 212.47 | 2074.9 | 605.46 
InterfModel=1,node=2 | 0 | 105.57 | 170.59 | 2109.55 | 612.12 
InterfModel=1,node=3 | 0 | 107.16 | 331.56 | 3257.93 | 798.91 
InterfModel=1,node=4 | 1539.95 | 99.66 | 305.31 | 4602.2 | 920.66 
InterfModel=1,node=5 | 1668.63 | 90.1 | 451.03 | 4329.86 | 928.08 
InterfModel=2,node=1 | 0 | 102.99 | 165.64 | 2149.08 | 580.07 
InterfModel=2,node=2 | 0 | 104.79 | 23.55 | 2374.02 | 495.49 
InterfModel=2,node=3 | 0 | 107.95 | 284.5 | 3329.91 | 773.35 
InterfModel=2,node=4 | 1287.91 | 97.95 | 205.99 | 5022.14 | 854.2 
InterfModel=2,node=5 | 1493.96 | 89.9 | 364.22 | 4624.74 | 894.66 
