CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 35 | - | 16 | 33 | 2222 | 728 
InterfModel=0,node=1 36 | - | 17 | 44 | 2150 | 788 
InterfModel=0,node=1 37 | - | 9 | 24 | 2241 | 724 
InterfModel=0,node=1 38 | - | 25 | 25 | 2238 | 709 
InterfModel=0,node=1 39 | - | 19 | 44 | 2176 | 758 
InterfModel=0,node=1 40 | - | 13 | 25 | 2256 | 703 
InterfModel=0,node=1 41 | - | 23 | 28 | 2285 | 662 
InterfModel=0,node=1 42 | - | 22 | 24 | 2268 | 684 
InterfModel=0,node=1 43 | - | 20 | 39 | 2231 | 705 
InterfModel=0,node=1 44 | - | 20 | 32 | 2252 | 693 
InterfModel=0,node=1 45 | - | 25 | 36 | 2221 | 717 
InterfModel=0,node=1 46 | - | 24 | 22 | 2291 | 661 
InterfModel=0,node=1 47 | - | 16 | 35 | 2176 | 772 
InterfModel=0,node=1 48 | - | 18 | 30 | 2203 | 746 
InterfModel=0,node=1 49 | - | 18 | 25 | 2278 | 677 
InterfModel=0,node=1 50 | - | 16 | 29 | 2155 | 797 
InterfModel=0,node=1 51 | - | 12 | 24 | 2228 | 735 
InterfModel=0,node=1 52 | - | 16 | 36 | 2126 | 819 
InterfModel=0,node=1 53 | - | 19 | 27 | 2296 | 655 
InterfModel=0,node=1 54 | - | 12 | 36 | 2179 | 770 
InterfModel=0,node=1 55 | - | 17 | 36 | 2219 | 724 
InterfModel=0,node=1 56 | - | 14 | 35 | 2165 | 784 
InterfModel=0,node=1 57 | - | 21 | 37 | 2200 | 741 
InterfModel=0,node=1 58 | - | 17 | 31 | 2205 | 746 
InterfModel=0,node=1 59 | - | 22 | 39 | 2211 | 725 
InterfModel=0,node=1 60 | - | 19 | 31 | 2258 | 689 
InterfModel=0,node=1 61 | - | 16 | 31 | 2247 | 704 
InterfModel=0,node=1 62 | - | 12 | 48 | 2222 | 715 
InterfModel=0,node=1 63 | - | 23 | 28 | 2167 | 780 
InterfModel=0,node=1 64 | - | 15 | 39 | 2199 | 746 
InterfModel=0,node=1 65 | - | 22 | 45 | 2196 | 736 
InterfModel=0,node=1 66 | - | 16 | 22 | 2268 | 692 
InterfModel=0,node=1 67 | - | 14 | 42 | 2180 | 763 
InterfModel=0,node=1 68 | - | 27 | 32 | 2252 | 688 
InterfModel=0,node=1 69 | - | 15 | 24 | 2211 | 749 
InterfModel=0,node=1 70 | - | 18 | 39 | 2158 | 782 
InterfModel=0,node=1 71 | - | 17 | 36 | 2232 | 712 
InterfModel=0,node=1 72 | - | 16 | 33 | 2168 | 781 
InterfModel=0,node=1 73 | - | 16 | 36 | 2227 | 720 
InterfModel=0,node=1 74 | - | 15 | 39 | 2178 | 766 
InterfModel=0,node=1 75 | - | 13 | 28 | 2204 | 752 
InterfModel=0,node=1 76 | - | 17 | 35 | 2207 | 738 
InterfModel=0,node=1 77 | - | 12 | 28 | 2285 | 671 
InterfModel=0,node=1 78 | - | 23 | 43 | 2201 | 730 
InterfModel=0,node=1 79 | - | 18 | 25 | 2263 | 693 
InterfModel=0,node=1 80 | - | 18 | 31 | 2262 | 686 
InterfModel=0,node=1 81 | - | 18 | 27 | 2226 | 724 
InterfModel=0,node=1 82 | - | 18 | 39 | 2198 | 744 
InterfModel=0,node=1 83 | - | 12 | 44 | 2155 | 784 
InterfModel=0,node=1 84 | - | 18 | 37 | 2183 | 760 
InterfModel=0,node=1 85 | - | 14 | 28 | 2244 | 711 
InterfModel=0,node=1 86 | - | 20 | 31 | 2243 | 705 
InterfModel=0,node=1 87 | - | 20 | 38 | 2249 | 690 
InterfModel=0,node=1 88 | - | 23 | 34 | 2236 | 706 
InterfModel=0,node=1 89 | - | 15 | 22 | 2254 | 708 
InterfModel=0,node=1 90 | - | 17 | 35 | 2170 | 776 
InterfModel=0,node=1 91 | - | 16 | 37 | 2249 | 697 
InterfModel=0,node=1 92 | - | 14 | 27 | 2234 | 722 
InterfModel=0,node=1 93 | - | 20 | 31 | 2271 | 677 
InterfModel=0,node=1 94 | - | 20 | 38 | 2185 | 754 
InterfModel=0,node=1 95 | - | 19 | 40 | 2237 | 701 
InterfModel=0,node=1 96 | - | 22 | 34 | 2258 | 685 
InterfModel=0,node=1 97 | - | 17 | 33 | 2265 | 684 
InterfModel=0,node=1 98 | - | 21 | 45 | 2145 | 786 
InterfModel=0,node=1 99 | - | 18 | 30 | 2237 | 714 
InterfModel=0,node=2 0 | - | 25 | 7 | 2320 | 645 
InterfModel=0,node=2 1 | - | 15 | 9 | 2290 | 685 
InterfModel=0,node=2 2 | - | 23 | 9 | 2250 | 715 
InterfModel=0,node=2 3 | - | 25 | 19 | 2219 | 735 
InterfModel=0,node=2 4 | - | 21 | 14 | 2196 | 767 
InterfModel=0,node=2 5 | - | 20 | 11 | 2242 | 725 
InterfModel=0,node=2 6 | - | 21 | 12 | 2284 | 680 
InterfModel=0,node=2 7 | - | 19 | 9 | 2293 | 674 
InterfModel=0,node=2 8 | - | 17 | 18 | 2267 | 695 
InterfModel=0,node=2 9 | - | 21 | 23 | 2185 | 768 
InterfModel=0,node=2 10 | - | 19 | 23 | 2213 | 743 
InterfModel=0,node=2 11 | - | 24 | 9 | 2201 | 764 
InterfModel=0,node=2 12 | - | 22 | 15 | 2236 | 725 
InterfModel=0,node=2 13 | - | 21 | 16 | 2254 | 706 
InterfModel=0,node=2 14 | - | 25 | 20 | 2232 | 722 
InterfModel=0,node=2 15 | - | 16 | 17 | 2269 | 696 
InterfModel=0,node=2 16 | - | 22 | 15 | 2293 | 668 
InterfModel=0,node=2 17 | - | 19 | 18 | 2226 | 734 
InterfModel=0,node=2 18 | - | 17 | 13 | 2289 | 680 
InterfModel=0,node=2 19 | - | 21 | 8 | 2295 | 673 
InterfModel=0,node=2 20 | - | 16 | 12 | 2277 | 692 
InterfModel=0,node=2 21 | - | 13 | 17 | 2282 | 687 
InterfModel=0,node=2 22 | - | 20 | 5 | 2275 | 698 
InterfModel=0,node=2 23 | - | 21 | 16 | 2232 | 728 
InterfModel=0,node=2 24 | - | 20 | 10 | 2200 | 769 
InterfModel=0,node=2 25 | - | 14 | 17 | 2306 | 660 
InterfModel=0,node=2 26 | - | 21 | 12 | 2248 | 718 
InterfModel=0,node=2 27 | - | 26 | 20 | 2191 | 761 
InterfModel=0,node=2 28 | - | 17 | 14 | 2262 | 704 
InterfModel=0,node=2 29 | - | 19 | 11 | 2304 | 664 
InterfModel=0,node=2 30 | - | 16 | 11 | 2316 | 656 
InterfModel=0,node=2 31 | - | 30 | 15 | 2164 | 790 
InterfModel=0,node=2 32 | - | 21 | 10 | 2256 | 710 
InterfModel=0,node=2 33 | - | 21 | 14 | 2246 | 718 
InterfModel=0,node=2 34 | - | 18 | 6 | 2304 | 671 
InterfModel=0,node=2 35 | - | 21 | 22 | 2264 | 691 
InterfModel=0,node=2 36 | - | 16 | 8 | 2230 | 744 
InterfModel=0,node=2 37 | - | 23 | 8 | 2273 | 693 
InterfModel=0,node=2 38 | - | 18 | 12 | 2299 | 668 
InterfModel=0,node=2 39 | - | 14 | 10 | 2296 | 677 
InterfModel=0,node=2 40 | - | 11 | 9 | 2295 | 682 
InterfModel=0,node=2 41 | - | 24 | 1 | 2319 | 653 
InterfModel=0,node=2 42 | - | 22 | 8 | 2274 | 693 
InterfModel=0,node=2 43 | - | 31 | 14 | 2209 | 744 
InterfModel=0,node=2 44 | - | 17 | 19 | 2202 | 761 
InterfModel=0,node=2 45 | - | 17 | 14 | 2282 | 685 
InterfModel=0,node=2 46 | - | 19 | 14 | 2251 | 714 
InterfModel=0,node=2 47 | - | 21 | 19 | 2214 | 745 
InterfModel=0,node=2 48 | - | 18 | 18 | 2198 | 763 
InterfModel=0,node=2 49 | - | 12 | 17 | 2261 | 707 
InterfModel=0,node=2 50 | - | 19 | 12 | 2285 | 681 
InterfModel=0,node=2 51 | - | 13 | 16 | 2262 | 707 
InterfModel=0,node=2 52 | - | 22 | 14 | 2304 | 657 
InterfModel=0,node=2 53 | - | 21 | 15 | 2223 | 740 
InterfModel=0,node=2 54 | - | 14 | 14 | 2310 | 659 
InterfModel=0,node=2 55 | - | 12 | 5 | 2296 | 684 
InterfModel=0,node=2 56 | - | 15 | 12 | 2269 | 702 
InterfModel=0,node=2 57 | - | 15 | 8 | 2259 | 717 
InterfModel=0,node=2 58 | - | 22 | 7 | 2289 | 681 
InterfModel=0,node=2 59 | - | 22 | 9 | 2309 | 658 
InterfModel=0,node=2 60 | - | 20 | 14 | 2249 | 713 
InterfModel=0,node=2 61 | - | 18 | 20 | 2205 | 756 
InterfModel=0,node=2 62 | - | 16 | 12 | 2199 | 772 
InterfModel=0,node=2 63 | - | 15 | 8 | 2293 | 681 
InterfModel=0,node=2 64 | - | 15 | 6 | 2292 | 684 
InterfModel=0,node=2 65 | - | 13 | 23 | 2203 | 760 
InterfModel=0,node=2 66 | - | 16 | 14 | 2321 | 648 
InterfModel=0,node=2 67 | - | 25 | 11 | 2264 | 698 
InterfModel=0,node=2 68 | - | 22 | 7 | 2273 | 696 
InterfModel=0,node=2 69 | - | 22 | 10 | 2320 | 644 
InterfModel=0,node=2 70 | - | 16 | 8 | 2265 | 709 
InterfModel=0,node=2 71 | - | 19 | 18 | 2222 | 739 
InterfModel=0,node=2 72 | - | 21 | 15 | 2249 | 713 
InterfModel=0,node=2 73 | - | 15 | 9 | 2300 | 674 
InterfModel=0,node=2 74 | - | 16 | 13 | 2235 | 734 
InterfModel=0,node=2 75 | - | 28 | 9 | 2250 | 711 
InterfModel=0,node=2 76 | - | 20 | 13 | 2320 | 644 
InterfModel=0,node=2 77 | - | 20 | 10 | 2219 | 749 
InterfModel=0,node=2 78 | - | 20 | 15 | 2221 | 740 
InterfModel=0,node=2 79 | - | 16 | 8 | 2285 | 690 
InterfModel=0,node=2 80 | - | 23 | 10 | 2267 | 699 
InterfModel=0,node=2 81 | - | 21 | 13 | 2256 | 707 
InterfModel=0,node=2 82 | - | 25 | 9 | 2292 | 673 
InterfModel=0,node=2 83 | - | 15 | 12 | 2243 | 727 
InterfModel=0,node=2 84 | - | 18 | 5 | 2301 | 673 
InterfModel=0,node=2 85 | - | 18 | 15 | 2224 | 741 
InterfModel=0,node=2 86 | - | 21 | 13 | 2255 | 710 
InterfModel=0,node=2 87 | - | 18 | 16 | 2202 | 762 
InterfModel=0,node=2 88 | - | 18 | 9 | 2233 | 737 
InterfModel=0,node=2 89 | - | 16 | 13 | 2304 | 666 
InterfModel=0,node=2 90 | - | 15 | 8 | 2324 | 652 
InterfModel=0,node=2 91 | - | 12 | 17 | 2198 | 771 
InterfModel=0,node=2 92 | - | 20 | 21 | 2172 | 786 
InterfModel=0,node=2 93 | - | 16 | 12 | 2251 | 719 
InterfModel=0,node=2 94 | - | 19 | 9 | 2195 | 774 
InterfModel=0,node=2 95 | - | 16 | 10 | 2282 | 690 
InterfModel=0,node=2 96 | - | 19 | 13 | 2253 | 712 
InterfModel=0,node=2 97 | - | 22 | 10 | 2309 | 657 
InterfModel=0,node=2 98 | - | 25 | 16 | 2217 | 741 
InterfModel=0,node=2 99 | - | 21 | 13 | 2311 | 654 
InterfModel=0,node=3 0 | 4 | 19 | 64 | 3382 | 1031 
InterfModel=0,node=3 1 | - | 19 | 59 | 3493 | 915 
InterfModel=0,node=3 2 | - | 19 | 60 | 3410 | 1008 
InterfModel=0,node=3 3 | - | 20 | 64 | 3507 | 905 
InterfModel=0,node=3 4 | - | 10 | 83 | 3477 | 928 
InterfModel=0,node=3 5 | - | 14 | 85 | 3415 | 982 
InterfModel=0,node=3 6 | - | 25 | 96 | 3411 | 961 
InterfModel=0,node=3 7 | - | 22 | 60 | 3460 | 952 
InterfModel=0,node=3 8 | - | 10 | 75 | 3396 | 1014 
InterfModel=0,node=3 9 | - | 17 | 58 | 3576 | 846 
InterfModel=0,node=3 10 | - | 28 | 72 | 3453 | 943 
InterfModel=0,node=3 11 | - | 19 | 65 | 3563 | 849 
InterfModel=0,node=3 12 | - | 23 | 75 | 3473 | 922 
InterfModel=0,node=3 13 | - | 20 | 68 | 3521 | 887 
InterfModel=0,node=3 14 | - | 26 | 78 | 3325 | 1067 
InterfModel=0,node=3 15 | - | 11 | 74 | 3558 | 853 
InterfModel=0,node=3 16 | - | 25 | 66 | 3380 | 1027 
InterfModel=0,node=3 17 | - | 19 | 55 | 3489 | 933 
InterfModel=0,node=3 18 | - | 16 | 80 | 3614 | 788 
InterfModel=0,node=3 19 | - | 21 | 67 | 3459 | 951 
InterfModel=0,node=3 20 | - | 18 | 68 | 3443 | 960 
InterfModel=0,node=3 21 | - | 22 | 74 | 3421 | 982 
InterfModel=0,node=3 22 | - | 9 | 58 | 3506 | 922 
InterfModel=0,node=3 23 | - | 17 | 88 | 3445 | 945 
InterfModel=0,node=3 24 | - | 18 | 61 | 3526 | 886 
InterfModel=0,node=3 25 | - | 18 | 54 | 3534 | 887 
InterfModel=0,node=3 26 | - | 18 | 87 | 3404 | 988 
InterfModel=0,node=3 27 | - | 22 | 82 | 3560 | 832 
InterfModel=0,node=3 28 | - | 15 | 73 | 3450 | 956 
InterfModel=0,node=3 29 | - | 10 | 74 | 3349 | 1066 
InterfModel=0,node=3 30 | - | 23 | 61 | 3443 | 969 
InterfModel=0,node=3 31 | - | 15 | 74 | 3415 | 987 
InterfModel=0,node=3 32 | - | 25 | 85 | 3376 | 1007 
InterfModel=0,node=3 33 | - | 19 | 66 | 3501 | 911 
InterfModel=0,node=3 34 | - | 18 | 72 | 3470 | 939 
InterfModel=0,node=3 35 | - | 18 | 87 | 3391 | 1001 
InterfModel=0,node=3 36 | - | 17 | 63 | 3532 | 886 
InterfModel=0,node=3 37 | - | 28 | 70 | 3538 | 856 
InterfModel=0,node=3 38 | - | 7 | 59 | 3583 | 843 
InterfModel=0,node=3 39 | - | 21 | 77 | 3469 | 928 
InterfModel=0,node=3 40 | - | 22 | 59 | 3444 | 966 
InterfModel=0,node=3 41 | - | 18 | 70 | 3402 | 1006 
InterfModel=0,node=3 42 | - | 22 | 75 | 3463 | 929 
InterfModel=0,node=3 43 | - | 18 | 56 | 3538 | 884 
InterfModel=0,node=3 44 | - | 21 | 68 | 3390 | 1017 
InterfModel=0,node=3 45 | - | 11 | 76 | 3446 | 960 
InterfModel=0,node=3 46 | - | 25 | 59 | 3571 | 841 
InterfModel=0,node=3 47 | - | 19 | 73 | 3518 | 881 
InterfModel=0,node=3 48 | - | 20 | 59 | 3400 | 1010 
InterfModel=0,node=3 49 | - | 17 | 57 | 3431 | 987 
InterfModel=0,node=3 50 | - | 13 | 68 | 3449 | 962 
InterfModel=0,node=3 51 | - | 25 | 49 | 3458 | 965 
InterfModel=0,node=3 52 | - | 23 | 65 | 3324 | 1081 
InterfModel=0,node=3 53 | - | 16 | 79 | 3370 | 1027 
InterfModel=0,node=3 54 | - | 15 | 68 | 3559 | 851 
InterfModel=0,node=3 55 | - | 16 | 66 | 3584 | 826 
InterfModel=0,node=3 56 | - | 19 | 74 | 3569 | 830 
InterfModel=0,node=3 57 | - | 12 | 70 | 3575 | 839 
InterfModel=0,node=3 58 | - | 18 | 78 | 3433 | 963 
InterfModel=0,node=3 59 | - | 20 | 66 | 3493 | 917 
InterfModel=0,node=3 60 | - | 22 | 82 | 3451 | 941 
InterfModel=0,node=3 61 | - | 24 | 77 | 3453 | 945 
InterfModel=0,node=3 62 | - | 22 | 75 | 3420 | 982 
InterfModel=0,node=3 63 | - | 20 | 64 | 3379 | 1034 
InterfModel=0,node=3 64 | - | 17 | 49 | 3510 | 918 
InterfModel=0,node=3 65 | - | 16 | 82 | 3565 | 833 
InterfModel=0,node=3 66 | - | 21 | 62 | 3444 | 972 
InterfModel=0,node=3 67 | - | 17 | 68 | 3352 | 1052 
InterfModel=0,node=3 68 | - | 17 | 61 | 3545 | 875 
InterfModel=0,node=3 69 | - | 21 | 60 | 3353 | 1058 
InterfModel=0,node=3 70 | - | 29 | 69 | 3376 | 1022 
InterfModel=0,node=3 71 | - | 15 | 79 | 3447 | 955 
InterfModel=0,node=3 72 | - | 15 | 60 | 3578 | 843 
InterfModel=0,node=3 73 | - | 19 | 60 | 3610 | 807 
InterfModel=0,node=3 74 | - | 22 | 81 | 3556 | 837 
InterfModel=0,node=3 75 | - | 17 | 74 | 3502 | 904 
InterfModel=0,node=3 76 | - | 13 | 73 | 3410 | 1001 
InterfModel=0,node=3 77 | - | 19 | 72 | 3584 | 822 
InterfModel=0,node=3 78 | - | 23 | 81 | 3391 | 1002 
InterfModel=0,node=3 79 | - | 20 | 86 | 3425 | 966 
InterfModel=0,node=3 80 | - | 14 | 75 | 3506 | 904 
InterfModel=0,node=3 81 | - | 16 | 56 | 3428 | 996 
InterfModel=0,node=3 82 | - | 22 | 49 | 3612 | 812 
InterfModel=0,node=3 83 | - | 14 | 86 | 3435 | 956 
InterfModel=0,node=3 84 | - | 19 | 68 | 3423 | 983 
InterfModel=0,node=3 85 | - | 14 | 68 | 3575 | 839 
InterfModel=0,node=3 86 | - | 16 | 55 | 3445 | 982 
InterfModel=0,node=3 87 | - | 20 | 59 | 3592 | 826 
InterfModel=0,node=3 88 | - | 20 | 63 | 3390 | 1023 
InterfModel=0,node=3 89 | - | 20 | 65 | 3408 | 1005 
InterfModel=0,node=3 90 | - | 17 | 63 | 3486 | 927 
InterfModel=0,node=3 91 | - | 18 | 73 | 3474 | 934 
InterfModel=0,node=3 92 | - | 21 | 69 | 3407 | 993 
InterfModel=0,node=3 93 | - | 14 | 73 | 3404 | 1006 
InterfModel=0,node=3 94 | - | 12 | 60 | 3565 | 859 
InterfModel=0,node=3 95 | - | 22 | 76 | 3542 | 850 
InterfModel=0,node=3 96 | - | 22 | 83 | 3421 | 970 
InterfModel=0,node=3 97 | - | 22 | 65 | 3402 | 1005 
InterfModel=0,node=3 98 | - | 15 | 48 | 3456 | 973 
InterfModel=0,node=3 99 | - | 15 | 94 | 3355 | 1029 
InterfModel=0,node=4 0 | 1294 | 19 | 46 | 5056 | 1056 
InterfModel=0,node=4 1 | 1315 | 18 | 41 | 4872 | 1221 
InterfModel=0,node=4 2 | 1395 | 16 | 36 | 4869 | 1150 
InterfModel=0,node=4 3 | 1187 | 25 | 37 | 5091 | 1126 
InterfModel=0,node=4 4 | 1299 | 12 | 38 | 5029 | 1090 
InterfModel=0,node=4 5 | 1352 | 17 | 49 | 4919 | 1129 
InterfModel=0,node=4 6 | 1246 | 12 | 34 | 5249 | 928 
InterfModel=0,node=4 7 | 1317 | 8 | 40 | 5164 | 942 
InterfModel=0,node=4 8 | 1296 | 23 | 39 | 5096 | 1019 
InterfModel=0,node=4 9 | 1259 | 17 | 42 | 5118 | 1033 
InterfModel=0,node=4 10 | 1223 | 15 | 34 | 5190 | 1005 
InterfModel=0,node=4 11 | 1410 | 21 | 32 | 5018 | 989 
InterfModel=0,node=4 12 | 1359 | 22 | 34 | 5114 | 937 
InterfModel=0,node=4 13 | 1296 | 16 | 40 | 5070 | 1044 
InterfModel=0,node=4 14 | 1177 | 13 | 34 | 5328 | 916 
InterfModel=0,node=4 15 | 1385 | 19 | 38 | 4959 | 1069 
InterfModel=0,node=4 16 | 1231 | 13 | 40 | 5230 | 951 
InterfModel=0,node=4 17 | 1341 | 16 | 29 | 5124 | 957 
InterfModel=0,node=4 18 | 1293 | 16 | 43 | 5022 | 1096 
InterfModel=0,node=4 19 | 1247 | 18 | 34 | 5117 | 1055 
InterfModel=0,node=4 20 | 1238 | 17 | 34 | 5237 | 947 
InterfModel=0,node=4 21 | 1214 | 14 | 43 | 5132 | 1064 
InterfModel=0,node=4 22 | 1312 | 13 | 50 | 4867 | 1225 
InterfModel=0,node=4 23 | 1181 | 19 | 41 | 5035 | 1195 
InterfModel=0,node=4 24 | 1210 | 16 | 27 | 5084 | 1135 
InterfModel=0,node=4 25 | 1276 | 14 | 50 | 5027 | 1101 
InterfModel=0,node=4 26 | 1229 | 17 | 38 | 5183 | 1000 
InterfModel=0,node=4 27 | 1308 | 17 | 35 | 4960 | 1146 
InterfModel=0,node=4 28 | 1293 | 15 | 39 | 5179 | 942 
InterfModel=0,node=4 29 | 1374 | 26 | 31 | 4926 | 1111 
InterfModel=0,node=4 30 | 1347 | 21 | 40 | 4893 | 1167 
InterfModel=0,node=4 31 | 1163 | 13 | 41 | 5226 | 1026 
InterfModel=0,node=4 32 | 1287 | 21 | 29 | 5099 | 1033 
InterfModel=0,node=4 33 | 1340 | 19 | 61 | 4888 | 1163 
InterfModel=0,node=4 34 | 1259 | 8 | 36 | 5013 | 1152 
InterfModel=0,node=4 35 | 1327 | 22 | 38 | 4977 | 1104 
InterfModel=0,node=4 36 | 1338 | 15 | 36 | 5113 | 965 
InterfModel=0,node=4 37 | 1310 | 13 | 42 | 5024 | 1079 
InterfModel=0,node=4 38 | 1324 | 25 | 39 | 4982 | 1097 
InterfModel=0,node=4 39 | 1264 | 28 | 43 | 4974 | 1157 
InterfModel=0,node=4 40 | 1273 | 18 | 41 | 4975 | 1160 
InterfModel=0,node=4 41 | 1314 | 17 | 38 | 4970 | 1127 
InterfModel=0,node=4 42 | 1159 | 15 | 49 | 5213 | 1030 
InterfModel=0,node=4 43 | 1103 | 15 | 37 | 5157 | 1155 
InterfModel=0,node=4 44 | 1357 | 10 | 42 | 5120 | 942 
InterfModel=0,node=4 45 | 1255 | 13 | 35 | 5203 | 966 
InterfModel=0,node=4 46 | 1335 | 12 | 35 | 4976 | 1109 
InterfModel=0,node=4 47 | 1298 | 19 | 38 | 5190 | 929 
InterfModel=0,node=4 48 | 1272 | 14 | 28 | 5237 | 917 
InterfModel=0,node=4 49 | 1327 | 20 | 36 | 5059 | 1042 
InterfModel=0,node=4 50 | 1298 | 12 | 34 | 5060 | 1061 
InterfModel=0,node=4 51 | 1229 | 21 | 29 | 5262 | 925 
InterfModel=0,node=4 52 | 1235 | 14 | 31 | 5241 | 945 
InterfModel=0,node=4 53 | 1294 | 16 | 35 | 5153 | 974 
InterfModel=0,node=4 54 | 1254 | 17 | 34 | 5027 | 1134 
InterfModel=0,node=4 55 | 1473 | 15 | 51 | 4835 | 1095 
InterfModel=0,node=4 56 | 1398 | 19 | 43 | 4866 | 1145 
InterfModel=0,node=4 57 | 1258 | 18 | 30 | 5128 | 1032 
InterfModel=0,node=4 58 | 1318 | 13 | 37 | 4967 | 1132 
InterfModel=0,node=4 59 | 1338 | 18 | 46 | 4893 | 1171 
InterfModel=0,node=4 60 | 1280 | 16 | 54 | 4938 | 1178 
InterfModel=0,node=4 61 | 1370 | 21 | 40 | 4904 | 1131 
InterfModel=0,node=4 62 | 1140 | 13 | 37 | 5269 | 1010 
InterfModel=0,node=4 63 | 1304 | 12 | 32 | 5137 | 985 
InterfModel=0,node=4 64 | 1322 | 17 | 43 | 4908 | 1183 
InterfModel=0,node=4 65 | 1273 | 20 | 46 | 5098 | 1035 
InterfModel=0,node=4 66 | 1318 | 21 | 30 | 4907 | 1192 
InterfModel=0,node=4 67 | 1404 | 14 | 38 | 4980 | 1031 
InterfModel=0,node=4 68 | 1335 | 18 | 53 | 4859 | 1202 
InterfModel=0,node=4 69 | 1216 | 19 | 43 | 5096 | 1098 
InterfModel=0,node=4 70 | 1257 | 17 | 33 | 5225 | 933 
InterfModel=0,node=4 71 | 1375 | 13 | 45 | 5110 | 925 
InterfModel=0,node=4 72 | 1181 | 21 | 47 | 5093 | 1124 
InterfModel=0,node=4 73 | 1374 | 18 | 42 | 4854 | 1184 
InterfModel=0,node=4 74 | 1295 | 18 | 46 | 4943 | 1165 
