CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 98.592 | 99.518 | 65.054 | 47.593 | 48.66 
InterfModel=1 | 100.243 | 101.224 | 66.154 | 56.336 | 59.274 
InterfModel=2 | 99.638 | 99.459 | 65.656 | 51.629 | 54.973 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 98.8361 | 99.7076 | 64.6448 | 47.6628 | 49.1325 
InterfModel=0 1 | 98.9255 | 99.3607 | 65.6293 | 47.8341 | 49.1504 
InterfModel=0 2 | 98.0272 | 99.5429 | 65.3419 | 48.2506 | 48.2735 
InterfModel=0 3 | 98.517 | 99.5515 | 64.8872 | 47.0014 | 48.487 
InterfModel=0 4 | 98.6791 | 99.6359 | 65.1948 | 47.7232 | 48.8358 
InterfModel=0 5 | 98.8488 | 99.6779 | 65.1381 | 47.9261 | 48.1933 
InterfModel=0 6 | 98.5127 | 99.7257 | 64.974 | 47.337 | 48.1875 
InterfModel=0 7 | 98.6006 | 99.6394 | 65.5137 | 47.8013 | 48.6796 
InterfModel=0 8 | 98.3767 | 99.7449 | 65.2609 | 47.7135 | 48.3432 
InterfModel=0 9 | 98.7778 | 100.056 | 65.0064 | 47.5639 | 48.4814 
InterfModel=0 10 | 98.6183 | 99.5174 | 64.9412 | 47.1733 | 48.7119 
InterfModel=0 11 | 98.1099 | 99.68 | 65.2742 | 48.6709 | 47.4057 
InterfModel=0 12 | 98.4816 | 99.627 | 65.1804 | 48.0841 | 47.7877 
InterfModel=0 13 | 99.3954 | 99.7199 | 65.2698 | 47.7466 | 48.8669 
InterfModel=0 14 | 99.0033 | 99.7065 | 65.5249 | 46.741 | 49.5998 
InterfModel=0 15 | 98.1812 | 99.4164 | 65.2338 | 48.1376 | 48.3505 
InterfModel=0 16 | 98.5928 | 99.4549 | 64.9756 | 47.141 | 49.016 
InterfModel=0 17 | 99.095 | 99.3263 | 65.3523 | 47.76 | 47.0085 
InterfModel=0 18 | 98.5237 | 99.4837 | 64.72 | 47.6582 | 48.3007 
InterfModel=0 19 | 98.5373 | 99.6294 | 64.8534 | 47.1982 | 48.2675 
InterfModel=0 20 | 98.1299 | 99.3896 | 65.0556 | 47.2933 | 49.2849 
InterfModel=0 21 | 98.5572 | 99.4332 | 65.3715 | 47.1538 | 49.9907 
InterfModel=0 22 | 98.6974 | 99.2646 | 64.3951 | 47.5159 | 48.7037 
InterfModel=0 23 | 98.6483 | 99.8961 | 65.1945 | 46.9976 | 49.4928 
InterfModel=0 24 | 98.007 | 99.5527 | 65.0947 | 46.8324 | 48.8502 
InterfModel=0 25 | 98.7676 | 99.6204 | 65.2242 | 47.5318 | 49.1799 
InterfModel=0 26 | 98.3019 | 99.3831 | 64.9218 | 46.9303 | 48.7464 
InterfModel=0 27 | 98.6428 | 99.8043 | 64.8884 | 47.8222 | 48.157 
InterfModel=0 28 | 98.4829 | 99.3387 | 64.7197 | 47.4891 | 48.9631 
InterfModel=0 29 | 98.9113 | 99.3176 | 64.446 | 48.1842 | 47.8157 
InterfModel=0 30 | 98.4193 | 99.4749 | 64.9043 | 47.9251 | 48.4968 
InterfModel=0 31 | 98.2567 | 100.092 | 65.0444 | 46.7266 | 48.4629 
InterfModel=0 32 | 99.1825 | 99.6211 | 64.9977 | 47.8286 | 48.3083 
InterfModel=0 33 | 99.0836 | 99.7062 | 64.6688 | 48.1594 | 48.0658 
InterfModel=0 34 | 98.3475 | 99.5223 | 65.5787 | 47.5084 | 49.1227 
InterfModel=0 35 | 98.3501 | 100.276 | 64.951 | 47.9395 | 48.7815 
InterfModel=0 36 | 98.1705 | 99.3855 | 65.0115 | 47.968 | 48.7231 
InterfModel=0 37 | 98.1162 | 99.4474 | 65.7988 | 47.7138 | 48.4829 
InterfModel=0 38 | 98.1326 | 99.6113 | 64.4745 | 47.8615 | 48.1997 
InterfModel=0 39 | 98.8528 | 99.1232 | 65.1874 | 47.4648 | 48.8301 
InterfModel=0 40 | 97.9703 | 99.3198 | 64.9687 | 47.4675 | 48.2677 
InterfModel=0 41 | 98.1824 | 99.579 | 65.3595 | 47.9808 | 49.2059 
InterfModel=0 42 | 98.6357 | 99.541 | 65.6665 | 46.7411 | 49.6368 
InterfModel=0 43 | 98.5356 | 99.9451 | 64.1321 | 46.2047 | 50.2256 
InterfModel=0 44 | 98.5852 | 99.3791 | 64.706 | 47.9095 | 48.6737 
InterfModel=0 45 | 98.7832 | 99.394 | 64.7569 | 47.2997 | 49.0269 
InterfModel=0 46 | 98.9735 | 99.1835 | 65.1572 | 47.7224 | 48.7882 
