CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 57 | - | 25 | 235 | 1993 | 746 
InterfModel=0,node=1 58 | - | 23 | 200 | 1982 | 790 
InterfModel=0,node=1 59 | - | 25 | 186 | 1941 | 847 
InterfModel=0,node=1 60 | - | 25 | 182 | 2018 | 772 
InterfModel=0,node=1 61 | - | 18 | 209 | 1977 | 795 
InterfModel=0,node=1 62 | - | 20 | 186 | 1966 | 827 
InterfModel=0,node=1 63 | - | 19 | 190 | 1994 | 795 
InterfModel=0,node=1 64 | - | 12 | 240 | 1967 | 778 
InterfModel=0,node=1 65 | - | 19 | 205 | 1991 | 784 
InterfModel=0,node=1 66 | - | 25 | 175 | 2073 | 726 
InterfModel=0,node=1 67 | - | 22 | 205 | 1939 | 831 
InterfModel=0,node=1 68 | - | 23 | 182 | 2033 | 760 
InterfModel=0,node=1 69 | - | 19 | 209 | 2016 | 749 
InterfModel=0,node=1 70 | - | 23 | 205 | 1957 | 806 
InterfModel=0,node=1 71 | - | 19 | 209 | 2000 | 764 
InterfModel=0,node=1 72 | - | 25 | 229 | 1886 | 858 
InterfModel=0,node=1 73 | - | 19 | 218 | 1994 | 767 
InterfModel=0,node=1 74 | - | 25 | 221 | 1971 | 780 
InterfModel=0,node=1 75 | - | 24 | 210 | 1963 | 800 
InterfModel=0,node=1 76 | - | 22 | 207 | 1957 | 812 
InterfModel=0,node=1 77 | - | 27 | 205 | 1979 | 786 
InterfModel=0,node=1 78 | - | 22 | 223 | 1926 | 826 
InterfModel=0,node=1 79 | - | 35 | 210 | 1973 | 779 
InterfModel=0,node=1 80 | - | 22 | 226 | 1983 | 767 
InterfModel=0,node=1 81 | - | 22 | 217 | 2003 | 753 
InterfModel=0,node=1 82 | - | 20 | 206 | 1949 | 824 
InterfModel=0,node=1 83 | - | 17 | 212 | 1989 | 778 
InterfModel=0,node=1 84 | - | 21 | 186 | 1959 | 830 
InterfModel=0,node=1 85 | - | 26 | 224 | 1977 | 770 
InterfModel=0,node=1 86 | - | 12 | 225 | 1974 | 787 
InterfModel=0,node=1 87 | - | 19 | 193 | 2021 | 764 
InterfModel=0,node=1 88 | - | 20 | 190 | 1979 | 809 
InterfModel=0,node=1 89 | - | 21 | 180 | 2046 | 750 
InterfModel=0,node=1 90 | - | 20 | 208 | 1960 | 811 
InterfModel=0,node=1 91 | - | 25 | 201 | 2052 | 721 
InterfModel=0,node=1 92 | - | 21 | 223 | 2003 | 750 
InterfModel=0,node=1 93 | - | 18 | 194 | 2083 | 703 
InterfModel=0,node=1 94 | - | 23 | 230 | 1910 | 834 
InterfModel=0,node=1 95 | - | 24 | 210 | 2023 | 740 
InterfModel=0,node=1 96 | - | 23 | 205 | 1974 | 795 
InterfModel=0,node=1 97 | - | 20 | 238 | 2018 | 722 
InterfModel=0,node=1 98 | - | 24 | 236 | 1900 | 839 
InterfModel=0,node=1 99 | - | 23 | 192 | 2007 | 776 
InterfModel=0,node=2 0 | - | 23 | 41 | 2224 | 709 
InterfModel=0,node=2 1 | - | 17 | 28 | 2185 | 767 
InterfModel=0,node=2 2 | - | 26 | 33 | 2166 | 772 
InterfModel=0,node=2 3 | - | 19 | 36 | 2149 | 794 
InterfModel=0,node=2 4 | - | 20 | 41 | 2133 | 805 
InterfModel=0,node=2 5 | - | 32 | 29 | 2121 | 815 
InterfModel=0,node=2 6 | - | 16 | 29 | 2210 | 741 
InterfModel=0,node=2 7 | - | 18 | 29 | 2194 | 756 
InterfModel=0,node=2 8 | - | 18 | 32 | 2128 | 821 
InterfModel=0,node=2 9 | - | 17 | 45 | 2139 | 798 
InterfModel=0,node=2 10 | - | 22 | 29 | 2164 | 783 
InterfModel=0,node=2 11 | - | 20 | 42 | 2123 | 813 
InterfModel=0,node=2 12 | - | 14 | 38 | 2156 | 790 
InterfModel=0,node=2 13 | - | 22 | 33 | 2136 | 806 
InterfModel=0,node=2 14 | - | 23 | 44 | 2149 | 781 
InterfModel=0,node=2 15 | - | 23 | 36 | 2168 | 770 
InterfModel=0,node=2 16 | - | 19 | 43 | 2170 | 765 
InterfModel=0,node=2 17 | - | 19 | 52 | 2126 | 800 
InterfModel=0,node=2 18 | - | 27 | 23 | 2146 | 802 
InterfModel=0,node=2 19 | - | 22 | 25 | 2247 | 704 
InterfModel=0,node=2 20 | - | 18 | 39 | 2208 | 732 
InterfModel=0,node=2 21 | - | 10 | 30 | 2171 | 788 
InterfModel=0,node=2 22 | - | 20 | 38 | 2196 | 744 
InterfModel=0,node=2 23 | - | 25 | 30 | 2148 | 796 
InterfModel=0,node=2 24 | - | 18 | 38 | 2070 | 873 
InterfModel=0,node=2 25 | - | 11 | 30 | 2252 | 706 
InterfModel=0,node=2 26 | - | 19 | 40 | 2161 | 777 
InterfModel=0,node=2 27 | - | 15 | 39 | 2122 | 823 
InterfModel=0,node=2 28 | - | 29 | 48 | 2159 | 761 
InterfModel=0,node=2 29 | - | 22 | 28 | 2167 | 781 
InterfModel=0,node=2 30 | - | 16 | 20 | 2214 | 748 
InterfModel=0,node=2 31 | - | 21 | 41 | 2117 | 820 
InterfModel=0,node=2 32 | - | 19 | 33 | 2180 | 767 
InterfModel=0,node=2 33 | - | 12 | 31 | 2150 | 806 
InterfModel=0,node=2 34 | - | 21 | 16 | 2246 | 715 
InterfModel=0,node=2 35 | - | 28 | 36 | 2167 | 768 
InterfModel=0,node=2 36 | - | 29 | 38 | 2109 | 822 
InterfModel=0,node=2 37 | - | 12 | 35 | 2172 | 779 
InterfModel=0,node=2 38 | - | 16 | 35 | 2187 | 760 
InterfModel=0,node=2 39 | - | 15 | 44 | 2181 | 757 
InterfModel=0,node=2 40 | - | 23 | 21 | 2251 | 702 
InterfModel=0,node=2 41 | - | 22 | 28 | 2233 | 715 
InterfModel=0,node=2 42 | - | 30 | 22 | 2189 | 756 
InterfModel=0,node=2 43 | - | 24 | 31 | 2133 | 810 
InterfModel=0,node=2 44 | - | 19 | 49 | 2083 | 846 
InterfModel=0,node=2 45 | - | 15 | 31 | 2205 | 746 
InterfModel=0,node=2 46 | - | 26 | 38 | 2172 | 761 
InterfModel=0,node=2 47 | - | 18 | 35 | 2137 | 809 
InterfModel=0,node=2 48 | - | 22 | 28 | 2117 | 831 
InterfModel=0,node=2 49 | - | 25 | 37 | 2153 | 784 
InterfModel=0,node=2 50 | - | 21 | 40 | 2204 | 733 
InterfModel=0,node=2 51 | - | 14 | 23 | 2206 | 755 
InterfModel=0,node=2 52 | - | 19 | 27 | 2290 | 663 
InterfModel=0,node=2 53 | - | 29 | 36 | 2168 | 766 
InterfModel=0,node=2 54 | - | 19 | 35 | 2226 | 717 
InterfModel=0,node=2 55 | - | 20 | 37 | 2196 | 744 
InterfModel=0,node=2 56 | - | 31 | 31 | 2206 | 731 
InterfModel=0,node=2 57 | - | 32 | 40 | 2182 | 743 
InterfModel=0,node=2 58 | - | 23 | 34 | 2192 | 750 
InterfModel=0,node=2 59 | - | 20 | 35 | 2197 | 746 
InterfModel=0,node=2 60 | - | 15 | 35 | 2217 | 730 
InterfModel=0,node=2 61 | - | 17 | 40 | 2122 | 816 
InterfModel=0,node=2 62 | - | 19 | 34 | 2133 | 811 
InterfModel=0,node=2 63 | - | 25 | 24 | 2240 | 708 
InterfModel=0,node=2 64 | - | 29 | 32 | 2253 | 685 
InterfModel=0,node=2 65 | - | 26 | 40 | 2149 | 784 
InterfModel=0,node=2 66 | - | 17 | 32 | 2203 | 747 
InterfModel=0,node=2 67 | - | 25 | 34 | 2227 | 711 
InterfModel=0,node=2 68 | - | 18 | 24 | 2202 | 754 
InterfModel=0,node=2 69 | - | 18 | 32 | 2171 | 774 
InterfModel=0,node=2 70 | - | 20 | 24 | 2162 | 788 
InterfModel=0,node=2 71 | - | 18 | 29 | 2174 | 776 
InterfModel=0,node=2 72 | - | 28 | 28 | 2148 | 794 
InterfModel=0,node=2 73 | - | 22 | 26 | 2182 | 768 
InterfModel=0,node=2 74 | - | 20 | 28 | 2145 | 806 
InterfModel=0,node=2 75 | - | 20 | 43 | 2127 | 808 
InterfModel=0,node=2 76 | - | 24 | 26 | 2246 | 701 
InterfModel=0,node=2 77 | - | 22 | 37 | 2125 | 811 
InterfModel=0,node=2 78 | - | 18 | 41 | 2152 | 786 
InterfModel=0,node=2 79 | - | 19 | 27 | 2234 | 717 
InterfModel=0,node=2 80 | - | 19 | 28 | 2213 | 739 
InterfModel=0,node=2 81 | - | 12 | 29 | 2209 | 747 
InterfModel=0,node=2 82 | - | 17 | 23 | 2223 | 735 
InterfModel=0,node=2 83 | - | 28 | 35 | 2134 | 800 
InterfModel=0,node=2 84 | - | 18 | 30 | 2206 | 745 
InterfModel=0,node=2 85 | - | 25 | 38 | 2135 | 800 
InterfModel=0,node=2 86 | - | 19 | 34 | 2144 | 802 
InterfModel=0,node=2 87 | - | 17 | 33 | 2147 | 800 
InterfModel=0,node=2 88 | - | 20 | 32 | 2117 | 828 
InterfModel=0,node=2 89 | - | 28 | 32 | 2261 | 678 
InterfModel=0,node=2 90 | - | 22 | 34 | 2259 | 683 
InterfModel=0,node=2 91 | - | 22 | 37 | 2146 | 792 
InterfModel=0,node=2 92 | - | 13 | 31 | 2116 | 837 
InterfModel=0,node=2 93 | - | 20 | 42 | 2167 | 769 
InterfModel=0,node=2 94 | - | 27 | 39 | 2114 | 817 
InterfModel=0,node=2 95 | - | 28 | 33 | 2226 | 712 
InterfModel=0,node=2 96 | - | 18 | 25 | 2158 | 797 
InterfModel=0,node=2 97 | - | 24 | 30 | 2200 | 745 
InterfModel=0,node=2 98 | - | 21 | 42 | 2136 | 798 
InterfModel=0,node=2 99 | - | 22 | 30 | 2243 | 704 
InterfModel=0,node=3 0 | 93 | 19 | 437 | 2852 | 1086 
InterfModel=0,node=3 1 | 91 | 17 | 389 | 3038 | 962 
InterfModel=0,node=3 2 | 1 | 11 | 390 | 3052 | 1040 
InterfModel=0,node=3 3 | 16 | 23 | 383 | 3147 | 927 
InterfModel=0,node=3 4 | 43 | 21 | 388 | 3036 | 997 
InterfModel=0,node=3 5 | 62 | 18 | 407 | 2995 | 1012 
InterfModel=0,node=3 6 | 63 | 20 | 457 | 2958 | 997 
InterfModel=0,node=3 7 | 94 | 30 | 352 | 2973 | 1040 
InterfModel=0,node=3 8 | 10 | 17 | 428 | 3043 | 985 
InterfModel=0,node=3 9 | 79 | 13 | 415 | 3054 | 910 
InterfModel=0,node=3 10 | 62 | 16 | 353 | 3084 | 982 
InterfModel=0,node=3 11 | 16 | 14 | 407 | 3126 | 931 
InterfModel=0,node=3 12 | 78 | 14 | 425 | 3082 | 886 
InterfModel=0,node=3 13 | 57 | 21 | 437 | 3060 | 893 
InterfModel=0,node=3 14 | 45 | 10 | 451 | 2950 | 1030 
InterfModel=0,node=3 15 | 135 | 17 | 423 | 3072 | 849 
InterfModel=0,node=3 16 | 45 | 17 | 381 | 2949 | 1089 
InterfModel=0,node=3 17 | 42 | 16 | 419 | 3047 | 972 
InterfModel=0,node=3 18 | 61 | 19 | 375 | 3154 | 887 
InterfModel=0,node=3 19 | 68 | 20 | 368 | 3086 | 952 
InterfModel=0,node=3 20 | 55 | 23 | 391 | 2981 | 1022 
InterfModel=0,node=3 21 | 54 | 20 | 433 | 2897 | 1068 
InterfModel=0,node=3 22 | 12 | 21 | 383 | 3157 | 922 
InterfModel=0,node=3 23 | 9 | 18 | 361 | 3086 | 1002 
InterfModel=0,node=3 24 | 50 | 14 | 368 | 3106 | 939 
InterfModel=0,node=3 25 | 29 | 19 | 341 | 3132 | 974 
InterfModel=0,node=3 26 | 27 | 18 | 393 | 2986 | 1058 
InterfModel=0,node=3 27 | 60 | 18 | 348 | 3146 | 898 
InterfModel=0,node=3 28 | 28 | 15 | 429 | 2994 | 1013 
InterfModel=0,node=3 29 | 15 | 18 | 387 | 2997 | 1077 
InterfModel=0,node=3 30 | 47 | 19 | 418 | 2981 | 1018 
InterfModel=0,node=3 31 | 27 | 22 | 409 | 3054 | 960 
InterfModel=0,node=3 32 | 70 | 16 | 397 | 2994 | 1022 
InterfModel=0,node=3 33 | 87 | 10 | 438 | 3034 | 906 
InterfModel=0,node=3 34 | 143 | 18 | 417 | 2944 | 961 
InterfModel=0,node=3 35 | 69 | 23 | 428 | 2918 | 1038 
InterfModel=0,node=3 36 | 130 | 16 | 400 | 2998 | 935 
InterfModel=0,node=3 37 | 41 | 16 | 352 | 3183 | 904 
InterfModel=0,node=3 38 | 89 | 17 | 425 | 3017 | 923 
InterfModel=0,node=3 39 | 49 | 17 | 377 | 3068 | 955 
InterfModel=0,node=3 40 | 52 | 19 | 442 | 2983 | 983 
InterfModel=0,node=3 41 | 60 | 23 | 390 | 2964 | 1044 
InterfModel=0,node=3 42 | 33 | 16 | 400 | 3038 | 999 
InterfModel=0,node=3 43 | 47 | 24 | 392 | 3081 | 953 
InterfModel=0,node=3 44 | 50 | 20 | 430 | 2943 | 1039 
InterfModel=0,node=3 45 | 64 | 23 | 396 | 3027 | 967 
InterfModel=0,node=3 46 | 82 | 17 | 410 | 3092 | 873 
InterfModel=0,node=3 47 | 141 | 22 | 466 | 2947 | 890 
InterfModel=0,node=3 48 | 22 | 17 | 406 | 2995 | 1046 
InterfModel=0,node=3 49 | 30 | 15 | 360 | 3017 | 1064 
InterfModel=0,node=3 50 | 11 | 17 | 388 | 3059 | 1017 
InterfModel=0,node=3 51 | 94 | 14 | 464 | 2939 | 982 
InterfModel=0,node=3 52 | 27 | 19 | 415 | 3059 | 977 
InterfModel=0,node=3 53 | 73 | 13 | 390 | 2927 | 1075 
InterfModel=0,node=3 54 | 64 | 13 | 422 | 3098 | 896 
InterfModel=0,node=3 55 | 55 | 14 | 441 | 3117 | 841 
InterfModel=0,node=3 56 | 33 | 18 | 394 | 3126 | 896 
InterfModel=0,node=3 57 | 176 | 15 | 447 | 2950 | 908 
InterfModel=0,node=3 58 | 100 | 14 | 388 | 2887 | 1097 
InterfModel=0,node=3 59 | 70 | 22 | 396 | 3037 | 973 
InterfModel=0,node=3 60 | 95 | 15 | 415 | 2983 | 988 
InterfModel=0,node=3 61 | 6 | 16 | 354 | 3092 | 1020 
InterfModel=0,node=3 62 | 76 | 19 | 379 | 2972 | 1039 
InterfModel=0,node=3 63 | 128 | 23 | 433 | 2843 | 1058 
InterfModel=0,node=3 64 | 42 | 13 | 398 | 3048 | 988 
InterfModel=0,node=3 65 | 57 | 22 | 369 | 3183 | 868 
InterfModel=0,node=3 66 | 8 | 11 | 351 | 3127 | 974 
InterfModel=0,node=3 67 | 99 | 18 | 434 | 2963 | 981 
InterfModel=0,node=3 68 | 94 | 8 | 435 | 3015 | 946 
InterfModel=0,node=3 69 | 11 | 18 | 416 | 2994 | 1052 
InterfModel=0,node=3 70 | 69 | 18 | 387 | 2979 | 1043 
InterfModel=0,node=3 71 | 121 | 25 | 394 | 2953 | 990 
InterfModel=0,node=3 72 | 16 | 18 | 409 | 3183 | 859 
InterfModel=0,node=3 73 | 27 | 20 | 377 | 3150 | 895 
InterfModel=0,node=3 74 | 65 | 18 | 408 | 3051 | 930 
InterfModel=0,node=3 75 | 48 | 15 | 418 | 3057 | 956 
InterfModel=0,node=3 76 | 35 | 23 | 386 | 3013 | 1016 
InterfModel=0,node=3 77 | 91 | 13 | 385 | 3102 | 875 
InterfModel=0,node=3 78 | 52 | 20 | 405 | 2972 | 1020 
InterfModel=0,node=3 79 | 53 | 22 | 388 | 3011 | 1013 
InterfModel=0,node=3 80 | 14 | 21 | 367 | 3152 | 942 
InterfModel=0,node=3 81 | 69 | 21 | 404 | 2925 | 1055 
InterfModel=0,node=3 82 | 54 | 18 | 395 | 3100 | 904 
InterfModel=0,node=3 83 | 48 | 20 | 381 | 3108 | 931 
InterfModel=0,node=3 84 | 26 | 12 | 390 | 3047 | 1011 
InterfModel=0,node=3 85 | 3 | 27 | 393 | 3177 | 896 
InterfModel=0,node=3 86 | 217 | 19 | 459 | 2835 | 969 
InterfModel=0,node=3 87 | 57 | 17 | 402 | 3094 | 913 
InterfModel=0,node=3 88 | 28 | 21 | 369 | 3051 | 1029 
InterfModel=0,node=3 89 | 78 | 15 | 453 | 2940 | 1008 
InterfModel=0,node=3 90 | 19 | 17 | 357 | 3196 | 908 
InterfModel=0,node=3 91 | 54 | 15 | 425 | 3031 | 950 
InterfModel=0,node=3 92 | 4 | 14 | 401 | 3020 | 1037 
InterfModel=0,node=3 93 | 69 | 20 | 420 | 2933 | 1043 
InterfModel=0,node=3 94 | 20 | 26 | 379 | 3134 | 935 
InterfModel=0,node=3 95 | 56 | 17 | 398 | 3147 | 874 
InterfModel=0,node=3 96 | 30 | 17 | 392 | 3110 | 942 
InterfModel=0,node=3 97 | 52 | 24 | 377 | 3009 | 1013 
InterfModel=0,node=3 98 | 81 | 17 | 402 | 2936 | 1048 
InterfModel=0,node=3 99 | 54 | 19 | 377 | 2923 | 1100 
InterfModel=0,node=4 0 | 1746 | 16 | 53 | 4464 | 1189 
InterfModel=0,node=4 1 | 1664 | 20 | 58 | 4397 | 1328 
InterfModel=0,node=4 2 | 1680 | 25 | 67 | 4453 | 1241 
InterfModel=0,node=4 3 | 1664 | 28 | 58 | 4478 | 1238 
InterfModel=0,node=4 4 | 1732 | 25 | 67 | 4416 | 1228 
InterfModel=0,node=4 5 | 1611 | 24 | 71 | 4490 | 1271 
InterfModel=0,node=4 6 | 1759 | 22 | 54 | 4519 | 1112 
InterfModel=0,node=4 7 | 1667 | 22 | 60 | 4640 | 1078 
InterfModel=0,node=4 8 | 1773 | 18 | 46 | 4491 | 1140 
InterfModel=0,node=4 9 | 1702 | 24 | 56 | 4531 | 1154 
InterfModel=0,node=4 10 | 1697 | 16 | 58 | 4592 | 1102 
InterfModel=0,node=4 11 | 1772 | 19 | 58 | 4545 | 1073 
InterfModel=0,node=4 12 | 1643 | 21 | 60 | 4691 | 1051 
InterfModel=0,node=4 13 | 1760 | 20 | 61 | 4435 | 1190 
InterfModel=0,node=4 14 | 1657 | 17 | 48 | 4705 | 1039 
InterfModel=0,node=4 15 | 1716 | 13 | 59 | 4500 | 1180 
InterfModel=0,node=4 16 | 1690 | 17 | 51 | 4673 | 1036 
InterfModel=0,node=4 17 | 1675 | 18 | 57 | 4662 | 1054 
InterfModel=0,node=4 18 | 1614 | 26 | 58 | 4561 | 1210 
InterfModel=0,node=4 19 | 1540 | 21 | 56 | 4723 | 1127 
InterfModel=0,node=4 20 | 1770 | 26 | 49 | 4516 | 1104 
InterfModel=0,node=4 21 | 1738 | 29 | 57 | 4525 | 1119 
InterfModel=0,node=4 22 | 1850 | 19 | 74 | 4259 | 1265 
InterfModel=0,node=4 23 | 1660 | 19 | 62 | 4396 | 1332 
InterfModel=0,node=4 24 | 1708 | 13 | 67 | 4479 | 1204 
InterfModel=0,node=4 25 | 1760 | 30 | 69 | 4395 | 1216 
InterfModel=0,node=4 26 | 1547 | 14 | 57 | 4729 | 1119 
InterfModel=0,node=4 27 | 1561 | 17 | 62 | 4554 | 1272 
InterfModel=0,node=4 28 | 1803 | 21 | 59 | 4523 | 1059 
InterfModel=0,node=4 29 | 1581 | 19 | 53 | 4537 | 1280 
InterfModel=0,node=4 30 | 1673 | 25 | 74 | 4469 | 1226 
InterfModel=0,node=4 31 | 1628 | 20 | 52 | 4623 | 1146 
InterfModel=0,node=4 32 | 1581 | 16 | 53 | 4642 | 1174 
InterfModel=0,node=4 33 | 1691 | 27 | 54 | 4389 | 1306 
InterfModel=0,node=4 34 | 1653 | 23 | 70 | 4438 | 1285 
InterfModel=0,node=4 35 | 1738 | 24 | 63 | 4410 | 1231 
InterfModel=0,node=4 36 | 1656 | 19 | 68 | 4634 | 1092 
InterfModel=0,node=4 37 | 1563 | 24 | 51 | 4576 | 1251 
InterfModel=0,node=4 38 | 1757 | 21 | 63 | 4447 | 1187 
InterfModel=0,node=4 39 | 1584 | 22 | 56 | 4488 | 1321 
InterfModel=0,node=4 40 | 1861 | 20 | 66 | 4253 | 1268 
InterfModel=0,node=4 41 | 1717 | 25 | 56 | 4382 | 1289 
InterfModel=0,node=4 42 | 1644 | 21 | 53 | 4620 | 1128 
InterfModel=0,node=4 43 | 1571 | 21 | 73 | 4554 | 1250 
InterfModel=0,node=4 44 | 1761 | 20 | 66 | 4592 | 1026 
InterfModel=0,node=4 45 | 1658 | 16 | 56 | 4702 | 1041 
InterfModel=0,node=4 46 | 1629 | 25 | 58 | 4584 | 1170 
InterfModel=0,node=4 47 | 1678 | 23 | 59 | 4615 | 1093 
InterfModel=0,node=4 48 | 1711 | 11 | 66 | 4593 | 1091 
InterfModel=0,node=4 49 | 1643 | 10 | 62 | 4555 | 1197 
InterfModel=0,node=4 50 | 1796 | 16 | 63 | 4395 | 1197 
InterfModel=0,node=4 51 | 1674 | 17 | 62 | 4615 | 1098 
InterfModel=0,node=4 52 | 1750 | 24 | 72 | 4568 | 1052 
InterfModel=0,node=4 53 | 1717 | 23 | 53 | 4592 | 1083 
InterfModel=0,node=4 54 | 1730 | 20 | 64 | 4426 | 1226 
InterfModel=0,node=4 55 | 1773 | 25 | 74 | 4391 | 1204 
InterfModel=0,node=4 56 | 1691 | 17 | 67 | 4466 | 1231 
InterfModel=0,node=4 57 | 1659 | 23 | 54 | 4553 | 1179 
InterfModel=0,node=4 58 | 1679 | 30 | 67 | 4512 | 1181 
InterfModel=0,node=4 59 | 1651 | 19 | 57 | 4409 | 1332 
InterfModel=0,node=4 60 | 1589 | 27 | 62 | 4501 | 1287 
InterfModel=0,node=4 61 | 1666 | 23 | 51 | 4407 | 1322 
InterfModel=0,node=4 62 | 1537 | 27 | 52 | 4710 | 1147 
InterfModel=0,node=4 63 | 1800 | 20 | 57 | 4443 | 1146 
InterfModel=0,node=4 64 | 1614 | 17 | 72 | 4545 | 1223 
InterfModel=0,node=4 65 | 1632 | 20 | 61 | 4603 | 1154 
InterfModel=0,node=4 66 | 1481 | 18 | 68 | 4624 | 1276 
InterfModel=0,node=4 67 | 1611 | 24 | 58 | 4640 | 1135 
InterfModel=0,node=4 68 | 1717 | 30 | 66 | 4417 | 1239 
