CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 104.488 | 100.011 | 71.1 | 51.066 | 49.491 
InterfModel=1 | 115.494 | 110.649 | 102.708 | 63.731 | 64.75 
InterfModel=2 | 113.245 | 102.215 | 94.981 | 53.634 | 48.658 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 104.165 | 100.553 | 72.0004 | 51.4467 | 48.5547 
InterfModel=0 1 | 104.746 | 100.046 | 70.8427 | 51.063 | 48.9346 
InterfModel=0 2 | 103.722 | 100.351 | 69.477 | 51.2682 | 49.308 
InterfModel=0 3 | 105.966 | 99.8177 | 70.4372 | 51.2254 | 50.4219 
InterfModel=0 4 | 105.091 | 100.24 | 70.676 | 51.5505 | 49.5347 
InterfModel=0 5 | 105.273 | 100.044 | 71.3086 | 50.6798 | 49.7886 
InterfModel=0 6 | 103.992 | 99.9959 | 72.0041 | 51.9671 | 48.6879 
InterfModel=0 7 | 104.663 | 99.9379 | 70.6824 | 51.0259 | 49.1119 
InterfModel=0 8 | 105.248 | 99.7324 | 71.1125 | 51.9287 | 50.0534 
InterfModel=0 9 | 103.796 | 100.019 | 72.0512 | 51.22 | 49.5984 
InterfModel=0 10 | 104.455 | 99.5771 | 69.9596 | 50.9541 | 49.0907 
InterfModel=0 11 | 103.936 | 100.207 | 70.2983 | 51.9526 | 49.8992 
InterfModel=0 12 | 104.639 | 99.7975 | 71.6142 | 50.7694 | 49.5638 
InterfModel=0 13 | 105.633 | 99.8905 | 72.2389 | 51.9147 | 49.0074 
InterfModel=0 14 | 104.052 | 100.39 | 71.7268 | 50.97 | 49.5925 
InterfModel=0 15 | 105.422 | 100.225 | 72.7238 | 51.1861 | 49.0862 
InterfModel=0 16 | 104.036 | 100.101 | 70.0547 | 50.882 | 49.5294 
InterfModel=0 17 | 105.465 | 100.452 | 70.7875 | 51.1063 | 49.5261 
InterfModel=0 18 | 104.254 | 99.5681 | 70.0871 | 50.5788 | 48.701 
InterfModel=0 19 | 104.159 | 100.111 | 70.9874 | 49.9855 | 50.1351 
InterfModel=0 20 | 103.514 | 100.024 | 70.8706 | 51.8472 | 47.8368 
InterfModel=0 21 | 103.988 | 99.6008 | 72.2432 | 51.4735 | 50.0214 
InterfModel=0 22 | 105.38 | 99.9705 | 69.3244 | 52.5731 | 49.3832 
InterfModel=0 23 | 104.308 | 100.061 | 69.7088 | 51.0443 | 49.2134 
InterfModel=0 24 | 104.307 | 100.188 | 70.9694 | 51.0598 | 50.0277 
InterfModel=0 25 | 104.7 | 99.7263 | 69.9147 | 51.9981 | 49.2082 
InterfModel=0 26 | 104.051 | 100.141 | 71.2027 | 49.6524 | 49.785 
InterfModel=0 27 | 104.298 | 99.9037 | 70.6398 | 49.88 | 50.5792 
InterfModel=0 28 | 104.468 | 100.659 | 71.24 | 52.2713 | 49.4172 
InterfModel=0 29 | 104.254 | 99.678 | 70.3702 | 50.0653 | 50.2795 
InterfModel=0 30 | 104.641 | 99.6799 | 71.3385 | 51.1022 | 50.3021 
InterfModel=0 31 | 106.637 | 100.319 | 71.1506 | 50.5949 | 49.9978 
InterfModel=0 32 | 104.598 | 99.9177 | 70.2663 | 50.0365 | 49.9906 
InterfModel=0 33 | 106.425 | 99.7007 | 72.3077 | 51.1673 | 49.8842 
InterfModel=0 34 | 104.315 | 99.7563 | 72.6864 | 51.0371 | 48.9714 
InterfModel=0 35 | 104.797 | 100.724 | 72.2367 | 51.5851 | 49.5353 
InterfModel=0 36 | 105.736 | 100.506 | 72.7444 | 50.6873 | 50.1829 
InterfModel=0 37 | 104.754 | 99.7457 | 69.6891 | 50.0012 | 49.379 
InterfModel=0 38 | 103.665 | 99.8686 | 72.3748 | 51.8378 | 47.7583 
InterfModel=0 39 | 104.251 | 99.9947 | 70.4837 | 49.8577 | 49.7376 
InterfModel=0 40 | 104.344 | 99.6531 | 71.9154 | 52.6925 | 48.0808 
InterfModel=0 41 | 104.828 | 99.9366 | 71.3395 | 51.3906 | 48.4355 
InterfModel=0 42 | 103.663 | 99.9786 | 70.5069 | 50.5455 | 50.1456 
InterfModel=0 43 | 104.574 | 99.7706 | 70.8176 | 50.3595 | 49.3206 
InterfModel=0 44 | 103.49 | 100.26 | 71.3176 | 51.936 | 48.8068 
InterfModel=0 45 | 104.619 | 99.7637 | 71.2401 | 50.9724 | 49.6406 
InterfModel=0 46 | 103.701 | 100.349 | 71.625 | 50.5695 | 49.9809 
InterfModel=0 47 | 104.621 | 99.9054 | 74.1593 | 51.0165 | 50.2972 
InterfModel=0 48 | 104.556 | 99.6886 | 70.6188 | 51.3924 | 50.4118 
InterfModel=0 49 | 103.149 | 100.187 | 70.2533 | 50.695 | 49.8844 
InterfModel=0 50 | 103.702 | 100.218 | 69.7851 | 51.8643 | 48.7071 
InterfModel=0 51 | 104.105 | 99.6867 | 72.419 | 50.9841 | 49.8604 
InterfModel=0 52 | 103.075 | 99.6701 | 71.1181 | 51.7961 | 49.3784 
InterfModel=0 53 | 103.452 | 100.46 | 70.9986 | 51.5756 | 49.0458 
InterfModel=0 54 | 104.221 | 99.9789 | 71.44 | 51.7294 | 49.6007 
InterfModel=0 55 | 105.798 | 100.125 | 71.8259 | 52.2226 | 49.7324 
InterfModel=0 56 | 103.821 | 100.329 | 70.9064 | 51.1768 | 49.084 
InterfModel=0 57 | 105.198 | 100.844 | 74.607 | 50.664 | 49.6391 
InterfModel=0 58 | 104.249 | 100.222 | 70.9934 | 51.1243 | 49.1052 
InterfModel=0 59 | 103.566 | 100.114 | 71.0231 | 50.8419 | 48.6382 
InterfModel=0 60 | 103.88 | 99.9458 | 71.9413 | 50.3004 | 49.114 
InterfModel=0 61 | 104.49 | 100.225 | 69.5678 | 51.0961 | 49.5119 
InterfModel=0 62 | 103.06 | 99.5848 | 70.6949 | 49.7114 | 49.905 
InterfModel=0 63 | 103.761 | 99.7918 | 73.0015 | 52.208 | 47.7902 
InterfModel=0 64 | 105.437 | 100.471 | 71.0487 | 50.2802 | 50.871 
