CastaliaResults -i saida.txt -s Packets loss rate -n --all -o2                                                               

Application:Packets loss rate - total
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 0.072 | 0.017 | 0.102 | 0.237 | 0.221 
InterfModel=1 | 0.162 | 0.113 | 0.378 | 0.388 | 0.405 
InterfModel=2 | 0.145 | 0.038 | 0.328 | 0.273 | 0.207 
Application:Packets loss rate - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 0.0680227 | 0.0203401 | 0.115137 | 0.244299 | 0.207628 
InterfModel=0 1 | 0.0710237 | 0.0153384 | 0.1018 | 0.233898 | 0.213362 
InterfModel=0 2 | 0.069023 | 0.0203401 | 0.0826851 | 0.237333 | 0.22243 
InterfModel=0 3 | 0.0833611 | 0.0163388 | 0.0895755 | 0.235765 | 0.234698 
InterfModel=0 4 | 0.0746916 | 0.0173391 | 0.0966882 | 0.244332 | 0.215124 
InterfModel=0 5 | 0.075025 | 0.0170057 | 0.10269 | 0.22843 | 0.226327 
InterfModel=0 6 | 0.0740247 | 0.015005 | 0.11447 | 0.247633 | 0.206828 
InterfModel=0 7 | 0.069023 | 0.015005 | 0.102245 | 0.234965 | 0.218829 
InterfModel=0 8 | 0.0753585 | 0.0146716 | 0.0966882 | 0.248033 | 0.230831 
InterfModel=0 9 | 0.0663555 | 0.0170057 | 0.113136 | 0.239899 | 0.223096 
InterfModel=0 10 | 0.0733578 | 0.014 | 0.0915759 | 0.23833 | 0.220429 
InterfModel=0 11 | 0.0663555 | 0.0190063 | 0.0933541 | 0.248033 | 0.223363 
InterfModel=0 12 | 0.0736912 | 0.0146716 | 0.112247 | 0.232164 | 0.22243 
InterfModel=0 13 | 0.0793598 | 0.0143381 | 0.114248 | 0.2479 | 0.205388 
InterfModel=0 14 | 0.0686896 | 0.0206736 | 0.108469 | 0.232431 | 0.223496 
InterfModel=0 15 | 0.0773333 | 0.0196732 | 0.122916 | 0.240432 | 0.213495 
InterfModel=0 16 | 0.0673558 | 0.0176725 | 0.09491 | 0.236863 | 0.223763 
InterfModel=0 17 | 0.0806935 | 0.0213404 | 0.0993554 | 0.236196 | 0.224963 
InterfModel=0 18 | 0.0676892 | 0.0146716 | 0.0929302 | 0.228164 | 0.208961 
InterfModel=0 19 | 0.0736667 | 0.0160053 | 0.0989109 | 0.218296 | 0.232964 
InterfModel=0 20 | 0.0646882 | 0.018006 | 0.104245 | 0.249266 | 0.19656 
InterfModel=0 21 | 0.0713571 | 0.012004 | 0.112667 | 0.244865 | 0.222593 
InterfModel=0 22 | 0.0776926 | 0.018 | 0.0862414 | 0.2608 | 0.213124 
InterfModel=0 23 | 0.0696899 | 0.0160053 | 0.0853523 | 0.233898 | 0.216591 
InterfModel=0 24 | 0.0686896 | 0.0173391 | 0.0971327 | 0.239365 | 0.229364 
InterfModel=0 25 | 0.0763588 | 0.0136712 | 0.0822405 | 0.2491 | 0.213762 
InterfModel=0 26 | 0.0703568 | 0.0196732 | 0.0953545 | 0.218162 | 0.232164 
InterfModel=0 27 | 0.0713571 | 0.016 | 0.0940209 | 0.220163 | 0.243099 
InterfModel=0 28 | 0.0716667 | 0.024008 | 0.101134 | 0.253668 | 0.219763 
InterfModel=0 29 | 0.0646882 | 0.0156719 | 0.0846855 | 0.221896 | 0.234165 
InterfModel=0 30 | 0.0753585 | 0.0116705 | 0.103579 | 0.238 | 0.231097 
InterfModel=0 31 | 0.0846949 | 0.018006 | 0.1018 | 0.228964 | 0.232164 
InterfModel=0 32 | 0.0740247 | 0.0153384 | 0.100245 | 0.221659 | 0.229764 
InterfModel=0 33 | 0.0836946 | 0.0130044 | 0.117137 | 0.237498 | 0.225897 
InterfModel=0 34 | 0.0706902 | 0.0123374 | 0.124472 | 0.234431 | 0.207494 
InterfModel=0 35 | 0.0733578 | 0.0203401 | 0.111358 | 0.245366 | 0.22563 
InterfModel=0 36 | 0.0836667 | 0.0196732 | 0.11936 | 0.234165 | 0.234462 
InterfModel=0 37 | 0.0713571 | 0.015005 | 0.0873528 | 0.220429 | 0.220829 
InterfModel=0 38 | 0.0643548 | 0.0143381 | 0.119582 | 0.246667 | 0.185625 
InterfModel=0 39 | 0.0743581 | 0.0183395 | 0.100467 | 0.223096 | 0.22523 
InterfModel=0 40 | 0.0740247 | 0.0136712 | 0.112025 | 0.260933 | 0.199653 
InterfModel=0 41 | 0.0756919 | 0.0163388 | 0.102912 | 0.240965 | 0.209923 
InterfModel=0 42 | 0.0650217 | 0.0173391 | 0.09491 | 0.231631 | 0.236565 
InterfModel=0 43 | 0.0666889 | 0.0153334 | 0.0982441 | 0.2236 | 0.22163 
InterfModel=0 44 | 0.0623541 | 0.0193398 | 0.106444 | 0.248866 | 0.207894 
InterfModel=0 45 | 0.0710237 | 0.0156719 | 0.10669 | 0.233098 | 0.223363 
InterfModel=0 46 | 0.0680227 | 0.0200067 | 0.112469 | 0.229764 | 0.22643 
InterfModel=0 47 | 0.0710237 | 0.0156719 | 0.141587 | 0.236298 | 0.242832 
InterfModel=0 48 | 0.0730243 | 0.0166667 | 0.0931318 | 0.238864 | 0.234062 
InterfModel=0 49 | 0.0603535 | 0.0173391 | 0.0882418 | 0.231097 | 0.22683 
InterfModel=0 50 | 0.0606869 | 0.0196732 | 0.0877973 | 0.251667 | 0.201787 
InterfModel=0 51 | 0.0676892 | 0.0116705 | 0.121805 | 0.235663 | 0.22566 
InterfModel=0 52 | 0.0623541 | 0.015005 | 0.0973333 | 0.248833 | 0.216429 
