CastaliaResults -i saida.txt -s Packets received per node -n --all -o2                                                                       

Application:Packets received per node
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 | 2784.09 | 2948.81 | 4038.1 | 5724.46 | 5840.27 
InterfModel=1 | 2514.41 | 2661.07 | 2798.71 | 4590.52 | 4465.35 
InterfModel=2 | 2565.09 | 2883.78 | 3025.58 | 5453.25 | 5945.79 
Application:Packets received per node - all values
 | index=1 | index=2 | index=3 | index=4 | index=5
InterfModel=0 0 | 2795 | 2938 | 3981 | 5667 | 5942 
InterfModel=0 1 | 2786 | 2953 | 4041 | 5745 | 5899 
InterfModel=0 2 | 2792 | 2938 | 4127 | 5720 | 5831 
InterfModel=0 3 | 2749 | 2950 | 4096 | 5731 | 5739 
InterfModel=0 4 | 2775 | 2947 | 4064 | 5666 | 5885 
InterfModel=0 5 | 2774 | 2948 | 4037 | 5786 | 5801 
InterfModel=0 6 | 2777 | 2954 | 3984 | 5642 | 5948 
InterfModel=0 7 | 2792 | 2954 | 4039 | 5737 | 5858 
InterfModel=0 8 | 2773 | 2955 | 4064 | 5639 | 5768 
InterfModel=0 9 | 2800 | 2948 | 3990 | 5700 | 5826 
InterfModel=0 10 | 2779 | 2958 | 4087 | 5711 | 5846 
InterfModel=0 11 | 2800 | 2942 | 4079 | 5639 | 5824 
InterfModel=0 12 | 2778 | 2955 | 3994 | 5758 | 5831 
InterfModel=0 13 | 2761 | 2956 | 3985 | 5640 | 5958 
InterfModel=0 14 | 2793 | 2937 | 4011 | 5756 | 5823 
InterfModel=0 15 | 2768 | 2940 | 3946 | 5696 | 5898 
InterfModel=0 16 | 2797 | 2946 | 4072 | 5722 | 5821 
InterfModel=0 17 | 2757 | 2935 | 4052 | 5727 | 5812 
InterfModel=0 18 | 2796 | 2955 | 4080 | 5788 | 5932 
InterfModel=0 19 | 2779 | 2951 | 4054 | 5862 | 5752 
InterfModel=0 20 | 2805 | 2945 | 4030 | 5629 | 6025 
InterfModel=0 21 | 2785 | 2963 | 3993 | 5662 | 5829 
InterfModel=0 22 | 2766 | 2946 | 4111 | 5544 | 5900 
InterfModel=0 23 | 2790 | 2951 | 4115 | 5745 | 5874 
InterfModel=0 24 | 2793 | 2947 | 4062 | 5704 | 5779 
InterfModel=0 25 | 2770 | 2958 | 4129 | 5631 | 5896 
InterfModel=0 26 | 2788 | 2940 | 4070 | 5863 | 5758 
InterfModel=0 27 | 2785 | 2952 | 4076 | 5848 | 5676 
InterfModel=0 28 | 2785 | 2927 | 4044 | 5596 | 5851 
InterfModel=0 29 | 2805 | 2952 | 4118 | 5835 | 5743 
InterfModel=0 30 | 2773 | 2964 | 4033 | 5715 | 5766 
InterfModel=0 31 | 2745 | 2945 | 4041 | 5782 | 5758 
InterfModel=0 32 | 2777 | 2953 | 4048 | 5836 | 5776 
InterfModel=0 33 | 2748 | 2960 | 3972 | 5718 | 5805 
InterfModel=0 34 | 2787 | 2962 | 3939 | 5741 | 5943 
InterfModel=0 35 | 2779 | 2938 | 3998 | 5659 | 5807 
InterfModel=0 36 | 2749 | 2940 | 3962 | 5743 | 5740 
InterfModel=0 37 | 2785 | 2954 | 4106 | 5846 | 5843 
InterfModel=0 38 | 2806 | 2956 | 3961 | 5650 | 6107 
InterfModel=0 39 | 2776 | 2944 | 4047 | 5826 | 5810 
InterfModel=0 40 | 2777 | 2958 | 3995 | 5543 | 6001 
InterfModel=0 41 | 2772 | 2950 | 4036 | 5692 | 5924 
InterfModel=0 42 | 2804 | 2947 | 4072 | 5762 | 5725 
InterfModel=0 43 | 2799 | 2954 | 4057 | 5823 | 5837 
InterfModel=0 44 | 2812 | 2941 | 4021 | 5632 | 5940 
InterfModel=0 45 | 2786 | 2952 | 4019 | 5751 | 5824 
InterfModel=0 46 | 2795 | 2939 | 3993 | 5776 | 5801 
InterfModel=0 47 | 2786 | 2952 | 3862 | 5727 | 5678 
InterfModel=0 48 | 2780 | 2950 | 4080 | 5707 | 5743 
InterfModel=0 49 | 2818 | 2947 | 4102 | 5766 | 5798 
InterfModel=0 50 | 2817 | 2940 | 4104 | 5611 | 5985 
InterfModel=0 51 | 2796 | 2964 | 3951 | 5731 | 5806 
InterfModel=0 52 | 2812 | 2954 | 4062 | 5633 | 5876 
InterfModel=0 53 | 2804 | 2937 | 4030 | 5690 | 5874 
InterfModel=0 54 | 2785 | 2947 | 4018 | 5667 | 5829 
InterfModel=0 55 | 2751 | 2945 | 3982 | 5611 | 5793 
