InterfModel=0 0 | 0.797599 | 0.917973 | 0.719271 | 0.730764 | 0.538872 
InterfModel=0 1 | 0.816939 | 0.912304 | 0.714159 | 0.752767 | 0.539672 
InterfModel=0 2 | 0.779593 | 0.913971 | 0.731496 | 0.7456 | 0.541539 
InterfModel=0 3 | 0.765922 | 0.90897 | 0.657924 | 0.744633 | 0.55154 
InterfModel=0 4 | 0.803268 | 0.915639 | 0.680596 | 0.765137 | 0.544545 
InterfModel=0 5 | 0.794932 | 0.914972 | 0.740387 | 0.733031 | 0.557215 
InterfModel=0 6 | 0.809603 | 0.915305 | 0.714826 | 0.72583 | 0.554207 
InterfModel=0 7 | 0.806269 | 0.916639 | 0.705046 | 0.754367 | 0.521936 
InterfModel=0 8 | 0.780927 | 0.919306 | 0.726384 | 0.741165 | 0.556474 
InterfModel=0 9 | 0.804935 | 0.902968 | 0.717493 | 0.708894 | 0.557274 
InterfModel=0 10 | 0.800267 | 0.916333 | 0.68393 | 0.70112 | 0.562875 
InterfModel=0 11 | 0.808936 | 0.915639 | 0.665703 | 0.772636 | 0.495399 
InterfModel=0 12 | 0.794932 | 0.914638 | 0.689931 | 0.747966 | 0.534471 
InterfModel=0 13 | 0.789263 | 0.912304 | 0.672594 | 0.741432 | 0.556015 
InterfModel=0 14 | 0.808936 | 0.911637 | 0.668593 | 0.749833 | 0.54674 
InterfModel=0 15 | 0.780667 | 0.911637 | 0.677928 | 0.721563 | 0.553007 
InterfModel=0 16 | 0.802601 | 0.915305 | 0.708824 | 0.685383 | 0.529537 
InterfModel=0 17 | 0.776259 | 0.913971 | 0.719493 | 0.70032 | 0.560341 
InterfModel=0 18 | 0.788263 | 0.916639 | 0.725211 | 0.753567 | 0.513935 
InterfModel=0 19 | 0.791667 | 0.922974 | 0.675261 | 0.737032 | 0.581144 
InterfModel=0 20 | 0.810937 | 0.921974 | 0.68104 | 0.719125 | 0.558741 
InterfModel=0 21 | 0.78993 | 0.911971 | 0.655111 | 0.747799 | 0.54948 
InterfModel=0 22 | 0.796599 | 0.911667 | 0.689042 | 0.726667 | 0.546546 
InterfModel=0 23 | 0.784928 | 0.910637 | 0.741054 | 0.700893 | 0.534943 
InterfModel=0 24 | 0.794598 | 0.916305 | 0.695266 | 0.718362 | 0.573676 
InterfModel=0 25 | 0.788263 | 0.926309 | 0.681485 | 0.715162 | 0.556608 
InterfModel=0 26 | 0.800934 | 0.922641 | 0.717937 | 0.729831 | 0.552074 
InterfModel=0 27 | 0.794265 | 0.912333 | 0.695043 | 0.739432 | 0.529271 
InterfModel=0 28 | 0.783667 | 0.913971 | 0.700822 | 0.73753 | 0.567542 
InterfModel=0 29 | 0.807936 | 0.916972 | 0.722605 | 0.738632 | 0.530604 
InterfModel=0 30 | 0.788263 | 0.923641 | 0.709936 | 0.777867 | 0.523937 
InterfModel=0 31 | 0.783595 | 0.923308 | 0.696377 | 0.716096 | 0.566209 
InterfModel=0 32 | 0.786596 | 0.920974 | 0.695043 | 0.708589 | 0.543673 
InterfModel=0 33 | 0.801934 | 0.904635 | 0.745721 | 0.736098 | 0.531671 
InterfModel=0 34 | 0.791931 | 0.915972 | 0.724605 | 0.727964 | 0.562075 
InterfModel=0 35 | 0.767923 | 0.921641 | 0.718826 | 0.735431 | 0.518869 
InterfModel=0 36 | 0.802333 | 0.915639 | 0.721494 | 0.754234 | 0.521472 
InterfModel=0 37 | 0.795932 | 0.92064 | 0.715715 | 0.759968 | 0.532338 
InterfModel=0 38 | 0.795265 | 0.904635 | 0.719938 | 0.741067 | 0.530471 
InterfModel=0 39 | 0.78126 | 0.92064 | 0.721049 | 0.700893 | 0.562875 
InterfModel=0 40 | 0.78993 | 0.916639 | 0.685041 | 0.7096 | 0.543478 
InterfModel=0 41 | 0.78026 | 0.91097 | 0.72016 | 0.714362 | 0.572286 
InterfModel=0 42 | 0.795599 | 0.916972 | 0.699489 | 0.754901 | 0.541272 
InterfModel=0 43 | 0.808269 | 0.914333 | 0.715048 | 0.698933 | 0.575943 
InterfModel=0 44 | 0.791264 | 0.921641 | 0.698 | 0.727794 | 0.552474 
InterfModel=0 45 | 0.795265 | 0.917639 | 0.697556 | 0.708494 | 0.559541 
InterfModel=0 46 | 0.822608 | 0.92064 | 0.658591 | 0.7489 | 0.540605 
InterfModel=0 47 | 0.776926 | 0.912971 | 0.705712 | 0.712095 | 0.571676 
InterfModel=0 48 | 0.812938 | 0.920667 | 0.694821 | 0.741931 | 0.504134 
InterfModel=0 49 | 0.794265 | 0.917973 | 0.677262 | 0.754634 | 0.545939 
InterfModel=0 50 | 0.802267 | 0.916305 | 0.709713 | 0.731395 | 0.559082 
InterfModel=0 51 | 0.792264 | 0.917973 | 0.724161 | 0.7502 | 0.552547 
InterfModel=0 52 | 0.787596 | 0.913971 | 0.703333 | 0.763435 | 0.518602 
InterfModel=0 53 | 0.801333 | 0.910303 | 0.66926 | 0.760901 | 0.529671 
InterfModel=0 54 | 0.815605 | 0.914972 | 0.668815 | 0.715162 | 0.586345 
InterfModel=0 55 | 0.787929 | 0.91864 | 0.683263 | 0.705427 | 0.554741 
InterfModel=0 56 | 0.787596 | 0.905635 | 0.728162 | 0.747966 | 0.557333 
InterfModel=0 57 | 0.785262 | 0.916639 | 0.72216 | 0.734365 | 0.535138 
InterfModel=0 58 | 0.795599 | 0.928976 | 0.691556 | 0.730497 | 0.556741 
InterfModel=0 59 | 0.783261 | 0.914305 | 0.758391 | 0.72783 | 0.555215 
InterfModel=0 60 | 0.797266 | 0.923308 | 0.735274 | 0.768102 | 0.52567 
InterfModel=0 61 | 0.813271 | 0.916972 | 0.696599 | 0.727564 | 0.534943 
InterfModel=0 62 | 0.804268 | 0.914972 | 0.653256 | 0.750367 | 0.512602 
InterfModel=0 63 | 0.786 | 0.92064 | 0.683111 | 0.760635 | 0.508868 
InterfModel=0 64 | 0.779927 | 0.915639 | 0.689487 | 0.735565 | 0.546073 
InterfModel=0 65 | 0.799933 | 0.916305 | 0.684152 | 0.6944 | 0.567542 
InterfModel=0 66 | 0.786929 | 0.91964 | 0.708444 | 0.72863 | 0.538738 
InterfModel=0 67 | 0.78893 | 0.91864 | 0.70349 | 0.741165 | 0.520336 
InterfModel=0 68 | 0.778259 | 0.916305 | 0.712825 | 0.713028 | 0.56295 
InterfModel=0 69 | 0.797266 | 0.916305 | 0.693487 | 0.72703 | 0.505934 
InterfModel=0 70 | 0.802267 | 0.900634 | 0.705046 | 0.72526 | 0.558474 
InterfModel=0 71 | 0.8006 | 0.912971 | 0.699711 | 0.704227 | 0.558474 
InterfModel=0 72 | 0.781594 | 0.922641 | 0.723716 | 0.717333 | 0.542739 
InterfModel=0 73 | 0.785262 | 0.917973 | 0.691487 | 0.716667 | 0.573753 
InterfModel=0 74 | 0.793598 | 0.921641 | 0.700378 | 0.725563 | 0.545879 
InterfModel=0 75 | 0.799933 | 0.908667 | 0.702823 | 0.703027 | 0.54794 
