CastaliaResults -i saida.txt -s Estimated network lifetime --all -o2                                                                     

ResourceManager:Estimated network lifetime (days)
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 | 69.938 | 69.933 | 69.937 
ResourceManager:Estimated network lifetime (days) - all values
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 0 | 69.9393 | 69.9291 | 69.933 
 1 | 69.9388 | 69.9293 | 69.9381 
 2 | 69.9432 | 69.9373 | 69.9389 
 3 | 69.9413 | 69.9293 | 69.9412 
 4 | 69.9344 | 69.9322 | 69.9413 
 5 | 69.9373 | 69.9341 | 69.939 
 6 | 69.9365 | 69.9361 | 69.9331 
 7 | 69.939 | 69.9326 | 69.9339 
 8 | 69.9352 | 69.9355 | 69.9385 
 9 | 69.9399 | 69.9339 | 69.936 
 10 | 69.9428 | 69.9309 | 69.9381 
 11 | 69.9341 | 69.9357 | 69.9357 
 12 | 69.9406 | 69.9386 | 69.9373 
 13 | 69.9384 | 69.9294 | 69.9318 
 14 | 69.9423 | 69.9281 | 69.9342 
 15 | 69.94 | 69.9387 | 69.9384 
 16 | 69.944 | 69.9371 | 69.9339 
 17 | 69.9416 | 69.9305 | 69.9386 
 18 | 69.9343 | 69.9319 | 69.9337 
 19 | 69.9355 | 69.9323 | 69.9405 
 20 | 69.9423 | 69.9296 | 69.9412 
 21 | 69.9334 | 69.9384 | 69.94 
 22 | 69.9432 | 69.9293 | 69.9382 
 23 | 69.9336 | 69.9283 | 69.9406 
 24 | 69.9349 | 69.9378 | 69.9319 
 25 | 69.9354 | 69.9282 | 69.9322 
 26 | 69.9413 | 69.9314 | 69.9354 
 27 | 69.9382 | 69.929 | 69.9343 
 28 | 69.9381 | 69.9305 | 69.9414 
 29 | 69.9377 | 69.9341 | 69.9345 
 30 | 69.9394 | 69.9364 | 69.9335 
 31 | 69.9364 | 69.9303 | 69.9338 
 32 | 69.9355 | 69.9277 | 69.9375 
 33 | 69.9341 | 69.9323 | 69.938 
 34 | 69.9342 | 69.9313 | 69.9319 
 35 | 69.9369 | 69.9364 | 69.9314 
 36 | 69.9372 | 69.9368 | 69.9329 
 37 | 69.9432 | 69.9291 | 69.9346 
 38 | 69.9409 | 69.9328 | 69.933 
 39 | 69.9432 | 69.9371 | 69.9412 
 40 | 69.9409 | 69.9339 | 69.9351 
 41 | 69.9405 | 69.9364 | 69.9388 
 42 | 69.943 | 69.9366 | 69.9424 
 43 | 69.9407 | 69.9312 | 69.9413 
 44 | 69.937 | 69.938 | 69.9336 
 45 | 69.9353 | 69.9345 | 69.938 
 46 | 69.9417 | 69.9312 | 69.9328 
 47 | 69.938 | 69.9341 | 69.9414 
 48 | 69.9409 | 69.9322 | 69.9342 
 49 | 69.9339 | 69.9321 | 69.9419 
 50 | 69.9433 | 69.9296 | 69.9415 
 51 | 69.9363 | 69.9342 | 69.9358 
 52 | 69.9404 | 69.9272 | 69.9323 
 53 | 69.935 | 69.9382 | 69.9419 
 54 | 69.9411 | 69.9381 | 69.9363 
 55 | 69.9412 | 69.9372 | 69.9366 
 56 | 69.9353 | 69.9319 | 69.9425 
 57 | 69.9336 | 69.9384 | 69.9319 
 58 | 69.935 | 69.9321 | 69.9352 
 59 | 69.9378 | 69.9369 | 69.9388 
 60 | 69.939 | 69.9305 | 69.9349 
 61 | 69.9362 | 69.9327 | 69.9326 
 62 | 69.9397 | 69.9371 | 69.9359 
 63 | 69.9422 | 69.933 | 69.9406 
 64 | 69.9354 | 69.9316 | 69.9372 
 65 | 69.9345 | 69.9278 | 69.9421 
 66 | 69.9333 | 69.9318 | 69.9373 
 67 | 69.9395 | 69.929 | 69.9361 
 68 | 69.9369 | 69.9331 | 69.9374 
 69 | 69.9407 | 69.9281 | 69.9343 
 70 | 69.9432 | 69.9278 | 69.9319 
 71 | 69.9378 | 69.9313 | 69.9415 
 72 | 69.9427 | 69.9358 | 69.9346 
 73 | 69.9349 | 69.9326 | 69.9322 
 74 | 69.9388 | 69.9292 | 69.9352 
 75 | 69.9394 | 69.9367 | 69.9341 
 76 | 69.941 | 69.9386 | 69.9366 
 77 | 69.9445 | 69.9297 | 69.9344 
 78 | 69.9416 | 69.9299 | 69.9339 
 79 | 69.9359 | 69.9303 | 69.941 
 80 | 69.9342 | 69.9298 | 69.9319 
 81 | 69.9438 | 69.9321 | 69.9324 
 82 | 69.9342 | 69.9292 | 69.9335 
 83 | 69.9423 | 69.9376 | 69.9421 
 84 | 69.9403 | 69.937 | 69.9388 
 85 | 69.9416 | 69.9383 | 69.9359 
 86 | 69.9335 | 69.9285 | 69.9358 
 87 | 69.9423 | 69.9297 | 69.9319 
 88 | 69.9403 | 69.9357 | 69.9395 
 89 | 69.9346 | 69.9346 | 69.9395 
 90 | 69.936 | 69.9335 | 69.9393 
 91 | 69.9335 | 69.9328 | 69.9405 
 92 | 69.94 | 69.933 | 69.938 
 93 | 69.937 | 69.9382 | 69.9317 
 94 | 69.9399 | 69.9285 | 69.942 
 95 | 69.9397 | 69.9377 | 69.9377 
 96 | 69.9371 | 69.9306 | 69.9416 
 97 | 69.9354 | 69.9373 | 69.9408 
 98 | 69.9372 | 69.9292 | 69.9386 
 99 | 69.9344 | 69.9283 | 69.9347 

