CastaliaResults -i saida.txt -s Packet Breakdown -n --all -o2                                                              

Communication.MAC:Packet breakdown
 | Failed, buffer overflow | Failed, busy channel | Failed, no ack | Success, first try | Success, not first try
InterfModel=0,node=1 22 | - | 14 | 271 | 1912 | 800 
InterfModel=0,node=1 23 | - | 24 | 262 | 1905 | 807 
InterfModel=0,node=1 24 | - | 22 | 277 | 1936 | 764 
InterfModel=0,node=1 25 | - | 22 | 261 | 1922 | 793 
InterfModel=0,node=1 26 | - | 19 | 255 | 1949 | 770 
InterfModel=0,node=1 27 | - | 17 | 292 | 1939 | 749 
InterfModel=0,node=1 28 | - | 16 | 276 | 1819 | 887 
InterfModel=0,node=1 29 | - | 28 | 247 | 1961 | 762 
InterfModel=0,node=1 30 | - | 12 | 260 | 1992 | 732 
InterfModel=0,node=1 31 | - | 22 | 264 | 1871 | 841 
InterfModel=0,node=1 32 | - | 16 | 272 | 1824 | 885 
InterfModel=0,node=1 33 | - | 18 | 250 | 1956 | 773 
InterfModel=0,node=1 34 | - | 12 | 293 | 1877 | 817 
InterfModel=0,node=1 35 | - | 18 | 224 | 1936 | 821 
InterfModel=0,node=1 36 | - | 26 | 283 | 1852 | 838 
InterfModel=0,node=1 37 | - | 15 | 258 | 1899 | 825 
InterfModel=0,node=1 38 | - | 18 | 252 | 1937 | 790 
InterfModel=0,node=1 39 | - | 25 | 279 | 1896 | 797 
InterfModel=0,node=1 40 | - | 17 | 220 | 1935 | 825 
InterfModel=0,node=1 41 | - | 16 | 242 | 1952 | 787 
InterfModel=0,node=1 42 | - | 20 | 279 | 1928 | 765 
InterfModel=0,node=1 43 | - | 15 | 270 | 1875 | 836 
InterfModel=0,node=1 44 | - | 17 | 258 | 1882 | 839 
InterfModel=0,node=1 45 | - | 19 | 267 | 1876 | 836 
InterfModel=0,node=1 46 | - | 16 | 234 | 1989 | 757 
InterfModel=0,node=1 47 | - | 22 | 251 | 1888 | 836 
InterfModel=0,node=1 48 | - | 18 | 248 | 1936 | 795 
InterfModel=0,node=1 49 | - | 16 | 259 | 1921 | 803 
InterfModel=0,node=1 50 | - | 20 | 273 | 1819 | 885 
InterfModel=0,node=1 51 | - | 16 | 238 | 1904 | 839 
InterfModel=0,node=1 52 | - | 24 | 262 | 1841 | 866 
InterfModel=0,node=1 53 | - | 20 | 284 | 1897 | 798 
InterfModel=0,node=1 54 | - | 19 | 280 | 1895 | 802 
InterfModel=0,node=1 55 | - | 15 | 252 | 1948 | 782 
InterfModel=0,node=1 56 | - | 17 | 274 | 1872 | 834 
InterfModel=0,node=1 57 | - | 14 | 241 | 1923 | 819 
InterfModel=0,node=1 58 | - | 24 | 320 | 1792 | 863 
InterfModel=0,node=1 59 | - | 16 | 277 | 1882 | 823 
InterfModel=0,node=1 60 | - | 14 | 262 | 1926 | 795 
InterfModel=0,node=1 61 | - | 13 | 251 | 1960 | 773 
InterfModel=0,node=1 62 | - | 22 | 262 | 1903 | 810 
InterfModel=0,node=1 63 | - | 11 | 274 | 1870 | 841 
InterfModel=0,node=1 64 | - | 23 | 280 | 1878 | 816 
InterfModel=0,node=1 65 | - | 19 | 258 | 1880 | 842 
InterfModel=0,node=1 66 | - | 11 | 244 | 1966 | 778 
InterfModel=0,node=1 67 | - | 23 | 230 | 1920 | 825 
InterfModel=0,node=1 68 | - | 15 | 278 | 1911 | 791 
InterfModel=0,node=1 69 | - | 14 | 285 | 1914 | 785 
InterfModel=0,node=1 70 | - | 14 | 252 | 1827 | 904 
InterfModel=0,node=1 71 | - | 14 | 271 | 1902 | 811 
InterfModel=0,node=1 72 | - | 20 | 289 | 1831 | 857 
InterfModel=0,node=1 73 | - | 18 | 269 | 1897 | 815 
InterfModel=0,node=1 74 | - | 11 | 246 | 1863 | 877 
InterfModel=0,node=1 75 | - | 19 | 215 | 1936 | 824 
InterfModel=0,node=1 76 | - | 15 | 285 | 1864 | 833 
InterfModel=0,node=1 77 | - | 28 | 266 | 1952 | 750 
InterfModel=0,node=1 78 | - | 18 | 264 | 1858 | 857 
InterfModel=0,node=1 79 | - | 21 | 227 | 1907 | 842 
InterfModel=0,node=1 80 | - | 16 | 245 | 1948 | 790 
InterfModel=0,node=1 81 | - | 19 | 260 | 1866 | 852 
InterfModel=0,node=1 82 | - | 27 | 282 | 1824 | 865 
InterfModel=0,node=1 83 | - | 19 | 264 | 1865 | 850 
InterfModel=0,node=1 84 | - | 21 | 232 | 1919 | 826 
InterfModel=0,node=1 85 | - | 14 | 234 | 1938 | 811 
InterfModel=0,node=1 86 | - | 14 | 258 | 1904 | 819 
InterfModel=0,node=1 87 | - | 14 | 259 | 1925 | 800 
InterfModel=0,node=1 88 | - | 30 | 272 | 1915 | 780 
InterfModel=0,node=1 89 | - | 16 | 233 | 1968 | 781 
InterfModel=0,node=1 90 | - | 19 | 286 | 1881 | 813 
InterfModel=0,node=1 91 | - | 17 | 276 | 1900 | 806 
InterfModel=0,node=1 92 | - | 15 | 246 | 1981 | 752 
InterfModel=0,node=1 93 | - | 26 | 284 | 1936 | 753 
InterfModel=0,node=1 94 | - | 18 | 255 | 1908 | 816 
InterfModel=0,node=1 95 | - | 21 | 320 | 1834 | 822 
InterfModel=0,node=1 96 | - | 16 | 288 | 1875 | 819 
InterfModel=0,node=1 97 | - | 17 | 222 | 1940 | 820 
InterfModel=0,node=1 98 | - | 13 | 282 | 1870 | 835 
InterfModel=0,node=1 99 | - | 20 | 236 | 1930 | 811 
InterfModel=0,node=2 0 | - | 17 | 50 | 2141 | 789 
InterfModel=0,node=2 1 | - | 22 | 62 | 2133 | 779 
InterfModel=0,node=2 2 | - | 19 | 54 | 2146 | 778 
InterfModel=0,node=2 3 | - | 17 | 67 | 2101 | 813 
InterfModel=0,node=2 4 | - | 20 | 74 | 2043 | 859 
InterfModel=0,node=2 5 | - | 16 | 56 | 2110 | 815 
InterfModel=0,node=2 6 | - | 16 | 72 | 2097 | 812 
InterfModel=0,node=2 7 | - | 16 | 68 | 2102 | 812 
InterfModel=0,node=2 8 | - | 12 | 61 | 2084 | 841 
InterfModel=0,node=2 9 | - | 27 | 74 | 2072 | 825 
InterfModel=0,node=2 10 | - | 20 | 61 | 2062 | 855 
InterfModel=0,node=2 11 | - | 16 | 62 | 2088 | 831 
InterfModel=0,node=2 12 | - | 18 | 72 | 2067 | 841 
InterfModel=0,node=2 13 | - | 21 | 54 | 2064 | 858 
InterfModel=0,node=2 14 | - | 19 | 66 | 2076 | 838 
InterfModel=0,node=2 15 | - | 17 | 54 | 2046 | 881 
InterfModel=0,node=2 16 | - | 21 | 62 | 2098 | 816 
InterfModel=0,node=2 17 | - | 28 | 76 | 2085 | 809 
InterfModel=0,node=2 18 | - | 25 | 79 | 2018 | 876 
InterfModel=0,node=2 19 | - | 18 | 69 | 2111 | 801 
InterfModel=0,node=2 20 | - | 18 | 66 | 2094 | 819 
InterfModel=0,node=2 21 | - | 13 | 60 | 2086 | 840 
InterfModel=0,node=2 22 | - | 15 | 59 | 2119 | 805 
InterfModel=0,node=2 23 | - | 18 | 70 | 2082 | 829 
InterfModel=0,node=2 24 | - | 21 | 53 | 2068 | 857 
InterfModel=0,node=2 25 | - | 15 | 50 | 2166 | 766 
InterfModel=0,node=2 26 | - | 26 | 61 | 2101 | 809 
InterfModel=0,node=2 27 | - | 21 | 63 | 2035 | 879 
InterfModel=0,node=2 28 | - | 16 | 66 | 2128 | 787 
InterfModel=0,node=2 29 | - | 16 | 61 | 2085 | 837 
InterfModel=0,node=2 30 | - | 17 | 44 | 2172 | 765 
InterfModel=0,node=2 31 | - | 22 | 70 | 2025 | 882 
InterfModel=0,node=2 32 | - | 17 | 69 | 2078 | 834 
InterfModel=0,node=2 33 | - | 24 | 69 | 2087 | 819 
InterfModel=0,node=2 34 | - | 27 | 60 | 2120 | 792 
InterfModel=0,node=2 35 | - | 23 | 60 | 2146 | 769 
InterfModel=0,node=2 36 | - | 19 | 72 | 2076 | 830 
InterfModel=0,node=2 37 | - | 15 | 48 | 2132 | 802 
InterfModel=0,node=2 38 | - | 17 | 58 | 2149 | 773 
InterfModel=0,node=2 39 | - | 19 | 61 | 2080 | 837 
InterfModel=0,node=2 40 | - | 17 | 57 | 2138 | 785 
InterfModel=0,node=2 41 | - | 17 | 55 | 2144 | 782 
InterfModel=0,node=2 42 | - | 28 | 64 | 2084 | 821 
InterfModel=0,node=2 43 | - | 22 | 58 | 2061 | 856 
InterfModel=0,node=2 44 | - | 23 | 68 | 2070 | 838 
InterfModel=0,node=2 45 | - | 17 | 60 | 2138 | 782 
InterfModel=0,node=2 46 | - | 26 | 65 | 2094 | 812 
InterfModel=0,node=2 47 | - | 21 | 55 | 2097 | 824 
InterfModel=0,node=2 48 | - | 27 | 65 | 2064 | 843 
InterfModel=0,node=2 49 | - | 22 | 66 | 2121 | 790 
InterfModel=0,node=2 50 | - | 20 | 48 | 2110 | 819 
InterfModel=0,node=2 51 | - | 22 | 68 | 2087 | 822 
InterfModel=0,node=2 52 | - | 19 | 56 | 2137 | 785 
InterfModel=0,node=2 53 | - | 27 | 59 | 2123 | 788 
InterfModel=0,node=2 54 | - | 24 | 53 | 2154 | 767 
InterfModel=0,node=2 55 | - | 14 | 61 | 2133 | 789 
InterfModel=0,node=2 56 | - | 17 | 49 | 2141 | 792 
InterfModel=0,node=2 57 | - | 36 | 59 | 2116 | 788 
InterfModel=0,node=2 58 | - | 20 | 61 | 2120 | 798 
InterfModel=0,node=2 59 | - | 20 | 76 | 2085 | 818 
InterfModel=0,node=2 60 | - | 23 | 57 | 2151 | 766 
InterfModel=0,node=2 61 | - | 17 | 81 | 2028 | 872 
InterfModel=0,node=2 62 | - | 19 | 72 | 2048 | 860 
InterfModel=0,node=2 63 | - | 18 | 81 | 2087 | 810 
InterfModel=0,node=2 64 | - | 24 | 67 | 2163 | 744 
InterfModel=0,node=2 65 | - | 20 | 67 | 2098 | 813 
InterfModel=0,node=2 66 | - | 21 | 49 | 2147 | 782 
InterfModel=0,node=2 67 | - | 21 | 62 | 2102 | 814 
InterfModel=0,node=2 68 | - | 24 | 62 | 2078 | 833 
InterfModel=0,node=2 69 | - | 24 | 64 | 2092 | 819 
InterfModel=0,node=2 70 | - | 23 | 59 | 2124 | 792 
InterfModel=0,node=2 71 | - | 14 | 71 | 2093 | 819 
InterfModel=0,node=2 72 | - | 27 | 70 | 2063 | 838 
InterfModel=0,node=2 73 | - | 15 | 48 | 2177 | 757 
InterfModel=0,node=2 74 | - | 23 | 62 | 2055 | 857 
InterfModel=0,node=2 75 | - | 27 | 56 | 2084 | 831 
InterfModel=0,node=2 76 | - | 15 | 66 | 2113 | 803 
InterfModel=0,node=2 77 | - | 18 | 58 | 2166 | 756 
InterfModel=0,node=2 78 | - | 19 | 81 | 2103 | 794 
InterfModel=0,node=2 79 | - | 19 | 61 | 2150 | 767 
InterfModel=0,node=2 80 | - | 12 | 57 | 2143 | 787 
InterfModel=0,node=2 81 | - | 24 | 55 | 2097 | 821 
InterfModel=0,node=2 82 | - | 30 | 54 | 2132 | 783 
InterfModel=0,node=2 83 | - | 21 | 59 | 2123 | 794 
InterfModel=0,node=2 84 | - | 16 | 45 | 2130 | 806 
InterfModel=0,node=2 85 | - | 17 | 84 | 2029 | 867 
InterfModel=0,node=2 86 | - | 12 | 66 | 2115 | 806 
InterfModel=0,node=2 87 | - | 19 | 61 | 2084 | 834 
InterfModel=0,node=2 88 | - | 14 | 60 | 2097 | 828 
InterfModel=0,node=2 89 | - | 15 | 44 | 2144 | 796 
InterfModel=0,node=2 90 | - | 20 | 59 | 2119 | 801 
InterfModel=0,node=2 91 | - | 24 | 71 | 2039 | 865 
InterfModel=0,node=2 92 | - | 19 | 74 | 2087 | 818 
InterfModel=0,node=2 93 | - | 16 | 69 | 2048 | 865 
InterfModel=0,node=2 94 | - | 22 | 66 | 2056 | 854 
InterfModel=0,node=2 95 | - | 23 | 55 | 2120 | 799 
InterfModel=0,node=2 96 | - | 20 | 76 | 2094 | 809 
InterfModel=0,node=2 97 | - | 17 | 57 | 2125 | 800 
InterfModel=0,node=2 98 | - | 24 | 50 | 2080 | 845 
InterfModel=0,node=2 99 | - | 17 | 53 | 2138 | 790 
InterfModel=0,node=3 0 | 16 | 9 | 461 | 2918 | 1092 
InterfModel=0,node=3 1 | 22 | 25 | 462 | 2922 | 1064 
InterfModel=0,node=3 2 | 19 | 18 | 467 | 2883 | 1104 
InterfModel=0,node=3 3 | 39 | 17 | 465 | 2983 | 977 
InterfModel=0,node=3 4 | 11 | 16 | 501 | 2967 | 1003 
InterfModel=0,node=3 5 | 35 | 18 | 486 | 2885 | 1072 
InterfModel=0,node=3 6 | 61 | 16 | 497 | 2903 | 993 
InterfModel=0,node=3 7 | 31 | 20 | 510 | 2860 | 1076 
InterfModel=0,node=3 8 | 2 | 24 | 518 | 2851 | 1095 
InterfModel=0,node=3 9 | 49 | 13 | 481 | 2940 | 1001 
InterfModel=0,node=3 10 | 18 | 14 | 486 | 2910 | 1053 
InterfModel=0,node=3 11 | 20 | 10 | 509 | 2963 | 995 
InterfModel=0,node=3 12 | 62 | 18 | 443 | 2984 | 981 
InterfModel=0,node=3 13 | 16 | 13 | 450 | 2981 | 1031 
InterfModel=0,node=3 14 | 27 | 12 | 512 | 2877 | 1064 
InterfModel=0,node=3 15 | 37 | 14 | 459 | 3030 | 948 
InterfModel=0,node=3 16 | 11 | 14 | 465 | 2894 | 1111 
InterfModel=0,node=3 17 | 22 | 15 | 536 | 2910 | 1013 
InterfModel=0,node=3 18 | 41 | 11 | 453 | 2977 | 994 
InterfModel=0,node=3 19 | 44 | 22 | 473 | 2973 | 979 
InterfModel=0,node=3 20 | 12 | 15 | 517 | 2884 | 1059 
InterfModel=0,node=3 21 | 18 | 11 | 473 | 2901 | 1085 
InterfModel=0,node=3 22 | 21 | 17 | 500 | 2969 | 984 
InterfModel=0,node=3 23 | 22 | 13 | 455 | 2975 | 1022 
InterfModel=0,node=3 24 | 29 | 16 | 473 | 2965 | 1000 
InterfModel=0,node=3 25 | 16 | 24 | 510 | 2953 | 992 
InterfModel=0,node=3 26 | 35 | 19 | 492 | 2862 | 1078 
InterfModel=0,node=3 27 | 33 | 19 | 440 | 3076 | 947 
InterfModel=0,node=3 28 | 31 | 19 | 533 | 2850 | 1058 
InterfModel=0,node=3 29 | 52 | 22 | 481 | 2852 | 1103 
InterfModel=0,node=3 30 | 39 | 15 | 465 | 2891 | 1052 
InterfModel=0,node=3 31 | 41 | 17 | 530 | 2913 | 988 
InterfModel=0,node=3 32 | 28 | 12 | 502 | 2858 | 1086 
InterfModel=0,node=3 33 | 5 | 21 | 511 | 2944 | 990 
InterfModel=0,node=3 34 | 4 | 19 | 450 | 2951 | 1077 
InterfModel=0,node=3 35 | 42 | 23 | 464 | 2864 | 1128 
InterfModel=0,node=3 36 | 73 | 13 | 501 | 2970 | 980 
InterfModel=0,node=3 37 | 4 | 20 | 428 | 3095 | 953 
InterfModel=0,node=3 38 | 18 | 10 | 502 | 2992 | 936 
InterfModel=0,node=3 39 | 7 | 12 | 486 | 2940 | 965 
InterfModel=0,node=3 40 | 12 | 15 | 507 | 2952 | 1006 
InterfModel=0,node=3 41 | 64 | 22 | 506 | 2896 | 1031 
InterfModel=0,node=3 42 | 63 | 14 | 429 | 2984 | 1051 
InterfModel=0,node=3 43 | 62 | 7 | 449 | 2996 | 1032 
InterfModel=0,node=3 44 | 16 | 18 | 548 | 2784 | 1079 
InterfModel=0,node=3 45 | 9 | 19 | 505 | 2862 | 1023 
InterfModel=0,node=3 46 | 11 | 10 | 454 | 3038 | 989 
InterfModel=0,node=3 47 | 22 | 11 | 493 | 2948 | 956 
InterfModel=0,node=3 48 | 45 | 24 | 466 | 2915 | 1075 
InterfModel=0,node=3 49 | 14 | 21 | 474 | 2897 | 1103 
InterfModel=0,node=3 50 | 35 | 14 | 480 | 2970 | 1021 
InterfModel=0,node=3 51 | 30 | 10 | 480 | 2890 | 1094 
InterfModel=0,node=3 52 | 20 | 12 | 513 | 2876 | 1066 
InterfModel=0,node=3 53 | 35 | 17 | 466 | 2872 | 1091 
InterfModel=0,node=3 54 | 10 | 19 | 448 | 3020 | 995 
InterfModel=0,node=3 55 | 21 | 11 | 561 | 2905 | 956 
InterfModel=0,node=3 56 | 7 | 22 | 447 | 3046 | 948 
InterfModel=0,node=3 57 | 4 | 11 | 515 | 2970 | 983 
InterfModel=0,node=3 58 | 3 | 12 | 521 | 2792 | 1132 
InterfModel=0,node=3 59 | 2 | 11 | 433 | 2965 | 1076 
InterfModel=0,node=3 60 | 4 | 16 | 491 | 2886 | 1075 
InterfModel=0,node=3 61 | 69 | 23 | 474 | 2905 | 1096 
InterfModel=0,node=3 62 | 18 | 11 | 488 | 2927 | 1061 
InterfModel=0,node=3 63 | 10 | 15 | 505 | 2882 | 1077 
InterfModel=0,node=3 64 | 16 | 15 | 432 | 3033 | 1008 
InterfModel=0,node=3 65 | 39 | 13 | 461 | 3062 | 954 
InterfModel=0,node=3 66 | 79 | 14 | 470 | 2967 | 1030 
InterfModel=0,node=3 67 | 7 | 15 | 492 | 2854 | 1061 
InterfModel=0,node=3 68 | 8 | 17 | 442 | 3003 | 1005 
InterfModel=0,node=3 69 | 6 | 8 | 513 | 2883 | 1082 
InterfModel=0,node=3 70 | 45 | 20 | 526 | 2845 | 1089 
InterfModel=0,node=3 71 | 57 | 18 | 516 | 2900 | 1020 
InterfModel=0,node=3 72 | 49 | 16 | 521 | 2919 | 961 
InterfModel=0,node=3 73 | 30 | 20 | 449 | 2980 | 1024 
InterfModel=0,node=3 74 | 32 | 14 | 428 | 3069 | 962 
InterfModel=0,node=3 75 | 41 | 21 | 465 | 2988 | 1005 
InterfModel=0,node=3 76 | 57 | 16 | 493 | 2820 | 1118 
InterfModel=0,node=3 77 | 21 | 20 | 440 | 2955 | 1025 
InterfModel=0,node=3 78 | 48 | 19 | 479 | 2864 | 1082 
InterfModel=0,node=3 79 | 37 | 14 | 465 | 2891 | 1089 
InterfModel=0,node=3 80 | 30 | 19 | 444 | 2948 | 1047 
InterfModel=0,node=3 81 | 26 | 5 | 516 | 2840 | 1106 
InterfModel=0,node=3 82 | 11 | 15 | 511 | 3026 | 943 
InterfModel=0,node=3 83 | 9 | 14 | 527 | 2913 | 995 
InterfModel=0,node=3 84 | 32 | 11 | 503 | 2896 | 1021 
InterfModel=0,node=3 85 | 17 | 15 | 521 | 3000 | 936 
InterfModel=0,node=3 86 | 46 | 12 | 465 | 2935 | 1029 
InterfModel=0,node=3 87 | 25 | 13 | 512 | 3012 | 919 
InterfModel=0,node=3 88 | 20 | 23 | 510 | 2850 | 1074 
InterfModel=0,node=3 89 | 9 | 17 | 431 | 2933 | 1076 
InterfModel=0,node=3 90 | - | 13 | 436 | 3081 | 957 
InterfModel=0,node=3 91 | - | 15 | 463 | 2952 | 1042 
InterfModel=0,node=3 92 | - | 19 | 496 | 2891 | 1079 
InterfModel=0,node=3 93 | - | 12 | 503 | 2918 | 1042 
InterfModel=0,node=3 94 | - | 20 | 466 | 2989 | 989 
InterfModel=0,node=3 95 | - | 19 | 466 | 2983 | 1006 
InterfModel=0,node=3 96 | - | 22 | 469 | 2909 | 1049 
InterfModel=0,node=3 97 | - | 17 | 471 | 2939 | 1043 
InterfModel=0,node=3 98 | - | 22 | 449 | 2945 | 1060 
InterfModel=0,node=3 99 | - | 24 | 510 | 2916 | 1035 
InterfModel=0,node=4 0 | 1814 | 14 | 273 | 4187 | 1178 
InterfModel=0,node=4 1 | 1889 | 15 | 287 | 3941 | 1335 
InterfModel=0,node=4 2 | 1856 | 17 | 267 | 3998 | 1329 
InterfModel=0,node=4 3 | 1813 | 23 | 256 | 4137 | 1237 
InterfModel=0,node=4 4 | 1968 | 15 | 297 | 3977 | 1208 
InterfModel=0,node=4 5 | 1870 | 20 | 251 | 4016 | 1312 
InterfModel=0,node=4 6 | 1976 | 14 | 258 | 4070 | 1151 
InterfModel=0,node=4 7 | 1890 | 14 | 242 | 4189 | 1131 
InterfModel=0,node=4 8 | 1788 | 12 | 291 | 4204 | 1173 
InterfModel=0,node=4 9 | 1922 | 19 | 280 | 4049 | 1197 
InterfModel=0,node=4 10 | 1944 | 15 | 282 | 4055 | 1186 
InterfModel=0,node=4 11 | 1900 | 17 | 271 | 4128 | 1151 
InterfModel=0,node=4 12 | 1913 | 9 | 273 | 4099 | 1172 
InterfModel=0,node=4 13 | 1919 | 14 | 273 | 4024 | 1237 
InterfModel=0,node=4 14 | 1902 | 15 | 254 | 4183 | 1114 
InterfModel=0,node=4 15 | 1794 | 15 | 289 | 4122 | 1246 
InterfModel=0,node=4 16 | 1959 | 13 | 262 | 4102 | 1129 
InterfModel=0,node=4 17 | 1973 | 13 | 281 | 4077 | 1121 
InterfModel=0,node=4 18 | 1821 | 19 | 292 | 4126 | 1217 
InterfModel=0,node=4 19 | 1841 | 21 | 261 | 4144 | 1200 
InterfModel=0,node=4 20 | 1986 | 14 | 307 | 4010 | 1148 
InterfModel=0,node=4 21 | 1932 | 15 | 307 | 3973 | 1243 
InterfModel=0,node=4 22 | 1955 | 18 | 253 | 3916 | 1325 
InterfModel=0,node=4 23 | 1875 | 15 | 290 | 3986 | 1305 
InterfModel=0,node=4 24 | 1944 | 12 | 254 | 4021 | 1237 
InterfModel=0,node=4 25 | 1817 | 17 | 257 | 4142 | 1233 
InterfModel=0,node=4 26 | 1859 | 16 | 250 | 4161 | 1180 
InterfModel=0,node=4 27 | 1862 | 16 | 276 | 4037 | 1275 
InterfModel=0,node=4 28 | 1977 | 17 | 273 | 4088 | 1116 
InterfModel=0,node=4 29 | 1832 | 21 | 281 | 4075 | 1266 
InterfModel=0,node=4 30 | 1666 | 13 | 262 | 4156 | 1372 
InterfModel=0,node=4 31 | 1825 | 19 | 276 | 4196 | 1152 
InterfModel=0,node=4 32 | 1975 | 12 | 308 | 3996 | 1174 
InterfModel=0,node=4 33 | 2039 | 13 | 304 | 3782 | 1330 
InterfModel=0,node=4 34 | 2021 | 16 | 273 | 3882 | 1277 
InterfModel=0,node=4 35 | 1897 | 18 | 251 | 4057 | 1243 
InterfModel=0,node=4 36 | 2055 | 12 | 304 | 3950 | 1151 
InterfModel=0,node=4 37 | 1779 | 21 | 246 | 4178 | 1241 
InterfModel=0,node=4 38 | 1937 | 17 | 286 | 3990 | 1237 
InterfModel=0,node=4 39 | 1907 | 12 | 285 | 3910 | 1352 
InterfModel=0,node=4 40 | 1987 | 15 | 286 | 3890 | 1289 
InterfModel=0,node=4 41 | 1913 | 9 | 271 | 4025 | 1250 
InterfModel=0,node=4 42 | 1855 | 11 | 288 | 4128 | 1185 
InterfModel=0,node=4 43 | 1759 | 23 | 277 | 4156 | 1252 
InterfModel=0,node=4 44 | 1901 | 22 | 268 | 4116 | 1161 
InterfModel=0,node=4 45 | 1989 | 19 | 285 | 4088 | 1086 
InterfModel=0,node=4 46 | 1982 | 14 | 318 | 3965 | 1190 
InterfModel=0,node=4 47 | 2000 | 20 | 284 | 4039 | 1124 
InterfModel=0,node=4 48 | 1973 | 14 | 269 | 4107 | 1102 
InterfModel=0,node=4 49 | 2022 | 10 | 265 | 3953 | 1218 
InterfModel=0,node=4 50 | 1958 | 16 | 259 | 3986 | 1246 
InterfModel=0,node=4 51 | 1926 | 14 | 290 | 4050 | 1188 
InterfModel=0,node=4 52 | 1948 | 20 | 290 | 4058 | 1153 
InterfModel=0,node=4 53 | 1845 | 16 | 273 | 4190 | 1146 
InterfModel=0,node=4 54 | 1887 | 17 | 273 | 4005 | 1284 
InterfModel=0,node=4 55 | 1977 | 24 | 296 | 3922 | 1247 
InterfModel=0,node=4 56 | 1834 | 15 | 307 | 4007 | 1307 
InterfModel=0,node=4 57 | 1928 | 13 | 261 | 4048 | 1220 
InterfModel=0,node=4 58 | 2006 | 27 | 278 | 3911 | 1247 
InterfModel=0,node=4 59 | 1911 | 18 | 297 | 3932 | 1310 
InterfModel=0,node=4 60 | 1936 | 21 | 270 | 3921 | 1319 
InterfModel=0,node=4 61 | 1885 | 19 | 289 | 4042 | 1236 
InterfModel=0,node=4 62 | 2051 | 17 | 325 | 3944 | 1131 
InterfModel=0,node=4 63 | 1919 | 13 | 237 | 4128 | 1169 
InterfModel=0,node=4 64 | 1985 | 10 | 281 | 3912 | 1280 
InterfModel=0,node=4 65 | 1860 | 18 | 270 | 4128 | 1197 
InterfModel=0,node=4 66 | 1916 | 22 | 292 | 3968 | 1269 
InterfModel=0,node=4 67 | 2002 | 22 | 283 | 3983 | 1176 
InterfModel=0,node=4 68 | 1982 | 16 | 320 | 3896 | 1253 
