CastaliaResults -i saida.txt -s Energy nJ/bit -n --all -o2                                                           

Application:Energy nJ/bit
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 106.389 | 100.907 | 71.766 | 55.054 | 58.262 
InterfModel=1 | 119.949 | 113.639 | 103.727 | 88.507 | 116.718 
InterfModel=2 | 112.465 | 100.352 | 82.233 | 62.782 | 77.166 
Application:Energy nJ/bit - all values
 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 105.785 | 100.625 | 70.4315 | 53.9183 | 59.0943 
InterfModel=0 1 | 106.7 | 101.141 | 72.0691 | 54.9961 | 57.1961 
InterfModel=0 2 | 106.444 | 100.608 | 71.464 | 54.2786 | 58.4731 
InterfModel=0 3 | 106.043 | 100.84 | 71.4004 | 53.7074 | 58.7626 
InterfModel=0 4 | 107 | 101.383 | 71.7561 | 55.9214 | 59.4402 
InterfModel=0 5 | 107.118 | 100.768 | 70.9883 | 54.4112 | 59.6258 
InterfModel=0 6 | 106.158 | 101.363 | 72.9743 | 55.4362 | 57.2972 
InterfModel=0 7 | 107.275 | 101.025 | 72.2267 | 54.3824 | 58.0832 
InterfModel=0 8 | 107.583 | 100.637 | 72.2401 | 53.8338 | 59.7785 
InterfModel=0 9 | 107.099 | 101.44 | 72.4272 | 54.7676 | 58.3441 
InterfModel=0 10 | 106.463 | 100.694 | 71.3214 | 55.2898 | 57.8846 
InterfModel=0 11 | 107.203 | 100.83 | 71.3744 | 54.9237 | 59.9458 
InterfModel=0 12 | 106.741 | 100.874 | 71.935 | 54.9451 | 56.9435 
InterfModel=0 13 | 106.545 | 100.638 | 71.3341 | 55.0025 | 59.4994 
InterfModel=0 14 | 105.262 | 100.657 | 71.9624 | 54.6197 | 58.588 
InterfModel=0 15 | 105.367 | 100.284 | 71.8476 | 53.9884 | 57.1981 
InterfModel=0 16 | 106.377 | 100.817 | 71.7827 | 55.5176 | 57.1761 
InterfModel=0 17 | 105.629 | 101.561 | 72.7035 | 55.4884 | 58.1523 
InterfModel=0 18 | 107.218 | 101.677 | 71.9398 | 54.2553 | 60.2127 
InterfModel=0 19 | 105.963 | 101.199 | 71.9207 | 53.8487 | 58.8526 
InterfModel=0 20 | 106.138 | 100.909 | 72.0646 | 56.131 | 57.4316 
InterfModel=0 21 | 107.037 | 100.69 | 71.4736 | 55.7037 | 58.0823 
InterfModel=0 22 | 106.109 | 100.724 | 71.3962 | 55.2251 | 56.9421 
InterfModel=0 23 | 106.882 | 101.125 | 71.6072 | 54.5431 | 58.2562 
