CastaliaResults -i saida.txt -s Estimated network lifetime --all -o2                                                                     

ResourceManager:Estimated network lifetime (days)
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 | 69.935 | 69.925 | 69.931 
ResourceManager:Estimated network lifetime (days) - all values
 | InterfModel=0 | InterfModel=1 | InterfModel=2
 0 | 69.936 | 69.9206 | 69.9275 
 1 | 69.9357 | 69.9207 | 69.9324 
 2 | 69.9396 | 69.9291 | 69.9334 
 3 | 69.9381 | 69.9212 | 69.9356 
 4 | 69.9304 | 69.924 | 69.9359 
 5 | 69.9337 | 69.9258 | 69.9337 
 6 | 69.9328 | 69.928 | 69.9277 
 7 | 69.9356 | 69.9239 | 69.9284 
 8 | 69.9318 | 69.9268 | 69.933 
 9 | 69.9363 | 69.9253 | 69.9305 
 10 | 69.9394 | 69.9222 | 69.9324 
 11 | 69.9305 | 69.9271 | 69.9303 
 12 | 69.9373 | 69.9303 | 69.9321 
 13 | 69.9353 | 69.921 | 69.9263 
 14 | 69.9388 | 69.9196 | 69.9287 
 15 | 69.9368 | 69.9305 | 69.9326 
 16 | 69.9407 | 69.9285 | 69.9286 
 17 | 69.938 | 69.9222 | 69.9333 
 18 | 69.9307 | 69.9235 | 69.9284 
 19 | 69.9323 | 69.9241 | 69.9347 
 20 | 69.9389 | 69.9209 | 69.9356 
 21 | 69.9298 | 69.9303 | 69.9344 
 22 | 69.9402 | 69.9215 | 69.9327 
 23 | 69.9301 | 69.92 | 69.9352 
 24 | 69.9317 | 69.9293 | 69.9267 
 25 | 69.9317 | 69.92 | 69.9271 
 26 | 69.938 | 69.9232 | 69.9295 
 27 | 69.9348 | 69.9207 | 69.9288 
 28 | 69.9348 | 69.9222 | 69.9355 
 29 | 69.9342 | 69.9252 | 69.9288 
 30 | 69.936 | 69.9281 | 69.9276 
 31 | 69.933 | 69.9219 | 69.9286 
 32 | 69.9321 | 69.919 | 69.9318 
 33 | 69.9305 | 69.9238 | 69.9324 
 34 | 69.9311 | 69.9228 | 69.9267 
 35 | 69.9335 | 69.928 | 69.9265 
 36 | 69.9336 | 69.9281 | 69.9276 
 37 | 69.9399 | 69.9209 | 69.9294 
 38 | 69.9371 | 69.9247 | 69.9279 
 39 | 69.9398 | 69.929 | 69.9358 
 40 | 69.9374 | 69.9257 | 69.9294 
 41 | 69.9371 | 69.928 | 69.9333 
 42 | 69.9397 | 69.9276 | 69.937 
 43 | 69.9375 | 69.9227 | 69.9358 
 44 | 69.9336 | 69.9294 | 69.928 
 45 | 69.9316 | 69.9259 | 69.9326 
 46 | 69.938 | 69.923 | 69.9276 
 47 | 69.9346 | 69.926 | 69.9362 
 48 | 69.9374 | 69.9242 | 69.9288 
 49 | 69.9306 | 69.9238 | 69.9361 
 50 | 69.9399 | 69.9211 | 69.9357 
 51 | 69.9332 | 69.9256 | 69.9303 
 52 | 69.9371 | 69.9186 | 69.9275 
 53 | 69.9319 | 69.93 | 69.9365 
 54 | 69.938 | 69.9296 | 69.9307 
 55 | 69.9375 | 69.9287 | 69.9312 
 56 | 69.932 | 69.9234 | 69.9366 
 57 | 69.93 | 69.9302 | 69.9262 
 58 | 69.9315 | 69.9236 | 69.9297 
 59 | 69.9347 | 69.9288 | 69.9332 
 60 | 69.9354 | 69.9221 | 69.9297 
 61 | 69.9331 | 69.9247 | 69.9277 
 62 | 69.936 | 69.9287 | 69.9302 
 63 | 69.9386 | 69.925 | 69.9346 
 64 | 69.9321 | 69.9231 | 69.9316 
 65 | 69.9311 | 69.9192 | 69.9365 
 66 | 69.9299 | 69.9231 | 69.9317 
 67 | 69.9361 | 69.9201 | 69.9305 
 68 | 69.9335 | 69.9249 | 69.9318 
 69 | 69.9372 | 69.9194 | 69.9286 
 70 | 69.9401 | 69.9193 | 69.9266 
 71 | 69.9343 | 69.923 | 69.9365 
 72 | 69.9393 | 69.9277 | 69.929 
 73 | 69.9313 | 69.9242 | 69.927 
 74 | 69.9353 | 69.9208 | 69.9301 
 75 | 69.9359 | 69.9282 | 69.9284 
 76 | 69.9376 | 69.9303 | 69.931 
 77 | 69.9412 | 69.9213 | 69.9288 
 78 | 69.938 | 69.9217 | 69.9285 
 79 | 69.933 | 69.9221 | 69.9356 
 80 | 69.9308 | 69.921 | 69.9267 
 81 | 69.9406 | 69.9237 | 69.9264 
 82 | 69.9303 | 69.921 | 69.9281 
 83 | 69.9387 | 69.9292 | 69.9368 
 84 | 69.9369 | 69.9286 | 69.9333 
 85 | 69.9385 | 69.9299 | 69.9308 
 86 | 69.9296 | 69.9203 | 69.9303 
 87 | 69.9389 | 69.9212 | 69.9262 
 88 | 69.9369 | 69.9276 | 69.934 
 89 | 69.9314 | 69.926 | 69.9341 
 90 | 69.9325 | 69.9252 | 69.9338 
 91 | 69.9301 | 69.9244 | 69.9349 
 92 | 69.937 | 69.9244 | 69.9324 
 93 | 69.9335 | 69.9297 | 69.9264 
 94 | 69.9366 | 69.9198 | 69.9366 
 95 | 69.9359 | 69.9289 | 69.9319 
 96 | 69.9337 | 69.9221 | 69.9362 
 97 | 69.9321 | 69.9289 | 69.9353 
 98 | 69.9337 | 69.9207 | 69.9332 
 99 | 69.931 | 69.92 | 69.9294 

