CastaliaResults -i saida.txt -s Consumed Energy -n --all -o2                                                             

ResourceManager:Consumed Energy
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 | 0.933 | 0.244 | 0.248 | 0.241 | 0.244 | 0.241 
InterfModel=1 | 0.933 | 0.244 | 0.247 | 0.241 | 0.244 | 0.241 
InterfModel=2 | 0.933 | 0.244 | 0.248 | 0.241 | 0.244 | 0.241 
ResourceManager:Consumed Energy - all values
 | node=0 | node=1 | node=2 | node=3 | node=4 | node=5
InterfModel=0 0 | 0.932534 | 0.243563 | 0.247742 | 0.239726 | 0.24403 | 0.238517 
InterfModel=0 1 | 0.932525 | 0.244147 | 0.247908 | 0.242576 | 0.245212 | 0.241088 
InterfModel=0 2 | 0.932495 | 0.24365 | 0.247617 | 0.240479 | 0.244065 | 0.23989 
InterfModel=0 3 | 0.932512 | 0.244781 | 0.247595 | 0.239905 | 0.243842 | 0.241225 
InterfModel=0 4 | 0.932598 | 0.243396 | 0.247905 | 0.241402 | 0.244547 | 0.239463 
InterfModel=0 5 | 0.932553 | 0.243935 | 0.24818 | 0.23864 | 0.244569 | 0.242314 
InterfModel=0 6 | 0.932562 | 0.242461 | 0.248026 | 0.240658 | 0.243682 | 0.240215 
InterfModel=0 7 | 0.932526 | 0.244831 | 0.24788 | 0.241104 | 0.243664 | 0.241461 
InterfModel=0 8 | 0.932576 | 0.245716 | 0.248195 | 0.241877 | 0.243964 | 0.242533 
InterfModel=0 9 | 0.932515 | 0.24488 | 0.247959 | 0.241835 | 0.242123 | 0.241174 
InterfModel=0 10 | 0.932475 | 0.243158 | 0.247321 | 0.2394 | 0.244153 | 0.2419 
InterfModel=0 11 | 0.932595 | 0.245928 | 0.247569 | 0.239578 | 0.244336 | 0.240241 
InterfModel=0 12 | 0.932503 | 0.244241 | 0.247255 | 0.240856 | 0.243831 | 0.239689 
InterfModel=0 13 | 0.932529 | 0.245044 | 0.248114 | 0.242679 | 0.243855 | 0.24365 
InterfModel=0 14 | 0.932483 | 0.24457 | 0.24723 | 0.24125 | 0.243671 | 0.240558 
InterfModel=0 15 | 0.932511 | 0.242689 | 0.24724 | 0.241408 | 0.244529 | 0.24076 
InterfModel=0 16 | 0.932459 | 0.245016 | 0.247453 | 0.2433 | 0.24446 | 0.240332 
InterfModel=0 17 | 0.932494 | 0.244536 | 0.247404 | 0.24178 | 0.243259 | 0.240478 
InterfModel=0 18 | 0.932591 | 0.244701 | 0.247941 | 0.241234 | 0.244507 | 0.241766 
InterfModel=0 19 | 0.932571 | 0.243885 | 0.24805 | 0.240324 | 0.242494 | 0.241545 
InterfModel=0 20 | 0.932481 | 0.243931 | 0.247339 | 0.240563 | 0.244285 | 0.241309 
InterfModel=0 21 | 0.932601 | 0.244918 | 0.247988 | 0.241052 | 0.244624 | 0.241213 
InterfModel=0 22 | 0.932481 | 0.243865 | 0.247648 | 0.238812 | 0.244192 | 0.241166 
InterfModel=0 23 | 0.932599 | 0.244654 | 0.247954 | 0.241502 | 0.24388 | 0.241055 
InterfModel=0 24 | 0.932578 | 0.244084 | 0.247956 | 0.240886 | 0.243855 | 0.243203 
InterfModel=0 25 | 0.932579 | 0.243499 | 0.247708 | 0.24292 | 0.244922 | 0.240896 
InterfModel=0 26 | 0.932493 | 0.24335 | 0.247237 | 0.240062 | 0.243029 | 0.240962 
InterfModel=0 27 | 0.932535 | 0.245255 | 0.247279 | 0.241855 | 0.244175 | 0.239775 
InterfModel=0 28 | 0.932541 | 0.244773 | 0.247414 | 0.240947 | 0.243452 | 0.241793 
InterfModel=0 29 | 0.932543 | 0.245522 | 0.247419 | 0.241326 | 0.243452 | 0.237748 
InterfModel=0 30 | 0.93252 | 0.243813 | 0.247567 | 0.240661 | 0.245098 | 0.240851 
InterfModel=0 31 | 0.932562 | 0.245409 | 0.247914 | 0.241483 | 0.244181 | 0.240932 
InterfModel=0 32 | 0.932574 | 0.244919 | 0.247757 | 0.240122 | 0.244458 | 0.241419 
InterfModel=0 33 | 0.932594 | 0.245387 | 0.247978 | 0.240326 | 0.244417 | 0.242098 
InterfModel=0 34 | 0.932589 | 0.244553 | 0.247755 | 0.241349 | 0.244148 | 0.241779 
InterfModel=0 35 | 0.932553 | 0.244353 | 0.248304 | 0.242939 | 0.243662 | 0.242288 
InterfModel=0 36 | 0.932552 | 0.243568 | 0.247932 | 0.24023 | 0.243928 | 0.242556 
InterfModel=0 37 | 0.932467 | 0.244059 | 0.247261 | 0.239132 | 0.244673 | 0.240787 
InterfModel=0 38 | 0.932505 | 0.243331 | 0.247915 | 0.240809 | 0.243917 | 0.24039 
InterfModel=0 39 | 0.932514 | 0.243867 | 0.247367 | 0.237635 | 0.243527 | 0.242033 
InterfModel=0 40 | 0.932502 | 0.243846 | 0.247865 | 0.240978 | 0.243994 | 0.240118 
InterfModel=0 41 | 0.932505 | 0.244178 | 0.2479 | 0.239863 | 0.242973 | 0.241067 
InterfModel=0 42 | 0.93249 | 0.243644 | 0.24739 | 0.239071 | 0.244296 | 0.241054 
InterfModel=0 43 | 0.932499 | 0.2445 | 0.247486 | 0.241183 | 0.24474 | 0.241958 
InterfModel=0 44 | 0.932556 | 0.245014 | 0.247288 | 0.242251 | 0.244852 | 0.241709 
